sklearn_original_label,reordered_cluster_id,ordering_value
3,1,-0.8699192529417942
5,2,-0.4164257893584252
0,3,-0.3048026937373124
4,4,-0.15360499835896457
2,5,0.37132365020213953
1,6,0.5334733051277794
