Variable,PC1,PC2,PC3,PC4,PC5,PC6,PC7
N_PFlossR_2kiw,0.2606297748760205,0.5609833823595111,0.375852759636446,0.10313533968226749,0.5553341205003776,-0.39617399840111706,-0.010851154122630803
N_PFlossR_2ktw,0.4997508294602125,-0.38219129415051206,0.26799120521677944,0.13036898851161113,-0.007460137917621428,0.04569026455381291,0.7163939628148445
N_PFlossR_2kmw,0.5103014545074657,-0.1577991134692257,0.430073775059885,0.04299343482604322,-0.16214393687535486,0.3214733030456309,-0.6310659530088616
PFResident_lossR,-0.38042477442304573,0.01193007301163214,0.5406698427919042,0.35212342830255405,-0.538767842577583,-0.38465178460398275,0.0243329633257849
PFDaynight_lossR,-0.4710456329069174,-0.05943248552009543,0.33393620484392095,0.30730595444858966,0.43511280504890165,0.6104460030350322,0.08164543526821269
PFAB5k_NOR,0.16969157792815956,0.706044470712737,-0.10597051228008501,0.15148150584629386,-0.42285214377515323,0.45106843189498286,0.23719804367324837
PFABC_NOR,0.16282329542856452,-0.11024317475099085,-0.4323019173248925,0.853899343068244,0.0828240778784405,-0.11640201833358763,-0.15778695549031205
