fid,MS_ID,PF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,PC1,PC2,PC3,PC4,PC5,PC6,PC7
25007,25007,0.309498270595886,42,1,True,0.06939281630644459,0.6338425580661756,0.8087255372138664,0.35732172018920016,0.3213722045190463,-0.11900908981300605,0.3416698796261643
25008,25008,0.309491305665111,43,1,True,0.05719287929037476,0.6270565723139858,0.8091534736567922,0.34392111952212134,0.32908794963987276,-0.12912730718626686,0.3495644018620304
25009,25009,0.298566591320248,44,1,True,0.12141952666764845,0.5869283956247536,0.8686226543487946,0.34260968635128713,0.3187688155800212,-0.1005625415859761,0.2940267418949324
25010,25010,0.290950544682178,45,1,True,0.16152120980981527,0.5632526196228567,0.9160649856020239,0.32958582532335473,0.30973159728817135,-0.07717864115520583,0.2364584450389184
25011,25011,0.284677096471281,46,1,True,0.18465691507423823,0.531641507203633,0.9432141934782221,0.32490685285750615,0.3143409912460903,-0.0750852127955999,0.21327879392319155
25012,25012,0.269938454330223,47,1,True,0.28375858826852657,0.4475853108454839,1.0079816315331973,0.33930364670869934,0.3152906996993224,-0.06554007240365683,0.32832877340377253
25013,25013,0.264054172482199,48,1,True,0.309148057805207,0.4250192991603165,1.0377557999003921,0.33365938208691687,0.31374601934895896,-0.055067848900890795,0.2877835935667862
25014,25014,0.254763527525132,49,1,True,0.36504882557076684,0.37870797508241055,1.0793506084166453,0.33999755610904897,0.31278029252333933,-0.044733750207052926,0.31048462001448873
25187,25187,0.402218302399864,50,0,False,-0.6054642791457661,-1.5208547079527457,-0.6517910562609834,1.3656098369954102,0.08813623497448128,-0.3441829932513073,-0.015246696117926176
25188,25188,0.40507847538162,51,0,False,-0.6257454963886414,-1.5087865665835511,-0.6709919970932828,1.3731331749354856,0.09180490381326338,-0.3507779948956376,-0.04349823030752226
25189,25189,0.400960421060968,52,0,False,-0.6032790447457488,-1.5900889275237322,-0.7555041947536507,1.5462483102683886,0.1437097665402076,-0.41198308632084935,-0.09798962686324217
25190,25190,0.399542318801475,53,0,False,-0.5896994090945924,-1.5934685319127422,-0.7482859043520728,1.553256618790236,0.13970444110908703,-0.4043447325373357,-0.11377015163749525
25191,25191,0.397677379281799,54,0,False,-0.5719996890726919,-1.596998119162476,-0.7372101233002414,1.5597260991895465,0.13370832303110705,-0.3933553398048243,-0.13408425211021233
25198,25198,0.273846337273973,55,0,False,0.6593030131895491,-1.4303201267009897,0.13563872639690336,-0.317582991060357,-0.9716898444734948,-0.5549837758131856,-0.22337126534200635
25199,25199,0.269646393046499,56,0,False,0.7053427900424316,-1.4496513342486073,0.14632331789316663,-0.3166062767471231,-0.9871520303827273,-0.5634110150310788,-0.22121563410373535
25200,25200,0.271075468872436,57,0,False,0.7091018453673715,-1.4334596086143956,0.15138550836859238,-0.324114711406597,-0.9981455352047837,-0.5506977149648608,-0.2166523586889542
25201,25201,0.272130560954833,58,0,False,0.7150803659763351,-1.4198036127550588,0.15767121346582366,-0.32995925352903943,-1.0087203207461084,-0.537833616709689,-0.2157559077422495
25212,25212,0.279773632258511,59,0,False,0.7156194183306843,-1.3518859352914128,0.1701716811551274,-0.36727967891871693,-1.0481616011833088,-0.4954049270952805,-0.18089973956854352
25213,25213,0.283508544859799,60,0,False,0.6651802361826895,-1.3439570525468265,0.15735527643965802,-0.3671604849613061,-1.0246262498104266,-0.49639086903107205,-0.1847869744853194
25214,25214,0.278079143346741,61,0,False,0.676842722887284,-1.3920516806795884,0.17016760530837177,-0.36275036595665416,-1.0046188831395486,-0.515448633493235,-0.18564803251647272
25215,25215,0.272004077792421,62,0,False,0.7124764966160945,-1.4224877658502921,0.20313800508918006,-0.36436931094620617,-1.0058877951726617,-0.5057139930383575,-0.19699722689033702
25870,25870,0.270967998868374,63,3,True,0.029867549342458864,0.8743136721176327,1.2527876380620613,-0.24850164487612117,0.12422560720792329,0.21007664247398442,-0.6571582157018027
25871,25871,0.299577923423575,64,3,True,0.0724310534368999,1.0498412906239065,1.2255488474189895,-0.20909483850885394,0.019135043352447135,0.3221238843097652,-0.5984295607880531
25872,25872,0.307334444740294,65,3,True,0.08262405444196545,1.0913629601429353,1.2188103499343699,-0.19919613072376272,-0.005713452054703905,0.34859882872787284,-0.5846164725448733
25874,25874,0.31428350937582,66,3,True,0.09147455868571659,1.1264249321160622,1.2125434295091233,-0.18970977365549066,-0.02667457801281979,0.37089588477729474,-0.5731075046629972
25875,25875,0.316264779792942,67,3,True,0.09399483592106359,1.1359831614205924,1.2105800334263541,-0.1866251982175522,-0.03237923873589377,0.37694816122982416,-0.5700386434809679
25876,25876,0.317794691316815,68,3,True,0.09596733157053065,1.1432403580384174,1.208949550054893,-0.184009966519905,-0.03670533812800131,0.38152910893462244,-0.5677461714647347
25877,25877,0.319035927398673,69,3,True,0.09758720670177683,1.1490098289474069,1.207530645033906,-0.18169102139178409,-0.040139995686467506,0.3851583980897457,-0.5659566575736061
25878,25878,0.320079374883787,70,3,True,0.09897588210897057,1.1537990967443732,1.2062484665396354,-0.1795620596614679,-0.04298721770721129,0.3881604035226191,-0.5644992420924622
25879,25879,0.320976751018688,71,3,True,0.10019219127676875,1.1578495722276787,1.2050648547506104,-0.1775675204684301,-0.04539151374028116,0.3906891572978574,-0.5632933404797089
25880,25880,0.321762250975052,72,3,True,0.10127320980686767,1.1613142537696894,1.2039561258378961,-0.1756731699321322,-0.04744448801170084,0.39284233124181195,-0.5622877461718107
25881,25881,0.322450843015839,73,3,True,0.10224744415671272,1.1643149935239798,1.2029058393631036,-0.17385647857818093,-0.04921918732087423,0.3946979619747633,-0.5614410252606896
25882,25882,0.322988944104281,74,3,True,0.10305369958041316,1.1665888062336038,1.2019486980463536,-0.17216454610323603,-0.0505579305270445,0.3960875484966004,-0.5608428114669767
25883,25883,0.32347881807355,75,3,True,0.10375526876371445,1.1686954583666487,1.2011695913043987,-0.17080750425721075,-0.05180228507236846,0.3973860064137107,-0.56025961006506
25884,25884,0.323975965333778,76,3,True,0.10451621778943856,1.1707687237949922,1.2002356904391156,-0.16914518743063742,-0.05302066317062297,0.3986467673365875,-0.5597306162481323
25885,25885,0.325451388052116,77,3,True,0.10632452157325739,1.177280573785265,1.1986816425264002,-0.16662059194625342,-0.056899046049023495,0.4027479085996053,-0.5576980784997142
25886,25886,0.326079619287057,78,3,True,0.10721560389471546,1.1799460222618718,1.197687767748103,-0.16488773932976727,-0.058473166254585804,0.40438995634270547,-0.5569623621089397
25887,25887,0.326608466741454,79,3,True,0.10799339740934993,1.1821573707689685,1.196771887770182,-0.16327154956244547,-0.05977569286724854,0.4057429023424757,-0.556376555303577
25888,25888,0.327063822902128,80,3,True,0.10868448852217287,1.1840317074353202,1.195920114745185,-0.16175410793068615,-0.06087688827220293,0.40688192784508204,-0.5559003303215576
25889,25889,0.327450231234624,81,3,True,0.10929633582627844,1.1855926553919585,1.1951246806205986,-0.16032209071691678,-0.06179074239911664,0.4078216924212619,-0.5555268868255111
25890,25890,0.327792985167844,82,3,True,0.10985456529457811,1.18696592250866,1.194377592501083,-0.15896978859588284,-0.06259294907405123,0.4086436204542678,-0.5552110673007196
25891,25891,0.328129544629861,83,3,True,0.11040251286636692,1.18829859964141,1.1936378446876397,-0.15762863529547913,-0.06337089300052685,0.4094397447256835,-0.5549085483417338
25892,25892,0.328451317154032,84,3,True,0.11094536779380974,1.1895551305508851,1.1928782104319287,-0.15624259406906146,-0.06410206068559711,0.4101840143697529,-0.5546400354808902
25893,25893,0.328749935669244,85,3,True,0.11147270570078176,1.1906916175947728,1.1921049795364747,-0.15482049891973362,-0.06476015051635627,0.4108483540318495,-0.5544203566680773
25894,25894,0.329033660646053,86,3,True,0.11198353310376237,1.1917450377101386,1.19133602749481,-0.15340021586422573,-0.06536818483584723,0.4114587862930902,-0.5542307874177248
25895,25895,0.340449975044331,87,3,True,0.0378581345183544,1.2572940478043575,1.1489405404081454,-0.17072598210745044,-0.06861765121974103,0.4091492791979279,-0.6609763962645717
25896,25896,0.340185545025047,88,3,True,0.03939742873917831,1.2541533636569273,1.1439728795769697,-0.1607658293688001,-0.06653311810029017,0.40658572976499674,-0.6634947468711672
25897,25897,0.340245770219272,89,3,True,0.039639591587964984,1.2542409516711268,1.1434355095566235,-0.15972211729405975,-0.06656595462191674,0.4065879955368263,-0.6636063494934284
25898,25898,0.340281598876261,90,3,True,0.0398764854999265,1.2541942476805243,1.1428542659073275,-0.15858203207079344,-0.06651596681663417,0.4064979086485658,-0.6637802933785965
25899,25899,0.340324646755866,91,3,True,0.0401014715544749,1.2542073137357226,1.1423263409421303,-0.15755090678466796,-0.06650410679191107,0.4064523865991167,-0.6639173999999828
25900,25900,0.340342411989137,92,3,True,0.04033393256048399,1.2540709897353643,1.1417179914424327,-0.15635075581744087,-0.06639892736402614,0.4063008905879049,-0.6641323627730611
25901,25901,0.340368792218626,93,3,True,0.0405547336651759,1.253984121649347,1.1411580436758584,-0.1552491378284966,-0.06632545658594993,0.4061867079091455,-0.664315692582402
25902,25902,0.340395792917347,94,3,True,0.04077240726722546,1.2539064976802776,1.1406093907345847,-0.15417033188281742,-0.06625799679857917,0.4060797299167907,-0.6644925049786775
25903,25903,0.340437858304644,95,3,True,0.04100266781357322,1.2539059164591375,1.1400632326367472,-0.15310248194911727,-0.06623720430227115,0.40602341183593404,-0.6646396526210605
25904,25904,0.340472779317595,96,3,True,0.041257591101295184,1.2538410090972936,1.1394316035866325,-0.15186245111401261,-0.0661743264054079,0.4059162550866334,-0.6648340018166659
25905,25905,0.340508028694015,97,3,True,0.04151547319118824,1.2537805943524014,1.1387948453053196,-0.15061274646701175,-0.06611397241487968,0.40581151224481715,-0.6650280401801356
25906,25906,0.340537137436192,98,3,True,0.041766952783911696,1.2536960416279614,1.138163135133218,-0.14937100710570383,-0.06603921545852817,0.40569149442002506,-0.6652298043609147
25907,25907,0.340557293424865,99,3,True,0.041991383744962744,1.2535876005716926,1.1375855268246557,-0.1482331586535512,-0.06595204239529276,0.4055613890550221,-0.6654260038367373
25908,25908,0.350334423939796,100,3,True,0.052146064112629405,1.297285142679868,1.131851146817278,-0.14046928574363132,-0.09215347851328842,0.43356271696757376,-0.650523936635033
25909,25909,0.350732940844312,101,3,True,0.05279710413933857,1.2988458968563925,1.1309627111340539,-0.13885542412653668,-0.09306373471369457,0.4344928294926405,-0.650175585592274
25910,25910,0.583333333333333,102,3,True,3.3432227380014914,-0.6702582753842521,3.2631570079306282,0.5082045121934436,-0.5058882650766764,1.3821812188592766,0.8583261063418405
26337,26337,0.519134623454474,103,3,True,-0.987143729866778,1.5609201998820794,-0.5140364674157392,0.9336150769098382,0.40735879130777125,-0.48925070630473144,0.47198942640218433
26338,26338,0.522571562497059,104,3,True,-0.9884270159036621,1.5694887192953506,-0.5073975746536173,0.9199592371907589,0.40193047136859217,-0.48296488557224143,0.47700003967143884
26339,26339,0.522869032567975,105,3,True,-0.9885498087342788,1.5702210647964818,-0.506799068165084,0.9187313072992369,0.4014653531540409,-0.4824244570390898,0.4774366558966989
26340,26340,0.523453754703102,106,3,True,-0.9889068336871072,1.5717414045909261,-0.5053144917884232,0.9157088364301381,0.4004907132164057,-0.4812777399427138,0.478408191794213
26341,26341,0.524451099861073,107,3,True,-0.9899205525255144,1.5742423060964346,-0.5035491444402456,0.9111980904125664,0.39915162649307134,-0.47983729397571373,0.48050423027937644
26342,26342,0.525475484064987,108,3,True,-0.9905727917955849,1.5767206400705773,-0.5017707688889184,0.9071128503517094,0.3977012333292159,-0.47821404804353623,0.4822409391125567
26343,26343,0.583333333333333,109,3,True,3.5644532351911495,-0.8200473599113388,2.6757817932594086,1.6684105854072728,-0.39335392605538255,1.224024019534458,0.643938561111993
26344,26344,0.583333333333333,110,3,True,3.5624725039415437,-0.8187062612638125,2.6810407085433434,1.658022974049934,-0.3943614737704795,1.225440039979344,0.6458580257235966
26345,26345,0.583333333333333,111,3,True,3.5624102328547216,-0.818664099223741,2.6812060405995224,1.657696403825511,-0.3943931494918862,1.2254845574433273,0.6459183706833203
26432,26432,0.430918786377289,112,0,False,0.767728510404581,1.1401594295846262,-0.694003655244155,1.1245901851105378,-0.41461812823082805,-1.1919876130843583,0.04084043067989416
26433,26433,0.416607222736679,113,0,False,0.6157437920333029,1.1003746776636476,-0.5440362644139732,1.2365791261689276,-0.25442454816771765,-0.9528253096195103,0.058941952830782275
26434,26434,0.414663465497278,114,0,False,0.6193029474087967,1.0882917884766785,-0.5418642474756528,1.2412950225984452,-0.24942062804393483,-0.9570091746382693,0.048661209916277814
26435,26435,0.413150466993693,115,0,False,0.6254059528861544,1.0826729351198514,-0.5345595749030984,1.2397820044436987,-0.24971231183898407,-0.9545528869825839,0.03878926647895994
26436,26436,0.410231076255682,116,0,False,0.603056926205242,1.0702655916518977,-0.4998208829559395,1.261538587774872,-0.22004471421506486,-0.9063229369801657,0.028039041148600532
26437,26437,0.343588039627676,117,0,False,0.6664461037271805,0.9635028138945705,0.38640102413756694,0.05584172471363776,-0.33614713093221094,-0.6565224532861014,0.20570372745183757
26438,26438,0.344852137812593,118,0,False,0.6639578854552424,0.9695148192801459,0.380841527529918,0.05909578284880914,-0.3375948133992603,-0.6562781348660659,0.21210373994014398
26439,26439,0.361985361877103,119,0,False,0.5418604160684063,1.048807822155346,0.29812131380278933,0.03848519420061799,-0.32502554489795193,-0.6891150327712536,0.1598318005605468
26440,26440,0.363755177414462,120,0,False,0.5362706778706008,1.0561108966059218,0.28943859849825915,0.04211622253319813,-0.3255775895752901,-0.6908042529293276,0.17031657374508216
26441,26441,0.368903699741674,121,0,False,0.5148599844356087,1.071425678520864,0.2540115641656489,0.038183172367339306,-0.3260011370198281,-0.7194967813512458,0.20921678851736666
26442,26442,0.373817129841901,122,0,False,0.6172525521938523,0.9282041753364573,-0.09331235879645217,0.7058388353474672,-0.22013091656279934,-0.8586889275837568,0.07978927873485055
26443,26443,0.38041714385087,123,0,False,0.6040540507787663,0.960934677490904,-0.15376776487547464,0.6879571882532529,-0.24433496161413026,-0.9154827542116803,0.02575721087435843
26444,26444,0.385440221847051,124,0,False,0.5660136187831907,0.985838145400593,-0.17866394443719302,0.6822125402526733,-0.24068237900509734,-0.9243988752169012,-0.00493745247045943
26445,26445,0.388817892468354,125,0,False,0.5481403218617351,0.9992845487234194,-0.19400325343718663,0.6787828422585994,-0.23927101935135134,-0.931308691821734,0.02152209448841967
26446,26446,0.407034053376412,126,0,False,0.5342088707557764,1.1292821543637812,-0.1981990026144843,0.6298506245203169,-0.30471112568260167,-0.8671679130076682,0.10629538512730953
26762,26762,0.404452198931778,127,1,True,-0.016010308614154395,0.970194799559306,-0.44628069228578543,2.048393829976824,0.3913126794518795,-0.34728275665076697,0.1958407908418903
26763,26763,0.397882010350234,128,1,True,0.018472157391328552,0.9536053681906348,-0.40496100989356376,2.0353311350417833,0.38139335734533314,-0.32489178306334704,0.14832452301395374
26764,26764,0.383554938790747,129,2,True,0.11033386235545843,0.9055765833865052,-0.3282003693202513,2.03957089878168,0.3630105560772169,-0.28291893503869747,0.09758020626856105
26765,26765,0.362648945339554,130,1,True,0.25703152390032324,0.8094279622646956,-0.22713202806632002,2.0603639629400816,0.3480858209791667,-0.244237157559628,0.17263078859513667
26766,26766,0.34511839935728,131,1,True,0.3709581185219612,0.7615946148868071,-0.12372218847250184,2.057312669364533,0.31742919269804937,-0.17972508788657443,0.06466538825630137
26767,26767,0.315981017703224,132,1,True,0.572969651415609,0.625440436952565,0.015588314252326223,2.084645465760068,0.2988962424476586,-0.12953081032247973,0.18184702030367753
26768,26768,0.297363722738335,133,1,True,0.6881639598362449,0.5607507280814323,0.10942767793901356,2.093659014238195,0.2787081969426136,-0.080692127136977,0.1240547606203455
26769,26769,0.288526703206852,134,1,True,0.7344597142150201,0.5294831138151735,0.14659879942637846,2.1014747650364662,0.27356590166285943,-0.06333915162595935,0.08460264532115509
26770,26770,0.267089343862813,135,1,True,0.6901436416270543,0.5861308789849204,0.42389700466125524,1.621268810560806,0.20792615468992237,0.030929682632811213,0.18842627300018328
26771,26771,0.267062852168632,136,1,True,0.6802660355761883,0.5889587041983653,0.422817342777148,1.6100384496037103,0.20989179189855378,0.026938570635071924,0.19954803279211647
26772,26772,0.262394014632564,137,1,True,0.7024558286236824,0.5789392032070582,0.4442000923308156,1.608960829562668,0.20408274358741663,0.04002009876516174,0.17002563310559032
26773,26773,0.254112226756906,138,1,True,0.7562082993971089,0.5436762518777466,0.4816827898088071,1.6153102233450336,0.19855076949833195,0.05403299131998646,0.2019806838156234
26916,26916,0.421384842022916,139,0,False,0.3248445349356443,-0.2308119756229397,-0.14699944076604124,1.482459184928429,-0.6650863426969436,0.6645806013374548,0.2585314719826945
26917,26917,0.412765757502239,140,0,False,0.3508106090209472,-0.254013828691752,-0.11142345927840856,1.4653803240154024,-0.6675195891303867,0.6750828677042943,0.24466982222315467
26969,26969,0.468917812196318,141,0,False,-1.048334924349253,-0.8033929750983727,0.14466045045155382,-0.4747116321412467,-0.2968502519138944,0.10905350085220046,0.2841227252748797
26970,26970,0.470026651320135,142,0,False,-1.0427238263716014,-0.7824507273400644,0.1453044815822548,-0.4749890954262726,-0.31026417101082265,0.12397132809774988,0.2900994683742202
26971,26971,0.469657061059048,143,0,False,-1.0387190514639217,-0.7778604696841994,0.1479807210897432,-0.47535149545326855,-0.31458892871133215,0.12953418762176125,0.2884196275760859
26972,26972,0.47046311922818,144,0,False,-1.028979950631911,-0.7480197477758609,0.1486224143794714,-0.4732366785211728,-0.3342381642822319,0.15162325494025444,0.29530721265130067
26973,26973,0.469844358213346,145,0,False,-1.0235979627798146,-0.7353034885442865,0.15121119169356692,-0.47418816417482657,-0.3434390154233414,0.16244152834388678,0.2967557675116313
26974,26974,0.466358700197042,146,0,False,-1.0221954628523036,-0.7633414448304288,0.16163651847762148,-0.47932566413218214,-0.3304908625466798,0.15085927054337128,0.2787278418753987
26975,26975,0.462219959022234,147,0,False,-1.0037674963368355,-0.7931466713705001,0.17733873490068416,-0.47865857853847416,-0.32324261704062657,0.14547399979799394,0.29825237601977334
26976,26976,0.459875547813309,148,0,False,-1.00970072583644,-0.8218552519876555,0.18415361662762983,-0.4872671621209909,-0.306821686981374,0.12846013272686443,0.287348879949677
26977,26977,0.462577718144513,149,0,False,-0.8374500216273207,-0.8806344423142621,-0.06015867660971495,-0.6694001141291434,-0.0205971482168934,0.281489648282651,0.2535881585409786
26978,26978,0.45722535430162,150,0,False,-0.8930509887874453,-0.9566302456292375,-0.03809850595264905,-0.6890431049934715,0.018958864041860535,0.21055977109021154,0.18071254386706695
26979,26979,0.437111482012912,151,0,False,-0.8815796404625273,-1.1818933262969673,-0.021785767159056415,-0.7772400708583503,0.1859668219900027,0.12879922638686248,0.0694352770475669
26980,26980,0.417029658148149,152,0,False,-0.9090206882251657,-1.4341223915571253,-0.001215939735425883,-0.8351640892783863,0.3533014094625321,-0.0046121865424637405,-0.032887139941732896
26981,26981,0.411109125133928,153,0,False,-0.9225343573784036,-1.5009134766645997,0.010822785247722093,-0.8493287315376045,0.39209056945041443,-0.045284137502097276,-0.05802060347187612
26982,26982,0.405283862087468,154,0,False,-0.9347845208893075,-1.563699284140872,0.021483146598397715,-0.8611471339752164,0.4285190859238259,-0.08349110504130432,-0.08199182912776608
26983,26983,0.389758796264357,155,0,False,-1.139238939792184,-1.620891711479764,0.3560101288705069,-0.6580219589969211,0.14146160840553662,-0.3320513085232367,-0.047742871256456564
26984,26984,0.38605458320205,156,0,False,-1.148909084239399,-1.661740810838268,0.3617283010180036,-0.6660110491144724,0.16595062478923261,-0.3582047899938781,-0.061551958538472035
26985,26985,0.382161321308798,157,0,False,-1.1524307948939692,-1.6993308741675628,0.3703029024429159,-0.671636710089694,0.1860891195622912,-0.37834910845641684,-0.0798386676134693
26986,26986,0.334684672142703,158,0,False,-1.214373128083709,-2.085545977729288,0.35505558149472266,-0.6113558995911296,0.4201347091808235,-0.6325878203713416,-0.22928530927573734
26987,26987,0.332023008961092,159,0,False,-1.2165258382343243,-2.1077511866153236,0.36323318925262826,-0.6192622495545623,0.4314982718468583,-0.6435125618977859,-0.24043514482477546
26988,26988,0.329461368711983,160,0,False,-1.2237237087561554,-2.1345397280411205,0.36923267060260634,-0.6287874719677852,0.4474427375724903,-0.6603844565488467,-0.24897428844219305
26989,26989,0.327140422416595,161,0,False,-1.2334067694913597,-2.161114945458561,0.3732486002292913,-0.6385194862098408,0.4644596363132793,-0.6790970519885939,-0.25475776574402265
