cluster_id,sample_count,sample_percentage,distance_to_centroid_mean,distance_to_centroid_median,distance_to_centroid_std,distance_to_centroid_max
1,1876,36.20223851794674,0.2383030969563387,0.22548750136866352,0.14422755997813605,0.8680314508034864
2,774,14.936318023928985,0.3561847689743406,0.2692300770254474,0.17817737693625296,0.8808829922541449
3,796,15.360864531069085,0.20977799569023425,0.17033628040005683,0.14858183898266472,0.8075825635695649
4,1736,33.500578927055194,0.2276959581537239,0.2022850138979109,0.13376205046888315,1.0937247813010014
