fid,MS_ID,kmeans_cluster,distance_to_assigned_centroid
24398,24398,1,0.19050553271694914
24399,24399,1,0.19194428085388118
24400,24400,1,0.19219289837171427
24401,24401,1,0.19343051412134468
24402,24402,1,0.1964442908672888
24403,24403,1,0.2008198061024898
24404,24404,2,0.45707664686608596
24405,24405,2,0.4550541884298196
24406,24406,2,0.45897164144231406
24407,24407,2,0.4641298160786668
24408,24408,2,0.47842180919219274
24409,24409,2,0.47175893623197074
24410,24410,2,0.5034940179416767
24411,24411,2,0.5018825504258599
24412,24412,4,0.3098711769684416
24413,24413,4,0.3116925707555777
24414,24414,4,0.3136320398611643
24415,24415,4,0.3147633690485708
24416,24416,4,0.28191408757641406
24417,24417,4,0.2814412919869844
24418,24418,4,0.28381223782715814
24419,24419,3,0.16008641702894255
24420,24420,3,0.16031124643548253
24421,24421,3,0.160652208700154
24422,24422,3,0.16040956011285867
24423,24423,3,0.16030654729641478
24424,24424,3,0.16034014260165014
24425,24425,3,0.15999001346519037
24426,24426,3,0.15982095753905864
24458,24458,4,0.20825739823847664
24459,24459,4,0.20844634481745247
24460,24460,4,0.2102041714225785
24461,24461,4,0.21594380618699704
24462,24462,4,0.2480258012076656
24463,24463,4,0.254502222037873
24581,24581,4,0.13582199534216835
24582,24582,4,0.13528393307176678
24583,24583,4,0.1346286444783525
24584,24584,4,0.13399073347078047
24585,24585,4,0.1338015490058545
24586,24586,4,0.13352754973513242
24587,24587,4,0.13332155375601232
24588,24588,4,0.16644109128737322
24589,24589,4,0.1664029494351071
24590,24590,4,0.1522967037168824
24591,24591,4,0.19280435929259665
24592,24592,4,0.19285883768981998
24593,24593,2,0.2560710466394471
24594,24594,2,0.2560753905587031
24595,24595,2,0.25607792207116425
24597,24597,2,0.2692300770254474
24598,24598,2,0.26922982657280026
24599,24599,2,0.26922993041971344
24600,24600,2,0.2692300770254474
24603,24603,1,0.2609961665632472
24604,24604,1,0.2654985196570284
24605,24605,1,0.2654797035809671
24606,24606,1,0.2654628304701743
24607,24607,1,0.2654364071059303
24608,24608,1,0.2654273030875213
24609,24609,1,0.26542054767705753
24610,24610,1,0.26541286017840815
24611,24611,1,0.26539042829627246
24612,24612,1,0.26538403208395117
24613,24613,1,0.2653779248668828
24614,24614,1,0.2653710675252504
24615,24615,1,0.2653755532773309
24983,24983,1,0.5499552252321195
24984,24984,1,0.559056459387429
24985,24985,1,0.5674123404882965
24986,24986,1,0.2874109235650156
24987,24987,1,0.28726165730181297
24988,24988,1,0.18201502947511167
24989,24989,1,0.18125860341733455
24990,24990,1,0.18105632693127466
24996,24996,2,0.33998215220823835
24997,24997,2,0.2364050845505109
24998,24998,2,0.23640740996382473
24999,24999,2,0.23641120557677137
25000,25000,2,0.23641583311719763
25001,25001,2,0.23642130247574494
25002,25002,2,0.23642582512150367
25017,25017,2,0.805749222608235
25018,25018,2,0.8055160255605707
25019,25019,2,0.8053045389824279
25020,25020,2,0.8050333142699146
25021,25021,2,0.8048671063156791
25022,25022,2,0.8046423435489687
25023,25023,2,0.8043423095105118
25024,25024,2,0.8038308186242415
25025,25025,2,0.803285532983111
25026,25026,2,0.8031603190016563
25027,25027,2,0.8030678481037574
25028,25028,2,0.8030004020368157
25029,25029,2,0.7907545919860214
25030,25030,2,0.7908023322534551
25031,25031,2,0.7910007511105678
25032,25032,4,0.2135261717674372
25033,25033,4,0.20923809505899646
25034,25034,4,0.20531160402868398
25035,25035,4,0.12629077356131782
25036,25036,4,0.12228898157762554
25037,25037,4,0.1164010271439091
25038,25038,4,0.08881925002767882
25039,25039,4,0.11521818378622586
25040,25040,4,0.1130187855150204
25041,25041,4,0.11094434763849491
25042,25042,4,0.10883988640105467
25043,25043,4,0.10673384927878346
25044,25044,4,0.10493871556830374
25045,25045,4,0.10330322812989337
25046,25046,4,0.101306562891759
25062,25062,2,0.1848599335822246
25063,25063,2,0.1850393397314033
25065,25065,2,0.805749222608235
25077,25077,2,0.8044952424819056
25078,25078,2,0.8048971300286741
25079,25079,2,0.8052203996976122
25080,25080,2,0.8052992193095013
25081,25081,2,0.8054174793415556
25118,25118,4,0.2475871150049126
25195,25195,1,0.35085280561674126
25196,25196,1,0.350597183148823
25197,25197,1,0.34974614892890193
25212,25212,2,0.2692300770254474
25213,25213,2,0.26922965514245434
25215,25215,2,0.2692293513264241
25519,25519,4,0.14773429895856424
25520,25520,4,0.14808244125445194
25521,25521,4,0.21681729929091864
25522,25522,4,0.217188757928439
25523,25523,4,0.2175922422135164
25524,25524,4,0.2179690684418115
25525,25525,4,0.21837604027892485
25526,25526,4,0.21889955202224715
25527,25527,4,0.2195372923939103
25528,25528,4,0.22055624579853095
25529,25529,4,0.22095407763836525
25683,25683,4,0.24589524519655703
26078,26078,1,0.26834224939662904
26079,26079,1,0.26828747591591195
26080,26080,1,0.2682404539885119
