fid,MS_ID,kmeans_cluster,distance_to_assigned_centroid
24341,24341,4,0.9083073001679602
24344,24344,4,0.408788080291101
24345,24345,4,0.4073278908745509
24346,24346,4,0.4035972227006429
24347,24347,3,0.3249957713898395
24348,24348,3,0.2955597291869799
24349,24349,3,0.3299186597859883
24350,24350,3,0.31703612502543127
24351,24351,4,0.3552692709244403
24352,24352,4,0.37482157898988533
24353,24353,1,0.20714726789804025
24354,24354,1,0.20746517277010815
24355,24355,1,0.2095097637013407
24356,24356,1,0.21330748129414862
24357,24357,1,0.2046470560919391
24358,24358,1,0.19627698834087376
24359,24359,1,0.19203293000368307
24360,24360,1,0.1856154756134038
24361,24361,1,0.17870895685666066
24362,24362,1,0.17757790855465583
24363,24363,1,0.17500042454224762
24387,24387,1,0.20783037664255874
24388,24388,1,0.20509889294110825
24389,24389,1,0.20360600320098168
24986,24986,5,0.2963796752084373
24987,24987,5,0.294284224266732
24988,24988,5,0.3172902793736501
24989,24989,3,0.3204450080062775
24990,24990,3,0.3169636653351856
25187,25187,1,0.30430537708341454
25188,25188,1,0.3049735851914
25189,25189,1,0.2930404774794767
25190,25190,1,0.28845103478695044
25191,25191,1,0.2828608156477969
25198,25198,2,0.35590346905979775
25199,25199,2,0.3685567336976932
25200,25200,2,0.36889029958885156
25201,25201,2,0.37052266683598806
25212,25212,2,0.36699747885180745
25213,25213,2,0.353281625257016
25214,25214,2,0.3562667559256032
25215,25215,2,0.3684440646633444
26432,26432,5,0.3964191969848523
26433,26433,5,0.34092357692570213
26434,26434,5,0.336874002299486
26435,26435,5,0.3317763276425521
26436,26436,5,0.31672226453294083
26437,26437,5,0.20288827290798203
26438,26438,5,0.2048811453589367
26439,26439,5,0.22665698726889133
26440,26440,5,0.23086254127318737
26441,26441,5,0.25073399763629134
26442,26442,5,0.2559419753772727
26443,26443,5,0.2697252546913658
26444,26444,5,0.27530495624541834
26445,26445,5,0.28702508152538314
26446,26446,5,0.3103989817946486
26916,26916,3,0.23056842682396714
26917,26917,3,0.23991298289784643
26969,26969,2,0.31686386439305003
26970,26970,2,0.31696101655701425
26971,26971,2,0.3149028289129902
26972,26972,2,0.3146801334822911
26973,26973,2,0.31354809907519615
26974,26974,2,0.3052498603177592
26975,26975,2,0.30184054786342335
26976,26976,2,0.2987859945009766
26977,26977,2,0.3114070902204712
26978,26978,2,0.3051793060882323
26979,26979,1,0.2778286456031053
26980,26980,1,0.19564268884845626
26981,26981,1,0.17684018240379532
26982,26982,1,0.16141657223883052
26983,26983,1,0.15350106242495662
26984,26984,1,0.14746571691534366
26985,26985,1,0.1407892506691028
26986,26986,1,0.1805974636341126
26987,26987,1,0.1853066721258525
26988,26988,1,0.19360701020246754
26989,26989,1,0.20329178011130902
26990,26990,1,0.2115881019397541
26991,26991,1,0.22141439759150255
26992,26992,1,0.23103352766138757
26993,26993,1,0.22101297914125484
26994,26994,1,0.21348384375233792
26995,26995,1,0.19659649872421905
27677,27677,4,0.935958717412709
27678,27678,4,0.9438068376978047
27679,27679,3,0.3626564215805873
27680,27680,3,0.3880106732803374
27681,27681,3,0.3942963981944943
27682,27682,3,0.39610530177776104
27718,27718,1,0.25911874060131185
27719,27719,1,0.2469866692426171
27720,27720,1,0.24258179186873474
27721,27721,1,0.2932605467584776
27723,27723,1,0.25421054310046676
27744,27744,1,0.1999195226265416
28335,28335,3,0.5083261783004378
28336,28336,3,0.5306358527958034
29037,29037,5,0.38852510910759686
29038,29038,5,0.3858752191778053
29039,29039,5,0.4374586905049075
29040,29040,5,0.23137759397567237
29041,29041,5,0.2310302236776182
29042,29042,5,0.23944817164471838
29043,29043,5,0.43994334115071293
29044,29044,5,0.4342423528245456
29046,29046,5,0.2982683487079042
29295,29295,1,0.2189794095454865
29296,29296,1,0.19207710725166652
29297,29297,1,0.17113569527190262
29298,29298,1,0.20517471923419553
29299,29299,1,0.21476444181102483
29545,29545,5,0.26755843226456405
29778,29778,3,0.19714796086863504
29779,29779,3,0.20138066599790133
29780,29780,4,0.37926495799261406
29781,29781,4,0.3805789797447704
29782,29782,3,0.23962286349184123
29783,29783,3,0.24311670640218422
29867,29867,1,1.0165136194797757
29868,29868,1,0.2032878113070529
29869,29869,1,0.19659265052325367
29870,29870,1,0.1732221871458669
29871,29871,1,0.14871397288531568
29872,29872,1,0.1382788360234511
29873,29873,1,0.13509905365828556
29874,29874,1,0.1385112561220657
29875,29875,1,0.1452717586204109
29876,29876,1,0.15166618873564003
29877,29877,1,0.16335116221490667
29878,29878,1,0.17078825913206838
29879,29879,1,0.18296979806934674
29880,29880,1,0.18656678422645268
29881,29881,1,0.2081364876507553
29882,29882,1,0.20603246192584027
29942,29942,4,0.24569410937042305
29943,29943,4,0.24683420759432
29944,29944,4,0.2478198770461603
29945,29945,4,0.25147339334395163
29946,29946,4,0.2557797143137864
29947,29947,4,0.24274713429127853
29948,29948,4,0.24595476029868266
29949,29949,4,0.24688436940424163
29950,29950,4,0.24787855620150337
29951,29951,4,0.25432793562431333
29952,29952,4,0.4167279263468395
29953,29953,4,0.41703962717684984
29954,29954,4,0.41698740916487465
29955,29955,4,0.41840102374654703
29956,29956,4,0.419440053772561
29957,29957,4,0.42085321697983913
29958,29958,4,0.42074344627774435
29959,29959,4,0.3909315631249315
29960,29960,4,0.39903723751087744
29961,29961,4,0.3973250877347313
29962,29962,4,0.3964224408164772
29963,29963,4,0.3923510006821322
30157,30157,3,0.24342859515553125
30158,30158,3,0.22797617366151682
30159,30159,3,0.22829915125876463
30160,30160,3,0.21719357770629183
30161,30161,3,0.18483712320449597
30162,30162,3,0.18324644196265272
30322,30322,1,0.19032570252366032
30323,30323,1,0.19782947156811664
30324,30324,1,0.21124779924501108
30325,30325,1,0.2215276598758508
30326,30326,1,0.23088747810304638
30327,30327,1,0.24729793789652155
30328,30328,1,0.2496188002982328
30373,30373,3,0.23974269176786295
30374,30374,3,0.23988042131003395
30375,30375,2,0.2602574931603861
30376,30376,2,0.2745075226861886
30377,30377,2,0.27925766890613324
30378,30378,2,0.3096256206442828
30379,30379,2,0.3179858791573763
30380,30380,2,0.32107074412226494
30381,30381,2,0.31646883064389253
30382,30382,2,0.31625304580490016
30383,30383,1,0.19133316010359405
30384,30384,1,0.18888822864039856
30385,30385,1,0.168685403143977
30386,30386,1,0.14917570992429585
30463,30463,5,0.14433414929119795
30464,30464,5,0.17218891137713743
30465,30465,5,0.17731960745710493
30466,30466,5,0.2488241808645058
30467,30467,5,0.315993010097256
30470,30470,4,0.32270980268047333
30471,30471,4,0.3058858540967503
30472,30472,4,0.25104242645793007
30473,30473,4,0.402234545300335
30474,30474,4,0.39058112230375536
30475,30475,4,0.3841275284869611
30476,30476,4,0.4114033826934376
30879,30879,5,0.3257394666521187
30880,30880,5,0.3251418905922536
30881,30881,5,0.6621710685209691
30882,30882,5,0.7103996189309064
30990,30990,5,0.28433195079841117
31040,31040,5,0.3332752986920089
31041,31041,5,0.3231196044245307
31042,31042,5,0.302346401344783
31043,31043,5,0.2782841540517039
31044,31044,5,0.25072715845632637
31045,31045,5,0.37873973988554366
31119,31119,5,0.3250433991928988
31120,31120,5,0.3308357820439206
31121,31121,5,0.3461457511189721
31122,31122,5,0.35168411095218904
31123,31123,5,0.369272141581322
31124,31124,5,0.42442691408065836
31128,31128,5,0.8724391386628367
31129,31129,5,0.8717700540802588
31130,31130,5,0.8671785184675235
31131,31131,5,0.8696102597568225
31132,31132,5,0.8697971597601819
31133,31133,5,0.8701883161267951
31134,31134,5,0.6515450065364674
31135,31135,5,0.6526275571564898
31136,31136,5,0.6107508614409484
31137,31137,5,0.5032475102834028
31138,31138,5,0.42981691054978677
31139,31139,5,0.3468452797383098
31140,31140,5,0.36748138455032064
31141,31141,5,0.38044008062962265
31348,31348,1,0.3693181757494259
31436,31436,2,0.21695405094847667
31465,31465,2,0.36679617866276415
31466,31466,2,0.36258782966892034
31467,31467,2,0.3558881908998512
31468,31468,2,0.35484253018075274
31469,31469,2,0.35885777414099995
31470,31470,2,0.3538265272759138
31471,31471,2,0.35528236029927296
31472,31472,2,0.3544346659221772
31473,31473,2,0.2889176345310071
31474,31474,2,0.30596759533918955
31475,31475,4,0.4723302395895626
31476,31476,4,0.37157177640192685
31477,31477,4,0.3767220707886434
31478,31478,4,0.3642271994113441
31479,31479,4,0.3651938063314238
31480,31480,3,0.20713217165910042
31481,31481,3,0.21420504047040528
31482,31482,3,0.2223826698728935
31483,31483,3,0.24847721009206475
31484,31484,3,0.2534102812997838
31485,31485,3,0.25512003902563696
31486,31486,3,0.26161057002990573
31487,31487,3,0.2667717437855034
31488,31488,3,0.27320966204217967
31489,31489,3,0.27006530754172414
31774,31774,2,0.5420133776909537
31775,31775,2,0.5420457349415488
31776,31776,2,0.5449130335890183
31777,31777,2,0.5449558964344309
31778,31778,2,0.5260173314380386
31779,31779,4,0.600551911695837
32247,32247,3,0.10484174074860109
32317,32317,2,0.2324373611883732
32318,32318,2,0.23220871958587702
32319,32319,2,0.23198250917409635
32355,32355,1,0.1910737551380847
32749,32749,3,0.1835486207960216
32750,32750,3,0.18239083624776933
32751,32751,3,0.1856947596734721
32752,32752,3,0.18025421042689413
32753,32753,3,0.17418666057559323
33372,33372,1,0.39288277178450753
33373,33373,1,0.39563095761541633
33374,33374,1,0.39627827643424723
33375,33375,1,0.39906929878403186
33376,33376,1,0.5932226607024307
33377,33377,1,0.5956226067078149
33378,33378,1,0.5968211244235282
33379,33379,1,0.6931645701593667
33380,33380,1,0.6935814599958509
33381,33381,1,0.6945108696767472
33382,33382,1,0.6968274337084577
33383,33383,1,0.6974330277343277
33384,33384,1,0.7665165469772516
33385,33385,1,0.7691377539513836
33386,33386,1,0.7697969828024461
33387,33387,1,0.7701185162047995
33388,33388,1,0.7708165548698788
33402,33402,2,0.29788788178609343
33563,33563,5,0.37922127433594877
33564,33564,3,0.17066502179202261
33568,33568,1,0.2015546557855573
33569,33569,2,0.21423625233179217
33570,33570,2,0.09791876497803202
33571,33571,2,0.10220743888709999
33572,33572,2,0.11255989571637158
33573,33573,2,0.11937618178918857
33574,33574,2,0.13161651352904297
33575,33575,2,0.14346457031002857
33576,33576,2,0.15010931586605172
34285,34285,1,0.202755676476213
34286,34286,1,0.20363166010641945
34287,34287,1,0.20293522108808432
34289,34289,1,0.24849041045179635
34290,34290,1,0.23454575577095266
34291,34291,1,0.2961570521916294
34292,34292,1,0.29346698604381627
34293,34293,1,0.3044455892514802
34299,34299,5,0.22789910179180797
34300,34300,5,0.2226626383582482
34342,34342,2,0.08938526925527042
34343,34343,2,0.08183996514641351
34344,34344,2,0.07662421846876458
34345,34345,2,0.07139137913698655
34346,34346,2,0.06674492889465493
34347,34347,2,0.06451805268039977
34348,34348,2,0.17628847956519855
34425,34425,3,0.31436592096594196
34426,34426,3,0.30837690964288483
34427,34427,3,0.20852512976513363
34428,34428,3,0.2065811465278579
34429,34429,3,0.17680148221367886
34430,34430,3,0.17109056635843967
34431,34431,3,0.1678473917553264
34432,34432,3,0.17103894559379204
34433,34433,3,0.170807537416378
34434,34434,3,0.1641343069496644
34764,34764,4,0.4112563285379655
34765,34765,4,0.3879866855112244
34766,34766,4,0.39137822462174043
34767,34767,4,0.39040732831302855
34768,34768,4,0.3934370484487036
34769,34769,4,0.2807275273534033
34770,34770,4,0.286739856414666
34771,34771,4,0.29208431861688344
34772,34772,4,0.3210569913242799
34774,34774,5,0.31713629115239445
34775,34775,5,0.23941253228893294
34776,34776,5,0.17999302209944124
34777,34777,5,0.1739557352058352
34948,34948,3,0.15649697802328894
34949,34949,3,0.14969395513835662
35503,35503,1,0.2592862271140014
35584,35584,2,0.29568806686742605
35765,35765,3,0.17245598625635197
35766,35766,3,0.17202552678335614
35767,35767,3,0.17085158699679692
35768,35768,1,0.2488795416127443
35769,35769,1,0.24867269457541138
35770,35770,1,0.2464118850564262
36138,36138,5,0.22541747288568506
36139,36139,5,0.3880230236749513
36431,36431,3,0.42042447478703265
36432,36432,3,0.4202951087754612
36523,36523,3,0.1987072688219177
36524,36524,3,0.1998523219616392
36525,36525,3,0.19645955077110153
36526,36526,3,0.19784963146849563
36527,36527,3,0.18797841720726033
36528,36528,3,0.18903578431442986
36529,36529,3,0.1976116963808863
36530,36530,3,0.20086892141752355
36531,36531,3,0.20963328471308712
36532,36532,3,0.22833472567393406
36533,36533,3,0.25805517154563307
36534,36534,2,0.2932200539134772
36535,36535,2,0.2963382606940106
36536,36536,2,0.30842461946994865
36537,36537,2,0.31547140855369343
36538,36538,2,0.30804466496570254
36539,36539,2,0.3075609571027037
36719,36719,2,0.18142443363844002
36981,36981,3,0.2938292527791338
36982,36982,4,0.3992373707130642
36983,36983,4,0.3980825469419939
36984,36984,4,0.3978107709230343
36985,36985,4,0.39750469293007784
36986,36986,4,0.3973439578066724
36987,36987,4,0.3969964259025727
36988,36988,3,0.12160199371210167
36991,36991,3,0.2449399908764355
36992,36992,3,0.24936839008380915
37256,37256,2,0.385556479296824
37262,37262,2,0.31402903421512296
37263,37263,2,0.34235498005292164
37264,37264,2,0.3392182723289905
37265,37265,2,0.3401582269401487
37266,37266,2,0.3360390800916898
37267,37267,2,0.15623012847993373
37268,37268,2,0.14460132214588925
37269,37269,2,0.1408260594722536
37270,37270,2,0.1323215933154016
37271,37271,2,0.13023163629074322
37272,37272,2,0.12770013974675626
37273,37273,2,0.3173858148242302
37274,37274,2,0.31751793895438746
