flood_scenario,version_name,min_cluster_size,min_samples,metric,cluster_selection_method,number_of_clusters,noise_count,noise_percentage,largest_cluster_size
PF,version_A_normalized,100,10,euclidean,eom,153,32444,27.73963525679939,17947
