street_id,cluster_id_version_a,cluster_id_version_b,is_conflict
5084,10,9,True
5085,8,10,True
5138,10,9,True
5140,8,10,True
5141,10,8,True
5144,10,8,True
5145,8,9,True
5146,9,10,True
5147,9,10,True
5258,-1,8,True
5295,10,9,True
5296,8,9,True
5297,8,9,True
5299,10,8,True
5300,8,9,True
5302,9,10,True
5304,8,9,True
5306,-1,8,True
5307,9,10,True
5308,9,10,True
5311,-1,8,True
5314,-1,8,True
5351,-1,8,True
5352,8,9,True
5353,9,10,True
5857,10,9,True
5858,8,9,True
5859,10,8,True
5861,-1,8,True
5862,10,8,True
5863,8,9,True
5865,8,9,True
5866,10,9,True
5868,8,10,True
5869,10,8,True
5870,-1,8,True
5871,8,9,True
5872,8,9,True
5873,8,9,True
5876,9,10,True
5877,9,10,True
5878,10,8,True
5879,-1,8,True
5997,10,9,True
5998,-1,8,True
5999,8,10,True
6006,8,9,True
6007,10,8,True
6008,8,9,True
6064,9,10,True
6065,8,10,True
6066,8,9,True
6098,-1,10,True
6099,10,9,True
6102,8,9,True
6104,10,9,True
6105,9,10,True
6106,8,9,True
6107,10,8,True
6108,10,9,True
6109,10,9,True
6112,8,9,True
6113,8,9,True
6115,10,9,True
6116,9,10,True
6117,-1,8,True
6118,8,9,True
6120,10,8,True
6121,9,10,True
6122,9,10,True
6123,8,10,True
6124,8,9,True
6220,8,9,True
6263,8,9,True
6264,10,9,True
6282,-1,8,True
6283,9,10,True
6284,10,9,True
6415,10,8,True
6416,10,8,True
6418,10,8,True
6419,9,10,True
6421,10,8,True
6422,10,9,True
6423,8,9,True
6424,10,9,True
6425,9,10,True
6427,10,8,True
6431,8,10,True
6649,-1,8,True
6650,8,9,True
6651,8,9,True
6652,10,8,True
6653,9,10,True
6655,10,9,True
6656,8,9,True
6658,-1,8,True
6659,10,9,True
6661,8,9,True
6662,10,9,True
6665,9,10,True
6668,10,9,True
6669,9,10,True
6670,10,9,True
6671,8,10,True
6672,-1,8,True
6675,10,8,True
6811,8,9,True
6812,-1,8,True
6813,8,9,True
6814,10,8,True
6815,9,10,True
6887,-1,8,True
6888,8,10,True
6889,8,9,True
6890,9,10,True
6891,9,10,True
6892,-1,8,True
6895,10,9,True
6896,10,9,True
6898,-1,8,True
6954,8,9,True
6955,8,10,True
6956,9,10,True
6957,-1,8,True
6971,10,8,True
6972,10,8,True
6973,-1,8,True
7107,9,10,True
7109,10,8,True
7110,8,9,True
7111,10,9,True
7113,9,10,True
7115,10,8,True
7116,-1,8,True
7117,10,8,True
7118,9,10,True
7119,-1,8,True
7120,-1,8,True
7121,10,9,True
7122,10,9,True
7123,8,9,True
7124,8,9,True
7126,10,9,True
7128,10,9,True
7129,-1,8,True
7227,-1,8,True
7268,8,9,True
7275,-1,8,True
7276,-1,8,True
7278,8,9,True
7279,8,9,True
7280,10,9,True
7283,-1,8,True
7284,-1,8,True
7422,10,8,True
7428,-1,8,True
7429,10,9,True
7430,10,8,True
7470,-1,8,True
7522,10,8,True
7524,8,10,True
7528,9,10,True
7530,10,8,True
7531,8,10,True
7532,10,9,True
7533,-1,8,True
7535,10,9,True
7536,8,9,True
7537,-1,8,True
7538,9,10,True
7667,8,9,True
7668,10,9,True
7669,10,9,True
7670,-1,8,True
7672,-1,8,True
7686,9,10,True
7687,-1,8,True
7688,-1,8,True
7689,10,9,True
7690,8,10,True
7698,9,10,True
7699,-1,8,True
7700,9,10,True
7701,-1,8,True
7702,9,10,True
7703,9,10,True
7836,10,9,True
7837,-1,8,True
7839,9,10,True
7842,8,9,True
7844,-1,8,True
7847,-1,8,True
7848,10,9,True
7849,8,10,True
7850,-1,8,True
7851,8,10,True
7883,9,10,True
7984,-1,8,True
7990,10,9,True
7991,10,8,True
7993,8,9,True
7994,-1,8,True
7995,8,10,True
7996,8,9,True
8002,10,9,True
8003,-1,8,True
8138,-1,8,True
8141,9,10,True
8143,-1,8,True
8144,10,8,True
8373,-1,8,True
8377,10,8,True
8378,-1,8,True
8389,8,9,True
8462,-1,8,True
8465,-1,8,True
8466,8,10,True
8468,9,10,True
8470,8,10,True
8472,-1,8,True
8474,-1,8,True
8475,9,10,True
8478,9,10,True
8480,-1,8,True
8482,-1,8,True
8483,10,8,True
8484,8,10,True
8485,10,8,True
8486,10,9,True
8495,10,9,True
8593,-1,8,True
8594,8,10,True
8595,9,10,True
8597,10,9,True
8598,8,10,True
8599,-1,8,True
8602,9,10,True
8603,-1,8,True
8604,10,9,True
8613,-1,8,True
8764,8,10,True
8766,8,9,True
8767,10,8,True
8768,8,10,True
8770,-1,8,True
8771,-1,8,True
8772,8,9,True
8773,10,9,True
8775,8,9,True
8776,-1,8,True
8780,9,10,True
8785,-1,8,True
8787,10,9,True
8790,-1,8,True
8793,-1,8,True
8948,9,10,True
8962,10,9,True
8964,10,9,True
8967,8,10,True
8968,10,9,True
8969,-1,8,True
8970,10,8,True
9099,-1,8,True
9100,-1,8,True
9101,-1,8,True
9102,8,9,True
9109,10,8,True
9110,8,9,True
9112,9,10,True
9114,8,9,True
9115,-1,8,True
9116,10,8,True
9117,-1,8,True
9118,-1,8,True
9119,10,8,True
9120,-1,8,True
9122,10,9,True
9123,8,10,True
9125,8,9,True
9126,8,9,True
9127,10,8,True
9128,8,9,True
9130,8,9,True
9294,-1,8,True
9296,-1,8,True
9297,9,10,True
9307,-1,8,True
9308,8,9,True
9309,-1,8,True
9312,8,9,True
9314,8,10,True
9319,-1,8,True
9320,10,8,True
9321,-1,8,True
9324,8,9,True
9325,8,10,True
9326,9,10,True
9327,10,9,True
9328,9,10,True
9329,-1,8,True
9331,10,9,True
9425,9,10,True
9426,-1,8,True
9440,8,10,True
9445,-1,8,True
9446,-1,8,True
9448,10,9,True
9449,8,9,True
9450,9,10,True
9452,-1,8,True
9453,8,10,True
9454,-1,8,True
9456,-1,8,True
9457,8,10,True
9458,10,8,True
9459,8,9,True
9460,9,10,True
9461,-1,8,True
9462,8,10,True
9561,8,9,True
9563,8,10,True
9564,8,9,True
9567,8,9,True
9569,9,10,True
9572,8,9,True
9580,10,8,True
9581,10,9,True
9582,8,9,True
9583,10,8,True
9709,9,10,True
9710,9,10,True
9711,10,8,True
9712,10,9,True
9714,-1,8,True
9715,8,10,True
9718,9,10,True
9719,10,9,True
9722,9,10,True
9726,9,10,True
9727,8,9,True
9728,9,10,True
9729,10,9,True
9730,8,9,True
9731,8,10,True
9732,-1,8,True
9733,10,8,True
9737,8,9,True
9738,-1,8,True
9739,-1,8,True
9740,-1,8,True
9741,8,9,True
9864,10,8,True
9865,-1,8,True
9866,-1,8,True
9867,-1,8,True
10002,10,9,True
10005,8,9,True
10011,10,9,True
10012,10,9,True
10122,-1,8,True
10123,8,10,True
10125,10,8,True
10126,10,9,True
10211,8,9,True
10212,-1,8,True
10214,10,8,True
10216,-1,8,True
10217,10,9,True
10219,-1,8,True
10221,-1,8,True
10225,-1,8,True
10226,-1,8,True
10227,10,9,True
10450,-1,8,True
10451,8,9,True
10452,8,9,True
10453,8,10,True
10454,8,9,True
10457,8,9,True
10458,10,9,True
10459,-1,8,True
10463,9,10,True
10464,10,9,True
10465,9,10,True
10466,10,9,True
10467,-1,8,True
10471,-1,8,True
10472,-1,8,True
10473,8,10,True
10576,9,10,True
10577,10,9,True
10578,9,10,True
10579,-1,8,True
10594,-1,8,True
10596,9,10,True
10597,9,10,True
10599,-1,10,True
10603,8,9,True
10604,-1,8,True
10605,8,9,True
10606,-1,8,True
10607,8,9,True
10611,8,9,True
10612,8,10,True
10729,8,9,True
10730,10,8,True
10732,9,10,True
10733,10,8,True
10734,-1,8,True
10736,-1,8,True
10740,10,8,True
10742,10,8,True
10744,8,10,True
10745,8,9,True
10746,10,9,True
10819,10,8,True
10821,8,10,True
10822,10,9,True
10823,8,10,True
10825,-1,8,True
10826,8,10,True
10828,8,10,True
10925,10,9,True
10927,8,9,True
10928,8,9,True
10930,10,9,True
10931,8,9,True
10932,10,9,True
10936,-1,8,True
10937,-1,8,True
10939,9,10,True
10940,8,9,True
10941,8,9,True
10942,8,9,True
10943,10,9,True
10944,-1,8,True
10945,9,10,True
10946,-1,8,True
10947,9,10,True
10949,-1,8,True
10950,9,10,True
10952,-1,8,True
10953,10,9,True
10954,10,9,True
10957,8,9,True
10958,-1,8,True
10960,10,9,True
10961,8,9,True
10962,8,10,True
10963,8,9,True
10964,-1,8,True
10965,8,10,True
10966,9,10,True
10968,8,9,True
10971,10,9,True
10972,10,9,True
10973,9,10,True
10974,8,9,True
11099,8,9,True
11100,8,10,True
11101,9,10,True
11102,9,10,True
11103,9,10,True
11104,10,8,True
11105,10,8,True
11106,8,10,True
11107,-1,8,True
11108,8,9,True
11110,-1,8,True
11112,-1,8,True
11166,10,8,True
11168,-1,8,True
11169,10,8,True
11171,10,9,True
11172,9,10,True
11174,-1,8,True
11175,8,10,True
11176,9,10,True
11177,10,8,True
11178,-1,8,True
11206,-1,8,True
11207,-1,8,True
11237,10,8,True
11239,10,9,True
11287,10,9,True
11288,9,10,True
11290,-1,8,True
11291,9,10,True
11293,8,10,True
11330,-1,8,True
11331,-1,8,True
11333,10,9,True
11334,8,10,True
11384,-1,8,True
11385,10,8,True
11386,8,10,True
11387,8,9,True
11447,8,9,True
11448,9,10,True
11449,10,9,True
11452,-1,8,True
11454,8,10,True
11456,-1,8,True
11826,8,10,True
11828,10,9,True
11832,10,9,True
11833,10,8,True
11835,-1,8,True
11836,10,9,True
11977,-1,8,True
12001,9,10,True
12002,10,8,True
12005,-1,8,True
12006,-1,8,True
12057,-1,8,True
12058,-1,8,True
12059,10,8,True
12069,8,10,True
12070,10,9,True
12071,10,9,True
12072,8,10,True
12189,9,10,True
12190,10,8,True
12193,-1,8,True
12194,10,9,True
12195,10,8,True
12196,8,9,True
12197,10,8,True
12203,10,8,True
12204,-1,10,True
12329,-1,8,True
12391,10,9,True
12405,8,9,True
12407,8,9,True
12408,-1,8,True
12411,-1,8,True
12412,-1,8,True
12413,8,10,True
12414,10,9,True
12417,-1,8,True
12418,-1,8,True
12419,-1,8,True
12420,-1,8,True
12421,-1,8,True
12422,9,10,True
12423,-1,8,True
12426,-1,8,True
12427,-1,8,True
12428,8,9,True
12431,10,8,True
12545,-1,8,True
12546,10,9,True
12547,10,9,True
12548,9,10,True
12549,10,8,True
12550,9,10,True
12551,8,9,True
12553,8,10,True
12554,10,9,True
12555,-1,8,True
12556,8,9,True
12557,-1,8,True
12559,-1,8,True
12560,8,9,True
12598,10,9,True
12599,8,9,True
12601,8,10,True
12603,-1,8,True
12768,10,9,True
12769,10,9,True
12771,-1,8,True
12773,8,10,True
12779,8,9,True
12880,9,10,True
12881,-1,8,True
12882,-1,8,True
12884,-1,8,True
12886,10,9,True
12889,-1,8,True
12958,10,9,True
12988,8,10,True
12989,-1,8,True
12990,10,9,True
12991,10,9,True
12992,-1,8,True
12993,10,9,True
12997,8,9,True
12998,10,8,True
13000,10,9,True
13008,10,9,True
13011,8,9,True
13012,10,9,True
13015,10,8,True
13016,8,10,True
13017,-1,8,True
13127,9,10,True
13153,9,10,True
13254,-1,8,True
13255,8,10,True
13349,9,10,True
13350,8,9,True
13353,-1,8,True
13355,9,10,True
13356,10,9,True
13357,-1,8,True
13463,9,10,True
13465,9,10,True
13549,9,10,True
13550,-1,8,True
13551,10,8,True
13552,-1,8,True
13577,8,9,True
13578,-1,8,True
13581,-1,8,True
13582,9,10,True
13583,-1,8,True
13584,10,9,True
13585,8,9,True
13587,8,9,True
13658,-1,8,True
13659,10,8,True
13706,10,9,True
13708,10,8,True
13709,8,9,True
13713,9,10,True
13714,-1,8,True
13715,-1,8,True
13716,10,9,True
13717,-1,8,True
13718,10,9,True
13719,-1,8,True
13722,8,10,True
13723,8,10,True
13724,10,9,True
13725,-1,8,True
13726,10,8,True
13727,8,10,True
13728,-1,8,True
13730,10,9,True
13731,8,10,True
13733,-1,8,True
13735,10,9,True
13850,10,8,True
13866,9,10,True
13867,-1,8,True
13868,10,9,True
13870,9,10,True
13871,10,9,True
13873,8,9,True
13875,8,9,True
13877,10,9,True
13878,8,10,True
13879,8,10,True
13881,9,10,True
13883,8,9,True
13918,9,10,True
13919,-1,8,True
14020,10,9,True
14021,10,9,True
14023,10,8,True
14024,-1,8,True
14025,-1,8,True
14031,-1,8,True
14033,-1,8,True
14034,8,9,True
14035,-1,8,True
14081,10,9,True
14083,9,10,True
14084,-1,8,True
14085,10,9,True
14087,-1,8,True
14092,-1,8,True
14093,8,9,True
14094,10,9,True
14095,8,9,True
14150,10,9,True
14151,8,9,True
14154,8,9,True
14156,-1,8,True
14186,-1,8,True
14187,-1,8,True
14263,-1,8,True
14287,-1,8,True
14288,8,9,True
14301,9,10,True
14302,9,10,True
14305,-1,8,True
14306,8,9,True
14307,9,10,True
14308,10,8,True
14309,8,9,True
14310,9,10,True
14311,10,9,True
14314,-1,8,True
14362,8,10,True
14363,-1,8,True
14402,-1,8,True
14435,8,9,True
14437,8,9,True
14438,8,10,True
14439,-1,8,True
14442,8,10,True
14443,10,8,True
14528,9,10,True
14558,-1,8,True
14559,-1,8,True
14560,-1,8,True
14561,-1,8,True
14570,8,9,True
14571,-1,8,True
14575,9,10,True
14576,8,9,True
14610,-1,8,True
14669,8,9,True
14671,-1,8,True
14672,10,8,True
14675,9,10,True
14676,8,9,True
14743,10,8,True
14744,-1,8,True
14745,9,10,True
14773,8,9,True
14774,-1,8,True
14775,-1,8,True
14776,-1,8,True
14862,9,10,True
14904,10,9,True
14906,8,10,True
14978,9,10,True
14979,8,9,True
15005,-1,8,True
15006,-1,8,True
15007,-1,8,True
15010,9,10,True
15011,9,10,True
15012,-1,8,True
15014,9,10,True
15016,9,10,True
15091,-1,8,True
15092,8,9,True
15151,-1,8,True
15152,8,9,True
15236,-1,8,True
15237,-1,8,True
15241,9,10,True
15242,-1,8,True
15243,10,8,True
15322,8,10,True
15323,10,9,True
15324,9,10,True
15325,8,9,True
15326,9,10,True
15517,-1,8,True
15518,10,8,True
15519,-1,8,True
15520,-1,8,True
15521,9,10,True
15522,10,8,True
15526,8,9,True
15528,9,10,True
15529,8,10,True
15530,-1,8,True
15690,-1,8,True
15692,-1,8,True
15735,8,10,True
15736,10,9,True
15738,-1,8,True
15740,-1,8,True
15741,10,9,True
15742,10,8,True
15743,9,10,True
15744,-1,8,True
15745,9,10,True
15746,10,9,True
15747,10,9,True
15748,8,10,True
15749,-1,8,True
15750,8,9,True
15751,8,9,True
15753,9,10,True
15755,-1,8,True
15758,8,9,True
15760,10,8,True
15762,10,8,True
15763,8,9,True
15764,9,10,True
15765,9,10,True
15766,10,9,True
15768,-1,8,True
15770,10,9,True
15771,8,9,True
15772,-1,8,True
15865,9,10,True
15869,10,9,True
15871,8,10,True
15872,-1,8,True
15873,8,10,True
15874,-1,8,True
15875,10,8,True
15977,-1,8,True
15980,9,10,True
15982,10,9,True
15985,8,10,True
15988,10,8,True
15990,8,10,True
15991,10,9,True
16038,9,10,True
16115,8,9,True
16116,10,9,True
16117,-1,8,True
16240,9,10,True
16241,-1,8,True
16242,8,9,True
16243,-1,8,True
16244,8,9,True
16245,-1,8,True
16391,-1,8,True
16392,8,10,True
16393,8,10,True
16394,-1,8,True
16395,8,10,True
16396,-1,8,True
16398,9,10,True
16399,8,10,True
16400,8,9,True
16401,8,9,True
16402,8,10,True
16404,-1,8,True
16477,10,9,True
16492,8,10,True
16498,-1,8,True
16499,-1,8,True
16500,-1,8,True
16501,9,10,True
16502,8,10,True
16571,10,8,True
16574,10,9,True
16576,8,9,True
16577,9,10,True
16578,8,9,True
16579,-1,8,True
16580,9,10,True
16592,10,8,True
16593,-1,8,True
16595,8,9,True
16597,10,8,True
16599,-1,8,True
16664,8,10,True
16666,8,10,True
16668,8,10,True
16669,8,9,True
16797,-1,8,True
16810,10,8,True
16812,10,8,True
16814,-1,8,True
16815,-1,8,True
16817,-1,8,True
16818,-1,8,True
16820,10,9,True
16822,-1,8,True
16823,10,9,True
16825,-1,8,True
16826,8,10,True
16968,-1,8,True
16970,8,9,True
16971,10,8,True
17186,9,10,True
17188,8,9,True
17189,8,9,True
17190,9,10,True
17191,10,9,True
17192,8,9,True
17193,10,8,True
17287,9,10,True
17288,-1,8,True
17307,8,9,True
17308,10,8,True
17309,10,9,True
17310,-1,8,True
17312,9,10,True
17313,-1,8,True
17314,10,9,True
17323,10,8,True
17325,8,9,True
17326,8,10,True
17327,10,8,True
17422,-1,8,True
17424,8,9,True
17425,8,9,True
17426,8,9,True
17427,10,8,True
17429,10,8,True
17431,-1,8,True
17432,8,9,True
17433,-1,8,True
17434,-1,8,True
17435,8,9,True
17493,8,9,True
17496,-1,8,True
17497,-1,8,True
17498,8,9,True
17499,10,9,True
17500,-1,8,True
17501,9,10,True
17502,-1,8,True
17503,9,10,True
17504,-1,8,True
17505,10,8,True
17541,-1,8,True
17550,8,10,True
17551,-1,8,True
17553,-1,8,True
17554,9,10,True
17555,8,9,True
17556,8,10,True
17557,-1,8,True
17558,10,8,True
17559,9,10,True
17589,8,10,True
17590,10,9,True
17592,9,10,True
17595,-1,8,True
17645,10,9,True
17646,10,9,True
17649,-1,8,True
17651,8,10,True
17652,-1,8,True
17745,8,9,True
17746,10,9,True
17748,8,10,True
17749,8,10,True
17754,10,8,True
17755,10,9,True
17756,10,8,True
17759,10,9,True
17760,8,9,True
17761,8,10,True
17762,9,10,True
17763,8,10,True
17764,8,9,True
17766,-1,8,True
17854,-1,8,True
17930,8,10,True
17932,10,8,True
17933,-1,8,True
17935,10,9,True
17937,10,9,True
17939,8,9,True
17940,10,9,True
17944,8,9,True
17945,-1,8,True
17946,9,10,True
17947,9,10,True
17949,10,8,True
17950,10,9,True
17951,10,9,True
17953,10,9,True
17954,10,8,True
17956,10,8,True
17957,10,8,True
17959,-1,8,True
17960,8,9,True
17962,10,8,True
17963,10,8,True
18068,10,8,True
18072,10,8,True
18073,8,10,True
18075,8,9,True
18076,-1,10,True
18077,9,10,True
18078,10,8,True
18081,8,9,True
18250,10,9,True
18253,8,9,True
18254,-1,8,True
18255,8,9,True
18271,-1,8,True
18272,9,10,True
18290,9,10,True
18293,10,9,True
18294,8,10,True
18295,9,10,True
18296,-1,8,True
18298,-1,8,True
18300,-1,10,True
18437,10,8,True
18440,9,10,True
18441,8,9,True
18443,-1,8,True
18444,8,9,True
18445,8,9,True
18446,-1,8,True
18448,8,9,True
18449,9,10,True
18450,-1,8,True
18451,-1,10,True
18605,10,9,True
18637,8,9,True
18639,-1,8,True
18640,-1,8,True
18643,10,9,True
18644,-1,8,True
18647,-1,8,True
18766,8,9,True
18767,-1,8,True
18768,-1,8,True
18771,-1,8,True
18772,8,9,True
18773,9,10,True
18775,10,9,True
18995,8,9,True
18996,-1,8,True
18997,-1,8,True
18998,8,9,True
18999,-1,8,True
19002,8,9,True
19003,8,10,True
19006,9,10,True
19007,-1,8,True
19011,10,8,True
19012,9,10,True
19014,8,9,True
19208,-1,8,True
19210,8,10,True
19211,9,10,True
19212,-1,8,True
19214,10,8,True
19216,-1,8,True
19217,8,10,True
19218,-1,8,True
19219,10,9,True
19222,8,9,True
19223,10,9,True
19224,8,10,True
19225,-1,8,True
19226,10,9,True
19228,9,10,True
19268,8,9,True
19269,8,9,True
19270,8,10,True
19337,10,9,True
19338,10,9,True
19339,8,10,True
19340,-1,8,True
19343,-1,8,True
19345,9,10,True
19347,10,9,True
19348,10,9,True
19349,8,10,True
19350,-1,8,True
19351,8,10,True
19352,-1,8,True
19354,-1,10,True
19388,8,10,True
19389,9,10,True
19391,-1,8,True
19393,10,9,True
19394,9,10,True
19396,8,9,True
19401,10,8,True
19402,8,10,True
19403,9,10,True
19405,10,8,True
19406,-1,8,True
19587,-1,8,True
19589,8,10,True
19594,9,10,True
19595,10,9,True
19596,-1,8,True
19599,9,10,True
19650,9,10,True
19674,-1,8,True
19675,-1,8,True
19677,9,10,True
19678,8,10,True
19711,-1,8,True
19819,9,10,True
19820,8,9,True
19821,9,10,True
19822,10,9,True
19824,10,9,True
19825,10,9,True
19828,-1,8,True
19829,9,10,True
19830,10,8,True
19927,9,10,True
19929,8,10,True
19930,8,9,True
19932,-1,10,True
19933,9,10,True
19934,-1,8,True
19935,8,10,True
19936,-1,8,True
19942,8,9,True
20110,-1,8,True
20111,9,10,True
20112,-1,8,True
20113,-1,8,True
20114,-1,8,True
20115,8,9,True
20116,10,9,True
20119,9,10,True
20121,8,10,True
20122,8,9,True
20123,9,10,True
20125,10,9,True
20126,-1,8,True
20129,-1,8,True
20130,8,9,True
20132,10,8,True
20133,-1,8,True
20134,-1,8,True
20135,8,9,True
20136,10,8,True
20137,-1,8,True
20265,8,9,True
20266,8,10,True
20267,-1,8,True
20272,8,10,True
20274,9,10,True
20418,9,10,True
20419,9,10,True
20420,-1,8,True
20424,10,8,True
20426,10,8,True
20428,8,9,True
20429,10,8,True
20430,10,8,True
20432,-1,8,True
20435,10,9,True
20436,10,8,True
20437,10,9,True
20439,8,10,True
20440,8,9,True
20442,10,8,True
20443,9,10,True
20446,8,9,True
20447,-1,8,True
20448,10,8,True
20451,9,10,True
20452,-1,8,True
20453,8,10,True
20454,-1,8,True
20455,-1,8,True
20461,8,9,True
20628,9,10,True
20629,8,9,True
20635,9,10,True
20639,9,10,True
20641,9,10,True
20642,8,10,True
20643,9,10,True
20645,10,9,True
20664,-1,8,True
20665,10,8,True
20666,8,9,True
20710,10,8,True
20744,9,10,True
20876,-1,8,True
20880,-1,8,True
20882,8,9,True
20885,10,8,True
20886,9,10,True
20892,10,9,True
20893,8,9,True
20895,10,9,True
20896,10,8,True
20897,8,10,True
20898,-1,8,True
20900,-1,8,True
20902,-1,8,True
20903,10,8,True
20904,8,9,True
20906,-1,8,True
20907,-1,8,True
21007,-1,8,True
21008,10,8,True
21015,9,10,True
21016,9,10,True
21018,10,8,True
21019,10,9,True
21020,10,9,True
21152,8,10,True
21153,8,10,True
21154,8,9,True
21155,10,8,True
21156,8,9,True
21157,8,9,True
21159,9,10,True
21201,-1,8,True
21348,8,10,True
21349,-1,8,True
21351,9,10,True
21388,-1,10,True
21389,-1,10,True
21390,8,10,True
21392,-1,8,True
21393,8,10,True
21394,10,8,True
21395,10,8,True
21581,8,9,True
21582,-1,8,True
21583,8,9,True
21586,-1,8,True
21588,10,8,True
21594,8,10,True
21595,9,10,True
21596,9,10,True
21597,10,8,True
21623,10,8,True
21664,9,10,True
21665,10,9,True
21666,-1,8,True
21667,8,9,True
21668,10,9,True
21669,10,9,True
21695,-1,8,True
21698,10,9,True
21699,-1,8,True
21700,-1,8,True
21701,8,10,True
21702,-1,8,True
21703,10,8,True
21705,10,9,True
21708,-1,8,True
21726,-1,8,True
21728,-1,8,True
21730,8,10,True
21790,9,10,True
21877,-1,8,True
21878,8,10,True
21880,8,10,True
21881,10,9,True
21882,10,9,True
21884,8,10,True
21885,-1,8,True
21886,-1,8,True
21887,10,8,True
21888,-1,8,True
21890,-1,8,True
21892,8,10,True
21894,8,9,True
