fid,MS_ID,kmeans_cluster,distance_to_assigned_centroid
24341,24341,3,0.9149124257564218
24344,24344,3,0.41911749260468983
24345,24345,3,0.41751013418116223
24346,24346,3,0.4134953132169903
24347,24347,2,0.34002862793634053
24348,24348,2,0.3111521399189089
24349,24349,2,0.3436663056166662
24350,24350,2,0.33082692839755895
24351,24351,3,0.3531562120370818
24352,24352,3,0.3708084777813129
24353,24353,1,0.2389479581625627
24354,24354,1,0.23808304579430367
24355,24355,1,0.23952431852471
24356,24356,1,0.23970469403761263
24357,24357,1,0.2272780719753985
24358,24358,1,0.21448823035415698
24359,24359,1,0.20743796910162002
24360,24360,1,0.1972635679816046
24361,24361,1,0.18486205187381138
24362,24362,1,0.17831181817429687
24363,24363,1,0.17230880238251187
24387,24387,1,0.3482364406207926
24388,24388,1,0.3446589810199095
24389,24389,1,0.3426427283169928
24986,24986,4,0.29637967520843767
24987,24987,4,0.2942842242667316
24988,24988,4,0.3172902793736501
24989,24989,2,0.31997148229749384
24990,24990,2,0.31643365395051815
25187,25187,1,0.25241061981012597
25188,25188,1,0.2543356396525563
25189,25189,1,0.2545704115340425
25190,25190,1,0.2461363077521802
25191,25191,1,0.23502683648079542
25198,25198,1,0.4395675211071533
25199,25199,1,0.4515611115927475
25200,25200,1,0.45477878861187704
25201,25201,1,0.45901298382792777
25212,25212,1,0.4659539097387122
25213,25213,1,0.45124984471409074
25214,25214,1,0.44807308140107843
25215,25215,1,0.45864752515455964
26432,26432,4,0.3964191969848523
26433,26433,4,0.34092357692570213
26434,26434,4,0.336874002299486
26435,26435,4,0.33177632764255277
26436,26436,4,0.31672226453294083
26437,26437,4,0.20288827290798148
26438,26438,4,0.20488114535893615
26439,26439,4,0.22665698726889133
26440,26440,4,0.23086254127318737
26441,26441,4,0.25073399763629134
26442,26442,4,0.2559419753772727
26443,26443,4,0.2697252546913658
26444,26444,4,0.27530495624541834
26445,26445,4,0.28702508152538314
26446,26446,4,0.3103989817946486
26916,26916,2,0.2410539766693232
26917,26917,2,0.24913320967004973
26969,26969,1,0.3411377315482721
26970,26970,1,0.34623593678490694
26971,26971,1,0.3460470903430609
26972,26972,1,0.35318680651584544
26973,26973,1,0.3555593238916519
26974,26974,1,0.3436114984971546
26975,26975,1,0.3377160742560435
26976,26976,1,0.3284374967971742
26977,26977,1,0.3208106544475133
26978,26978,1,0.2914482932124489
26979,26979,1,0.2372881433091323
26980,26980,1,0.2203086922950734
26981,26981,1,0.22313580340457861
26982,26982,1,0.22867230346107847
26983,26983,1,0.20808636034036165
26984,26984,1,0.21621718731474382
26985,26985,1,0.2211556247651526
26986,26986,1,0.3305226551004291
26987,26987,1,0.33663265486381955
26988,26988,1,0.34638154360705314
26989,26989,1,0.3573204961125319
26990,26990,1,0.36658678434118835
26991,26991,1,0.3772679501270365
26992,26992,1,0.3875776192081108
26993,26993,1,0.37656334656779433
26994,26994,1,0.3676045391502903
26995,26995,1,0.3482444583008458
27677,27677,3,0.9378357570478631
27678,27678,3,0.9452780981916364
27679,27679,2,0.36675105045663525
27680,27680,2,0.3908087572626773
27681,27681,2,0.3958651309664155
27682,27682,2,0.3967280255188646
27718,27718,1,0.3556691601028131
27719,27719,1,0.3496141113695187
27720,27720,1,0.3467996643992146
27721,27721,1,0.37908669275472967
27723,27723,1,0.3453222308052442
27744,27744,1,0.19845000347140476
28335,28335,2,0.5141850725285713
28336,28336,2,0.5358928503738294
29037,29037,4,0.3885251091075966
29038,29038,4,0.38587521917780504
29039,29039,4,0.4374586905049072
29040,29040,4,0.23137759397567237
29041,29041,4,0.2310302236776182
29042,29042,4,0.23944817164471838
