cluster_id,Per_extent,N_PFlossR_2kiw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR
1,0.0022421524663677134,-0.9969813753782307,-0.3603855148744775,-0.14777369897102532,-0.09693310969714247,0.6039609128554941,0.045904854225466356
2,-1.0842021724855044e-18,-0.035726889494123504,-0.2436699768347348,-0.1271289583903077,-0.15084008222285836,0.910182425526898,0.015548937299053298
