cluster_id,feature,mean,median,std,min,max,q25,q75
1,Per_extent,0.002242152466367713,0.0,0.04729825809356406,0.0,1.0,0.0,0.0
1,N_PFlossR_2kiw,-0.9969813753782312,-1.0,0.02212160141055083,-1.0,-0.81402733383578,-1.0,-1.0
1,N_PFlossR_2kmw,-0.36038551487447756,-0.31603553062178547,0.1962935560985384,-1.0,-0.0344827586206897,-0.5358903771047046,-0.198473282442748
1,PFResident_lossR,-0.14777369897102527,0.0,0.2643177059511565,-1.0,0.0,-0.19224409209910348,0.0
1,PFDaynight_lossR,-0.09693310969714256,0.0,0.19837603881102137,-1.0,0.0,-0.0562893720788458,0.0
1,PFAB5k_NOR,0.6039609128554941,0.5796931996008045,0.3198981066947765,0.0,1.0,0.3509457930918273,0.952056212192854
1,PFABC_NOR,0.045904854225466356,0.01609414077866195,0.06976733553644496,0.0,0.611133780770461,0.004595393685267975,0.06571151400714803
2,Per_extent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,N_PFlossR_2kiw,-0.035726889494124274,0.0,0.09522265589633189,-0.553146383499794,0.0,0.0,0.0
2,N_PFlossR_2kmw,-0.24366997683473476,-0.21505652620760501,0.16818058970658287,-0.849056603773585,0.0,-0.32258064516129,-0.11091627107546276
2,PFResident_lossR,-0.1271289583903077,0.0,0.25981441879858164,-1.0,0.0,-0.08154387381277033,0.0
2,PFDaynight_lossR,-0.15084008222285836,-0.0163572060123784,0.19640813015160985,-0.845675247041601,0.0,-0.283305693753455,0.0
2,PFAB5k_NOR,0.910182425526898,0.953342634596053,0.10635028792852681,0.526816567515541,1.0,0.8829257490531448,0.9828340682451537
2,PFABC_NOR,0.015548937299053297,0.00657535784936235,0.022931394322426763,0.0,0.252417411848659,0.001872497768322125,0.020029439728981427
