flood_scenario,version_name,min_cluster_size,min_samples,metric,cluster_selection_method,number_of_clusters,noise_count,noise_percentage,largest_cluster_size
PF,version_B_standardized,200,20,euclidean,eom,67,30866,26.39044451474448,21384
