flood_scenario,version_name,min_cluster_size,min_samples,metric,cluster_selection_method,number_of_clusters,noise_count,noise_percentage,largest_cluster_size
PF,version_B_standardized,200,10,euclidean,eom,69,27869,23.828008105404457,21721
