fid,MS_ID,TF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
24588,24588,0.290844614530427,55,0,False,-0.44018512045996827,1.4635778841979488,0.03243171840370956,2.8910101115725233,0.08952814718210336,0.09046690609522672,0.018574352015003015,0.03365341377558877,-0.1715905534542562,-0.03955623177258442
24589,24589,0.290769778497591,56,0,False,-0.43856043943751727,1.4648461994722977,0.033986658718545844,2.890409263368876,0.08886409842168155,0.09095794005771075,0.018451072626431073,0.032657352386348676,-0.1727498832158648,-0.03975432471674546
24590,24590,0.310486615662438,57,0,False,-0.3375878383484247,1.4127055698284716,0.3534386269181255,2.1915924637850375,0.11836196113244116,0.1251749357263351,0.016163571549899284,-0.14339247720107717,-0.19062144841002954,0.08616837735079415
24591,24591,0.320844893418609,58,0,False,-0.15457826281895085,2.239782288038057,0.09244670923951469,3.4842272484809205,-0.06865196439000255,0.11241933012498725,0.051272743635790055,-0.16428662625095594,-0.13068423612827576,0.05545189048368364
24592,24592,0.32217640120361,59,0,False,-0.15815978760266278,2.2443994259377376,0.09188436457934447,3.4797785891088373,-0.06555823240321297,0.11129102987360723,0.05155039728942702,-0.16851437815964318,-0.13101322601397272,0.04766749569699309
24593,24593,0.810929616462967,60,1,True,1.3239393491954994,1.5961106598547157,-1.141988398269992,-1.5139302219505222,-0.9731387255151094,-1.3710366629077344,-1.6671866232109005,-0.23133554340377124,1.8601391050967682,-1.1327510215744596
24594,24594,0.810969066501303,61,1,True,1.3241001754858088,1.5959413364378605,-1.1413742817903085,-1.5153518234869723,-0.9730913941488585,-1.3709862782075741,-1.6671960312327416,-0.2317989716398116,1.8601269165808738,-1.1324567810957378
24595,24595,0.810991557212345,62,1,True,1.324542749735753,1.5979475689409024,-1.1421298254743093,-1.5120423717202762,-0.97365479359079,-1.3710273803512494,-1.6670659700974377,-0.23230129614858908,1.8603010249717948,-1.132404836061952
24596,24596,0.765922830122342,63,2,True,3.589374706891772,-0.9533171519263117,1.9333670646951253,0.6067706381638163,-0.2168742059403988,-1.7277119690588107,-0.013351072443720288,-0.1169427048916359,-0.2901630684418656,0.05807905039806518
24597,24597,0.765922830122342,64,2,True,0.44820394712306827,1.4296126103671272,0.14764056892976732,-1.1064189506286852,-1.2968400580614288,-2.297073625781777,0.23235343447807041,-0.15252387379511165,1.485996361146806,-1.10767476317481
24598,24598,0.765920594719049,65,2,True,0.4483402746293076,1.4304937559654216,0.14714737122212204,-1.1046306237061814,-1.2970875815940102,-2.297105434823223,0.23241015734904502,-0.15259692646020315,1.4860721396890009,-1.1077392481572028
24599,24599,0.76592152752912,66,2,True,0.44833893266972835,1.430458927323028,0.14717812325665905,-1.1047246606449428,-1.29707778285132,-2.297103217653713,0.23240793912941518,-0.152604283847588,1.486069189558875,-1.1077306262865083
24600,24600,0.765922830122342,67,2,True,0.4485404467680757,1.4316291141744275,0.14658009778425518,-1.1024678354970208,-1.2974064104104308,-2.297140604610052,0.23248338299230137,-0.1527530530472614,1.4861700492776824,-1.1077855666300336
24601,24601,0.765880301741759,68,2,True,3.5897221318061145,-0.9512351774787385,1.9322721628063455,0.6108500357398408,-0.21745894627893753,-1.7277811225156463,-0.013216904838804569,-0.11717932499875511,-0.28998374110857617,0.05796464944248906
24602,24602,0.803054208235545,69,1,True,4.488510680498778,-0.778846423117399,0.6205710050329178,0.1978067234253322,0.10101843835754232,-0.8540702526180758,-1.9123806291463976,-0.192928768997673,0.07151290613139735,0.03586612475279438
24603,24603,0.750734078801748,70,1,True,-1.3681953134547626,1.8903816362067825,0.5781555120062462,-0.8186665286268419,-0.465553017160437,0.007301970691141422,0.01841743708024305,-0.22954462808912077,0.2923268695676882,-0.1108205485972182
24604,24604,0.749958719992498,71,1,True,-1.3933963756560719,1.8877596654799167,0.6013213755818265,-0.8053283233525435,-0.46079115709918333,0.06623765031587037,0.01825396322979585,-0.23381426485900292,0.30694373382638085,-0.11419249238752405
24605,24605,0.749915077119387,72,1,True,-1.3933891004081091,1.8890561776458275,0.6000564299144029,-0.8015795761008836,-0.4611574833908226,0.06614485409010744,0.01833687805109032,-0.23343835623412582,0.3070535136747346,-0.11457572259001383
24606,24606,0.749877055184468,73,1,True,-1.393519162306673,1.8893682001724317,0.5993838901188093,-0.7999149311350915,-0.46124749880656457,0.06609112158420814,0.018356631370816823,-0.2330200315257768,0.3070788870914789,-0.11486404699519843
24607,24607,0.74981952044508,74,1,True,-1.3930894110719794,1.8935948750816836,0.5963909802770448,-0.7900385310252389,-0.4624390003228412,0.06588503557023943,0.018628810254470784,-0.23281724807224505,0.3074409202376331,-0.11550558300065697
24608,24608,0.749800358181053,75,1,True,-1.392986744301569,1.8947600346645859,0.5955214662506046,-0.7872240803762159,-0.46276800492539893,0.06582442837383926,0.018703953364889322,-0.23272342955647354,0.30754069606113943,-0.11570553385142689
24609,24609,0.749786449764521,76,1,True,-1.392968565946845,1.8952680775731114,0.5950677869903563,-0.7858427205000091,-0.4629121207202231,0.06579164042182631,0.01873679795017383,-0.23261761963544203,0.30758407890624545,-0.11583190975517965
24610,24610,0.749771210034166,77,1,True,-1.3930762426793988,1.8950600513777849,0.5949725583009138,-0.7858271457457467,-0.4628555587611176,0.06578108738246458,0.018723633663004637,-0.2324160890381779,0.30756584142893106,-0.11592796625529851
24611,24611,0.749726738515734,78,1,True,-1.392457219761203,1.900045553455219,0.5917537208685293,-0.774823900571462,-0.4642610542202814,0.06556454837505958,0.019045546883755173,-0.23246287574289345,0.3079942756619908,-0.11651579110270244
24612,24612,0.749714506227077,79,1,True,-1.392281115216086,1.9014517848715793,0.5908497877376454,-0.7717286907741688,-0.4646576710398138,0.06550380855459126,0.019136432772388526,-0.23248065376264618,0.3081151949386461,-0.11667911318887371
24613,24613,0.749703090295029,80,1,True,-1.3920990332260705,1.9028703857370208,0.5899502023486907,-0.7686317813471267,-0.46505778041317297,0.06544358291178605,0.019228152728126995,-0.23250988654511087,0.3082372335156459,-0.11683720030075073
24614,24614,0.780070333820029,81,0,False,-0.47380254536651334,2.0968350335327566,-0.6371133474192598,-1.25043253182106,-0.11950150653273654,1.0670760505363657,1.92181992013998,-0.011314840587025712,0.2461973834281901,-0.11664349795617332
24615,24615,0.780081720164718,82,0,False,-0.4739889765729926,2.0953908238557406,-0.6362021606247457,-1.2535770166172189,-0.11909580742341,1.0671369523073142,1.921727224421381,-0.011289377502092964,0.24607363525825687,-0.11648209327100079
24616,24616,0.942253652785132,83,0,False,5.45332619222927,-0.30647395957117096,-0.7527364487383132,0.26116467146050854,0.36838345372358516,0.1383292892686962,0.008152053950905245,-0.003520567690916784,0.03345337511791362,0.020850141815630913
24617,24617,0.941810391376638,84,0,False,5.453007565237347,-0.3083833599282157,-0.751732302861402,0.25742341363802757,0.3689197251521254,0.1383927106211179,0.008029007449048066,-0.003303560936802184,0.03328891216083465,0.020955060118388144
24618,24618,0.942726034651937,85,0,False,5.452582344381721,-0.3109315334167632,-0.750392228794306,0.2524305508463697,0.3696354014804711,0.13847734903037165,0.007864796819918269,-0.0030139564776690444,0.03306942956488218,0.021095077918512138
24619,24619,0.941814637027645,86,0,False,5.450067532864321,-0.32600176328094976,-0.7424668562414019,0.22290211006759103,0.37386800449003854,0.13897791160530065,0.0068936337738184,-0.0013011979906801445,0.031771380908831894,0.021923161423198913
24620,24620,0.948298093856733,87,0,False,5.4514048120823135,-0.31798799959794716,-0.7466812619479573,0.23860418949578968,0.37161727038788356,0.1387117318442627,0.00741006061131504,-0.002211976517914438,0.032461632834142364,0.02148281873591698
24621,24621,0.949422263394726,88,0,False,5.4504625128754265,-0.32363481072091616,-0.7437116269597236,0.22753989058753024,0.3732032256101284,0.13889929250799007,0.007046166076171586,-0.001570206368258497,0.03197525434786867,0.02179310140493749
24622,24622,0.948298093856733,89,0,False,5.449045610076593,-0.33212572573617455,-0.7392462893094406,0.21090288614597696,0.37558797174681285,0.13918132100535505,0.006498990421605777,-0.0006051987415834981,0.031243903802885574,0.022259662746549266
24623,24623,0.946811176002162,90,0,False,5.449678956787335,-0.3283303397008479,-0.7412422673789946,0.21833952332979842,0.3745220051026165,0.13905525602666433,0.006743574525259838,-0.0010365511298342626,0.03157081293345269,0.022051112737817055
24624,24624,0.941814637027645,91,0,False,5.448787432575078,-0.3336728771893389,-0.738432648656803,0.2078714147966823,0.3760225024710244,0.1392327101428918,0.006399288138921712,-0.0004293622211093258,0.031110642539946325,0.022344676088028696
24625,24625,0.768684686667053,92,1,True,4.9759898249536825,-0.036691581372453985,-1.1099717420439978,-0.16128669888757027,-0.9348066602983335,0.3087532701523888,-0.010262541667623845,0.25258228269691574,0.002742804546220583,-0.026061769750511617
24626,24626,0.768684686667053,93,1,True,4.975775042428915,-0.03797868459933956,-1.1092948596952186,-0.16380863463465434,-0.9344451663436403,0.30879602170370923,-0.010345485796660501,0.2527285642729333,0.002631942095620066,-0.02599104561686413
24627,24627,0.764535069799756,94,1,True,4.975536125054425,-0.039410418042262904,-1.1085419169044397,-0.16661395721840783,-0.9340430517552081,0.30884357719458494,-0.010437750256072418,0.2528912833308091,0.002508622166982122,-0.025912374298783528
24628,24628,0.617392300690735,95,1,True,2.256662505899188,1.9804756049429364,-2.366496594558569,-1.0395389708172402,0.9714550301919811,-0.18804300524764767,0.01142526304215473,-0.07584083508011877,-0.17626173441328033,0.2729403559842259
24629,24629,0.606218376280286,96,1,True,2.279342525084589,1.9454259836606165,-2.3596162980709683,-1.0223986846450466,0.9529332882833312,-0.17911295929366805,0.00861918680184068,-0.05347674658164109,-0.1845336266196516,0.30856328521252013
24630,24630,0.601172497331216,97,1,True,2.2875877564710634,1.9216101812180233,-2.3593543703220043,-1.0130838247097376,0.9448670423817679,-0.1747134227908362,0.006888534862625461,-0.03935854983263053,-0.19097106133759953,0.3213385795718805
24631,24631,0.59195880012783,98,1,True,2.3027528607287415,1.8886839092531789,-2.358105192915448,-0.9957412312046754,0.9310479864825438,-0.1665595688574284,0.003819039595276064,-0.02244116463404587,-0.20811822930654372,0.33144602009422547
24632,24632,0.584193629120491,99,1,True,2.296527934043825,1.875883362170322,-2.3677142324323657,-0.9856465230996616,0.9322302618591463,-0.16692795832646476,0.003360023331449501,-0.013610757824294705,-0.21100377180643587,0.3242921639129652
24633,24633,0.554521759022131,100,1,True,1.7412129388388091,1.7784641380856911,-1.813196863818427,-0.7282191461446317,1.015811959419252,1.0373868597790046,0.07352761085660689,-0.09170924686472802,0.08040900241669824,0.28220259037539386
24634,24634,0.553991716664719,101,1,True,1.732740722472946,1.7679706810298763,-1.82292659857744,-0.7212318998868029,1.0188898062469822,1.0356137814433835,0.07356568523980182,-0.08248985544612676,0.08266108921755087,0.2787730836972246
24635,24635,0.539767429363291,102,1,True,1.4811400191023039,1.7049460496445625,-1.4987699221437876,-0.5783301362925805,0.9245683740189671,0.765175637147144,-0.44214075529685276,-0.1357563647045194,0.09350585775241267,0.2702784469802757
24636,24636,0.536667618878552,103,1,True,1.4859582095836708,1.6887741466186696,-1.4988281504997718,-0.5724880258841876,0.9196024816749226,0.7673414864961304,-0.44300041335645185,-0.12381352570709867,0.09371995049160617,0.2849802149672627
24637,24637,0.514295881188287,104,1,True,1.2591603092777397,1.614773798170111,-1.1895759390374196,-0.43228117230285074,0.8228370746551344,0.5149388280715009,-0.9287192345453289,-0.15870956430945607,0.11311206955777456,0.31237992599741055
24638,24638,0.505075771940036,105,1,True,1.1321621901330479,1.5787961841036418,-1.0338142051446042,-0.35959892857942644,0.7776022658424524,0.38138060158685533,-1.1824892052793894,-0.1810121785507753,0.11866647994267844,0.30631181692768494
24639,24639,0.689689594062897,106,1,True,5.182283354389132,1.1995405921231086,-1.7601012108799128,2.260972871992238,-1.2820130443559603,0.2676914173769661,0.0694033303275819,0.1120822925756601,0.10922356335571179,-0.09399062551849968
24640,24640,0.679112025541895,107,1,True,5.181326731667571,1.193807946074898,-1.7570864356538247,2.24974038908615,-1.2804029816604932,0.2678818290755871,0.06903390437664647,0.1127338180175719,0.10872979162392317,-0.09367562636629614
24641,24641,0.679112025541895,108,1,True,5.179248097272825,1.1813515460959307,-1.7505356655998185,2.2253334575124115,-1.276904495140082,0.2682955724427427,0.06823118302096495,0.11414951007891233,0.10765688076605048,-0.09299116836908429
24642,24642,0.674528293618072,109,1,True,5.177754145091104,1.1723989058567441,-1.7458275085333965,2.2077917538025855,-1.2743900695233896,0.2685929372932411,0.06765425264606824,0.11516699360031932,0.10688576030303787,-0.09249923601156376
24643,24643,0.676054963948749,110,1,True,5.176300663202654,1.1636887874201078,-1.7412468926959228,2.190725244615252,-1.271943758230142,0.26888224670337424,0.06709295097853916,0.11615691408656749,0.10613552904362072,-0.09202062981469432
24644,24644,0.676054963948749,111,1,True,5.17579943202511,1.1606851153721598,-1.7396672737902215,2.1848398830125415,-1.2711001512338007,0.2689820146450787,0.06689938689080732,0.11649828676890993,0.10587681285281329,-0.09185558314328916
24645,24645,0.676095460813323,112,1,True,5.175135155977584,1.1567043825576975,-1.7375738226038426,2.1770400794111824,-1.2699821283607178,0.26911423597717976,0.0666428585803142,0.11695070414899304,0.10553393919219398,-0.09163684864421857
24646,24646,0.661648105114822,113,1,True,5.174420872215171,1.1524239741003037,-1.7353227732164629,2.1686530946881755,-1.2687799390190677,0.2692564111329996,0.06636701842701216,0.11743718020007189,0.10516525347900058,-0.09140164747815588
24647,24647,0.658009792403861,114,1,True,5.1739432957406795,1.1495620549471153,-1.7338177015812113,2.1630454821308245,-1.267976144536164,0.2693514707063086,0.0661825892479253,0.11776244241324813,0.10491874693304873,-0.09124438988727238
24648,24648,0.658009792403861,115,1,True,5.173226154567101,1.145264523201243,-1.7315576471261092,2.1546249462268254,-1.2667691459724248,0.2694942146177114,0.06590564562738038,0.11825086455658508,0.10454858633448219,-0.09100824782562529
24649,24649,0.629010776458635,116,2,True,4.273439903468355,0.9668969491583252,-0.41671225241467974,2.555953425756067,-1.5835673279420597,-0.6040180668441275,1.9646840799436218,0.19467981206965537,-0.2574630363851211,-0.0685811971611824
24650,24650,0.600888441125964,117,3,True,3.354776208719154,0.7710933201930374,0.8111487768275264,3.0345013760898762,-1.928609067030926,-1.605603932312595,0.061974179529030865,-0.02616093027556524,-0.19558171849323516,-0.06876220138950194
24651,24651,0.628005802968478,118,2,True,4.252816598339428,0.9389986653136115,-0.49819457427271735,2.612673321575278,-1.6088724785457587,-0.7317441445223153,-1.837478466806588,-0.10140082682252201,0.16552875790581914,-0.09061437036528273
24652,24652,0.497431632703252,119,2,True,0.5772548444368581,2.8575996944299202,-0.9275167953618673,2.136318454938194,0.5040767312914376,0.8487311582794648,-1.806437923964776,-0.5168289622202933,0.7070501089397532,0.3237341956119819
24653,24653,0.495003683872692,120,2,True,0.5731567771986765,2.839990800057388,-0.9333045812053862,2.1406028801136436,0.505451110147372,0.850034823935661,-1.8081042608465343,-0.50329901212403,0.6985144030685857,0.311937493702134
