cluster_id,feature,mean,median,std,min,max,q25,q75
1,Tem_extent,0.09230769230769231,0.0,0.28945981111118146,0.0,1.0,0.0,0.0
1,N_TFlossR_2kiw,-0.9943092891777576,-1.0,0.05102335346620527,-1.0,-0.5183995739405,-1.0,-1.0
1,N_TFlossR_2kmw,-0.9233843066039528,-1.0,0.14373708042157324,-1.0,-0.338983050847458,-1.0,-0.908
1,TFResident_lossR,-0.9204891616844463,-1.0,0.134217248469513,-1.0,-0.5,-1.0,-0.885714285714286
1,TFDaynight_lossR,-0.7847606696164471,-0.997508896797153,0.34626747359412896,-1.0,0.0,-1.0,-0.767233043238016
1,TFAB5k_NOR,0.9882459824596841,0.999867391179832,0.04847571880203697,0.5200960469341,1.0,0.995642408656651,1.0
1,TFABC_NOR,0.0031107990322488863,4.54411971755193e-05,0.009755618558021449,0.0,0.0532050876331275,0.0,0.0008805624988573
2,Tem_extent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,N_TFlossR_2kiw,-0.7831584894354049,-0.599899050388219,0.21467340689546244,-1.0,-0.152695113390105,-1.0,-0.599899050388219
2,N_TFlossR_2kmw,-0.7703338084028584,-0.883310719131615,0.18491265750646574,-1.0,-0.290909090909091,-0.898571136966728,-0.5640155957179644
2,TFResident_lossR,-0.19408283328343645,-0.134587554269175,0.17424856038276457,-0.631578947368421,0.0,-0.298538622129436,-0.062277433703878005
2,TFDaynight_lossR,-0.6694764418419041,-0.657521506626366,0.18734705266857987,-0.997947454844007,-0.286549707602339,-0.841327201051248,-0.515832482124617
2,TFAB5k_NOR,0.86864170579682,0.951559577106449,0.17544874430788443,0.0802466016197211,1.0,0.8081425288709105,0.9905143365776374
2,TFABC_NOR,0.03248865268676078,0.0104056102764734,0.0443836816220306,0.0,0.248173437419829,0.00164327331483945,0.04523444814321855
3,Tem_extent,0.0026642984014209592,0.0,0.05154803502995271,0.0,1.0,0.0,0.0
3,N_TFlossR_2kiw,-0.9977763506103898,-1.0,0.031694091515345184,-1.0,-0.481600426059501,-1.0,-1.0
3,N_TFlossR_2kmw,-0.32086963075745195,-0.3075906581341365,0.1400298816139355,-0.719512195121951,0.0,-0.404788013075547,-0.214427006347274
3,TFResident_lossR,-0.07248112953590245,0.0,0.17125144124416142,-0.756177156177156,0.0,-0.0100401606425703,0.0
3,TFDaynight_lossR,-0.0675319950118255,0.0,0.12211672132893928,-0.511587022534761,0.0,-0.0702789699570815,0.0
3,TFAB5k_NOR,0.7688908530409799,0.816021113328737,0.22958988950546771,0.0079237466436297,1.0,0.6578759434391608,0.9650438267764763
3,TFABC_NOR,0.02348986431888675,0.00776533925823815,0.03605955583321064,0.0,0.218403206981951,0.00234311152852965,0.028029050626900125
4,Tem_extent,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,N_TFlossR_2kiw,-0.7666893698086715,-0.869246867663828,0.23545237848623066,-1.0,-0.400100977116988,-1.0,-0.5183995739405
4,N_TFlossR_2kmw,-0.8186974917456017,-0.8360762093384619,0.10101529126863369,-1.0,-0.481226053639847,-0.882911392405063,-0.7845558436140412
4,TFResident_lossR,-0.01576040407493,0.0,0.06916802681073587,-0.571428571428571,0.0,0.0,0.0
4,TFDaynight_lossR,-0.01575960573344983,0.0,0.05874529237389804,-0.550071191267205,0.0,0.0,0.0
4,TFAB5k_NOR,0.6199672661707596,0.635892592338378,0.2325285505712624,0.0,1.0,0.5548507109386476,0.7397374781409568
4,TFABC_NOR,0.049655238079594904,0.018411885101299152,0.06948294673544504,0.0,0.485681954895809,0.0045401798349392255,0.06688169620325402
5,Tem_extent,0.06493506493506493,0.0,0.246411246246888,0.0,1.0,0.0,0.0
5,N_TFlossR_2kiw,-0.018126842588449592,0.0,0.06952254771328499,-0.553146383499794,0.0,0.0,0.0
5,N_TFlossR_2kmw,-0.29520057892407026,-0.292857142857143,0.2036078180147064,-0.699785561115082,0.0,-0.423692636072572,-0.0694444444444444
5,TFResident_lossR,-0.4579259900661423,-0.46294964028777,0.34833780027873235,-1.0,0.0,-0.76158940397351,-0.105431309904153
5,TFDaynight_lossR,-0.396305393365631,-0.313915857605178,0.2862627029328067,-1.0,0.0,-0.619786839666358,-0.198895027624309
5,TFAB5k_NOR,0.8636548227526359,0.942830859608418,0.17383970393198572,0.0082706311511969,1.0,0.791866825231369,0.992296148593689
5,TFABC_NOR,0.046119596347377695,0.0086509471516795,0.07233710702000841,0.0,0.412900339911531,0.0021566422514116,0.0585820362151075
6,Tem_extent,0.0006565988181221273,0.0,0.02561577045716546,0.0,1.0,0.0,0.0
6,N_TFlossR_2kiw,-0.05212501389703282,0.0,0.1237485334869601,-0.481600426059501,0.0,0.0,0.0
6,N_TFlossR_2kmw,-0.50834852693191,-0.476872246696035,0.21410764112708144,-0.901234567901235,0.0,-0.6549438280650335,-0.3542051045510455
6,TFResident_lossR,-0.01411318316340458,0.0,0.04542109548241365,-0.51937984496124,0.0,0.0,0.0
6,TFDaynight_lossR,-0.02840575952085345,0.0,0.0789947412252163,-0.603422495431135,0.0,0.0,0.0
6,TFAB5k_NOR,0.7561956054939625,0.768895011238972,0.17779217951278195,0.124992994483947,1.0,0.63831303730809,0.909263485931953
6,TFABC_NOR,0.04941591973987236,0.027485823704755,0.06253686350519594,0.0,0.374366513829279,0.007172507863800149,0.0653418841584475
