cluster_id,Tem_extent,N_TFlossR_2kiw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR
1,0.09230769230769226,-0.9943092891777573,-0.9233843066039528,-0.9204891616844467,-0.784760669616447,0.9882459824596843,0.0031107990322488815
2,0.0,-0.7831584894354049,-0.7703338084028584,-0.19408283328343645,-0.6694764418419044,0.8686417057968199,0.03248865268676078
3,0.0026642984014209805,-0.9977763506103903,-0.3208696307574519,-0.07248112953590244,-0.06753199501182564,0.7688908530409799,0.023489864318886743
4,2.42861286636753e-17,-0.7666893698086711,-0.8186974917456018,-0.015760404074929735,-0.01575960573344995,0.6199672661707596,0.0496552380795949
5,0.06493506493506485,-0.018126842588449432,-0.29520057892407037,-0.4579259900661423,-0.3963053933656311,0.8636548227526357,0.046119596347377695
6,0.0006565988181221616,-0.052125013897034056,-0.5083485269319099,-0.014113183163404305,-0.02840575952085367,0.7561956054939624,0.049415919739872353
