fid,MS_ID,TF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,PC1,PC2,PC3,PC4,PC5,PC6,PC7
47109,47109,0.370629438190415,4190,1,True,-1.1536921374449471,-0.4196362855313489,0.15182764210338232,-0.050660465872908074,0.5691607727933359,-0.026482481920082367,-0.1896009324017991
47110,47110,0.514581390597646,4191,1,True,-1.683053772334624,-0.21804519222751537,-0.39247090697253934,0.09855102050827834,-0.4695933998304879,0.06792528412589445,-0.22621043396360524
47111,47111,0.64921079587402,4192,0,False,0.05421218836723408,0.36625395405414346,-2.7538201085992573,0.40291935915617305,0.0745683960892137,0.5008642055273297,-0.26934526888694155
47112,47112,0.641615522241594,4193,0,False,-0.13724068724633076,0.3094419782158857,-2.382991873294923,0.44388483108538934,-0.15445039907435804,-0.8212098516367266,-0.17305900924114878
47113,47113,0.564410156830156,4194,0,False,-0.05172443665218088,0.153176474997582,-1.793686502540749,0.3899009846280156,0.28702873918507477,-1.198939521577246,-0.15296671855523283
47114,47114,0.645522745930289,4195,0,False,-0.1036120762607907,0.33081613732359927,-2.3517438108421906,0.49846366038808343,-0.17842154464923027,-0.8172726224223363,-0.20188610770386653
47115,47115,0.685871509342344,4196,0,False,0.46858331854849633,0.5464837024272358,-3.107375710192726,0.612923001330883,0.05964397104172915,0.021116555031160195,-0.2846704709890584
47116,47116,0.550561380145933,4197,1,True,-1.6150631048008623,-0.04776266630581835,-0.2804877146875285,0.40606925645505043,-0.5060020909679558,0.07924351632872195,-0.21908142367160927
47117,47117,0.554976429740635,4198,1,True,-1.6034734038297873,-0.006160414898728992,-0.26300659555095957,0.4119169734411917,-0.5124667717260324,0.08043660606291526,-0.21679203703111685
47118,47118,0.55510979371805,4199,1,True,-1.6003079778095195,-0.004339343100023131,-0.26017791465951867,0.41746923642856426,-0.5147588152359072,0.0809927133011514,-0.2156232544485115
47119,47119,0.571735527097003,4200,1,True,-1.6546036473566326,0.04754185326316976,-0.2758759848917354,0.4774874354160081,-0.46748839708318685,0.0768172788333941,-0.1306697324170596
47120,47120,0.572941320332911,4201,1,True,-1.6391540776042042,0.06710411950717854,-0.26049923490771615,0.48646161942154303,-0.4781648008476982,0.07785144446094888,-0.15300169624341672
47121,47121,0.571986577348524,4202,2,True,-1.6118910668136497,0.08071987560006234,-0.23822885476620587,0.511417851014985,-0.49834520873492266,0.08125179610216454,-0.16788116617507143
47122,47122,0.581049881847758,4203,2,True,-1.616536120235881,0.14417273861792973,-0.22154975854277847,0.5639374222005542,-0.48977632892312634,0.08230042074068426,-0.12155910116820168
47123,47123,0.588214109568266,4204,2,True,-1.6263797319293005,0.20573459080710618,-0.21164133315642367,0.5752539383189675,-0.47785386638339317,0.08069162963628747,-0.10622719449335949
47124,47124,0.710656590631208,4205,1,True,3.7947644982673947,-0.5378585070493994,-1.2354392224696376,0.4075105311067628,-0.8518209292145189,0.2818511834743658,-0.08074242981705847
47125,47125,0.708075166681314,4206,1,True,3.794018712107947,-0.5440246077505706,-1.2369319179462646,0.4119907991457229,-0.8515189879801961,0.28189476983918815,-0.08082804890525536
47337,47337,0.75,4207,2,True,2.3664394489303877,-0.385484672123441,2.5637672143676054,-0.7293514295660446,-0.24339339075400493,0.2522565360658842,0.03866053532591242
47338,47338,0.759265220365785,4208,1,True,3.44520056208227,-0.11012908195146429,1.251206848097179,-0.5686332374383435,-0.20291465620673774,-1.6377032578166646,0.0888516439354834
47339,47339,0.526037481554513,4209,1,True,-0.6979343584822869,1.115464521218831,0.5177933328012014,0.24875226751891097,-1.1694074088036464,0.20820468308156456,0.12424353542999375
47350,47350,0.318173348471985,4210,0,False,-1.0599941450831292,-0.48404976713488307,0.20460551010504124,-0.46302444281250743,0.7474716988438949,-0.04965618035521455,-0.21753145077228303
47351,47351,0.312953476447403,4211,0,False,-1.0426768149833263,-0.5041559783449027,0.20927303438819356,-0.4760706760854666,0.732280760436896,-0.04805890265087227,-0.24174763043484104
47352,47352,0.31730768234951,4212,0,False,-1.0680293983381914,-0.5047143469496367,0.19476060953574775,-0.4636612764180067,0.7525373158352693,-0.05047809249657567,-0.21700075563921464
47353,47353,0.31548444072172,4213,0,False,-1.0682406017293997,-0.5203560460346908,0.19046722596611715,-0.46537141148369526,0.7516075970517272,-0.049965798787835025,-0.21024532609008625
47354,47354,0.314440311644601,4214,0,False,-1.0713599356643602,-0.534052224579673,0.1851097664582772,-0.46661737533261133,0.7531715710234377,-0.05011630998801064,-0.2081098680712457
47355,47355,0.313466204243675,4215,0,False,-1.0756281074305885,-0.5489360661889214,0.17881360107588587,-0.4678577694358054,0.7555839698511349,-0.050459369003663046,-0.20693486456869625
47356,47356,0.312187549999627,4216,0,False,-1.095807775619605,-0.5880545605056564,0.15689014814455987,-0.4711117410111509,0.7690418751428947,-0.05250956650616502,-0.20026186067777008
47357,47357,0.310811341062093,4217,0,False,-1.1049461483902296,-0.613220751595363,0.14510530517527034,-0.4738858029415206,0.7746564022709748,-0.05347811932376801,-0.20043741727063696
47358,47358,0.304774744701689,4218,0,False,-1.0912349227770308,-0.6434021997784604,0.14486728481752434,-0.490595594748447,0.76162459816079,-0.052352191517681675,-0.22602758348274804
47359,47359,0.302461175359776,4219,0,False,-1.0940836779599097,-0.664335997468714,0.1373260473104007,-0.49628120242116,0.7623665827716427,-0.052174072985254075,-0.21894718901869473
47360,47360,0.30128198766341,4220,0,False,-1.101937003997811,-0.6831678801845357,0.12765694008889003,-0.5009768985758901,0.7673207178907511,-0.053093811056472026,-0.21937965264448078
47361,47361,0.298761430157917,4221,0,False,-1.103215237690222,-0.7016159048693034,0.12149640286949306,-0.5077830690910141,0.7669323680436321,-0.05267760835355209,-0.21092441530407105
47362,47362,0.295726534330912,4222,0,False,-1.1034945906805251,-0.7229138488469895,0.11510411299784963,-0.5151211181714921,0.7655305492468848,-0.05195568289225017,-0.19985328537353836
47363,47363,0.293357320367143,4223,0,False,-1.1070366532460276,-0.7430928583402049,0.10714810818685944,-0.5228354632889086,0.7668314868336659,-0.05193606930194292,-0.1931976600220906
47364,47364,0.292829779815512,4224,0,False,-1.1215562381930895,-0.7620472413215066,0.09298280285375553,-0.5267374126551568,0.7769231333217681,-0.052797622379885466,-0.17123166051803726
47365,47365,0.285858588191002,4225,0,False,-1.1113858319206429,-0.7991739790895702,0.0880160351995954,-0.5467276701838004,0.76600529728342,-0.05108788512794758,-0.17427147087946687
47366,47366,0.272593312906782,4226,0,False,-1.0743885771951538,-0.852812140270172,0.09443800096677313,-0.5850904927775813,0.7326589232067823,-0.04779401058783902,-0.2295790050437809
47367,47367,0.261507225225613,4227,0,False,-1.0328799130552961,-0.8818730024043095,0.10989519560326202,-0.6133742401162587,0.6973298794633671,-0.043103340537786736,-0.26268901171693326
47368,47368,0.260597610612379,4228,0,False,-1.0414768854456982,-0.8956967746948091,0.10049116183209339,-0.61629820458552,0.7030262224545221,-0.043047941647116825,-0.2380599835255466
47369,47369,0.252048664329371,4229,1,True,-1.0257084239208418,-0.9378306318293436,0.09758583952089449,-0.6445556120588778,0.6873825775730614,-0.041873519066381946,-0.270327651917008
47417,47417,0.771884170451035,4230,0,False,-1.0576177706500514,0.8261104773717471,-0.982077236191928,1.383255290212422,-0.08636937255828603,1.1077190405934303,-0.08922129518376706
47418,47418,0.788120411683901,4231,0,False,-0.6366296676836559,0.9286710704482524,-1.4933858202522048,1.450346089551983,-0.0714788461858817,0.37185766185048025,-0.07138947891526366
47419,47419,0.68910900896353,4232,1,True,3.79972781358023,-0.4968222104610096,-1.225505117065979,0.37769369597020264,-0.8538303920248782,0.281561109879927,-0.08017262233788322
47420,47420,0.68910900896353,4233,1,True,1.0543572368195866,1.0701270364913695,-2.3476837668819637,1.536370808974724,1.4615444768777874,-0.12677030353812158,0.027450072448872258
47421,47421,0.68910900896353,4234,1,True,1.0546917531010755,1.0728927905238252,-2.3470142305357724,1.5343612213932427,1.4614090436069307,-0.12678985384553784,0.02748847619054173
47422,47422,0.689689594062897,4235,1,True,3.801279471050153,-0.4839932298047363,-1.222399465322128,0.3683722017565546,-0.8544586007490274,0.2814704255628387,-0.07999448615757773
47423,47423,0.689771233573476,4236,1,True,3.801810691596867,-0.47960114053883324,-1.2213362242078676,0.3651809244622108,-0.8546736723020999,0.28143937916668765,-0.0799335000179653
47424,47424,0.691407238310506,4237,1,True,3.801953028326438,-0.4784243117697624,-1.2210513363888895,0.3643258446351176,-0.8547312991798206,0.28143106050785477,-0.07991715921993835
47425,47425,0.691407238310506,4238,1,True,3.8019454090949854,-0.478487306969941,-1.2210665863263965,0.36437161673577667,-0.8547282144347896,0.2814315058025248,-0.07991803393669394
47426,47426,0.63926339749425,4239,1,True,0.7330982989114095,0.9640997092310734,-1.8798094511234478,1.4954832410372447,1.3045728766672924,-0.6563543074559894,0.06329858773450864
47427,47427,0.678054788629503,4240,1,True,3.800155315628108,-0.49328765750132086,-1.2246494691499754,0.37512550167290587,-0.8540034717936249,0.28153612515744986,-0.08012354347649929
47428,47428,0.678054788629503,4241,1,True,3.807799989247083,-0.43008210351637827,-1.2093486089948533,0.32920055864534276,-0.8570985174166461,0.2810893435578137,-0.07924590586345445
47437,47437,0.350604925618839,4242,3,True,-1.0777875028369208,-0.29600380809043314,0.2735886932773156,-0.10780250896153012,0.7812206208457962,-0.04800452138891678,-0.15361770166283908
47438,47438,0.348453006112856,4243,3,True,-1.0848650746789799,-0.3327915214607029,0.26181527245983016,-0.09390983346063708,0.7848148488836679,-0.048221835166151764,-0.15265719062175656
47439,47439,0.346548576238948,4244,3,True,-1.090963000924022,-0.3589987037085307,0.2522757662276463,-0.08917060678389772,0.7880956625619618,-0.04856844125003566,-0.1513817769191674
47440,47440,0.342421074479461,4245,3,True,-1.0834006414598742,-0.3844272414861677,0.2504633742100564,-0.09465345352067225,0.7804563709081594,-0.04790015897694654,-0.16862775835545094
47441,47441,0.340526123956464,4246,3,True,-1.0840462005352254,-0.4016396329834819,0.24585715517015772,-0.09337832485888152,0.7798486520818797,-0.04743491762065941,-0.16288672790359104
47442,47442,0.308503561583776,4247,3,True,-0.9638692100849735,-0.4747373994659322,0.29068579978073006,-0.12169890824946539,0.6770552485086228,-0.02025898038466585,0.02844923727319937
47443,47443,0.307229843582079,4248,3,True,-0.968380944813895,-0.49342316239523387,0.2837052642685337,-0.11912042518997501,0.6795062830577262,-0.020535881497811995,0.029450368939973944
47444,47444,0.299915806469478,4249,3,True,-0.9461049765636946,-0.5254516805686127,0.2886259062292901,-0.13387035575736583,0.6596826453378771,-0.018711652286478322,-0.009512764905614491
47445,47445,0.285339707482271,4250,3,True,-0.8940081519010471,-0.5802755886877023,0.3051482997421579,-0.16552228960680343,0.6146227274725775,-0.014471304430618935,-0.09477648342014916
47446,47446,0.284500493141111,4251,3,True,-0.8964375111443711,-0.5882853180182164,0.3016154974788852,-0.16683674189869657,0.6160113078502686,-0.014679977982011878,-0.09407000788476928
47447,47447,0.282965405995165,4252,3,True,-0.9014346328456875,-0.6067220862788892,0.2941327199425996,-0.16695717035121388,0.6188018071761938,-0.015052271872492598,-0.09277682010788708
47448,47448,0.282491097000652,4253,3,True,-0.9028799054946747,-0.6116115606798467,0.2920172987621565,-0.16757537103902262,0.619623730390103,-0.015172805537483682,-0.09236666939514585
47449,47449,0.254554665890235,4254,3,True,-0.7889798748263621,-0.6966901857292127,0.33644856755253816,-0.23579794845933083,0.5232785977508485,-0.00602213102930964,-0.2691992657943212
47450,47450,0.254089544539604,4255,3,True,-0.7903850736486329,-0.7013242361474963,0.3344049973992174,-0.2365568970938371,0.5240817508042259,-0.006142802732009739,-0.2687907079815661
47484,47484,0.500395325563584,4256,0,False,-0.7875929736396151,-0.07917744717849225,0.18298984326683218,0.9385377168703913,-1.1224013472569065,0.2639691864691253,0.07262744956433217
47485,47485,0.497401406261972,4257,0,False,-0.7975526167582045,-0.1298333994980376,0.12650249075630154,0.9015306133900175,-1.0980433454969245,0.2871537254310441,0.06753110786369593
47520,47520,0.297992653504908,4258,0,False,-0.16186123794383223,1.2167992475700513,1.1028679621963988,-0.6932445671398388,0.13981019757958668,0.07527124749882905,0.1099974220875313
47521,47521,0.300250457698943,4259,0,False,-0.17328980100135782,1.2207376580191063,1.097356474171816,-0.6907219519788322,0.14923684461955392,0.07355363540940539,0.10975557564951921
47522,47522,0.298755564979976,4260,0,False,-0.16911417735710443,1.2153635461310337,1.0982522828285837,-0.695920845060563,0.1455252343037487,0.07375175634289848,0.10019020896229658
47523,47523,0.300229535935279,4261,0,False,-0.17791241916101133,1.219149629703742,1.09607678162725,-0.6980343358235946,0.1516517514203924,0.07047760592275774,0.089483662752826
47524,47524,0.300545913862071,4262,0,False,-0.18719106880309316,1.2131094245916385,1.1005266228822925,-0.69542259337779,0.15227277904783357,0.06129469200314436,0.08542011287610551
47525,47525,0.298876680522626,4263,0,False,-0.18373086506166728,1.2052371398783523,1.1003848851300226,-0.7004249527181863,0.14896785151291758,0.06147615019706009,0.07683494940554486
47526,47526,0.29810709499625,4264,0,False,-0.18375917249566534,1.2097744028346427,1.1004016669354992,-0.710649494477835,0.14903331968196645,0.061357881587179114,0.07874873094492228
47527,47527,0.298852295435056,4265,0,False,-0.18774261634537281,1.2096163005618186,1.0982382653513614,-0.7098869980692857,0.1522617138452796,0.060548249900645494,0.07352571579985864
47528,47528,0.301449327272293,4266,0,False,-0.1362629103830949,1.221689984437318,1.0340860367656257,-0.7034448397940105,0.1545831820521268,-0.030764474759207582,0.07618425637679851
47529,47529,0.29966644882943,4267,0,False,-0.1306645775462881,1.2176574664762492,1.0359700485119878,-0.7102998013802938,0.14978183954735183,-0.030381889624324164,0.06702872730927599
47530,47530,0.299640899041616,4268,0,False,-0.13236670355581928,1.2187797439579666,1.0349616334874991,-0.7134963961653585,0.1511507978405701,-0.030753534744548283,0.06562086225722948
47531,47531,0.299141557807403,4269,0,False,-0.132673207787494,1.2148021845756802,1.0337367617327744,-0.7138679978650312,0.15112031933497813,-0.03067506199750959,0.06699762277344869
47532,47532,0.297568199999414,4270,0,False,-0.1352664981814795,1.21394763346884,1.0395779903166724,-0.7229382475273511,0.14914309825956615,-0.02220849479713524,0.07227624671033113
47533,47533,0.296788917944743,4271,0,False,-0.1357966619937874,1.2156233203564175,1.038868266095488,-0.7306060374296732,0.14948688999857676,-0.022340437480689514,0.0737770902543399
47534,47534,0.29574556650084,4272,0,False,-0.13701907459176518,1.2156145952359907,1.041211639592106,-0.7409251431309513,0.14869338849929836,-0.019383796063590412,0.061998439751331506
47535,47535,0.293775842033868,4273,0,False,-0.13273667375325016,1.2160322834089108,1.042650476703634,-0.7503840472013468,0.14501652541315482,-0.018482919899936803,0.07072433900502105
47536,47536,0.292503295429064,4274,0,False,-0.13108688657662523,1.217718949408001,1.0431659492469596,-0.7618085454618068,0.14363295197136608,-0.01885916156192706,0.060908147268011144
47537,47537,0.288987243512648,4275,0,False,-0.17656803354134148,1.2129360194734875,1.098972751912435,-0.7802985340714123,0.14207783887301348,0.06065376214018586,0.06037006280148765
47538,47538,0.288194949550146,4276,0,False,-0.175324473124888,1.2159148925453287,1.0996878764755997,-0.7869672831205471,0.14110189818726868,0.06083310384362917,0.06319568507987011
47539,47539,0.286924786066308,4277,0,False,-0.17254563986614016,1.214346530228887,1.100375283635342,-0.7910795829649353,0.13864404386800352,0.06147289201923349,0.06885563691133745
47540,47540,0.28354866973372,4278,0,False,-0.16206022898876526,1.218325776129499,1.1054946800293621,-0.8065781569036654,0.1300386209078169,0.06354045289281408,0.08616554914289383
47541,47541,0.282604435284115,4279,0,False,-0.1600697161356623,1.2206279891026461,1.1064936089602637,-0.812860409590707,0.12842327475515974,0.06389393860260019,0.09006201767669937
47542,47542,0.282224737424183,4280,0,False,-0.1603316352049187,1.2241013323707712,1.106590218248009,-0.8187154714117162,0.1287184404894832,0.06374550907783927,0.09049206703269486
47543,47543,0.28154706549261,4281,0,False,-0.1595212412034124,1.2266465394998662,1.1070358197470083,-0.8246473293752727,0.12808231007258822,0.06384842595884999,0.09267658801932417
47545,47545,0.925606475333954,4282,0,False,4.95897272918703,3.735224358483857,0.5040524997039274,-2.9617034497677865,0.16014235166820986,0.13824889431382417,0.015355551527160869
47546,47546,0.898821004464058,4283,0,False,4.859596021008063,2.9135856323960923,0.30514942152038044,-2.3647035137525205,0.20037630553069,0.14405681847903257,0.003946727382993764
47547,47547,0.898932860281841,4284,0,False,4.859839860348147,2.9156016766828152,0.30563746742383113,-2.3661683647532867,0.20027758399987441,0.14404256765082887,0.003974721066840184
47548,47548,0.859314113406007,4285,0,False,4.859401725449897,2.911979212161195,0.3047605377939538,-2.36353629421065,0.20045496861649945,0.14406817379445955,0.00392442151378426
47549,47549,0.859066803286556,4286,0,False,4.859336337734421,2.9114385917257857,0.30462966388877183,-2.3631434812198546,0.2004814416842417,0.14407199528240958,0.003916914755302103
47550,47550,0.839462174091132,4287,0,False,4.859323042778033,2.911328670082881,0.3046030539537255,-2.363063612523678,0.2004868243203915,0.14407277228639664,0.003915388443732649
47551,47551,0.788405957162966,4288,0,False,-0.04104074696350546,1.1682232216482562,-2.2049326761452357,1.3573554895248112,0.1023937396181919,1.0584881744225498,0.02487808938265389
47552,47552,0.799369535086802,4289,0,False,-0.14674125115345643,1.1808632337595466,-2.122983634633036,1.390785410664252,0.12997379929374178,1.177018090208075,-0.04596757765921526
47553,47553,0.800777704084345,4290,0,False,-0.14329082158019663,1.1863711796813161,-2.1181326361753556,1.4041227682084187,0.12792208548737774,1.1773555336819213,-0.05130228543376803
47554,47554,0.635895320284812,4291,1,True,0.47502221995289345,0.9550739476303706,-1.4679960812558808,1.3218193585778013,1.3617412773581867,1.0650916242411528,-0.02906223369245286
47555,47555,0.67467353949457,4292,1,True,3.813599467487627,-0.3821324782887776,-1.1977409184701757,0.2943605221622329,-0.8594465116723653,0.28075040166251364,-0.078580103699278
47556,47556,0.67467353949457,4293,1,True,3.8140470606744286,-0.37843181338904097,-1.1968450580189671,0.2916716314877679,-0.8596277256002256,0.28072424274325136,-0.07852871829871562
47557,47557,0.67467353949457,4294,1,True,3.8141284043806922,-0.377759270089764,-1.1966822481024058,0.2911829637876126,-0.8596606586585327,0.2807194887311095,-0.07851937973179178
47558,47558,0.67118134363185,4295,1,True,3.8140709545426867,-0.37823426078504635,-1.1967972342981636,0.29152809042987987,-0.8596373993438092,0.2807228463015961,-0.07852597519174337
47559,47559,0.67118134363185,4296,1,True,3.814097890340847,-0.37801155774635514,-1.1967433221363946,0.29136627515069735,-0.8596483046523095,0.28072127207886416,-0.0785228828596464
47560,47560,0.67118134363185,4297,1,True,3.8141976793080117,-0.3771865104957345,-1.1965435939193756,0.290766798592216,-0.8596887055145885,0.2807154400608346,-0.07851142670660237
47561,47561,0.67118134363185,4298,1,True,3.814294686677358,-0.3763844612748333,-1.196349433087094,0.29018403232480916,-0.8597279802107836,0.28070977060915975,-0.07850028989156957
47562,47562,0.67118134363185,4299,1,True,3.814433172901693,-0.37523946817706855,-1.1960722520774687,0.28935208418945496,-0.8597840481613386,0.28070167698738857,-0.07848439114619167
47563,47563,0.66754303092089,4300,1,True,3.8146782658786815,-0.37321305892005147,-1.195581697012228,0.2878797020361207,-0.8598832772433727,0.2806873528922373,-0.07845625354005972
47564,47564,0.66754303092089,4301,1,True,3.814691390038281,-0.37310454941141447,-1.1955554289279777,0.28780085939195543,-0.8598885907302197,0.2806865858702149,-0.07845474683661123
47565,47565,0.66754303092089,4302,1,True,3.8154348123935593,-0.3669579924552737,-1.194067464619591,0.28333479177242815,-0.8601895749476555,0.28064313765441773,-0.0783693991221253
47566,47566,0.66754303092089,4303,1,True,3.815636662625609,-0.3652891107770498,-1.1936634601680196,0.2821221879558326,-0.8602712966415237,0.280631340817292,-0.07834622594761473
47567,47567,0.781914478248713,4304,0,False,0.7488347649172974,1.9727306972583771,-2.720059215334528,0.9354342823303569,0.005210800157001767,0.014920706994982475,0.0734982452208252
47568,47568,0.797342092913079,4305,0,False,0.6973471538949704,2.007140421772678,-2.738886966068811,0.9617630691378056,0.049223763664916674,0.006354638825400333,0.056171796160311295
47569,47569,0.803294314214914,4306,0,False,0.6756094411742215,2.0168607693986615,-2.747990818672979,0.9825740629133758,0.06742725418603188,0.004503247500525124,0.08315926379951288
47570,47570,0.805657298345869,4307,0,False,0.6665802950128158,2.0176812342484585,-2.751531897225648,0.9932883753606501,0.07507896251307469,0.002464389740503137,0.06483223747603278
47571,47571,0.810174334074036,4308,0,False,0.6529265167515753,2.0235454594751006,-2.7563727525542636,1.0043733369455845,0.0867987715087854,-0.0005889143391181672,0.040824898192463537
47572,47572,0.815497879020788,4309,0,False,0.6228016919459175,2.0394240411395166,-2.7675682842623868,1.0181940785451982,0.11255173164511133,-0.007223799088261965,-0.00596154008349079
47573,47573,0.770280778071662,4310,1,True,-0.5503631328925331,1.7986803812698737,-1.4971559678797906,0.9106220968052865,0.15069905628664046,1.8694902658049408,-0.045565607245163696
47574,47574,0.814488987240307,4311,0,False,0.5313479685944072,2.098426240570366,-2.803811914782733,1.053618401384611,0.18998344965736322,-0.020641935766011095,0.004964171247509173
47575,47575,0.783430404110321,4312,0,False,4.514258088627966,0.058359050332501286,-0.3860465239142479,-0.2901054785340911,0.34019086261304754,0.16423958121475737,-0.03569938097611405
47576,47576,0.761355940044271,4313,1,True,3.4192410611418103,-0.324760172812122,1.1992487510764243,-0.4126830084115139,-0.1924046143441064,-1.6361860933261954,0.08587139447333908
47577,47577,0.91517296404932,4314,0,False,4.5108292396673555,0.03000959960537568,-0.39290938569936257,-0.2695068629469844,0.3415790767470293,0.16443997520145812,-0.03609302588069339
47578,47578,0.91517296404932,4315,0,False,4.510627456513382,0.028341272523362777,-0.3933132558937598,-0.2682946620981312,0.3416607712834649,0.1644517681183052,-0.036116191354385534
47579,47579,0.91517296404932,4316,0,False,4.5105950712974225,0.02807351413135223,-0.3933780750979786,-0.26810010975070353,0.3416738828596947,0.16445366082416973,-0.03611990930037637
47580,47580,0.917098093964749,4317,0,False,4.510436534198952,0.026762741999613943,-0.39369538805259235,-0.2671477071266155,0.34173806866763934,0.1644629262895103,-0.03613810996238178
47581,47581,0.917098093964749,4318,0,False,0.5270127143324246,2.062582702840508,-2.8124889522215644,1.0796621953926853,0.19173863377600608,-0.02038856826720899,0.004466467566218603
47758,47758,0.673133924874995,4319,0,False,-1.1383511716382586,2.4721178714374656,0.3801598080974072,-0.40948394109916814,-0.6699404432265869,0.02756372744365917,-0.19749033820083237
47759,47759,0.671885567618849,4320,0,False,-1.1360451506133897,2.465904867214735,0.3849931222099446,-0.40789916518696273,-0.6751765710993747,0.024813155147750846,-0.18985410823626528
47760,47760,0.671767729338168,4321,0,False,-1.1368743978182858,2.460296477669503,0.38347075789839186,-0.40456128256409,-0.674798990416385,0.024825387795438053,-0.1898474946106689
47761,47761,0.670382244195863,4322,0,False,-1.1383720546571614,2.450565811794461,0.38192698335569203,-0.4021902551614001,-0.6750926880853029,0.023809371401737105,-0.18779126924154527
47762,47762,0.66964522882295,4323,0,False,-1.149989209197467,2.4452795655348907,0.3945875286986823,-0.4090106899764083,-0.6761236496528625,0.03894898756743464,-0.1856881943758823
47763,47763,0.618176043518236,4324,0,False,-1.4125916281015556,1.7406265730747734,0.02568542706836488,-0.7713812063781295,-0.5184799943953705,0.014436222767129215,-0.09539386496616456
47764,47764,0.61812497609892,4325,0,False,-1.4132587148458708,1.734701476273257,0.02430514337701164,-0.7668340214105486,-0.5182236559583742,0.014487105524590264,-0.09550387772362963
47765,47765,0.618028809259557,4326,0,False,-1.4145880975066827,1.7276698684878016,0.02341234319145735,-0.7618359117994837,-0.5181504649462482,0.01368873101445586,-0.09555059124456984
47766,47766,0.61761710521567,4327,0,False,-1.4141340241636273,1.7163322398994825,0.02051926171376109,-0.753725166698353,-0.5183830236693722,0.014933031706103621,-0.09401205035916044
47767,47767,0.56491648762681,4328,0,False,-1.5994499799003792,1.0594040516076826,-0.15848914317351018,-0.676940157096663,-0.4466730614937448,0.08821565678687095,-0.07767273260490228
47768,47768,0.561633954857289,4329,0,False,-1.615813945881701,1.0235037909475435,-0.13056850614041232,-0.6677081140109659,-0.46220137738835787,0.054245663925000145,-0.08740463584345566
47769,47769,0.552191134448292,4330,0,False,-1.5802281055204632,0.9916640076339012,-0.11811633040101421,-0.6809829024009307,-0.49274732099414104,0.05885592672231058,-0.10836382002842845
47770,47770,0.548820249216314,4331,0,False,-1.5686735378855226,0.9856814692979466,-0.1140209524131434,-0.6796252666722427,-0.5027386812118004,0.06294681781679702,-0.05832536943876884
47771,47771,0.548631524594999,4332,0,False,-1.5696124640856317,0.9787125120806105,-0.11581279800775879,-0.6750307325686906,-0.5023319140857078,0.06297863613483178,-0.05836837236411421
47772,47772,0.547606231848948,4333,0,False,-1.5679246995656517,0.9680948325272588,-0.11701803173567828,-0.6698752069690782,-0.5042799481321951,0.06367088911527419,-0.053830859157664
47773,47773,0.547258222201976,4334,0,False,-1.5694312399903687,0.9574965128397713,-0.11982885484892107,-0.6632719618436409,-0.5036077015748814,0.06370499605515333,-0.0538522368720003
47774,47774,0.547063172915782,4335,0,False,-1.5697590436097189,0.956546728938506,-0.12029112723477203,-0.6636219061958379,-0.5034159408625768,0.06367303491449916,-0.053746219674014335
47775,47775,0.546921213749235,4336,0,False,-1.5705254024053028,0.9507852140405996,-0.1217617265975567,-0.6597751186654063,-0.5030863961393286,0.06370113655344345,-0.05378730812773515
47776,47776,0.545779612652321,4337,0,False,-1.5693051242482567,0.934749060847963,-0.12419102969821662,-0.6508321124430506,-0.5049247970632755,0.06447065243091381,-0.049033414535888574
47777,47777,0.543858448587754,4338,0,False,-1.5724457313386928,0.8840226649743752,-0.13532708893179082,-0.6186603613301015,-0.504982050260853,0.06546069686599837,-0.04423357136833058
47778,47778,0.514334145829746,4339,0,False,-1.5273290309565033,0.5678795874108384,-0.17370295604250252,-0.5335909751847141,-0.5581920421808824,0.07234281964637096,-0.17478024673187825
47779,47779,0.514950636751993,4340,0,False,-1.5356434719459398,0.5756828618734445,-0.17748086912897695,-0.5350523008007908,-0.5512886427328516,0.07203111738413258,-0.15174023171106785
47780,47780,0.514512668018657,4341,0,False,-1.5373689687830296,0.5640688894583816,-0.1806424422529747,-0.5281805574924521,-0.5505010963387619,0.07205494615904892,-0.15172190391947948
47781,47781,0.514159323495965,4342,0,False,-1.5380161413056632,0.5613635524843109,-0.18164649854850295,-0.5277777434399126,-0.5501503538042215,0.07201595319047051,-0.15158034050544106
47782,47782,0.51371100407623,4343,0,False,-1.5400198474226345,0.5477588398369402,-0.18533083622142252,-0.5196423654383909,-0.5492397912518215,0.07204705529267744,-0.15156870000110437
47783,47783,0.497285727456575,4344,0,False,-1.608770241715613,0.1899283935466022,-0.29974885712425764,-0.3840581281268185,-0.5143421545518114,0.06995005708180502,-0.14227765931658978
47784,47784,0.495981205497276,4345,0,False,-1.6052783420558197,0.18778362139857752,-0.2985964887777724,-0.38619839327651884,-0.5173643480793529,0.0707463888795075,-0.136219848787077
47785,47785,0.487633160706874,4346,0,False,-1.57483463029111,0.15331178930252012,-0.28894361280767283,-0.39871029581656936,-0.54371802624887,0.07334781529021007,-0.18584376891249477
47786,47786,0.471501067140411,4347,0,False,-1.5145659369562054,0.10190666859051269,-0.2676003193537103,-0.42114429424185257,-0.5953999008629718,0.08171613818693209,-0.20817521468202765
47787,47787,0.4633969867646,4348,0,False,-1.483471255804378,0.07962795788063977,-0.2556173540137029,-0.4384601406402214,-0.6217669116693022,0.08505269078911237,-0.23809989443518384
47788,47788,0.450431131894005,4349,0,False,-1.5218013103099304,-0.1086700657304325,-0.31817497282323576,-0.37762497374135606,-0.6019349246665432,0.08355830629566668,-0.23200590411945404
