fid,MS_ID,TF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,PC1,PC2,PC3,PC4,PC5,PC6,PC7
24428,24428,0.391513155985508,35,2,True,-1.390997173057818,-0.15809536386517867,-0.11317685103536963,-0.683052661791054,0.12388619715455498,-0.0019227185574934838,-0.2792123233431094
24458,24458,0.577978842015083,36,0,False,0.6834163554876609,2.5806820185258155,-0.3943855679027466,-0.3710357965534593,0.9143296413874324,1.4303527426482248,0.03682378682466729
24459,24459,0.580137931801161,37,0,False,0.7051989220199266,2.5900576482189166,-0.4303301233312199,-0.3659906287736419,0.9280575815153463,1.4698093799699483,0.03601433999264354
24460,24460,0.581051689354064,38,0,False,0.700702279082638,2.572386568193075,-0.43057966651632673,-0.3468527422099584,0.9281930884425569,1.4662172261316737,0.0330744202688036
24461,24461,0.579096001634968,39,0,False,0.7054772996938184,2.909936251460642,-0.3038742465298284,-0.5747720341903667,0.9186795905356615,1.5834701118937122,0.02193479708837024
24462,24462,0.598683568971187,40,0,False,0.804807597388252,2.908957745493709,-0.48089974261774326,-0.4694071208431647,0.9447774026613465,1.3243887745780945,0.06365264484974673
24463,24463,0.606674795003622,41,0,False,0.8535015904259474,2.8739966011316365,-0.592612037411554,-0.38307141902902925,0.9886438538031872,1.4320119962389166,0.05336485310936549
24464,24464,0.94449493642731,42,0,False,4.694627812768774,1.5496415961475947,-0.025035437914956084,-1.3736663626119858,0.26716583197709215,0.15369814048175592,-0.014992250488872538
24465,24465,0.775498597149607,43,1,True,1.3281053232823061,3.333454461516653,-1.799775327952464,-0.10815528871235046,1.350714000778215,-0.1427691040184426,0.05887739415720397
24466,24466,0.775871183549581,44,1,True,4.077258090160513,1.7977760618982443,-0.6700266019038866,-1.2895536942567385,-0.9661921370251588,0.2653412649135917,-0.048311090815986495
24467,24467,0.775871183549581,45,1,True,4.07767141511871,1.801193399807051,-0.6691993295180152,-1.2920367204921428,-0.966359477014609,0.2653171087500723,-0.04826363953842998
24468,24468,0.776301494290029,46,1,True,4.025071272710562,1.3662996023345737,-0.7744788304150653,-0.976044349367255,-0.9450636246806997,0.26839124597783715,-0.05430233598641427
24469,24469,0.776301494290029,47,1,True,4.023463012136789,1.353002631713732,-0.7776977736111763,-0.96638281521874,-0.9444124994531717,0.26848523837929145,-0.05448697041836914
24581,24581,0.259049683513414,48,0,False,-0.24479533596937483,1.0767050286037636,1.000702811938246,-1.0099175088272052,0.1819473225103204,0.05335494598336449,0.1330399918861347
24582,24582,0.25905653933308,49,0,False,-0.2424524482500151,1.0773207368828683,1.0025641816821944,-1.0062225738716772,0.18019072886739193,0.05379405835771466,0.13435806600019645
24583,24583,0.259748734294334,50,0,False,-0.24228247592201452,1.0794177145561563,1.0037435239552255,-1.0012169820690373,0.18032412112210552,0.05373259742755961,0.13185454285833914
24584,24584,0.260349334571601,51,0,False,-0.2413288448532987,1.0826515544348623,1.0055510181280432,-0.9970833504311682,0.17987843914394233,0.05379497637649106,0.13019558871848086
24585,24585,0.261501713951213,52,0,False,-0.24370196293717955,1.0908479779369995,1.006119931885692,-0.9948589193793503,0.18226958734301346,0.05375756374447472,0.1393224938626372
24586,24586,0.26219762992524,53,0,False,-0.2449147515025551,1.0933242279676678,1.0063125927148122,-0.992738519394361,0.1834716882595447,0.05341413468015034,0.13599981205659448
24587,24587,0.263187402809097,54,0,False,-0.247396552126386,1.0968841989708331,1.0060308684507209,-0.9910513200882578,0.1857614041634412,0.052776142337078676,0.13080166795625106
24588,24588,0.290844614530427,55,0,False,-0.007084221141410506,2.4183866424759257,1.4175434909485827,-1.5237407657565079,0.06703931015376305,0.057896270846423174,0.09130160684305672
24589,24589,0.290769778497591,56,0,False,-0.005928185004169658,2.4183935965106804,1.4182659491507852,-1.5230114401505102,0.06612429577938628,0.05812828877031074,0.09247983667280907
24590,24590,0.310486615662438,57,0,False,-0.03506392295544556,1.9157113436608992,1.314624206481896,-1.0605010816554785,0.0738030281513671,0.07473385143386135,0.0833828739679707
24591,24591,0.320844893418609,58,0,False,0.16176787881518412,3.2308480071446706,1.6750601737072612,-1.8238258548506938,-0.016159047465525333,0.0722620236588702,0.07760983325023575
24592,24592,0.32217640120361,59,0,False,0.15652780117140452,3.233074626610194,1.6727556994688926,-1.8192435014659354,-0.01179990613797249,0.07187521849541642,0.08549520759908259
24593,24593,0.810929616462967,60,1,True,-0.6473591933904118,1.2368244604322267,-1.3003313349791743,1.2697128769952508,-0.32050109665912274,-1.7710960308774846,0.11875684081423132
24594,24594,0.810969066501303,61,1,True,-0.6474797607744779,1.2357333990544757,-1.30058302496492,1.2705613018986441,-0.3204554434623804,-1.7710862486154282,0.11873531110043649
24595,24595,0.810991557212345,62,1,True,-0.6470881309120278,1.2389163234396412,-1.299805235392141,1.2682811164964294,-0.3206158459260097,-1.7711075386279143,0.11877578054609408
24596,24596,0.765922830122342,63,1,True,3.3630455028190207,-0.7893805833511345,1.086773003635521,-0.07509138017374219,-0.16965311107672462,-1.632901827353403,0.07941993060080478
24597,24597,0.765922830122342,64,1,True,-0.6203027701332869,1.2470639933730716,-1.331869352930975,1.2712646785447106,-0.3196831321199512,-1.8177577371373597,0.12003318120255044
24598,24598,0.765920594719049,65,1,True,-0.6201052480408829,1.248702827580039,-1.331473379603991,1.2700705176598015,-0.31976290908634675,-1.8177694476162936,0.12005632563592261
24599,24599,0.76592152752912,66,1,True,-0.6201148258306395,1.2486212618347,-1.3314928113539177,1.2701311875461703,-0.3197591111281154,-1.8177688188252643,0.12005503208373053
24600,24600,0.765922830122342,67,1,True,-0.6198614526221978,1.2507127714847237,-1.330986053282391,1.2686134886360239,-0.3198618052588107,-1.8177835292840723,0.12008384613166732
24601,24601,0.765880301741759,68,1,True,3.3635011487632673,-0.7856133388927697,1.0876849817291128,-0.07782864733166506,-0.16983758526825676,-1.6329284569041183,0.07947224048855583
24602,24602,0.803054208235545,69,1,True,3.3636255003564117,-0.7845852098024563,1.0879338721895309,-0.07857568247210335,-0.16988793062938803,-1.632935724448355,0.0794865165245026
24603,24603,0.750734078801748,70,1,True,-1.6693110055283478,0.9770335594598976,-0.056421643582497606,1.1167227890422269,-0.3589201480284991,0.019596198935444353,0.07120703624684754
24604,24604,0.749958719992498,71,1,True,-1.6991590640516536,0.9710328141060756,-0.019487230982680338,1.1109715789324888,-0.36011959661529463,0.07220438592122942,0.06984023202685305
24605,24605,0.749915077119387,72,1,True,-1.6987850469252894,0.9742458604580372,-0.018725344065341692,1.1085656814115912,-0.3602669740267854,0.07217902218330813,0.06989301965771118
24606,24606,0.749877055184468,73,1,True,-1.6986385251807583,0.9755656455198362,-0.018420149991462725,1.107542715889638,-0.3603226611013815,0.07216731261358095,0.06991868242173599
24607,24607,0.74981952044508,74,1,True,-1.6975958149570787,0.9843560599112497,-0.016314511605758364,1.101055570123688,-0.3607391353664344,0.07210145495698418,0.0700522096497521
24608,24608,0.749800358181053,75,1,True,-1.6973018730041436,0.9868447362501751,-0.01571975651918928,1.0992128119037963,-0.3608561833051375,0.07208258054244704,0.070090719599429
24609,24609,0.749786449764521,76,1,True,-1.6971625507633747,0.9880400368786892,-0.015436124364440352,1.0983186732583148,-0.3609111342709624,0.07207317797948955,0.07011025528777881
24610,24610,0.749771210034166,77,1,True,-1.6971775090321446,0.9879659368636283,-0.015460605337165435,1.0983432267954918,-0.3609034155460501,0.07207261270987124,0.0701125831256886
24611,24611,0.749726738515734,78,1,True,-1.695997071146234,0.9978692531249144,-0.013082146945860962,1.0910627039653975,-0.36137651661878384,0.07199945549051888,0.07025981520220505
24612,24612,0.749714506227077,79,1,True,-1.6956649233039585,1.000656354378315,-0.012412844713181733,1.0890134252797898,-0.3615096182517308,0.07197885513094711,0.07030128677305285
24613,24613,0.749703090295029,80,1,True,-1.695331808494168,1.0034495942014428,-0.011741811462110004,1.0869607829636658,-0.36164317363129894,0.0719582521584378,0.07034271789050087
24614,24614,0.780070333820029,81,0,False,-0.6000616911235677,1.3887051645187998,-1.5965257009156113,1.2079601620311242,0.17085130629303652,1.8723678628231037,-0.05119542625720743
24615,24615,0.780081720164718,82,0,False,-0.6004017378527241,1.385865509513034,-1.5972094086392703,1.2100400914898355,0.17098803364202317,1.8723885544920293,-0.05123676398476955
24616,24616,0.942253652785132,83,0,False,4.5198010266263156,0.10418762122404002,-0.3749523002248617,-0.32340436406763057,0.3379467320136865,0.16391563243302784,-0.035063030607662436
24617,24617,0.941810391376638,84,0,False,4.5193831490055585,0.1007326422629576,-0.37578868479218946,-0.32089398797019236,0.3381159152078355,0.16394005467015133,-0.03511100454820011
24618,24618,0.942726034651937,85,0,False,4.5188254740942995,0.09612183041323859,-0.37690487447594634,-0.3175437875817961,0.3383416971547424,0.1639726471523615,-0.03517502774949901
24619,24619,0.941814637027645,86,0,False,4.515527312042175,0.0688528886602229,-0.3835061656289431,-0.2977302661825924,0.33967700099271203,0.16416540333672627,-0.03555366929982981
24620,24620,0.948298093856733,87,0,False,4.517281146689169,0.08335345415017241,-0.37999585505109795,-0.3082663283164996,0.33896693820674717,0.16406290307469595,-0.03535232241048158
24621,24621,0.949422263394726,88,0,False,4.516045326245212,0.07313578892607042,-0.3824693570908567,-0.3008422071165907,0.33946727619977995,0.16413512876572398,-0.03549419929871055
24622,24622,0.948298093856733,89,0,False,4.514187065691557,0.05777183833822144,-0.3861886767479692,-0.2896788122732617,0.3402196171733369,0.16424373204482828,-0.03570753467939673
24623,24623,0.946811176002162,90,0,False,4.515017696564986,0.0646394283922712,-0.384526164066809,-0.294668780117607,0.3398833254521607,0.16419518705666594,-0.03561217509527154
24624,24624,0.941814637027645,91,0,False,4.513848467258905,0.0549723334043456,-0.38686638354422653,-0.2876447014002796,0.34035670315622824,0.1642635209275085,-0.03574640706754888
24625,24625,0.768684686667053,92,1,True,3.8962823631611667,0.30148313260577503,-1.0322506062636303,-0.2023522823891569,-0.8929217582437697,0.27591812258392984,-0.06908779273672214
24626,24626,0.768684686667053,93,1,True,3.8960006770118287,0.2991541739077083,-1.0328144027830732,-0.20066006882913112,-0.8928077139395878,0.27593458531270926,-0.06912013137824624
24627,24627,0.764535069799756,94,1,True,3.895687338134269,0.2965635129680433,-1.033441552428128,-0.19877770330020636,-0.8926808546163715,0.2759528979381949,-0.06915610387338232
24628,24628,0.617392300690735,95,1,True,1.670144126402439,1.5569858800130378,-1.9439805979720173,0.7347837702908704,0.9841742385014975,-0.0584743213867035,-0.05862646092630045
24629,24629,0.606218376280286,96,1,True,1.7035840994506828,1.5326677946051634,-1.9314247073932287,0.7136877128956547,0.9557404382454213,-0.05491632913615839,-0.09092470113472975
24630,24630,0.601172497331216,97,1,True,1.7196318683276415,1.517950116259444,-1.926343277416796,0.7024178451464731,0.941847219911681,-0.05302931283746271,-0.10327219335143423
24631,24631,0.59195880012783,98,1,True,1.7465916378890936,1.4991739396979513,-1.9167267985556369,0.6838565414445633,0.9187723987859305,-0.04928130049490452,-0.10932321407117049
24632,24632,0.584193629120491,99,1,True,1.7467088119181597,1.498946483514075,-1.9175934308499882,0.6759133126998602,0.9184573891836718,-0.04921346139661098,-0.10612990745063829
24633,24633,0.554521759022131,100,1,True,1.1306727104762353,1.3199826616924464,-1.1487871394224287,0.5738226305464638,0.8831182655781913,1.0543278904372408,-0.15886300658724276
24634,24634,0.553991716664719,101,1,True,1.1272652051119472,1.3202515204402931,-1.1511945402660109,0.5684750639316275,0.8857523712940397,1.0536483629983333,-0.16126510539488922
24635,24635,0.539767429363291,102,1,True,0.8337441627112437,1.217578954637154,-0.7211732996785953,0.5261474381644804,0.7390592423164817,0.5668579504120905,-0.12172685716552552
24636,24636,0.536667618878552,103,1,True,0.8435998307120743,1.2074187099592408,-0.7181372515462585,0.5187010243790755,0.7305166028168415,0.5676315618556862,-0.13800979746915204
24637,24637,0.514295881188287,104,1,True,0.5806472086645063,1.0987495003260888,-0.3083586790401547,0.46983622627737204,0.5811885404410313,0.10977327311790185,-0.13881166915008794
24638,24638,0.505075771940036,105,1,True,0.43526006816330154,1.0475560720203638,-0.09775834493959577,0.44718112268886706,0.5097439454820062,-0.12985564220131343,-0.11965744573013741
24639,24639,0.689689594062897,106,1,True,4.16683523985803,2.538392817199637,-0.49073739886792545,-1.8276833386955478,-1.0024586120785668,0.2601060613944556,-0.03802729326461028
24640,24640,0.679112025541895,107,1,True,4.165580634200063,2.5280198373188982,-0.4932484996263317,-1.8201463663882966,-1.0019506686471207,0.26017938495942605,-0.03817132676686963
24641,24641,0.679112025541895,108,1,True,4.162854516145663,2.50548050988064,-0.4987048412827224,-1.8037693668491706,-1.0008469642677518,0.2603387088816559,-0.03848429549011287
24642,24642,0.674528293618072,109,1,True,4.160895205732397,2.4892810870836297,-0.5026264128406555,-1.7919989207075335,-1.0000537119431965,0.26045321786977665,-0.03870923177909246
24643,24643,0.676054963948749,110,1,True,4.1589889718954804,2.473520497202055,-0.5064417513122975,-1.7805473290868898,-0.9992819483614578,0.2605646248761954,-0.03892807467519522
24644,24644,0.676054963948749,111,1,True,4.158331609847599,2.468085480028541,-0.507757465398633,-1.7765982638812132,-0.999015806779692,0.2606030434251003,-0.039003542339004584
24645,24645,0.676095460813323,112,1,True,4.157460415311973,2.460882512838913,-0.509501166493266,-1.771364612137699,-0.998663092331871,0.260653959096275,-0.03910355878586069
24646,24646,0.661648105114822,113,1,True,4.156523635921811,2.4531372952837933,-0.5113761360680935,-1.7657369631016713,-0.9982838250019932,0.2607087077768993,-0.03921110462351299
24647,24647,0.658009792403861,114,1,True,4.155897296892324,2.4479587739610627,-0.5126297573968186,-1.7619742669188316,-0.9980302434930413,0.260745313231554,-0.039283010726794125
24648,24648,0.658009792403861,115,1,True,4.154956770022476,2.440182572541706,-0.5145122275747398,-1.7563241051112175,-0.9976494589472331,0.2608002809280647,-0.03939098678937031
24649,24649,0.629010776458635,116,1,True,4.153523936981604,2.428336022822243,-0.5173800515102975,-1.74771644191331,-0.9970693578398864,0.26088402072781536,-0.039555481473193245
24650,24650,0.600888441125964,117,2,True,3.0578762754646394,2.040002767625281,1.0666530056807149,-1.8665054736311473,-1.529409514400897,-1.5395047973435074,0.08194289479048826
24651,24651,0.628005802968478,118,2,True,3.05701942037711,2.0329183578530055,1.0649380050775559,-1.8613579653084897,-1.52906260546529,-1.539454719720087,0.08184452456682322
24652,24652,0.497431632703252,119,2,True,-0.3155180957876117,3.0316582343374563,1.4382640162812033,-1.0918671539569418,0.36512572931260545,-0.008163732332385548,-0.26418088209759144
24653,24653,0.495003683872692,120,2,True,-0.31154288888621146,3.0251741439178907,1.4387180581359351,-1.0927313003604364,0.3614528206513382,-0.007122790346432037,-0.2562190855188438
24777,24777,0.59539061741792,121,2,True,2.69387797504318,-0.9695062545270147,0.33810822155462245,0.3201936638561608,-1.3820400644206885,-1.5182314571025997,0.04015450519314557
24778,24778,0.595213037647502,122,2,True,2.6951401894094054,-0.9590703664510375,0.3406345511882979,0.3126109826657475,-1.3825510883367131,-1.5183052253472276,0.0402994122040577
24779,24779,0.595213037647502,123,2,True,2.6961906337164656,-0.9503853763955724,0.3427370217768628,0.3063004980904963,-1.3829763743877388,-1.5183666170051622,0.04042000720656986
24780,24780,0.595213037647502,124,2,True,2.6967122684104434,-0.9460725421983333,0.34378107674930886,0.3031668072625871,-1.3831875649835552,-1.5183971031703822,0.04047989285382208
24781,24781,0.616720596158761,125,1,True,3.7919040675150955,-0.5615083212005076,-1.2411643917974302,0.42469440655797464,-0.850662846591098,0.28201835710281065,-0.081070818148968
24782,24782,0.662885829585852,126,1,True,3.793186627578555,-0.5509042165166003,-1.2385973401285628,0.41698949974578564,-0.8511821077274818,0.281943399784115,-0.08092357537461498
24783,24783,0.680845476371424,127,1,True,3.7941230508053163,-0.5431619436921682,-1.2367230834169192,0.41136399034117543,-0.8515612308599712,0.28188867191893174,-0.0808160704258759
24784,24784,0.683899282188123,128,1,True,3.795020044252568,-0.5357456731513752,-1.234927745645744,0.40597535309983346,-0.8519243903329803,0.2818362484686707,-0.08071309216582193
24785,24785,0.680845476371424,129,1,True,3.796732188278833,-0.5215898024005972,-1.2315008790956423,0.39568974500454007,-0.852617574128469,0.28173618475307094,-0.0805165315183313
24855,24855,0.685340876553566,130,2,True,-1.2807317000250968,2.163538688875417,0.4083784739919165,-0.041578244391953414,-0.6417769789228939,0.09006610874240405,-0.13924188166847565
24856,24856,0.688227969027669,131,2,True,-1.2896018220182672,2.1713214092226236,0.40600396489246465,-0.03652826296848203,-0.6339523281947212,0.08796329169196777,-0.1554391178781687
24857,24857,0.688562095599028,132,2,True,-1.2881308193555616,2.175479447191753,0.40806693132128813,-0.03482080434027308,-0.6348163354557214,0.08810973766501387,-0.1559233567816696
24858,24858,0.688893099098968,133,2,True,-1.2866550485003585,2.1797728266681604,0.41015000197988494,-0.033268351298500094,-0.6356790561319304,0.08825311976397844,-0.15639922155373706
24859,24859,0.689168269764026,134,2,True,-1.2852884521029486,2.1845059457819156,0.41216235649897326,-0.03282846866660708,-0.6364525532847459,0.08836390328462941,-0.15677808443457866
24860,24860,0.669056283099505,135,2,True,-1.505306335242874,0.47704492664025877,-0.03822030479934552,0.9175025999017794,-0.5486972254849359,0.09509544823708596,-0.17500527720956455
24861,24861,0.672679223328697,136,2,True,-1.5139023838310797,0.49104532953606544,-0.03851693888774163,0.9358882256345245,-0.5406739787496515,0.09462633644103409,-0.1576957977902294
24862,24862,0.673332424522273,137,2,True,-1.5102165629241782,0.4971251182479175,-0.03382556729287941,0.9458823755332243,-0.5429844014411113,0.09511926594688391,-0.15926316867417356
24863,24863,0.674302453081508,138,2,True,-1.5048633922053427,0.5052791075908258,-0.027086405744366143,0.9612882519485688,-0.5463626630892482,0.09585481350867796,-0.16159473761511953
24864,24864,0.675787039798634,139,2,True,-1.4966441198478373,0.5178359682702791,-0.016734983250025016,0.984893463153987,-0.5515484070788862,0.09698309486168807,-0.16517159891506294
24865,24865,0.677810332957569,140,2,True,-1.4853412124325664,0.5354950419806549,-0.002456928553205822,1.0168392616874773,-0.5586665714193194,0.098523314495074,-0.1700584716791868
24866,24866,0.682014108060594,141,2,True,-1.4765548759524005,0.5635639209664376,0.014075697685502856,1.0630609526304922,-0.5628552786111108,0.10007015015225737,-0.16688391449302678
24867,24867,0.684230322415628,142,2,True,-1.463819956902984,0.5856977347862699,0.030409040664396803,1.0961065399970233,-0.5708002299215582,0.10174053752645769,-0.1722073552886279
24868,24868,0.687372899087868,143,2,True,-1.4628638356933998,0.6060559196751458,0.03815556426032955,1.120584830657459,-0.5697700110475388,0.10220970537315834,-0.16436412957776494
24869,24869,0.675936980908998,144,2,True,-1.312006163240758,1.7358657983943677,0.3113064160685853,0.20334101855712367,-0.6383395744457537,0.09365265050508269,-0.18050545371740837
24870,24870,0.679016091028392,145,2,True,-1.3239681778455943,1.744490102229514,0.3067449140021734,0.21236781217025866,-0.6282004972501789,0.09272827247497872,-0.161750251321055
24871,24871,0.679146896271284,146,2,True,-1.3234667388075716,1.7457984468853336,0.3074361358252574,0.21309352511287127,-0.6284986799192359,0.09278136007072679,-0.16192421873113763
24872,24872,0.679374986489129,147,2,True,-1.3227783107453512,1.7465394948235953,0.3082689413037151,0.2154799376641396,-0.6289434466172569,0.0928848838991842,-0.16224916004995718
24873,24873,0.679806570627384,148,2,True,-1.3214802942735595,1.7479234380245163,0.30983771542724925,0.2199969716969833,-0.6297824904041714,0.0930804616915285,-0.16286291417919727
24874,24874,0.680258325662621,149,2,True,-1.3197937652102893,1.752094811066704,0.31213733342828853,0.22273960994666547,-0.630793074820347,0.09326566732524245,-0.1634667251296004
24875,24875,0.682211637454025,150,2,True,-1.3243965163635294,1.760859872863141,0.31193436881115816,0.22899222501138322,-0.6264956638418805,0.09294112131032126,-0.15437157667611798
24876,24876,0.684425868480078,151,2,True,-1.3299170117773291,1.7704615316567316,0.31142928125983166,0.23600565091472162,-0.6214080962505185,0.09254625626306942,-0.14378019377453422
24983,24983,0.470210966172085,152,0,False,-1.7468503238273596,-0.5272942098092334,-1.2057573963871167,-1.1031709258691795,-0.22921803329548912,-0.48240629493837867,0.5169441743252005
24984,24984,0.465383009018629,153,0,False,-1.7500027866233365,-0.5524134218624028,-1.2167633534103943,-1.1291272570043087,-0.2290362581586999,-0.48205167198286186,0.5328881097671874
24985,24985,0.46179907868976,154,0,False,-1.7563905459877658,-0.5732961038645831,-1.2281796328954722,-1.1523383954283268,-0.22588280953245987,-0.4825170618229612,0.542017820009732
24986,24986,0.623918661376125,155,0,False,-0.7470737806746537,3.018802803306271,0.27012027152403095,-0.9413765994545548,-0.7935885017829971,-0.4035547869032919,0.2652102947224916
24987,24987,0.622160589729134,156,0,False,-0.7420503584212241,3.0051187765051517,0.2700948227673411,-0.9376792234333745,-0.7983934251602002,-0.40252043677706106,0.265839415608709
24988,24988,0.600859646222859,157,0,False,-0.9643042428160905,2.7349099567039064,0.4737515910204507,-0.8436958868709363,-0.806156049673157,-0.033885306540899794,0.2804697763021986
24989,24989,0.594562118106913,158,0,False,-0.9419990560049617,2.7271472403574806,0.4831347574718291,-0.8605158483921279,-0.8248802000282757,-0.03040077567565387,0.287053820206991
24990,24990,0.592898985983981,159,0,False,-0.9373471641243316,2.715648652961207,0.4832266439026878,-0.8564558501051235,-0.829311579763252,-0.02906871553871726,0.2960818111195339
