Component,Eigenvalue,Explained Variance Ratio,Cumulative Explained Variance
PC1,3.6669809871721304,0.5238158626615248,0.5238158626615248
PC2,1.1243403756369998,0.16060822945353123,0.6844240921150561
PC3,0.7899173971052984,0.11283703521875814,0.7972611273338142
PC4,0.7173014003841632,0.10246408507296498,0.8997252124067792
PC5,0.39065305287085095,0.055803470649764125,0.9555286830565433
PC6,0.23016347814932836,0.03287807634719764,0.9884067594037409
PC7,0.08115865875116465,0.01159324059625894,0.9999999999999999
