cluster,N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR
1,-0.12955241449397603,-0.5525780214403928,-0.49458402955493097,-0.02870913018226902,-0.044311204334441905,0.8787028189416761,0.06294955866505318
2,-0.9747140245110661,-0.28884557055921656,-0.3540629146574669,-0.15693277974230993,-0.09653169499489422,0.591125195966114,0.09887160169711882
3,0.47282608695652184,0.9071628240908599,0.8362528871901089,-0.5253162244027344,-0.5955622875468529,0.9342871869841755,0.09544377091343878
