cluster,feature,original_non_null_count,original_structural_null_count,original_structural_null_percent,original_non_null_mean,original_non_null_median,filled_mean,standardized_centroid,inverse_transformed_centroid
1,N_PFlossR_2kiw,740,1239,62.60737746336533,-0.34646517335618526,0.0,-0.12955241449397525,0.6946363602609872,-0.12955241449397603
1,N_PFlossR_2ktw,1975,4,0.202122283981809,-0.5536971668002721,-0.492997778081801,-0.5525780214403928,-0.4952710208143397,-0.5525780214403928
1,N_PFlossR_2kmw,1615,364,18.39312784234462,-0.6060568386930085,-0.714285714285714,-0.4945840295549311,-0.2969055573810009,-0.49458402955493097
1,PFResident_lossR,524,1455,73.52198079838303,-0.1084262760128077,0.0,-0.02870913018226945,0.3157794049590058,-0.02870913018226902
1,PFDaynight_lossR,716,1263,63.82011116725619,-0.12247468348863243,0.0,-0.04431120433444205,0.2133018976017193,-0.044311204334441905
1,PFAB5k_NOR,1967,12,0.6063668519454269,0.8840634868762467,0.944769264079174,0.8787028189416762,0.45364854222774154,0.8787028189416761
1,PFABC_NOR,1979,0,0.0,0.06294955866505317,0.0264990154162306,0.06294955866505317,-0.17190663745316123,0.06294955866505318
2,N_PFlossR_2kiw,1928,9,0.46463603510583373,-0.9792640381109623,-1.0,-0.9747140245110663,-0.8824598467665222,-0.9747140245110661
2,N_PFlossR_2ktw,1937,0,0.0,-0.2888455705592165,-0.268708046833231,-0.2888455705592165,0.1918077029192106,-0.28884557055921656
2,N_PFlossR_2kmw,1937,0,0.0,-0.3540629146574669,-0.305970149253731,-0.3540629146574669,0.03392070557246913,-0.3540629146574669
2,PFResident_lossR,1845,92,4.749612803304078,-0.1647581541251245,0.0,-0.15693277974231015,-0.17285363327930175,-0.15693277974230993
2,PFDaynight_lossR,1904,33,1.7036654620547238,-0.09820477584302,0.0,-0.09653169499489422,-0.012132504777997407,-0.09653169499489422
2,PFAB5k_NOR,1898,39,2.013422818791946,0.603271604102404,0.5753907883029785,0.5911251959661139,-0.5245381587517001,0.591125195966114
2,PFABC_NOR,1937,0,0.0,0.09887160169711884,0.051839287804232,0.09887160169711884,0.1631714054817531,0.09887160169711882
3,N_PFlossR_2kiw,90,94,51.08695652173913,0.9666666666666667,1.0,0.47282608695652173,1.8186922077731393,0.47282608695652184
3,N_PFlossR_2ktw,170,14,7.608695652173914,0.9818703507806948,1.0,0.9071628240908594,3.307662117592755,0.9071628240908599
3,N_PFlossR_2kmw,157,27,14.673913043478262,0.9800670779807654,1.0,0.8362528871901097,2.8362591921909193,0.8362528871901089
3,PFResident_lossR,98,86,46.73913043478261,-0.9863080131643178,-1.0,-0.5253162244027346,-1.5766845366948945,-0.5253162244027344
3,PFDaynight_lossR,111,73,39.67391304347826,-0.9872383865641529,-1.0,-0.595562287546853,-2.1664336608631567,-0.5955622875468529
3,PFAB5k_NOR,172,12,6.521739130434782,0.9994700139830713,1.0,0.9342871869841756,0.6427171110507751,0.9342871869841755
3,PFABC_NOR,184,0,0.0,0.0954437709134388,0.056636849114715754,0.0954437709134388,0.1311968646828826,0.09544377091343878
