scenario,input_csv,n_original_samples,n_valid_samples,n_features,K,inertia,silhouette_score,calinski_harabasz_score,davies_bouldin_score,n_iter,converged,init,n_init,max_iter,random_state,runtime_seconds,runtime_scope,timestamp
PF,F:\CTH-MPDSD\Year 2-period 2\ACEX35\Codes\rf_demo\outputs_preprocessing_7vars_run1\MT_UPDATE_MS_HEV_v3_NORcleaned_pf_risk_gt_0_25\PF,4100,4100,7,3,18605.464475366673,0.25290082975790595,1111.4291744551404,1.4930741256434443,16,True,k-means++,50,500,42,9.100968200000352,start through the complete first metadata pass inside staging; excludes the final metadata rewrite and atomic final-directory publication,2026-08-21T12:43:07+02:00
