fid,MS_ID,PF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,kmeans_cluster,distance_to_assigned_centroid
24341,24341,0.689255736526002,0,0,False,2,4.609050667245177
24342,24342,0.875687751701609,1,0,False,3,3.128506696672187
24343,24343,0.877055327641091,2,0,False,3,3.1247642812828382
24344,24344,0.620164373184599,3,0,False,2,2.4566490375188517
24345,24345,0.619091387576672,4,0,False,2,2.454828470562583
24346,24346,0.61710882850759,5,0,False,2,2.4459775126766625
24347,24347,0.604110315008139,6,0,False,2,2.2168647012423754
24348,24348,0.591975527959547,7,0,False,2,2.1655639148211696
24349,24349,0.589142411647597,8,0,False,2,2.2172584629527177
24350,24350,0.583378543337703,9,0,False,2,2.2084971143309002
24351,24351,0.574620137435449,10,0,False,2,4.557962084168025
24352,24352,0.548785565188144,11,0,False,2,3.8522477929722805
24353,24353,0.377933038863419,12,0,False,2,1.3460129439432822
24354,24354,0.37687297814963,13,0,False,2,1.3424411868079011
24355,24355,0.378680468390722,14,0,False,2,1.3417280211770615
24356,24356,0.384593794912328,15,0,False,2,1.3260867463412072
24357,24357,0.383394834472747,16,0,False,2,1.3119310958008041
24358,24358,0.382611839838303,17,0,False,2,1.2987756288683812
24359,24359,0.382446898263781,18,0,False,2,1.291860477847962
24360,24360,0.379942676028189,19,0,False,2,1.2836650734218833
24361,24361,0.380015186207396,20,0,False,2,1.2714958891697743
24362,24362,0.390722418334932,21,0,False,2,1.2815776371589478
24363,24363,0.395105645094585,22,0,False,2,1.2888199284859774
24387,24387,0.313879902202506,23,0,False,2,2.079089789798244
24388,24388,0.316293038122735,24,0,False,2,2.0688644449611786
24389,24389,0.312240222636242,25,0,False,2,2.0562965153590413
24986,24986,0.369017302974054,26,0,False,1,3.5789572559811424
24987,24987,0.369742230298405,27,0,False,1,3.5646543560948323
24988,24988,0.375180245814308,28,0,False,1,3.4114815555936127
24989,24989,0.535076409686907,29,0,False,2,3.2403729998517012
24990,24990,0.533307851809034,30,0,False,2,3.229257379592918
24996,24996,0.406600851561625,31,1,True,1,0.5856075306480848
24997,24997,0.397798719988112,32,1,True,1,0.5803567688274995
24998,24998,0.394411661352711,33,1,True,1,0.5757090672451154
24999,24999,0.392628225859364,34,1,True,1,0.558910847604399
25000,25000,0.384751548590604,35,1,True,1,0.5868308768410476
25001,25001,0.367017153392623,36,1,True,1,0.6215337282352728
25002,25002,0.364058649859851,37,1,True,1,0.6145772672398556
25003,25003,0.351657460877193,38,1,True,1,0.671243380653386
25004,25004,0.343695549503565,39,1,True,1,0.6901285672265001
25005,25005,0.329640939676536,40,1,True,1,0.8081476366235278
25006,25006,0.306956997518277,41,1,True,1,0.9426348469847396
25007,25007,0.309498270595886,42,1,True,1,0.9125901760934059
25008,25008,0.309491305665111,43,1,True,1,0.9095924438965136
25009,25009,0.298566591320248,44,1,True,1,0.9724623202550183
25010,25010,0.290950544682178,45,1,True,1,1.0135538425921966
25011,25011,0.284677096471281,46,1,True,1,1.0504915186998613
25012,25012,0.269938454330223,47,1,True,1,1.2131980284957402
25013,25013,0.264054172482199,48,1,True,1,1.2440581914596578
25014,25014,0.254763527525132,49,1,True,1,1.3286409290713364
25187,25187,0.402218302399864,50,0,False,2,1.7401933448245652
25188,25188,0.40507847538162,51,0,False,2,1.7540978775627118
25189,25189,0.400960421060968,52,0,False,2,1.959072496818165
25190,25190,0.399542318801475,53,0,False,2,1.9588866739084212
25191,25191,0.397677379281799,54,0,False,2,1.9558753374084423
25198,25198,0.273846337273973,55,0,False,2,1.5283285499810284
25199,25199,0.269646393046499,56,0,False,2,1.5728945878304488
25200,25200,0.271075468872436,57,0,False,2,1.5720898467241065
25201,25201,0.272130560954833,58,0,False,2,1.5738776909321817
25212,25212,0.279773632258511,59,0,False,2,1.565937970615591
25213,25213,0.283508544859799,60,0,False,2,1.5210154387536368
25214,25214,0.278079143346741,61,0,False,2,1.5408906123248942
25215,25215,0.272004077792421,62,0,False,2,1.5777268910751947
25870,25870,0.270967998868374,63,3,True,1,1.3480758425813275
25871,25871,0.299577923423575,64,3,True,1,1.3489012417059096
25872,25872,0.307334444740294,65,3,True,1,1.3555301076535977
25874,25874,0.31428350937582,66,3,True,1,1.3625820695165467
25875,25875,0.316264779792942,67,3,True,1,1.364592931109365
25876,25876,0.317794691316815,68,3,True,1,1.3660886013264066
25877,25877,0.319035927398673,69,3,True,1,1.367228067019988
25878,25878,0.320079374883787,70,3,True,1,1.3681229029053363
25879,25879,0.320976751018688,71,3,True,1,1.36882273059575
25880,25880,0.321762250975052,72,3,True,1,1.3693601324346554
25881,25881,0.322450843015839,73,3,True,1,1.3697652069579724
25882,25882,0.322988944104281,74,3,True,1,1.369945820031349
25883,25883,0.32347881807355,75,3,True,1,1.3702130274194984
25884,25884,0.323975965333778,76,3,True,1,1.3703429657921373
25885,25885,0.325451388052116,77,3,True,1,1.371958085934151
25886,25886,0.326079619287057,78,3,True,1,1.3723393554299093
25887,25887,0.326608466741454,79,3,True,1,1.3725895005798876
25888,25888,0.327063822902128,80,3,True,1,1.372746355790682
25889,25889,0.327450231234624,81,3,True,1,1.3728114091219623
25890,25890,0.327792985167844,82,3,True,1,1.3728341868635563
25891,25891,0.328129544629861,83,3,True,1,1.37284839025853
25892,25892,0.328451317154032,84,3,True,1,1.372814834745328
25893,25893,0.328749935669244,85,3,True,1,1.3727177667643589
