cluster_id,sample_count,sample_percentage,distance_to_centroid_mean,distance_to_centroid_median,distance_to_centroid_std,distance_to_centroid_max
1,473,22.061567164179106,0.2729224760221176,0.22012618175991697,0.1675205740388467,1.0240806165788385
2,519,24.207089552238806,0.22296981486325254,0.21069188753522872,0.11097626054277991,0.5811677667948324
3,453,21.128731343283583,0.2352175276658051,0.2076100940743361,0.10716388542174715,1.0225330929474257
4,342,15.951492537313433,0.439453063492596,0.3985598922264357,0.17199103111029745,0.9438068376978047
5,357,16.651119402985074,0.3470432697924831,0.27912731757324044,0.18132172472948654,0.9860495100038824
