cluster,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR
1,-0.4013531825463695,-0.33986104388728705,-0.5340400020484551,0.4709949930571166,0.5291919526864052,-0.9751788470779578,-0.43009522150382057
2,-0.2807474065003244,-0.5844608319749814,-0.3837670975094628,0.12011759326809668,0.1250605942850873,0.544856176088228,0.37655412487709455
3,1.1489257829222417,1.9057633711237627,1.7509444927227646,0.4979473584194131,-0.2227145861561888,0.7128146958565166,-0.3405613561672558
4,1.518566729163912,1.9057633711237612,1.9168307340503408,-2.2117258463774605,-1.9605108012860708,0.730164052050667,0.2591419547167911
