fid,MS_ID,TF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,kmeans_cluster,distance_to_assigned_centroid
24635,24635,0.539767429363291,102,1,True,2,1.8560365701382917
24636,24636,0.536667618878552,103,1,True,2,1.8575060791303897
24637,24637,0.514295881188287,104,1,True,2,1.3168864636968909
24638,24638,0.505075771940036,105,1,True,2,1.1003706351174323
24639,24639,0.689689594062897,106,1,True,4,3.345106203911971
24640,24640,0.679112025541895,107,1,True,4,3.33279830918141
24641,24641,0.679112025541895,108,1,True,4,3.3060766117908518
24642,24642,0.674528293618072,109,1,True,4,3.28689017083429
24643,24643,0.676054963948749,110,1,True,4,3.2682389713723596
24644,24644,0.676054963948749,111,1,True,4,3.261810722671077
24645,24645,0.676095460813323,112,1,True,4,3.253294303926579
24646,24646,0.661648105114822,113,1,True,4,3.244140429670487
24647,24647,0.658009792403861,114,1,True,4,3.2380222070463343
24648,24648,0.658009792403861,115,1,True,4,3.2288381700801048
24649,24649,0.629010776458635,116,1,True,4,3.2148544266454966
24650,24650,0.600888441125964,117,2,True,3,4.07449667592516
24651,24651,0.628005802968478,118,2,True,3,4.066600819839851
24652,24652,0.497431632703252,119,2,True,2,3.0423655655536943
24653,24653,0.495003683872692,120,2,True,2,3.037183829985036
24777,24777,0.59539061741792,121,2,True,3,1.9458429968279412
24778,24778,0.595213037647502,122,2,True,3,1.9443629575914425
24779,24779,0.595213037647502,123,2,True,3,1.9431989066229873
24780,24780,0.595213037647502,124,2,True,3,1.9426437375986492
24781,24781,0.616720596158761,125,1,True,4,1.4098184775490914
24782,24782,0.662885829585852,126,1,True,4,1.4023291282814576
24783,24783,0.680845476371424,127,1,True,4,1.396917182764856
24784,24784,0.683899282188123,128,1,True,4,1.3917781572496106
24785,24785,0.680845476371424,129,1,True,4,1.3820931381277874
24855,24855,0.685340876553566,130,2,True,2,1.8131359422289022
24856,24856,0.688227969027669,131,2,True,2,1.8202686627333
24857,24857,0.688562095599028,132,2,True,2,1.82305540276324
24858,24858,0.688893099098968,133,2,True,2,1.8259917229876197
24859,24859,0.689168269764026,134,2,True,2,1.8295259970808049
24860,24860,0.669056283099505,135,2,True,2,1.359003000860188
24861,24861,0.672679223328697,136,2,True,2,1.3632238420615437
24862,24862,0.673332424522273,137,2,True,2,1.3637737247648642
24863,24863,0.674302453081508,138,2,True,2,1.3653460043123318
24864,24864,0.675787039798634,139,2,True,2,1.3682889084379082
24865,24865,0.677810332957569,140,2,True,2,1.3731105602749503
24866,24866,0.682014108060594,141,2,True,2,1.3832383340015617
24867,24867,0.684230322415628,142,2,True,2,1.3900905326359754
24868,24868,0.687372899087868,143,2,True,2,1.3968132555928972
24869,24869,0.675936980908998,144,2,True,2,1.4708832030543089
24870,24870,0.679016091028392,145,2,True,2,1.4739552260383393
24871,24871,0.679146896271284,146,2,True,2,1.4746687601650037
24872,24872,0.679374986489129,147,2,True,2,1.4748135128543634
24873,24873,0.679806570627384,148,2,True,2,1.4750901533501681
24874,24874,0.680258325662621,149,2,True,2,1.4773463886876974
24875,24875,0.682211637454025,150,2,True,2,1.4816484916410957
24876,24876,0.684425868480078,151,2,True,2,1.4864968364347906
24983,24983,0.470210966172085,152,0,False,1,1.5552743385836654
24984,24984,0.465383009018629,153,0,False,1,1.580130833721001
24985,24985,0.46179907868976,154,0,False,1,1.6027679232527485
24986,24986,0.623918661376125,155,0,False,2,2.7705080739772394
24987,24987,0.622160589729134,156,0,False,2,2.7585810643840905
24988,24988,0.600859646222859,157,0,False,2,2.52928141404945
24989,24989,0.594562118106913,158,0,False,2,2.535533857934127
24990,24990,0.592898985983981,159,0,False,2,2.5262285969182527
24996,24996,0.756558829621873,160,1,True,2,1.751956989284202
24997,24997,0.759730105293088,161,1,True,2,2.0577202344374834
24998,24998,0.759742841843772,162,1,True,2,2.0614220797602436
24999,24999,0.759766584816205,163,1,True,2,2.0658455956250275
25000,25000,0.759798092258239,164,1,True,2,2.0702643569365176
25001,25001,0.75983811336881,165,1,True,2,2.074519519262489
25002,25002,0.759872977264033,166,1,True,2,2.077312167857941
25003,25003,0.762883031307945,167,1,True,3,1.93187661480512
25004,25004,0.762883031307945,168,1,True,3,1.9305090686507729
25005,25005,0.762883031307945,169,1,True,3,1.9292611250358853
25006,25006,0.762883031307945,170,1,True,3,1.9281409000991052
25007,25007,0.762883031307945,171,1,True,3,1.9274417887801114
25008,25008,0.762883031307945,172,1,True,3,1.926446303188605
25009,25009,0.762883031307945,173,1,True,3,1.9258821537494921
25010,25010,0.762883031307945,174,1,True,3,1.924679828062997
25011,25011,0.762883031307945,175,1,True,3,1.9243685413225466
25012,25012,0.76300755624286,176,1,True,3,1.9237679065281783
25013,25013,0.76300755624286,177,1,True,3,1.923407683158862
25014,25014,0.76300755624286,178,1,True,3,1.9232212022446953
25015,25015,0.76300755624286,179,1,True,3,1.9228532150406878
25016,25016,0.76300755624286,180,1,True,3,1.9227148986405571
25017,25017,0.431826780913024,181,1,True,2,2.3373270562566266
25018,25018,0.432205676110838,182,1,True,2,2.337112031000946
25019,25019,0.426150731059368,183,1,True,2,2.3403397499877605
25020,25020,0.424385706894938,184,1,True,2,2.339539248180358
25021,25021,0.422876504200424,185,1,True,2,2.3402100412122873
25022,25022,0.422447240762043,186,1,True,2,2.340351688543686
25023,25023,0.425646837333583,187,1,True,2,2.3364906427338337
25024,25024,0.417667740274253,188,1,True,2,2.285001070576909
25025,25025,0.401396076751871,189,1,True,2,2.2934297137866935
25026,25026,0.393133193102756,190,1,True,2,2.299116479784623
25027,25027,0.380319641122454,191,1,True,2,2.307787491453962
25028,25028,0.384802739278125,192,1,True,2,2.3004027198730705
25029,25029,0.389743180071029,193,0,False,2,2.104409786997915
25030,25030,0.385172127059012,194,0,False,2,2.107682089997518
25031,25031,0.372692981925192,195,0,False,2,2.1141760583926987
25032,25032,0.345839246180536,196,0,False,2,1.0119764382308558
25033,25033,0.338641751724086,197,0,False,2,1.0223024380269443
25034,25034,0.329500927570078,198,0,False,2,1.0399446417332368
25035,25035,0.313798559660426,199,0,False,2,1.0841831511246651
25036,25036,0.309805250047796,200,0,False,2,1.0911337082138144
25037,25037,0.302952862105482,201,0,False,2,1.1008523064184572
25038,25038,0.291310553374765,202,0,False,2,1.025006472883021
25039,25039,0.283788699224156,203,0,False,2,1.0784431635042055
25040,25040,0.280630838840295,204,0,False,2,1.0826430395713937
25041,25041,0.27654330092674,205,0,False,2,1.089412202796686
25042,25042,0.273800319578078,206,0,False,2,1.0909909129855544
25043,25043,0.266946287299638,207,0,False,2,1.1060846446905683
25044,25044,0.260408255601785,208,0,False,2,1.1228507205708542
25045,25045,0.256791162726379,209,0,False,2,1.127542059231057
25046,25046,0.253606229564815,210,0,False,2,1.1324751328256843
25062,25062,0.657591484877664,211,1,True,2,2.296258590250678
25063,25063,0.65773861732861,212,1,True,2,2.2964979155541334
25064,25064,0.822477289895531,213,1,True,3,2.043367130640827
25065,25065,0.496668575115195,214,1,True,2,2.2745197145626435
25066,25066,0.41637025739811,215,2,True,2,0.9987964826833193
25067,25067,0.399726245278201,216,2,True,2,0.9946516531553543
25068,25068,0.401645369800067,217,2,True,2,1.0061259773201408
25069,25069,0.409224269134538,218,2,True,2,1.0087402100730425
25070,25070,0.75,219,2,True,3,1.3083544878417315
25071,25071,0.75,220,2,True,3,1.1947719407261481
25072,25072,0.407084734250817,221,2,True,2,1.0676486046721412
25073,25073,0.40520370419381,222,2,True,2,1.0435463484582619
25074,25074,0.402521094048873,223,2,True,2,1.0277364949760721
25075,25075,0.395401870157837,224,2,True,2,0.9871237153350726
25076,25076,0.407974764111476,225,2,True,2,0.9888714987710884
25077,25077,0.489506849588026,226,1,True,2,2.2730039569930987
25078,25078,0.491256230236102,227,1,True,2,2.275549889419708
25079,25079,0.504894306332495,228,1,True,2,2.2708888352396914
25080,25080,0.505191351760261,229,1,True,2,2.2708948412494268
25081,25081,0.511731937437773,230,1,True,2,2.2766567768744217
25084,25084,0.382703152326907,231,1,True,1,1.4408894528709217
25085,25085,0.38620921615887,232,1,True,1,1.4396459879830825
25086,25086,0.383058838563785,233,1,True,1,1.44286385306081
25087,25087,0.383521324036021,234,1,True,1,1.445119985687106
25088,25088,0.384291209133562,235,2,True,1,1.448060162694385
25089,25089,0.384416534963783,236,2,True,1,1.450260639300592
25090,25090,0.381355900244561,237,2,True,1,1.4535651934548093
25091,25091,0.384837760741535,238,2,True,1,1.4556295456483817
25092,25092,0.384998310501404,239,2,True,1,1.4631020422084895
25093,25093,0.38515035210016,240,2,True,1,1.4597913172149097
25094,25094,0.385553435491725,241,2,True,1,1.4620890814101888
25095,25095,0.383505466827827,242,2,True,1,1.4659483112373786
25096,25096,0.387599581893303,243,2,True,1,1.4687576047691724
25097,25097,0.387446790638269,244,2,True,1,1.4719281809185105
25098,25098,0.387530099676389,245,2,True,1,1.4757434308133024
25099,25099,0.387897184951189,246,2,True,1,1.4802421201915916
25100,25100,0.38561636407372,247,2,True,1,1.4841672314885905
25101,25101,0.385931999422316,248,2,True,1,1.4889650643195522
25102,25102,0.386334299425704,249,2,True,1,1.49409177924989
25103,25103,0.384862533814521,250,2,True,1,1.4998880101316794
25104,25104,0.383632364827113,251,2,True,1,1.5062956305925235
25105,25105,0.384038664358149,252,2,True,1,1.5120362868255295
25106,25106,0.384347940984365,253,2,True,1,1.5178547125574804
25107,25107,0.385038995339053,254,2,True,1,1.522359196116309
25117,25117,0.940350317395151,255,0,False,4,0.6979245560404957
25118,25118,0.25030637254902,256,0,False,2,1.7092491818827167
25192,25192,0.939942957648641,257,0,False,4,1.8845378406385593
25193,25193,0.931735734654172,258,0,False,4,1.885355113979141
25194,25194,0.93869381442705,259,0,False,4,1.8776155695751435
25195,25195,0.719495186101806,260,0,False,2,2.1327349306329704
25196,25196,0.714629370935336,261,0,False,2,2.086608732455508
25197,25197,0.709112064028807,262,0,False,2,2.0761744122670005
25198,25198,0.841498648536905,263,0,False,4,0.5431574373488937
25199,25199,0.841340206161237,264,0,False,4,0.5399741527718468
25200,25200,0.841340206161237,265,0,False,4,0.5479005895386729
25201,25201,0.841340206161237,266,0,False,4,0.554627719504753
25202,25202,0.67467353949457,267,1,True,4,1.2293089199484686
25203,25203,0.67467353949457,268,1,True,4,1.230974592371365
25204,25204,0.67467353949457,269,1,True,4,1.231834220751934
25205,25205,0.67467353949457,270,1,True,4,1.2344933946321714
25206,25206,0.67118134363185,271,1,True,4,1.2355056179451083
25207,25207,0.67118134363185,272,1,True,4,1.2366304953331813
25208,25208,0.67467353949457,273,1,True,4,1.2378233585874436
25209,25209,0.67467353949457,274,1,True,4,1.2389589154805583
25210,25210,0.67467353949457,275,1,True,4,1.239526823264754
25211,25211,0.67467353949457,276,1,True,4,1.2412330411716126
25212,25212,0.841340206161237,277,0,False,2,3.437788399893594
25213,25213,0.841494906983945,278,0,False,2,3.4379014303567694
25214,25214,0.841498648536905,279,0,False,4,0.5869183813775262
25215,25215,0.83005481912797,280,0,False,2,2.845385365613392
25216,25216,0.663251620492974,281,1,True,2,2.77040341652623
25217,25217,0.663256013724415,282,1,True,2,2.7676741991003078
25218,25218,0.67467353949457,283,1,True,4,1.2374057045543914
25219,25219,0.67118134363185,284,1,True,4,1.2354938399803796
25220,25220,0.67118134363185,285,1,True,4,1.232159910401192
25221,25221,0.67118134363185,286,1,True,4,1.2292503310515952
25222,25222,0.670958567445233,287,1,True,4,1.2280416264258687
25223,25223,0.53011475072119,288,1,True,2,1.6497379107255947
25224,25224,0.708075166681314,289,1,True,4,1.3964584757326894
25225,25225,0.708075166681314,290,1,True,4,1.4003473255690548
25226,25226,0.708075166681314,291,1,True,4,1.4007731212447163
25227,25227,0.708075166681314,292,1,True,4,1.3998037877135225
25288,25288,0.312817479673528,293,1,True,2,1.173019091165332
25289,25289,0.318483299717112,294,1,True,2,1.1634989761786148
25290,25290,0.324723029260361,295,1,True,2,1.1495216268680586
25291,25291,0.327237077451486,296,1,True,2,1.1502022935861052
25292,25292,0.327914455666927,297,1,True,2,1.1473251467615107
25293,25293,0.696110045387859,298,1,True,4,1.234194468932379
25294,25294,0.696110045387859,299,1,True,4,1.231523608341713
25519,25519,0.276568853272028,300,0,False,1,1.0591986053828009
25520,25520,0.275724143585755,301,0,False,1,1.0632847528467069
25521,25521,0.286213987180567,302,0,False,1,1.2123544244708235
25522,25522,0.28581169258273,303,0,False,1,1.2146467100482619
25523,25523,0.284237686498426,304,0,False,1,1.217995634259025
25524,25524,0.284378168001147,305,0,False,1,1.2182054613129605
25525,25525,0.286304175209927,306,0,False,1,1.2172699107297287
25526,25526,0.284910927815795,307,0,False,1,1.219207630707345
25527,25527,0.284607319158055,308,0,False,1,1.2205030628698672
25528,25528,0.284145181295288,309,0,False,1,1.220999326444308
25529,25529,0.284668203380623,310,0,False,1,1.2211126840322803
25619,25619,0.944235587077885,311,0,False,4,1.0104958928400853
25620,25620,0.934897944885415,312,0,False,4,1.017788828215563
25621,25621,0.934437983296021,313,0,False,4,1.026460067812841
25622,25622,0.931328161997212,314,0,False,4,1.027349135429236
25623,25623,0.940464490265365,315,0,False,4,1.0228436794927143
25624,25624,0.939992463469815,316,0,False,4,1.0262228472229673
25625,25625,0.941100868484188,317,0,False,4,1.0286604507220993
25626,25626,0.941900196327277,318,0,False,4,1.0262825376880795
25627,25627,0.938912155401991,319,0,False,4,1.0165556352168996
25628,25628,0.75,320,2,True,3,1.141384672406806
25629,25629,0.75,321,2,True,3,1.1419405535850715
25630,25630,0.75,322,2,True,3,1.1426092724498649
25631,25631,0.75,323,2,True,3,1.1432403040842611
25632,25632,0.75,324,2,True,3,1.1438060857936665
25633,25633,0.75,325,2,True,3,1.144428044887683
25634,25634,0.75,326,2,True,3,1.1449984214495956
25635,25635,0.75,327,2,True,3,1.1455134228197263
25636,25636,0.75,328,2,True,3,1.145907418740319
25637,25637,0.75,329,2,True,3,1.1466330309701402
25638,25638,0.75,330,2,True,3,1.1468578368190236
25639,25639,0.75,331,2,True,3,1.1473379269030886
25640,25640,0.75,332,2,True,3,1.1477444398065093
25641,25641,0.75,333,2,True,3,1.1481141097851861
25642,25642,0.75,334,2,True,3,1.148104257292132
25643,25643,0.75,335,2,True,3,1.1485684783266985
25644,25644,0.75,336,2,True,3,1.148812317291592
25645,25645,0.75,337,2,True,3,1.1490199680771922
25646,25646,0.75,338,2,True,3,1.1488801507555517
25647,25647,0.75,339,2,True,3,1.1489288438186378
25648,25648,0.75,340,2,True,3,1.14896921178386
25649,25649,0.75,341,2,True,3,1.1489983878862304
25650,25650,0.75,342,2,True,3,1.1490124958091332
25651,25651,0.75,343,2,True,3,1.1492550980208545
25652,25652,0.75,344,2,True,3,1.1489407092437447
25653,25653,0.75,345,2,True,3,1.148829069661155
25654,25654,0.75,346,2,True,3,1.1487109512657387
25655,25655,0.75,347,2,True,3,1.148577246792306
25656,25656,0.75,348,2,True,3,1.1484300915601846
25657,25657,0.75,349,2,True,3,1.1482684634969642
25658,25658,0.75,350,2,True,3,1.1480999639938583
25659,25659,0.75,351,2,True,2,1.695584700622965
25660,25660,0.74999719400088,352,2,True,2,1.6949753169717354
25661,25661,0.75,353,2,True,2,1.6948938569237264
25662,25662,0.75,354,2,True,3,1.1473177326109787
25663,25663,0.75,355,2,True,2,1.6923215501394249
25664,25664,0.748987146661546,356,2,True,2,1.688975272688948
25665,25665,0.748013214782828,357,2,True,2,1.6856107830261666
25666,25666,0.747051351748542,358,2,True,2,1.6822185738941557
25667,25667,0.746130980196483,359,2,True,2,1.6788512847618127
25668,25668,0.74520733735235,360,2,True,2,1.6751805480188955
25669,25669,0.744371389540161,361,2,True,2,1.6713065513336456
25670,25670,0.74392748973183,362,2,True,2,1.6692265406106013
25671,25671,0.74364096315003,363,2,True,2,1.6679374903776505
25672,25672,0.743366848608334,364,2,True,2,1.667510422164605
25679,25679,0.260908112006662,365,1,True,2,1.8595053937717843
25680,25680,0.260909396082833,366,1,True,2,1.863855906227737
25681,25681,0.250321142964208,367,1,True,2,1.9102685521744347
25682,25682,0.25030980192852,368,1,True,2,1.9023123287815542
25683,25683,0.250304136253041,369,0,False,2,1.8956692909833757
25731,25731,0.847256112022233,370,0,False,4,0.4863484202534761
25732,25732,0.894326583981085,371,0,False,4,0.4831105504722209
25733,25733,0.894317015654594,372,0,False,4,0.4618155687549515
25734,25734,0.902214870628039,373,0,False,4,0.4562825662676539
25735,25735,0.902214870628039,374,0,False,4,0.4563467627083025
25736,25736,0.929953782368112,375,0,False,4,0.4570099857286864
25737,25737,0.929702511764333,376,0,False,4,0.4440034362463446
25738,25738,0.935146907360696,377,0,False,4,0.44649927761670266
25739,25739,0.939815433705245,378,0,False,4,0.43851923878256116
25740,25740,0.940620634026938,379,0,False,4,0.43355168624102053
25741,25741,0.941608543013757,380,0,False,4,0.4188996664244235
25742,25742,0.941921801822234,381,0,False,4,0.4138956513724141
25743,25743,0.943307907531977,382,0,False,4,0.41368656481931865
25744,25744,0.944153309613193,383,0,False,4,0.413006987859798
25770,25770,0.495129164248725,384,2,True,2,1.848310712326829
25771,25771,0.628005802968478,385,2,True,3,2.9804007086941633
25772,25772,0.666419823818717,386,1,True,4,2.0413529916239965
25773,25773,0.666192879096111,387,1,True,4,2.0462777844371
25774,25774,0.658009792403861,388,1,True,4,2.0527041443709777
25775,25775,0.661648105114822,389,1,True,4,2.0674859451378618
25776,25776,0.673263978903055,390,1,True,4,2.0703501861550566
25777,25777,0.676054963948749,391,1,True,4,2.0790491173296326
25778,25778,0.676054963948749,392,1,True,4,2.086375991568983
25779,25779,0.676054963948749,393,1,True,4,2.0940881657371713
25780,25780,0.676054963948749,394,1,True,4,2.1049469181831753
25781,25781,0.679112025541895,395,1,True,4,2.1169864417690025
25782,25782,0.68018675258326,396,1,True,4,2.162374805534587
25783,25783,0.691407238310506,397,1,True,4,2.170849619535786
25784,25784,0.691407238310506,398,1,True,4,2.1840101766781768
26074,26074,0.907754563111601,399,0,False,4,0.7863235700811112
26075,26075,0.907754563111601,400,0,False,4,0.7901367926303873
26076,26076,0.907754563111601,401,0,False,4,0.7964977592318817
26077,26077,0.905028023211578,402,0,False,4,0.8052069935927496
26078,26078,0.85982950948044,403,0,False,2,2.7947559071766594
26079,26079,0.85948873772156,404,0,False,2,2.7969614477448936
26080,26080,0.859452953907428,405,0,False,2,2.800033412760464
26081,26081,0.859403074719772,406,0,False,2,2.804048783061771
26082,26082,0.840099175580192,407,0,False,2,2.844513235517267
26083,26083,0.819742343772097,408,0,False,2,2.8522724486115574
26084,26084,0.816763398245626,409,0,False,2,2.8688613090144752
26085,26085,0.811632656353482,410,0,False,2,2.8694497008042803
26086,26086,0.762507955269812,411,1,True,2,2.884356061391237
26087,26087,0.748993041153816,412,2,True,2,1.7482502346070352
26088,26088,0.748918629529169,413,2,True,2,1.7550796583510273
26089,26089,0.748832807122799,414,2,True,2,1.766781176897
26090,26090,0.748498243785949,415,2,True,2,1.797821734619483
26091,26091,0.748280781478877,416,2,True,2,1.8132978446195527
26092,26092,0.5,417,3,True,1,2.322767387538265
26155,26155,0.73380196224559,418,2,True,2,1.5585606035886368
26156,26156,0.734918974399323,419,2,True,2,1.5555152457788974
26157,26157,0.735766543348698,420,2,True,2,1.5551053565913269
26158,26158,0.736587420122796,421,2,True,2,1.5546496558783778
26159,26159,0.737398300263033,422,2,True,2,1.5542147056422329
26160,26160,0.738198413169432,423,2,True,2,1.5537253753997424
26161,26161,0.738976755472901,424,2,True,2,1.5531880784579726
26162,26162,0.739744899271866,425,2,True,2,1.5526007427476187
26163,26163,0.740501263587844,426,2,True,2,1.5519871588502088
26164,26164,0.741236824588711,427,2,True,2,1.5513336655812455
26165,26165,0.741959511276728,428,2,True,2,1.5506626794718492
26166,26166,0.742654397215246,429,2,True,2,1.5499145291415852
26167,26167,0.743308916505608,430,2,True,2,1.5490789896669508
26168,26168,0.74367946600045,431,2,True,2,1.5475874212323273
26169,26169,0.744006995661762,432,2,True,2,1.547167809377984
26170,26170,0.744332337300916,433,2,True,2,1.5467343980044
26171,26171,0.74465471673461,434,2,True,2,1.546290886123117
26172,26172,0.744968719041999,435,2,True,2,1.545834580284712
26173,26173,0.745279788503219,436,2,True,2,1.5453759261223838
26174,26174,0.745586079281534,437,2,True,2,1.5449069109358062
26175,26175,0.745892482769599,438,2,True,2,1.5444371691517569
26176,26176,0.746194752476304,439,2,True,2,1.5439602922179954
26177,26177,0.746492746013717,440,2,True,2,1.54347089078632
26178,26178,0.746787128155886,441,2,True,2,1.5429780585758726
26179,26179,0.747078260499782,442,2,True,2,1.5424772347170568
26180,26180,0.747366195974364,443,2,True,2,1.5419696137408587
26181,26181,0.74765018033878,444,2,True,2,1.541433981174263
26182,26182,0.747926595482659,445,2,True,2,1.5408787455723796
26183,26183,0.74819883245867,446,2,True,2,1.5403173091631572
26184,26184,0.748467364771959,447,2,True,2,1.539749841462131
26185,26185,0.748731668683199,448,2,True,2,1.5391661669321455
26186,26186,0.748992247475762,449,2,True,2,1.5385650433668734
26187,26187,0.749248889000126,450,2,True,2,1.537955697706167
26188,26188,0.749502402558486,451,2,True,2,1.5373454686781647
26189,26189,0.74975259225201,452,2,True,2,1.5367165499257862
26190,26190,0.75,453,2,True,2,1.536075658999308
