fid,MS_ID,TF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,N_TFlossR_2kiw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR,kmeans_cluster,distance_to_assigned_centroid
24463,24463,0.606674795003622,41,0,False,0.0,-0.689965397923875,-1.0,-0.198895027624309,0.999999949793629,0.367021384746818,2,2.3315318394339415
24464,24464,0.94449493642731,42,0,False,1.0,1.0,-1.0,-1.0,1.0,0.370747100713952,1,2.345914186664391
24465,24465,0.775498597149607,43,1,True,,-1.0,-1.0,-1.0,1.0,0.368697267542707,2,2.8501237010143985
24466,24466,0.775871183549581,44,1,True,,1.0,-1.0,-1.0,1.0,0.372148721849136,1,2.5731684511729416
24467,24467,0.775871183549581,45,1,True,,1.0,-1.0,-1.0,1.0,0.372649140563419,1,2.576999145816278
24468,24468,0.776301494290029,46,1,True,,1.0,-1.0,-1.0,1.0,0.308965360735858,1,2.1050364587776
24469,24469,0.776301494290029,47,1,True,,1.0,-1.0,-1.0,1.0,0.30701821558384,1,2.091213307797606
24581,24581,0.259049683513414,48,0,False,0.0,-0.35,0.0,0.0,0.753131909426622,0.272192674502408,2,1.6421076646355606
24582,24582,0.25905653933308,49,0,False,0.0,-0.348189415041783,0.0,0.0,0.754339786592847,0.272080020397938,2,1.6412351327076218
24583,24583,0.259748734294334,50,0,False,0.0,-0.35,0.0,0.0,0.755792435310844,0.271963618887945,2,1.638647533267746
24584,24584,0.260349334571601,51,0,False,0.0,-0.350974930362117,0.0,0.0,0.757314478144495,0.272034982874603,2,1.636386631172117
24585,24585,0.261501713951213,52,0,False,0.0,-0.349162011173184,0.0,0.0,0.758194741061788,0.272623052154332,2,1.6362281520638722
24586,24586,0.26219762992524,53,0,False,0.0,-0.352112676056338,0.0,0.0,0.758886493907417,0.272689974037889,2,1.634246034792624
24587,24587,0.263187402809097,54,0,False,0.0,-0.356940509915014,0.0,0.0,0.759484959197922,0.272853033843302,2,1.6317084929967305
24588,24588,0.290844614530427,55,0,False,0.0,-0.365921787709497,0.0,0.0,0.86519858043097,0.441078186039224,2,2.1736307550194858
24589,24589,0.290769778497591,56,0,False,0.0,-0.364640883977901,0.0,0.0,0.865505584778882,0.441064606375637,2,2.173831812376751
24590,24590,0.310486615662438,57,0,False,0.0,-0.355113636363636,-0.0044247787610619,0.0,0.890233632177761,0.361814832214018,2,1.7520971456274848
24591,24591,0.320844893418609,58,0,False,0.0,-0.357142857142857,-0.0044247787610619,0.0,0.937966954856647,0.543069393132004,2,2.862496745556267
24592,24592,0.32217640120361,59,0,False,0.0,-0.357142857142857,-0.0044247787610619,0.0,0.938112715785232,0.542850647306269,2,2.860925893051062
24593,24593,0.810929616462967,60,1,True,-1.0,-1.0,,-0.975321888412017,0.999978015808242,0.0836787948205205,2,2.5333131015919133
24594,24594,0.810969066501303,61,1,True,-1.0,-1.0,,-0.975321888412017,0.999991893246453,0.0835157582278805,2,2.5341881635665198
24595,24595,0.810991557212345,62,1,True,-1.0,-1.0,,-0.975321888412017,1.0,0.0839799422085965,2,2.531723404146328
24596,24596,0.765922830122342,63,1,True,1.0,1.0,,-1.0,1.0,0.0841301967181811,1,2.3609363193722444
24597,24597,0.765922830122342,64,1,True,-1.0,-1.0,,-1.0,1.0,0.0841405399445125,2,2.570221475268928
24598,24598,0.765920594719049,65,1,True,-1.0,-1.0,,-1.0,0.999999154973609,0.0843807219527164,2,2.5689652612040748
24599,24599,0.76592152752912,66,1,True,-1.0,-1.0,,-1.0,0.999999505127077,0.0843686954265931,2,2.5690282993886657
24600,24600,0.765922830122342,67,1,True,-1.0,-1.0,,-1.0,1.0,0.0846748496616263,2,2.5674293369131087
24601,24601,0.765880301741759,68,1,True,1.0,1.0,,-1.0,1.0,0.0846818540838125,1,2.3605092083694683
24602,24602,0.803054208235545,69,1,True,1.0,1.0,,-1.0,1.0,0.0848324084191522,1,2.360394305883326
24603,24603,0.750734078801748,70,1,True,-1.0,-1.0,,-0.027843137254902,1.0,0.0852726695492139,3,1.5728195522621866
24604,24604,0.749958719992498,71,1,True,-1.0,-1.0,,0.0,0.999983598328746,0.0855627398088849,3,1.5775549108504259
24605,24605,0.749915077119387,72,1,True,-1.0,-1.0,,0.0,0.999965820317911,0.0860374279870867,3,1.5782514043858555
24606,24606,0.749877055184468,73,1,True,-1.0,-1.0,,0.0,0.9999498609517,0.0862344478748243,3,1.578531793033299
24607,24607,0.74981952044508,74,1,True,-1.0,-1.0,,0.0,0.999924914933426,0.0875275466596367,3,1.5805254599118737
24608,24608,0.749800358181053,75,1,True,-1.0,-1.0,,0.0,0.999916315143349,0.0878940009820114,3,1.5811022885075974
24609,24609,0.749786449764521,76,1,True,-1.0,-1.0,,0.0,0.999909923525113,0.0880705397110252,3,1.5813792970537461
24610,24610,0.749771210034166,77,1,True,-1.0,-1.0,,0.0,0.999902621910959,0.0880614076589232,3,1.5813545143946355
24611,24611,0.749726738515734,78,1,True,-1.0,-1.0,,0.0,0.999881478791501,0.0895165792985127,3,1.583734467761141
24612,24612,0.749714506227077,79,1,True,-1.0,-1.0,,0.0,0.999875450403601,0.0899261282376798,3,1.5844215661873198
24613,24613,0.749703090295029,80,1,True,-1.0,-1.0,,0.0,0.999869695417472,0.0903365117209655,3,1.585118093799414
24614,24614,0.780070333820029,81,0,False,-1.0,-1.0,-1.0,0.0,0.999863241245037,0.0908546427369192,2,2.780699420032194
24615,24615,0.780081720164718,82,0,False,-1.0,-1.0,-1.0,0.0,0.999867391179832,0.0904378402644657,2,2.7826429358559515
24616,24616,0.942253652785132,83,0,False,1.0,1.0,-1.0,-1.0,1.0,0.15908169360791,1,0.7494920517050875
24617,24617,0.941810391376638,84,0,False,1.0,1.0,-1.0,-1.0,1.0,0.158575762916911,1,0.7469641317931239
24618,24618,0.942726034651937,85,0,False,1.0,1.0,-1.0,-1.0,1.0,0.157900577553564,1,0.7436172370866959
24619,24619,0.941814637027645,86,0,False,1.0,1.0,-1.0,-1.0,1.0,0.153907443384205,1,0.7244696755447698
24620,24620,0.948298093856733,87,0,False,1.0,1.0,-1.0,-1.0,1.0,0.156030837245888,1,0.7345116237656611
24621,24621,0.949422263394726,88,0,False,1.0,1.0,-1.0,-1.0,1.0,0.154534610934395,1,0.7274018579226188
24622,24622,0.948298093856733,89,0,False,1.0,1.0,-1.0,-1.0,1.0,0.152284787064281,1,0.7170180789321331
24623,24623,0.946811176002162,90,0,False,1.0,1.0,-1.0,-1.0,1.0,0.153290444297127,1,0.721613190220493
24624,24624,0.941814637027645,91,0,False,1.0,1.0,-1.0,-1.0,1.0,0.151874840873116,1,0.7151668024682821
24625,24625,0.768684686667053,92,1,True,,1.0,-1.0,-1.0,1.0,0.153038699999196,1,1.2577282536869887
24626,24626,0.768684686667053,93,1,True,,1.0,-1.0,-1.0,1.0,0.152697658361405,1,1.256835080160472
24627,24627,0.764535069799756,94,1,True,,1.0,-1.0,-1.0,1.0,0.152318294291721,1,1.25584893373523
24628,24628,0.617392300690735,95,1,True,,-0.658349328214971,-1.0,-1.0,1.0,0.152601514146064,1,2.626048925113612
24629,24629,0.606218376280286,96,1,True,,-0.6484375,-1.0,-1.0,0.99884126265602,0.152511400799531,1,2.6133557557569946
24630,24630,0.601172497331216,97,1,True,,-0.641584158415842,-1.0,-1.0,0.99752878977895,0.152250050244095,1,2.604273519681304
24631,24631,0.59195880012783,98,1,True,,-0.623481781376518,-1.0,-1.0,0.995717008117351,0.152370439550908,1,2.581578905945265
24632,24632,0.584193629120491,99,1,True,,-0.621181262729124,-1.0,-1.0,0.993918033666452,0.152864188648023,1,2.579116581932319
24633,24633,0.554521759022131,100,1,True,,-0.621457489878543,-1.0,-0.416666666666667,0.992643849304771,0.152865716353679,2,2.318057297035354
24634,24634,0.553991716664719,101,1,True,,-0.624497991967871,-1.0,-0.416666666666667,0.991065207948946,0.153139804910515,2,2.316123485851266
24635,24635,0.539767429363291,102,1,True,,-0.6187624750499,-0.729292929292929,-0.416666666666667,0.989528611611797,0.153856958739469,2,1.7505274283149672
24636,24636,0.536667618878552,103,1,True,,-0.6187624750499,-0.729292929292929,-0.416666666666667,0.988747928008059,0.153616285331853,2,1.7511259613717751
24637,24637,0.514295881188287,104,1,True,,-0.621782178217822,-0.474509803921569,-0.416666666666667,0.987219840615617,0.154051718358241,2,1.3771997764908355
24638,24638,0.505075771940036,105,1,True,,-0.619521912350598,-0.341346153846154,-0.416666666666667,0.985827953622398,0.154428244624795,2,1.290434622515346
24639,24639,0.689689594062897,106,1,True,,1.0,-1.0,-1.0,1.0,0.480601117940624,1,3.4311111517219444
24640,24640,0.679112025541895,107,1,True,,1.0,-1.0,-1.0,1.0,0.479082148089318,1,3.4188048110055167
24641,24641,0.679112025541895,108,1,True,,1.0,-1.0,-1.0,1.0,0.475781596151393,1,3.392085971757982
24642,24642,0.674528293618072,109,1,True,,1.0,-1.0,-1.0,1.0,0.473409429703552,1,3.372901130321379
24643,24643,0.676054963948749,110,1,True,,1.0,-1.0,-1.0,1.0,0.471101523861243,1,3.354251107351605
24644,24644,0.676054963948749,111,1,True,,1.0,-1.0,-1.0,1.0,0.470305645789289,1,3.3478231751386414
24645,24645,0.676095460813323,112,1,True,,1.0,-1.0,-1.0,1.0,0.469250877523392,1,3.3393071038619575
24646,24646,0.661648105114822,113,1,True,,1.0,-1.0,-1.0,1.0,0.468116704692316,1,3.3301535103333526
24647,24647,0.658009792403861,114,1,True,,1.0,-1.0,-1.0,1.0,0.46735838665314,1,3.324035420917036
24648,24648,0.658009792403861,115,1,True,,1.0,-1.0,-1.0,1.0,0.46621967669231,1,3.3148515007223676
24649,24649,0.629010776458635,116,1,True,,1.0,-1.0,-1.0,1.0,0.464484924280491,1,3.300867739577853
24650,24650,0.600888441125964,117,2,True,,1.0,,-1.0,1.0,0.463517631038613,2,3.5576290813237286
24651,24651,0.628005802968478,118,2,True,,1.0,,-1.0,1.0,0.462480223757185,2,3.5532838447179085
24652,24652,0.497431632703252,119,2,True,,-0.858585858585859,,0.0,1.0,0.463732527355844,2,2.3170101900156403
24653,24653,0.495003683872692,120,2,True,,-0.851063829787234,,0.0,0.999337672389142,0.463277609015086,2,2.312432855271167
24777,24777,0.59539061741792,121,2,True,,1.0,,-1.0,1.0,0.0228194397337938,1,2.672946684244993
24778,24778,0.595213037647502,122,2,True,,1.0,,-1.0,1.0,0.0243476215620887,1,2.669298400539575
24779,24779,0.595213037647502,123,2,True,,1.0,,-1.0,1.0,0.0256194102095959,1,2.6663083529565665
24780,24780,0.595213037647502,124,2,True,,1.0,,-1.0,1.0,0.0262509611423662,1,2.6648391630049226
24781,24781,0.616720596158761,125,1,True,,1.0,-1.0,-1.0,1.0,0.0266663349374842,1,1.3931531047382437
24782,24782,0.662885829585852,126,1,True,,1.0,-1.0,-1.0,1.0,0.0282191496059921,1,1.3863505351748806
24783,24783,0.680845476371424,127,1,True,,1.0,-1.0,-1.0,1.0,0.0293528912247082,1,1.3814451385579876
24784,24784,0.683899282188123,128,1,True,,1.0,-1.0,-1.0,1.0,0.0304388946191148,1,1.3767953826323434
24785,24785,0.680845476371424,129,1,True,,1.0,-1.0,-1.0,1.0,0.0325118130221808,1,1.3680552545168072
24855,24855,0.685340876553566,130,2,True,-1.0,-0.918032786885246,,,0.992036064317944,0.285966031681011,2,1.541154295658131
24856,24856,0.688227969027669,131,2,True,-1.0,-0.933333333333333,,,0.993224701814487,0.286137004734442,2,1.5475622153902375
24857,24857,0.688562095599028,132,2,True,-1.0,-0.933333333333333,,,0.994403607985006,0.286468373241429,2,1.5488826272140517
24858,24858,0.688893099098968,133,2,True,-1.0,-0.933333333333333,,,0.99556838652776,0.286822886162254,2,1.5502336008593682
24859,24859,0.689168269764026,134,2,True,-1.0,-0.933333333333333,,,0.996535447979904,0.287288335116362,2,1.551560573194869
24860,24860,0.669056283099505,135,2,True,-1.0,-0.918032786885246,,,0.932647166006421,0.0555391552397031,3,1.423979175314775
24861,24861,0.672679223328697,136,2,True,-1.0,-0.918032786885246,,,0.936434450219359,0.0554826156658851,3,1.4272829542714183
24862,24862,0.673332424522273,137,2,True,-1.0,-0.918032786885246,,,0.940027432728129,0.0555271220507892,3,1.4305486055104775
24863,24863,0.674302453081508,138,2,True,-1.0,-0.918032786885246,,,0.945345349960287,0.0554693144558246,3,1.4355877765821492
24864,24864,0.675787039798634,139,2,True,-1.0,-0.918032786885246,,,0.953505014314526,0.0553872944334832,3,1.4438185145668694
24865,24865,0.677810332957569,140,2,True,-1.0,-0.918032786885246,,,0.964668325702999,0.0553453589770963,3,1.4560448718217534
24866,24866,0.682014108060594,141,2,True,-1.0,-0.918032786885246,,,0.979573261589073,0.0553259611921502,3,1.4740560509099037
24867,24867,0.684230322415628,142,2,True,-1.0,-0.918032786885246,,,0.991821350874154,0.0556839284170989,3,1.4902856136187062
24868,24868,0.687372899087868,143,2,True,-1.0,-0.918032786885246,,,0.999640352476536,0.0561056093254464,3,1.501309619833889
24869,24869,0.675936980908998,144,2,True,-1.0,-0.918032786885246,,,0.982632191865808,0.228108410770581,2,1.553188550897274
24870,24870,0.679016091028392,145,2,True,-1.0,-0.918032786885246,,,0.983112356530945,0.228043117567165,2,1.5536442285349548
24871,24871,0.679146896271284,146,2,True,-1.0,-0.918032786885246,,,0.983530287860774,0.228136324199801,2,1.5537838687357413
24872,24872,0.679374986489129,147,2,True,-1.0,-0.918032786885246,,,0.984259483705282,0.228073186855326,2,1.5544201079510287
24873,24873,0.679806570627384,148,2,True,-1.0,-0.918032786885246,,,0.985636323967069,0.227951736381272,2,1.5556381276117106
24874,24874,0.680258325662621,149,2,True,-1.0,-0.918032786885246,,,0.987075726431798,0.228223736721294,2,1.556241908198758
24875,24875,0.682211637454025,150,2,True,-1.0,-0.918032786885246,,,0.988519125594897,0.228546428786636,2,1.556784521606386
24876,24876,0.684425868480078,151,2,True,-1.0,-0.918032786885246,,,0.990035439589629,0.228876629371052,2,1.557394637155536
24983,24983,0.470210966172085,152,0,False,-1.0,-0.620833333333333,0.0,-0.275932759327593,0.238845680067962,0.0692410431289475,4,0.9145633562354186
24984,24984,0.465383009018629,153,0,False,-1.0,-0.609442060085837,0.0,-0.275932759327593,0.228926223031539,0.0684106241070584,4,0.9360881976192844
24985,24985,0.46179907868976,154,0,False,-1.0,-0.604347826086956,0.0,-0.275932759327593,0.219849423862719,0.0677187050465584,4,0.9558772665985485
24986,24986,0.623918661376125,155,0,False,-1.0,-0.607758620689655,0.0,-0.275932759327593,0.922815304127703,0.428096681726643,2,1.8147385530869637
24987,24987,0.622160589729134,156,0,False,-1.0,-0.602620087336245,0.0,-0.275932759327593,0.922566212658637,0.426678506904946,2,1.805463604444882
24988,24988,0.600859646222859,157,0,False,-1.0,-0.578703703703704,0.0,-0.083073727933541,0.916710588278898,0.397634664915736,2,1.7599735333061883
24989,24989,0.594562118106913,158,0,False,-1.0,-0.558823529411765,0.0,-0.083073727933541,0.915563544325403,0.398585286147823,2,1.767466553618452
24990,24990,0.592898985983981,159,0,False,-1.0,-0.55,0.0,-0.083073727933541,0.915346399159897,0.39734987092186,2,1.76154562843889
24996,24996,0.756558829621873,160,1,True,-1.0,-1.0,,-0.590163934426229,0.999936346186026,0.0884459290834247,2,2.0479226040870104
24997,24997,0.759730105293088,161,1,True,-1.0,-1.0,,-0.766355140186916,0.999937981879939,0.0861963762774596,2,2.229551212930711
24998,24998,0.759742841843772,162,1,True,-1.0,-1.0,,-0.766355140186916,0.999944809279113,0.0840105042443519,2,2.2426268861618004
24999,24999,0.759766584816205,163,1,True,-1.0,-1.0,,-0.766355140186916,0.999956066453935,0.0815194008875436,2,2.2576311616031335
25000,25000,0.759798092258239,164,1,True,-1.0,-1.0,,-0.766355140186916,0.999969895510173,0.0791445411451641,2,2.272035073879757
25001,25001,0.75983811336881,165,1,True,-1.0,-1.0,,-0.766355140186916,0.99998634133813,0.076951275343223,2,2.2854230708470964
25002,25002,0.759872977264033,166,1,True,-1.0,-1.0,,-0.766355140186916,1.0,0.0755568371009561,2,2.293977726007255
25003,25003,0.762883031307945,167,1,True,1.0,1.0,,-1.0,1.0,0.0739407323208546,1,2.3705386955603953
25004,25004,0.762883031307945,168,1,True,1.0,1.0,,-1.0,1.0,0.0724964180632627,1,2.372161555160216
25005,25005,0.762883031307945,169,1,True,1.0,1.0,,-1.0,1.0,0.0710980120670784,1,2.37379440139595
25006,25006,0.762883031307945,170,1,True,1.0,1.0,,-1.0,1.0,0.069764377849201,1,2.3754079332803637
25007,25007,0.762883031307945,171,1,True,1.0,1.0,,-1.0,1.0,0.068887748383904,1,2.3764984394771984
25008,25008,0.762883031307945,172,1,True,1.0,1.0,,-1.0,1.0,0.0675696725670846,1,2.378182642486672
25009,25009,0.762883031307945,173,1,True,1.0,1.0,,-1.0,1.0,0.0667802608385079,1,2.3792169113259996
25010,25010,0.762883031307945,174,1,True,1.0,1.0,,-1.0,1.0,0.0649708759585319,1,2.381659665794685
25011,25011,0.762883031307945,175,1,True,1.0,1.0,,-1.0,1.0,0.0644686688764695,1,2.3823554479357107
25012,25012,0.76300755624286,176,1,True,1.0,1.0,,-1.0,1.0,0.063451422808409,1,2.3837884161408662
25013,25013,0.76300755624286,177,1,True,1.0,1.0,,-1.0,1.0,0.0628061835199395,1,2.3847137236913127
25014,25014,0.76300755624286,178,1,True,1.0,1.0,,-1.0,1.0,0.0624602630474573,1,2.385215019878367
25015,25015,0.76300755624286,179,1,True,1.0,1.0,,-1.0,1.0,0.0617507381649512,1,2.386254645701537
25016,25016,0.76300755624286,180,1,True,1.0,1.0,,-1.0,1.0,0.0614738406611013,1,2.386664524572883
25017,25017,0.431826780913024,181,1,True,0.0,-0.517241379310345,,-1.0,1.0,0.0610695843645983,3,2.5223178155397448
25018,25018,0.432205676110838,182,1,True,0.0,-0.511945392491468,,-1.0,0.997108360533632,0.0607512940431576,3,2.5196707747620506
25019,25019,0.426150731059368,183,1,True,0.0,-0.47972972972973,,-1.0,0.99436663028019,0.0602143276453309,3,2.5170028522926198
25020,25020,0.424385706894938,184,1,True,0.0,-0.474747474747475,,-1.0,0.99065872561173,0.0601019790171796,3,2.5139843606792662
25021,25021,0.422876504200424,185,1,True,0.0,-0.469387755102041,,-1.0,0.98826144323389,0.0596511736532435,3,2.512039797098331
25022,25022,0.422447240762043,186,1,True,0.0,-0.464406779661017,,-1.0,0.984840848176781,0.0589871175915743,3,2.509317434569065
25023,25023,0.425646837333583,187,1,True,0.0,-0.462837837837838,,-1.0,0.979886773444562,0.059282082014814,3,2.5056115338640343
25024,25024,0.417667740274253,188,1,True,0.0,-0.45,,-1.0,0.970363950172657,0.0856962748250953,3,2.5137752344704802
25025,25025,0.401396076751871,189,1,True,0.0,-0.421768707482993,,-1.0,0.955585870499557,0.0823007839867601,3,2.502166129955746
25026,25026,0.393133193102756,190,1,True,0.0,-0.397212543554007,,-1.0,0.95045922727083,0.0815635650147061,3,2.4999779017465045
25027,25027,0.380319641122454,191,1,True,0.0,-0.393835616438356,,-1.0,0.94528933323294,0.0805825905794876,3,2.496459802621533
25028,25028,0.384802739278125,192,1,True,0.0,-0.41747572815534,,-1.0,0.938975649216634,0.07996437634084,3,2.4910093223541536
25029,25029,0.389743180071029,193,0,False,0.0,-0.382445141065831,0.0,-0.908602150537634,0.93248408674279,0.0793707383592813,3,2.2616253826146555
25030,25030,0.385172127059012,194,0,False,0.0,-0.365384615384615,0.0,-0.908602150537634,0.925017384362199,0.0779450204543856,3,2.2583142801888636
25031,25031,0.372692981925192,195,0,False,0.0,-0.365930599369085,0.0,-0.908602150537634,0.914067825610771,0.0785477809450479,3,2.253716016059027
25032,25032,0.345839246180536,196,0,False,0.0,-0.385756676557863,0.0,-0.254273504273504,0.907178819607151,0.0785150444010357,3,0.7089581976630649
25033,25033,0.338641751724086,197,0,False,0.0,-0.384393063583815,0.0,-0.254273504273504,0.900484118687466,0.0786618745183082,3,0.7019896661457328
25034,25034,0.329500927570078,198,0,False,0.0,-0.383098591549296,0.0,-0.254273504273504,0.894174733527763,0.0791053738332508,3,0.6970169975541832
25035,25035,0.313798559660426,199,0,False,0.0,-0.38375350140056,0.0,-0.0482758620689655,0.889093283114485,0.079674264989856,3,0.45875127287712625
25036,25036,0.309805250047796,200,0,False,0.0,-0.387186629526462,0.0,-0.0482758620689655,0.884865935095112,0.0793346581237602,3,0.4503731111205921
25037,25037,0.302952862105482,201,0,False,0.0,-0.379120879120879,0.0,-0.0440251572327044,0.87690510608492,0.0795996791750392,3,0.44675573076282754
25038,25038,0.291310553374765,202,0,False,0.0,-0.379501385041551,0.0,-0.0432255721031602,0.848653127536485,0.131580457364176,3,0.7672984959546293
25039,25039,0.283788699224156,203,0,False,0.0,-0.377049180327869,0.0,0.0,0.844740175721909,0.131726473573307,3,0.7798365039867021
25040,25040,0.280630838840295,204,0,False,0.0,-0.375342465753425,0.0,0.0,0.841206918852957,0.131931849828665,3,0.7820090094101275
25041,25041,0.27654330092674,205,0,False,0.0,-0.368131868131868,0.0,0.0,0.837742886218504,0.132133825510408,3,0.7860070388797877
25042,25042,0.273800319578078,206,0,False,0.0,-0.363387978142077,0.0,0.0,0.834070726992505,0.132392808931194,3,0.7900175960049506
