fid,MS_ID,PF_Index_Risk_equal,PF_Index_population,PF_Index_acc_loss,PF_Index_centrality,Per_extent,cause_label_v2
27675,27675,0.720930404110321,0.133721616441282,1.0,0.75,1,B_flood_exposed
27676,27676,0.720930404110321,0.133721616441282,1.0,0.75,1,B_flood_exposed
27677,27677,0.452576811103995,0.0859853163204091,0.487160964047785,0.75,0,A_one_and_only
27678,27678,0.441304793186219,0.0859853163204091,0.466643175353404,0.745947505717661,0,A_one_and_only
27679,27679,0.404585699973938,0.0420525229788558,0.440495399781978,0.695299477352939,0,A_one_and_only
27680,27680,0.387829723378163,0.0420525229788558,0.412376590567743,0.684513189398308,0,A_one_and_only
29045,29045,0.795083000583355,0.68033200233342,1.0,0.5,1,B_flood_exposed
29295,29295,0.310752229521024,0.0,0.6138422635714,0.0153243909412983,0,C_no_service
29296,29296,0.314426367903305,0.0,0.610516518557675,0.03667243449787,0,C_no_service
29297,29297,0.320137942031829,0.0,0.605455556974974,0.0696406541773664,0,C_no_service
29298,29298,0.324446370694894,0.0,0.597058828958007,0.103667824863562,0,C_no_service
29299,29299,0.325144990272569,0.0,0.595384603209495,0.109810754671284,0,C_no_service
29550,29550,0.59981365754543,0.14925463018172,1.0,0.25,1,B_flood_exposed
29551,29551,0.497083648949431,0.0,0.869167297898863,0.25,0,C_no_service
29552,29552,0.515550216355929,0.0847938838879482,0.866609892088247,0.244187197359275,0,C_no_service
29553,29553,0.570004081134904,0.0847938838879482,0.853971028764246,0.487280383123177,0,A_one_and_only
29554,29554,0.561503743829492,0.0847938838879482,0.842871255121952,0.475478581186114,0,A_one_and_only
29778,29778,0.497417154175264,0.02530134284468,0.632387564991579,0.699592143873219,0,A_one_and_only
29779,29779,0.498736316235481,0.0268624548717158,0.634057414194374,0.69996798168146,0,A_one_and_only
29780,29780,0.520980572596426,0.102196466376367,0.639598093009169,0.702529637990999,0,A_one_and_only
29781,29781,0.523704077111699,0.102196466376367,0.646096712199486,0.700426417671458,0,A_one_and_only
29782,29782,0.510820270783653,0.0268624548717158,0.658355781504065,0.699707065254765,0,A_one_and_only
29783,29783,0.492929852948057,0.0268624548717158,0.659491399250325,0.625874158419864,0,A_one_and_only
29867,29867,0.253780542156423,0.0,0.455511537314313,0.104099093997066,1,B_flood_exposed
29879,29879,0.334897480971571,0.0,0.602633288390667,0.134323347104948,0,C_no_service
29880,29880,0.337082715593504,0.0,0.606224053740538,0.135882754892941,0,C_no_service
29881,29881,0.344426387831831,0.0,0.619423043254003,0.13885946481932,0,C_no_service
29882,29882,0.33864935096934,0.0,0.607196722014014,0.140203959849334,0,C_no_service
29942,29942,0.576642112394566,0.417093349715186,0.715639981061383,0.458195137740311,0,A_one_and_only
29943,29943,0.577097185839594,0.417093349715186,0.716148294508408,0.458998804626373,0,A_one_and_only
29944,29944,0.577502578105486,0.417093349715186,0.716659069521762,0.459598823663233,0,A_one_and_only
29945,29945,0.57869574929538,0.417093349715186,0.718727146348448,0.460235354769438,0,A_one_and_only
29946,29946,0.580052717889508,0.417093349715186,0.721125964403619,0.460865593035606,0,A_one_and_only
29947,29947,0.578811812403029,0.41037695247872,0.721659119342904,0.461552058447589,0,A_one_and_only
29948,29948,0.577757274462725,0.412017248905235,0.718492673277004,0.462026502391655,0,A_one_and_only
29949,29949,0.580715587671967,0.412017248905235,0.724243336505415,0.462358428771803,0,A_one_and_only
29950,29950,0.581087737456806,0.412017248905235,0.724784468726855,0.462764763468277,0,A_one_and_only
29951,29951,0.582820433508835,0.412017248905235,0.728088654866862,0.46308717539638,0,A_one_and_only
29952,29952,0.525308361339358,0.17890586125405,0.729484575838843,0.463358432425698,0,A_one_and_only
29953,29953,0.525524982993623,0.17890586125405,0.729772156550364,0.463649757619715,0,A_one_and_only
29954,29954,0.527422573949373,0.17890586125405,0.733418643656029,0.463947147231384,0,A_one_and_only
29955,29955,0.528097805109845,0.17890586125405,0.734550948087826,0.464383463009677,0,A_one_and_only
29956,29956,0.532446404579475,0.17890586125405,0.743088565757383,0.464702625549084,0,A_one_and_only
29957,29957,0.530337556496388,0.168037100236861,0.744236740763426,0.464839644221838,0,A_one_and_only
29958,29958,0.532866967412057,0.168037100236861,0.749288440400396,0.464853888610576,0,A_one_and_only
29959,29959,0.526061241168223,0.14297048282158,0.748140265394353,0.464993951062605,0,A_one_and_only
29960,29960,0.522038361548549,0.152872329300239,0.735163930870741,0.464953255152475,0,A_one_and_only
29961,29961,0.521345590977,0.152872329300239,0.734044423454004,0.464421187699753,0,A_one_and_only
29962,29962,0.520967231562656,0.152872329300239,0.733488867898448,0.46401886115349,0,A_one_and_only
29963,29963,0.517004744127943,0.152872329300239,0.725098988084092,0.464948671043349,0,A_one_and_only
30161,30161,0.441575335715933,0.0,0.412414486694646,0.941472369474441,0,A_one_and_only
30162,30162,0.450582383954804,0.0,0.425101059574246,0.952127416670726,0,A_one_and_only
30322,30322,0.313583101576589,0.0,0.604260907337896,0.0458105916305651,0,C_no_service
30323,30323,0.31614960146027,0.0,0.610878626550722,0.042841152739637,0,C_no_service
30324,30324,0.316444444628388,0.0,0.616294068246692,0.0331896420201676,0,C_no_service
30325,30325,0.317784029559869,0.0,0.620625405572042,0.0298853070953941,0,C_no_service
30326,30326,0.327530367333345,0.0344473689200447,0.624428498973716,0.0268171024659054,0,C_no_service
30327,30327,0.322250165461028,0.0,0.632118479381596,0.024763703080919,0,C_no_service
30328,30328,0.322325879221726,0.0,0.632670879840895,0.0239617572051143,0,C_no_service
30373,30373,0.39812020298093,0.0,0.613558972983478,0.365362865956763,0,C_no_service
30374,30374,0.398075742020868,0.0,0.613558972983478,0.365185022116516,0,C_no_service
30375,30375,0.376304443737113,0.0,0.615247601698461,0.27472257155153,0,C_no_service
30376,30376,0.368506448592538,0.0,0.603847925943683,0.266329942482787,0,C_no_service
30377,30377,0.368577069905941,0.0,0.605405234913783,0.263497809796199,0,C_no_service
30378,30378,0.375630330806086,0.0,0.608174222255555,0.286172878713234,0,C_no_service
30379,30379,0.376489089605879,0.0,0.611911645170193,0.282133068083131,0,C_no_service
30380,30380,0.376325540353361,0.0,0.614276402075009,0.276749357263426,0,C_no_service
30381,30381,0.374879608690478,0.0,0.613187801963591,0.273142830834729,0,C_no_service
30382,30382,0.376335035902039,0.0,0.618572429043993,0.268195285520171,0,C_no_service
30383,30383,0.326898529251294,0.0,0.626380860527854,0.0548323959494664,0,C_no_service
30384,30384,0.324121205249135,0.0,0.623452970004083,0.0495788809883746,0,C_no_service
30385,30385,0.317831863091139,0.0,0.613657737131554,0.044011978101449,0,C_no_service
30386,30386,0.311583806467315,0.0,0.602846434956762,0.0406423559557369,0,C_no_service
30468,30468,0.876587572778857,0.756350291115429,1.0,0.75,1,B_flood_exposed
30469,30469,0.873077059344422,0.742308237377687,1.0,0.75,1,B_flood_exposed
30470,30470,0.652022382956989,0.297414301828216,0.78033761499987,0.75,0,A_one_and_only
30471,30471,0.647858201144838,0.289005890666117,0.777144186615692,0.748138540681851,0,A_one_and_only
30472,30472,0.625161587226203,0.225818529170436,0.764488349032548,0.74585112166928,0,A_one_and_only
30473,30473,0.579782988599368,0.113300726814835,0.73301910557951,0.739793016423617,0,A_one_and_only
30474,30474,0.579568992689299,0.153320495025259,0.717007768417547,0.730939938896842,0,A_one_and_only
30475,30475,0.576156153482053,0.153320495025259,0.711780628143933,0.727742862615085,0,A_one_and_only
30476,30476,0.583816962601317,0.179561873614937,0.714443956085567,0.726818064619198,0,A_one_and_only
30883,30883,0.892437376437807,0.819749505751229,1.0,0.75,1,B_flood_exposed
30992,30992,0.640300390371564,0.0612015614862542,1.0,0.5,1,B_flood_exposed
30993,30993,0.686555261661713,0.246221046646851,1.0,0.5,1,B_flood_exposed
30994,30994,0.686555261661713,0.246221046646851,1.0,0.5,1,B_flood_exposed
30995,30995,0.686555261661713,0.246221046646851,1.0,0.5,1,B_flood_exposed
30996,30996,0.686555261661713,0.246221046646851,1.0,0.5,1,B_flood_exposed
30997,30997,0.686555261661713,0.246221046646851,1.0,0.5,1,B_flood_exposed
31125,31125,0.817904617735226,0.771618470940906,1.0,0.5,1,B_flood_exposed
31126,31126,0.8071175142982,0.7284700571928,1.0,0.5,1,B_flood_exposed
31127,31127,0.80681509588367,0.727260383534679,1.0,0.5,1,B_flood_exposed
31465,31465,0.40293868912287,0.0,0.637662483759491,0.336429788972499,0,C_no_service
31466,31466,0.401329073620346,0.0,0.633441636521875,0.338433021437635,0,C_no_service
31467,31467,0.400140093225732,0.0,0.630593930159233,0.339372512584462,0,C_no_service
31468,31468,0.400083624424294,0.0,0.630154950324746,0.340024597047682,0,C_no_service
31469,31469,0.398602005273121,0.0,0.626879433709354,0.340649153673777,0,C_no_service
31470,31470,0.426088404674097,0.0,0.624742038209408,0.454869542277573,0,A_one_and_only
31471,31471,0.426592294063551,0.0,0.625393492152706,0.455582191948791,0,A_one_and_only
31472,31472,0.42654000617225,0.0,0.624974419867233,0.456211184954532,0,A_one_and_only
31473,31473,0.433149674277411,0.0,0.621598017324631,0.489402662460382,0,A_one_and_only
31474,31474,0.449408938502044,0.0301454509757367,0.633057000842283,0.501376301347872,0,A_one_and_only
31475,31475,0.474247879257729,0.102196466376367,0.641043244975931,0.512708560702689,0,A_one_and_only
31476,31476,0.562637784123096,0.102196466376367,0.644302298046307,0.859750074023402,0,A_one_and_only
31477,31477,0.577360714276782,0.0963928574336483,0.661440006250752,0.890169987171975,0,A_one_and_only
31478,31478,0.587901501775035,0.107354218495896,0.674205354866462,0.895841078871321,0,A_one_and_only
31479,31479,0.59087927540405,0.107354218495896,0.677795418166907,0.900572046786492,0,A_one_and_only
31480,31480,0.417007632748758,0.0,0.611834918491257,0.444360694012519,0,A_one_and_only
31481,31481,0.415862573974276,0.0,0.610661193141721,0.44212790961366,0,A_one_and_only
31482,31482,0.411101945181392,0.0,0.601722574981123,0.440962630763324,0,A_one_and_only
31483,31483,0.406106538891459,0.0,0.603321901580449,0.417782352404939,0,C_no_service
31484,31484,0.406892094668819,0.0,0.605405234913783,0.416757908847709,0,C_no_service
31485,31485,0.407026549850794,0.0,0.606206516965065,0.415693165473046,0,C_no_service
31486,31486,0.408044247374573,0.0,0.609095151319216,0.41398668685986,0,C_no_service
31487,31487,0.408795277312994,0.0,0.611217316315122,0.41274647662173,0,C_no_service
31488,31488,0.409519019320745,0.0,0.614171428237151,0.409733220808676,0,C_no_service
31489,31489,0.408370576369186,0.0,0.612595900615664,0.408290504245417,0,C_no_service
32247,32247,0.356027469759582,0.0,0.487415153586441,0.449279571865447,0,A_one_and_only
32749,32749,0.342108169946687,0.0,0.458066447267247,0.452299785252255,0,A_one_and_only
32750,32750,0.351844758954382,0.0,0.477212000929858,0.45295503395781,0,A_one_and_only
32751,32751,0.351689358257656,0.0,0.476004509490487,0.454748414049649,0,A_one_and_only
32752,32752,0.34868130479224,0.0,0.46858511277581,0.457554993617341,0,A_one_and_only
32753,32753,0.349384931751608,0.0,0.47072288474804,0.45609395751035,0,A_one_and_only
33372,33372,0.36461867028371,0.102196466376367,0.643264500514206,0.0697492137300585,0,C_no_service
33373,33373,0.371960507665635,0.102196466376367,0.65600721560532,0.0736311330755318,0,C_no_service
33374,33374,0.373111785544925,0.102196466376367,0.657115443986276,0.0760197878307807,0,C_no_service
33375,33375,0.375145323803357,0.102196466376367,0.660074138755316,0.0782365513264294,0,C_no_service
33376,33376,0.387505721329478,0.145632046338966,0.6620540175523,0.080282803874346,0,C_no_service
33377,33377,0.390270804706979,0.145632046338966,0.666615384371064,0.0822204037468212,0,C_no_service
33378,33378,0.393658849712667,0.145632046338966,0.672500159738448,0.0840030330348061,0,C_no_service
33379,33379,0.403568535195523,0.181110030731509,0.673774924436031,0.0856142611785208,0,C_no_service
33380,33380,0.405683928932144,0.181110030731509,0.677265870762359,0.0870939434723473,0,C_no_service
33381,33381,0.406716692516315,0.181110030731509,0.678652908023836,0.0884509232860802,0,C_no_service
33382,33382,0.411830428116689,0.181110030731509,0.688228188038538,0.0897553056581723,0,C_no_service
33383,33383,0.412595115928791,0.181110030731509,0.689121279437929,0.0910278741077958,0,C_no_service
33384,33384,0.466936298745956,0.396600219168433,0.689434749235114,0.0922754773451648,0,C_no_service
33385,33385,0.470834619829288,0.396600219168433,0.696633731202505,0.0934707977437097,0,C_no_service
33386,33386,0.474134085890048,0.396600219168433,0.702680850046741,0.0945744242982776,0,C_no_service
33387,33387,0.474559329908323,0.396600219168433,0.703148857491492,0.0953393854818736,0,C_no_service
33388,33388,0.475193239356467,0.396600219168433,0.704091448598018,0.0959898410614003,0,C_no_service
33560,33560,0.833016140095198,0.832064560380791,1.0,0.5,1,B_flood_exposed
33561,33561,0.833016140095198,0.832064560380791,1.0,0.5,1,B_flood_exposed
33562,33562,0.83185651292791,0.82742605171164,1.0,0.5,1,B_flood_exposed
34425,34425,0.518281901347377,0.0616432716579475,0.652087323339494,0.707309687052571,0,A_one_and_only
34426,34426,0.516992583656576,0.0616432716579475,0.651513378453476,0.703300306061406,0,A_one_and_only
34427,34427,0.506708753746923,0.0301159874415429,0.649505599293436,0.697707828959276,0,A_one_and_only
34428,34428,0.502357405990806,0.0323948056573976,0.641170405770245,0.694694006765335,0,A_one_and_only
34429,34429,0.487652597376609,0.0,0.631976044315133,0.686658300876169,0,A_one_and_only
34430,34430,0.482050504299464,0.0,0.625167226718174,0.677867563761508,0,A_one_and_only
34431,34431,0.480583721853707,0.0,0.624191362184665,0.673952163045498,0,A_one_and_only
34432,34432,0.480850226848679,0.0,0.625495822791451,0.672409261811813,0,A_one_and_only
34433,34433,0.480392284803732,0.0,0.625544758201603,0.670479622811723,0,A_one_and_only
34434,34434,0.480623034446628,0.0,0.629730094605557,0.663031948575401,0,A_one_and_only
34764,34764,0.481783971655698,0.181508143568462,0.709779572602904,0.326068597848521,0,C_no_service
34765,34765,0.475659651812469,0.153320495025259,0.710673800683642,0.327970510857333,0,C_no_service
34766,34766,0.476968508630651,0.153320495025259,0.713173079737761,0.328207380021823,0,C_no_service
34767,34767,0.473551128890634,0.113473440546385,0.720745005990238,0.339241063035675,0,C_no_service
34768,34768,0.488370038230384,0.122820408995535,0.742489093977875,0.34568155597025,0,C_no_service
34769,34769,0.569694835388029,0.287758885809479,0.764163658806124,0.462693138130387,0,A_one_and_only
34770,34770,0.573790944851988,0.288435986829229,0.766752917862622,0.473221956853479,0,A_one_and_only
34771,34771,0.575924538063396,0.288435986829229,0.766752917862622,0.481756329699112,0,A_one_and_only
34772,34772,0.57857460470092,0.300606756065787,0.763403188468849,0.486885285800197,0,A_one_and_only
34773,34773,0.875202121397374,0.750808485589495,1.0,0.75,1,B_flood_exposed
34948,34948,0.353705282343763,0.0,0.476048198984627,0.4627247314058,0,A_one_and_only
34949,34949,0.359127488828811,0.0,0.48678393856359,0.462942078188062,0,A_one_and_only
35765,35765,0.390560259986106,0.0,0.606093982894979,0.350053074154467,0,C_no_service
35766,35766,0.390112559148898,0.0,0.605719773864229,0.349010688867133,0,C_no_service
35767,35767,0.389603302012795,0.0,0.605100702568664,0.348211802913852,0,C_no_service
35768,35768,0.335048514456969,0.0,0.603446023135226,0.133302011557425,0,C_no_service
35769,35769,0.335045229002504,0.0,0.603704676786741,0.132771562436535,0,C_no_service
35770,35770,0.334043691999306,0.0,0.602003775500171,0.132167216996882,0,C_no_service
36534,36534,0.333154976950076,0.0,0.603188552603888,0.126242802592525,0,C_no_service
36535,36535,0.335331310468086,0.0,0.607897763295116,0.125529715282113,0,C_no_service
36536,36536,0.339962015174588,0.0,0.617833909501642,0.124180241695069,0,C_no_service
36537,36537,0.374831220164552,0.0,0.625370721306253,0.248583438045699,0,C_no_service
36538,36538,0.36809820736894,0.0,0.612518219760359,0.24735638995504,0,C_no_service
36539,36539,0.374404956884724,0.0,0.62612275705271,0.245374313433475,0,C_no_service
36981,36981,0.417773607251662,0.0268624548717158,0.657010625958614,0.330210722217705,0,C_no_service
36982,36982,0.430113854249599,0.102196466376367,0.644383827838045,0.329491294945942,0,C_no_service
36983,36983,0.42724959870285,0.102196466376367,0.639240499168723,0.328320930097587,0,C_no_service
36984,36984,0.426426402127628,0.102196466376367,0.63782463065645,0.327859880821246,0,C_no_service
36985,36985,0.425641656875597,0.102196466376367,0.636431552784213,0.327507055557596,0,C_no_service
36986,36986,0.425010772721098,0.102196466376367,0.635385435442714,0.327075753622599,0,C_no_service
36987,36987,0.424238392387344,0.102196466376367,0.634036417811001,0.326684267551007,0,C_no_service
36988,36988,0.384316755714773,0.0021802016669223,0.517543410596084,0.5,0,A_one_and_only
36989,36989,0.822015966213164,0.788063864852658,1.0,0.5,1,B_flood_exposed
36990,36990,0.807106352411183,0.728425409644733,1.0,0.5,1,B_flood_exposed
37408,37408,0.720930404110321,0.133721616441282,1.0,0.75,1,B_flood_exposed
37409,37409,0.751988987240307,0.257955948961227,1.0,0.75,1,B_flood_exposed
37410,37410,0.751988987240307,0.257955948961227,1.0,0.75,1,B_flood_exposed
37411,37411,0.751988987240307,0.257955948961227,1.0,0.75,1,B_flood_exposed
37412,37412,0.751988987240307,0.257955948961227,1.0,0.75,1,B_flood_exposed
37413,37413,0.751988987240307,0.257955948961227,1.0,0.75,1,B_flood_exposed
37414,37414,0.47658092385078,0.0908363999350224,0.53274364773405,0.75,0,A_one_and_only
37415,37415,0.478249243827182,0.111839907582719,0.528139596168672,0.744877875388664,0,A_one_and_only
37416,37416,0.451141468534566,0.0474604370506208,0.509924172979688,0.737257091128268,0,A_one_and_only
37417,37417,0.375026156994903,0.0474604370506208,0.486054026048026,0.480536138832939,0,A_one_and_only
37418,37418,0.360594615217917,0.0474604370506208,0.463451736512466,0.468014550796117,0,A_one_and_only
37419,37419,0.342878727263714,0.042731695770144,0.436354482993393,0.456074247297926,0,A_one_and_only
37420,37420,0.332953809132941,0.042731695770144,0.418742239765108,0.451599061231402,0,A_one_and_only
37433,37433,0.59159793680484,0.107354218495896,0.678223203934458,0.902591120854547,0,A_one_and_only
37434,37434,0.574146708327025,0.0301159874415429,0.678968916089566,0.908533013687426,0,A_one_and_only
37435,37435,0.601019040749624,0.107354218495896,0.689434749235114,0.917852446032371,0,A_one_and_only
37436,37436,0.605814984159665,0.107354218495896,0.694736402413183,0.926432913316399,0,A_one_and_only
37941,37941,0.395833333333333,0.0,0.666666666666667,0.25,0,C_no_service
37942,37942,0.395769509471776,0.0,0.666666666666667,0.249744704553769,0,C_no_service
37943,37943,0.395758980639556,0.0,0.666666666666667,0.249702589224889,0,C_no_service
37944,37944,0.395833333333333,0.0,0.666666666666667,0.25,0,C_no_service
37945,37945,0.395833333333333,0.0,0.666666666666667,0.25,1,B_flood_exposed
37946,37946,0.395833333333333,0.0,0.666666666666667,0.25,1,B_flood_exposed
37992,37992,0.252108218603271,0.0,0.476188674099695,0.0560555262136914,1,B_flood_exposed
37993,37993,0.256109015169058,0.0,0.484334725521222,0.0557666096337879,1,B_flood_exposed
38379,38379,0.555316949429927,0.0644028267730835,0.703432485473312,0.75,0,A_one_and_only
38380,38380,0.533894607629654,0.0616432716579475,0.673553660477321,0.726827837906028,0,A_one_and_only
38381,38381,0.537841943216563,0.12018984411258,0.660203784654234,0.710770359445203,0,A_one_and_only
38382,38382,0.522005881015195,0.0963928574336483,0.651036318955538,0.689558028716055,0,A_one_and_only
38383,38383,0.514572589252632,0.102196466376367,0.636411391737774,0.683271107158612,0,A_one_and_only
38384,38384,0.487229371074987,0.0301159874415429,0.628546051691452,0.661709393475501,0,A_one_and_only
38385,38385,0.472785106675216,0.0,0.626596431849978,0.637947563000908,0,A_one_and_only
38386,38386,0.466753536549612,0.0,0.623596866525711,0.619820413147025,0,A_one_and_only
38387,38387,0.464315098831567,0.0,0.628655806978087,0.599948781370093,0,A_one_and_only
38798,38798,0.35242473050819,0.0,0.472078149473091,0.465542623086578,0,A_one_and_only
38799,38799,0.355257083715496,0.0,0.477900182246312,0.465227970369359,0,A_one_and_only
38851,38851,0.343490467937316,0.0,0.461581702842947,0.450798466063369,0,A_one_and_only
38932,38932,0.638693639392993,0.0547745575719723,1.0,0.5,1,B_flood_exposed
39046,39046,0.438607995801636,0.0,0.512831325214896,0.728769332776754,0,A_one_and_only
39047,39047,0.455641402257631,0.0,0.536171336219328,0.750222936591868,0,A_one_and_only
39048,39048,0.460485623948707,0.0,0.536377421351222,0.769187653092385,0,A_one_and_only
39049,39049,0.47484370621661,0.0,0.555572537748246,0.788229749369951,0,A_one_and_only
39050,39050,0.484600342615143,0.0,0.565547760955011,0.80730584855055,0,A_one_and_only
39051,39051,0.488851126492078,0.0,0.565684873099034,0.824034759770244,0,A_one_and_only
39052,39052,0.493204801033165,0.0,0.565771139489648,0.841276925153363,0,A_one_and_only
39053,39053,0.512479354766146,0.0,0.596845216537193,0.8562269859902,0,A_one_and_only
39054,39054,0.517184691046247,0.0,0.596889772371222,0.874959219442543,0,A_one_and_only
39055,39055,0.524113781828927,0.0,0.60001097674118,0.896433173833351,0,A_one_and_only
39056,39056,0.529708210000936,0.0,0.600021438524286,0.918789962955173,0,A_one_and_only
39057,39057,0.535967416721216,0.0,0.600091521221869,0.943686624441126,0,A_one_and_only
39058,39058,0.544899319474609,0.0,0.602958591061937,0.973680095774563,0,A_one_and_only
39059,39059,0.553530523056407,0.0,0.607061046112814,1.0,0,A_one_and_only
