fid,MS_ID,PF_Index_population,PF_Index_acc_loss,PF_Index_centrality,Per_extent,TF_Index_population,TF_Index_acc_loss,TF_Index_centrality,Tem_extent,PF_Index_Risk_equal,TF_Index_Risk_equal
190,190,0,0,0,0,0,0,8.0230640941947e-08,0,0,2.00576602354867e-08
191,191,0,0,8.143302008474e-08,0,0,0,7.81255126986771e-08,0,2.0358255021185e-08,1.95313781746693e-08
192,192,0,0,1.65399769577229e-07,0,0,0,1.17536602073252e-07,0,4.13499423943072e-08,2.93841505183129e-08
193,193,0,0,8.94010735996126e-08,0,0,0,7.85790642113538e-08,0,2.23502683999032e-08,1.96447660528384e-08
194,194,0,0,1.7713388462371e-07,0,0,0,1.31221589412059e-07,0,4.42834711559274e-08,3.28053973530148e-08
195,195,0,0,4.71970253036468e-08,0,0,0,0,0,1.17992563259117e-08,0
196,196,0,0,1.27719211541872e-07,0,0,0,1.27719211541872e-07,0,3.1929802885468e-08,3.1929802885468e-08
197,197,0,0,1.39418593931475e-07,0,0,0,1.79133646373216e-07,0,3.48546484828689e-08,4.47834115933041e-08
198,198,0,0,1.30874074799379e-07,0,0,0,0,0,3.27185186998447e-08,0
199,199,0,0,9.25602631485375e-08,0,0,0,5.26456325604393e-08,0,2.31400657871344e-08,1.31614081401098e-08
200,200,0,0,1.34118793776304e-07,0,0,0,9.41080452888303e-08,0,3.3529698444076e-08,2.35270113222076e-08
201,201,0,0,5.55848055154357e-08,0,0,0,0,0,1.38962013788589e-08,0
202,202,0,0,5.70981574424593e-08,0,0,0,4.01970071398728e-08,0,1.42745393606148e-08,1.00492517849682e-08
203,203,0,0,1.79514017848897e-07,0,0,0,0,0,4.48785044622242e-08,0
204,204,0,0,3.0121334760683e-08,0,0,0,4.03761376380541e-08,0,7.53033369017075e-09,1.00940344095135e-08
205,205,0,0,1.73758955623977e-07,0,0,0,8.09258565394971e-08,0,4.34397389059943e-08,2.02314641348743e-08
206,206,0,0,7.23552328720541e-08,0,0,0,4.05489023817614e-08,0,1.80888082180135e-08,1.01372255954404e-08
207,207,0,0,7.33294600769927e-08,0,0,0,0,0,1.83323650192482e-08,0
208,208,0,0,4.07125809040408e-08,0,0,0,8.14251618080815e-08,0,1.01781452260102e-08,2.03562904520204e-08
209,209,0,0,7.53777732961721e-08,0,0,0,4.07923173381218e-08,0,1.8844443324043e-08,1.01980793345305e-08
210,210,0,0,7.64402885818572e-08,0,0,0,3.55697126173525e-08,0,1.91100721454643e-08,8.89242815433812e-09
211,211,0,0,7.31955432112085e-08,0,0,0,1.14141798057914e-07,0,1.82988858028021e-08,2.85354495144786e-08
212,212,0,0,1.19649734965623e-07,0,0,0,1.19649734965623e-07,0,2.99124337414057e-08,2.99124337414057e-08
213,213,0,0,3.8683776759019e-08,0,0,0,7.7367553518038e-08,0,9.67094418975476e-09,1.93418883795095e-08
214,214,0,0,1.20744204542006e-07,0,0,0,8.22995210414774e-08,0,3.01860511355015e-08,2.05748802603693e-08
215,215,0,0,8.21293540817859e-08,0,0,0,8.21293540817859e-08,0,2.05323385204465e-08,2.05323385204465e-08
216,216,0,0,8.33287692825602e-08,0,0,0,1.24605821850042e-07,0,2.08321923206401e-08,3.11514554625106e-08
217,217,0,0,8.45382527508655e-08,0,0,0,1.25872570832993e-07,0,2.11345631877164e-08,3.14681427082482e-08
218,218,0,0,8.57523328067313e-08,0,0,0,4.13915508255131e-08,0,2.14380832016828e-08,1.03478877063783e-08
219,219,0,0,4.14452213949848e-08,0,0,0,4.55186771325637e-08,0,1.03613053487462e-08,1.13796692831409e-08
220,220,0,0,0,0,0,0,0,0,0,0
221,221,0,0,8.94138525519695e-08,0,0,0,4.78664304490235e-08,0,2.23534631379924e-08,1.19666076122559e-08
222,222,0,0,4.15943860223563e-08,0,0,0,9.06106636419259e-08,0,1.03985965055891e-08,2.26526659104815e-08
223,223,0,0,1.83607001445238e-07,0,0,0,4.16404054509623e-08,0,4.59017503613095e-08,1.04101013627406e-08
224,224,0,0,4.16820751404436e-08,0,0,0,5.12277341215028e-08,0,1.04205187851109e-08,1.28069335303757e-08
225,225,0,0,1.0452418292401e-07,0,0,0,9.39867693391467e-08,0,2.61310457310024e-08,2.34966923347867e-08
226,226,0,0,9.5019865998667e-08,0,0,0,4.17634150980258e-08,0,2.37549664996667e-08,1.04408537745065e-08
227,227,0,0,0,0,0,0,5.42022811788866e-08,0,0,1.35505702947217e-08
228,228,0,0,1.38714750160055e-07,0,0,0,1.38714750160055e-07,0,3.46786875400136e-08,3.46786875400136e-08
229,229,0,0,1.39670140138438e-07,0,0,0,4.18691844226202e-08,0,3.49175350346094e-08,1.0467296105655e-08
230,230,0,0,1.5537420702108e-07,0,0,0,5.67382582444093e-08,0,3.88435517552701e-08,1.41845645611023e-08
231,231,0,0,9.93276323695661e-08,0,0,0,4.19224565352163e-08,0,2.48319080923915e-08,1.04806141338041e-08
232,232,0,0,0,0,0,0,9.99576973654676e-08,0,0,2.49894243413669e-08
233,233,0,0,4.19663835838251e-08,0,0,0,5.84998052541483e-08,0,1.04915958959563e-08,1.46249513135371e-08
1226,1226,0,0,5.44528493221456e-08,0,0,0,2.60241329071205e-08,0,1.36132123305364e-08,6.50603322678012e-09
1227,1227,0,0,2.85955664976173e-08,0,0,0,2.85955664976173e-08,0,7.14889162440433e-09,7.14889162440433e-09
1228,1228,0,0,1.30876937253513e-08,0,0,0,1.38440050861767e-08,0,3.27192343133782e-09,3.46100127154418e-09
1229,1229,0,0,1.36576243360073e-08,0,0,0,2.67583557550827e-08,0,3.41440608400182e-09,6.68958893877067e-09
1230,1230,0,0,2.66362034997348e-08,0,0,0,1.34958186714759e-08,0,6.65905087493369e-09,3.37395466786898e-09
1231,1231,0,0,0,0,0,0,1.31964310938321e-08,0,0,3.29910777345803e-09
1232,1232,0,0,0,0,0,0,2.61097266812567e-08,0,0,6.52743167031418e-09
1233,1233,0,0,0,0,0,0,2.59772296913413e-08,0,0,6.49430742283533e-09
1234,1234,0,0,1.26407854842523e-08,0,0,0,2.57174767214987e-08,0,3.16019637106308e-09,6.42936918037469e-09
1235,1235,0,0,2.50881220286255e-08,0,0,0,0,0,6.27203050715639e-09,0
1236,1236,0,0,2.500566628398e-08,0,0,0,1.250283314199e-08,0,6.25141657099499e-09,3.12570828549749e-09
1237,1237,0,0,2.54802073981051e-08,0,0,0,1.31244839452913e-08,0,6.37005184952628e-09,3.28112098632282e-09
1238,1238,0,0,2.52782728918765e-08,0,0,0,1.31113343184665e-08,0,6.31956822296911e-09,3.27783357961664e-09
1239,1239,0,0,2.51074534544117e-08,0,0,0,1.20073192775974e-08,0,6.27686336360292e-09,3.00182981939935e-09
1240,1240,0,0,0,0,0,0,2.62317374643773e-08,0,0,6.55793436609433e-09
1241,1241,0,0,1.31084812817704e-08,0,0,0,0,0,3.27712032044259e-09,0
1242,1242,0,0,1.30833115975917e-08,0,0,0,1.15416910811905e-08,0,3.27082789939792e-09,2.88542277029763e-09
1243,1243,0,0,1.1396818719375e-08,0,0,0,2.44561457795648e-08,0,2.84920467984376e-09,6.11403644489121e-09
1244,1244,0,0,1.30516951541666e-08,0,0,0,1.30516951541666e-08,0,3.26292378854166e-09,3.26292378854166e-09
1245,1245,0,0,2.41087685211046e-08,0,0,0,0,0,6.02719213027614e-09,0
1246,1246,0,0,1.09772617001144e-08,0,0,0,2.39302081016512e-08,0,2.7443154250286e-09,5.98255202541279e-09
1247,1247,0,0,0,0,0,0,1.08162813936078e-08,0,0,2.70407034840194e-09
1248,1248,0,0,3.64223838712969e-08,0,0,0,2.57321597135455e-08,0,9.10559596782423e-09,6.43303992838637e-09
1249,1249,0,0,3.38973439606258e-08,0,0,0,4.67290710525797e-08,0,8.47433599015645e-09,1.16822677631449e-08
1250,1250,0,0,3.59799959464962e-08,0,0,0,2.3160504740821e-08,0,8.99499898662405e-09,5.79012618520525e-09
1251,1251,0,0,9.83430223501433e-09,0,0,0,1.25787505255402e-08,0,2.45857555875358e-09,3.14468763138505e-09
1252,1252,0,0,2.21546152753006e-08,0,0,0,0,0,5.53865381882514e-09,0
1253,1253,0,0,1.17468274873132e-08,0,0,0,0,0,2.9367068718283e-09,0
1254,1254,0,0,0,0,0,0,2.86996722140433e-08,0,0,7.17491805351082e-09
1255,1255,0,0,1.61457738630663e-08,0,0,0,2.26941228031635e-08,0,4.03644346576657e-09,5.67353070079088e-09
1256,1256,0,0,2.26329058550784e-08,0,0,0,3.86985348491946e-08,0,5.65822646376961e-09,9.67463371229865e-09
1257,1257,0,0,3.23087934907861e-08,0,0,0,1.61543967453931e-08,0,8.07719837269654e-09,4.03859918634827e-09
1258,1258,0,0,3.70526362790386e-08,0,0,0,5.21942203867227e-08,0,9.26315906975966e-09,1.30485550966807e-08
1259,1259,0,0,2.16005432277415e-08,0,0,0,2.94799744302494e-08,0,5.40013580693538e-09,7.36999360756234e-09
1260,1260,0,0,2.9005883669467e-08,0,0,0,5.04157013211937e-08,0,7.25147091736676e-09,1.26039253302984e-08
1261,1261,0,0,2.09671685172429e-08,0,0,0,2.78740982729209e-08,0,5.24179212931073e-09,6.96852456823022e-09
1262,1262,0,0,0,0,0,0,0,0,0,0
1263,1263,0,0,2.73873558055717e-08,0,0,0,2.07672484874382e-08,0,6.84683895139292e-09,5.19181212185956e-09
1264,1264,0,0,3.958341156158e-07,0,0,0,6.7751633055024e-08,0,9.89585289039499e-08,1.6937908263756e-08
1265,1265,0,0,7.90201757554592e-07,0,0,0,2.02615835270408e-08,0,1.97550439388648e-07,5.06539588176021e-09
1266,1266,0,0,1.12340382371355e-06,0,0,0,0,0,2.80850955928387e-07,0
1267,1267,0,0,1.37932265676421e-06,0,0,0,5.06124357791456e-08,0,3.44830664191053e-07,1.26531089447864e-08
1427,1427,0,0,2.91448912231054e-08,0,0,0,0,0,7.28622280577635e-09,0
1428,1428,0,0,6.91427612718851e-08,0,0,0,4.01221983070144e-08,0,1.72856903179713e-08,1.00305495767536e-08
1429,1429,0,0,6.86923533873877e-08,0,0,0,5.78572230307233e-08,0,1.71730883468469e-08,1.44643057576808e-08
1430,1430,0,0,7.90287264151938e-08,0,0,0,3.95143632075969e-08,0,1.97571816037984e-08,9.87859080189922e-09
1431,1431,0,0,2.87643303894e-08,0,0,0,2.87643303894e-08,0,7.19108259735e-09,7.19108259735e-09
1432,1432,0,0,2.86535600443756e-08,0,0,0,2.86535600443756e-08,0,7.16339001109389e-09,7.16339001109389e-09
1433,1433,0,0,2.85657567724077e-08,0,0,0,2.85657567724077e-08,0,7.14143919310193e-09,7.14143919310193e-09
1434,1434,0,0,5.71542008909197e-08,0,0,0,3.8457400839643e-08,0,1.42885502227299e-08,9.61435020991075e-09
1435,1435,0,0,6.6826493833594e-08,0,0,0,0,0,1.67066234583985e-08,0
1436,1436,0,0,6.51745673629648e-08,0,0,0,9.33756008744409e-08,0,1.62936418407412e-08,2.33439002186102e-08
1437,1437,0,0,2.8037680848649e-08,0,0,0,0,0,7.00942021216225e-09,0
2068,2068,0,0,1.84538153410848e-08,0,0,0,2.149699205633e-08,0,4.61345383527121e-09,5.37424801408249e-09
2069,2069,0,0,2.44551562376349e-08,0,0,0,2.14456088819671e-08,0,6.11378905940872e-09,5.36140222049178e-09
2070,2070,0,0,1.21786920045815e-08,0,0,0,1.84181735802351e-08,0,3.04467300114538e-09,4.60454339505877e-09
2071,2071,0,0,9.19956972508447e-09,0,0,0,2.13189579150994e-08,0,2.29989243127112e-09,5.32973947877485e-09
2072,2072,0,0,2.12375767257444e-08,0,0,0,1.20485353559451e-08,0,5.30939418143611e-09,3.01213383898627e-09
2073,2073,0,0,0,0,0,0,2.11434692069046e-08,0,0,5.28586730172616e-09
2074,2074,0,0,3.2912494041257e-08,0,0,0,3.56227352846043e-08,0,8.22812351031426e-09,8.90568382115107e-09
2075,2075,0,0,2.745088652089e-08,0,0,0,3.26958312545492e-08,0,6.8627216302225e-09,8.17395781363729e-09
2076,2076,0,0,2.99362189920747e-08,0,0,0,3.65431682985384e-08,0,7.48405474801868e-09,9.1357920746346e-09
2077,2077,0,0,0,0,0,0,2.97933754823129e-08,0,0,7.44834387057822e-09
2078,2078,0,0,2.05221302549275e-08,0,0,0,1.14170901417628e-08,0,5.13053256373188e-09,2.8542725354407e-09
2079,2079,0,0,9.08878132457572e-09,0,0,0,1.12829866011375e-08,0,2.27219533114393e-09,2.82074665028437e-09
2080,2080,0,0,9.07106555775188e-09,0,0,0,1.11429283811901e-08,0,2.26776638943797e-09,2.78573209529753e-09
2081,2081,0,0,2.00607635960372e-08,0,0,0,4.01215271920744e-08,0,5.01519089900929e-09,1.00303817980186e-08
2082,2082,0,0,3.07644341479668e-08,0,0,0,1.99002254578166e-08,0,7.69110853699169e-09,4.97505636445415e-09
2083,2083,0,0,2.1439949916277e-08,0,0,0,2.87541594039862e-08,0,5.35998747906925e-09,7.18853985099656e-09
2084,2084,0,0,8.99763146349355e-09,0,0,0,0,0,2.24940786587339e-09,0
2085,2085,0,0,2.83762347047073e-08,0,0,0,2.83762347047073e-08,0,7.09405867617683e-09,7.09405867617683e-09
2086,2086,0,0,1.02710117373835e-08,0,0,0,1.02710117373835e-08,0,2.56775293434589e-09,2.56775293434589e-09
2087,2087,0,0,1.9056030551659e-08,0,0,0,0,0,4.76400763791476e-09,0
2088,2088,0,0,9.96651887515157e-09,0,0,0,1.78261864111409e-08,0,2.49162971878789e-09,4.45654660278522e-09
2089,2089,0,0,2.75896521393323e-08,0,0,0,9.80906613531348e-09,0,6.89741303483308e-09,2.45226653382837e-09
2090,2090,0,0,9.64998053791925e-09,0,0,0,1.85168166202673e-08,0,2.41249513447981e-09,4.62920415506683e-09
2091,2091,0,0,1.89868553241117e-08,0,0,0,1.83363590895795e-08,0,4.74671383102792e-09,4.58408977239487e-09
2092,2092,0,0,1.81569601118587e-08,0,0,0,8.81864823809052e-09,0,4.53924002796466e-09,2.20466205952263e-09
2093,2093,0,0,1.75865449705893e-08,0,0,0,2.67687249302979e-08,0,4.39663624264733e-09,6.69218123257448e-09
2094,2094,0,0,1.75356541935325e-08,0,0,0,9.03115372338573e-09,0,4.38391354838311e-09,2.25778843084643e-09
2095,2095,0,0,2.65023687617487e-08,0,0,0,2.65023687617487e-08,0,6.62559219043717e-09,6.62559219043717e-09
2096,2096,0,0,8.72949224035435e-09,0,0,0,8.72949224035435e-09,0,2.18237306008859e-09,2.18237306008859e-09
2097,2097,0,0,8.57611456042439e-09,0,0,0,1.72642583649125e-08,0,2.1440286401061e-09,4.31606459122813e-09
2098,2098,0,0,1.70860193191933e-08,0,0,0,8.42576964350232e-09,0,4.27150482979832e-09,2.10644241087558e-09
2099,2099,0,0,8.27857223372171e-09,0,0,0,1.69115242530175e-08,0,2.06964305843043e-09,4.22788106325438e-09
2100,2100,0,0,1.6728914472508e-08,0,0,0,8.12556797720161e-09,0,4.18222861812699e-09,2.0313919943004e-09
2101,2101,0,0,8.57520969989304e-09,0,0,0,1.65538030700522e-08,0,2.14380242497326e-09,4.13845076751304e-09
2102,2102,0,0,7.82986615376241e-09,0,0,0,7.82986615376241e-09,0,1.9574665384406e-09,1.9574665384406e-09
2103,2103,0,0,8.51420455396875e-09,0,0,0,2.38725566838773e-08,0,2.12855113849219e-09,5.96813917096933e-09
2104,2104,0,0,0,0,0,0,1.5065197958509e-08,0,0,3.76629948962725e-09
2105,2105,0,0,0,0,0,0,8.4523211662959e-09,0,0,2.11308029157398e-09
2106,2106,0,0,1.44760235359297e-08,0,0,0,0,0,3.61900588398243e-09,0
2107,2107,0,0,3.09591549908358e-08,0,0,0,1.67748656685532e-08,0,7.73978874770895e-09,4.1937164171383e-09
2108,2108,0,0,3.89636946693844e-08,0,0,0,8.35425070625165e-09,0,9.7409236673461e-09,2.08856267656291e-09
2109,2109,0,0,8.31964252958665e-09,0,0,0,8.31964252958665e-09,0,2.07991063239666e-09,2.07991063239666e-09
2110,2110,0,0,0,0,0,0,1.33365056434757e-08,0,0,3.33412641086893e-09
2111,2111,0,0,8.25210892546121e-09,0,0,0,8.25210892546121e-09,0,2.0630272313653e-09,2.0630272313653e-09
2112,2112,0,0,2.92047782107807e-08,0,0,0,2.09889190655731e-08,0,7.30119455269517e-09,5.24722976639329e-09
2113,2113,0,0,1.25002625055126e-08,0,0,0,8.1804194788222e-09,0,3.12506562637815e-09,2.04510486970555e-09
2114,2114,0,0,0,0,0,0,8.14450727587929e-09,0,0,2.03612681896982e-09
2115,2115,0,0,1.62168217611066e-08,0,0,0,3.19913531291151e-08,0,4.05420544027666e-09,7.99783828227878e-09
2116,2116,0,0,1.16584608201569e-08,0,0,0,1.9730030980763e-08,0,2.91461520503922e-09,4.93250774519076e-09
2117,2117,0,0,3.41394989086285e-08,0,0,0,3.07943743366993e-08,0,8.53487472715713e-09,7.69859358417483e-09
2118,2118,0,0,1.90957369184263e-08,0,0,0,1.10991684059064e-08,0,4.77393422960657e-09,2.77479210147659e-09
2119,2119,0,0,1.0827398619602e-08,0,0,0,7.9579646302214e-09,0,2.70684965490049e-09,1.98949115755535e-09
2120,2120,0,0,1.05643751184795e-08,0,0,0,1.05643751184795e-08,0,2.64109377961987e-09,2.64109377961987e-09
2121,2121,0,0,0,0,0,0,0,0,0,0
2122,2122,0,0,0,0,0,0,1.00497672514104e-08,0,0,2.51244181285259e-09
2123,2123,0,0,1.56029793202481e-08,0,0,0,1.96044604068318e-08,0,3.90074483006202e-09,4.90111510170794e-09
2124,2124,0,0,7.76151991174469e-09,0,0,0,7.76151991174469e-09,0,1.94037997793617e-09,1.94037997793617e-09
2125,2125,0,0,7.72151116027071e-09,0,0,0,1.70470243917565e-08,0,1.93037779006768e-09,4.26175609793913e-09
2126,2126,0,0,1.53622507835823e-08,0,0,0,3.21416201051161e-08,0,3.84056269589558e-09,8.03540502627903e-09
2127,2127,0,0,1.65209561145821e-08,0,0,0,1.65209561145821e-08,0,4.13023902864553e-09,4.13023902864553e-09
2128,2128,0,0,1.51997712008841e-08,0,0,0,1.6266523979201e-08,0,3.79994280022102e-09,4.06663099480026e-09
2129,2129,0,0,7.55919880717052e-09,0,0,0,2.44709174037495e-08,0,1.88979970179263e-09,6.11772935093738e-09
2130,2130,0,0,2.32911888341833e-08,0,0,0,1.57728567346584e-08,0,5.82279720854583e-09,3.9432141836646e-09
2131,2131,0,0,1.5535137394466e-08,0,0,0,1.5535137394466e-08,0,3.88378434861649e-09,3.88378434861649e-09
2132,2132,0,0,7.86728234549743e-09,0,0,0,2.27396901740474e-08,0,1.96682058637436e-09,5.68492254351184e-09
2133,2133,0,0,2.24735723196298e-08,0,0,0,1.47901339157885e-08,0,5.61839307990745e-09,3.69753347894713e-09
2134,2134,0,0,2.97177606549654e-08,0,0,0,2.25146768675564e-08,0,7.42944016374134e-09,5.62866921688911e-09
2135,2135,0,0,1.4623988020029e-08,0,0,0,4.39062070706654e-08,0,3.65599700500725e-09,1.09765517676663e-08
2136,2136,0,0,2.88558372088957e-08,0,0,0,1.45403532607905e-08,0,7.21395930222391e-09,3.63508831519764e-09
2137,2137,0,0,1.39772655861607e-08,0,0,0,1.39772655861607e-08,0,3.49431639654017e-09,3.49431639654017e-09
2138,2138,0,0,1.36557130368798e-08,0,0,0,0,0,3.41392825921996e-09,0
2139,2139,0,0,2.85680591729067e-08,0,0,0,4.19133228160633e-08,0,7.14201479322667e-09,1.04783307040158e-08
2140,2140,0,0,0,0,0,0,2.72503732641312e-08,0,0,6.81259331603281e-09
2141,2141,0,0,1.41041447793847e-08,0,0,0,2.6814577431327e-08,0,3.52603619484617e-09,6.70364435783174e-09
2142,2142,0,0,1.40237427574381e-08,0,0,0,0,0,3.50593568935951e-09,0
2143,2143,0,0,2.6109642230416e-08,0,0,0,2.6109642230416e-08,0,6.527410557604e-09,6.527410557604e-09
2144,2144,0,0,1.38591179636011e-08,0,0,0,0,0,3.46477949090027e-09,0
2145,2145,0,0,3.70372959171064e-08,0,0,0,3.70372959171064e-08,0,9.2593239792766e-09,9.2593239792766e-09
2146,2146,0,0,0,0,0,0,0,0,0,0
2147,2147,0,0,1.36141018570071e-08,0,0,0,1.1124353541567e-08,0,3.40352546425176e-09,2.78108838539175e-09
2148,2148,0,0,1.08793490633055e-08,0,0,0,0,0,2.71983726582636e-09,0
2149,2149,0,0,0,0,0,0,1.06376234017503e-08,0,0,2.65940585043757e-09
2150,2150,0,0,1.04023824618162e-08,0,0,0,1.33704940365457e-08,0,2.60059561545405e-09,3.34262350913643e-09
2151,2151,0,0,1.32898630771987e-08,0,0,0,1.01714615478881e-08,0,3.32246576929967e-09,2.54286538697203e-09
2152,2152,0,0,1.98964287422536e-08,0,0,0,3.31071063940039e-08,0,4.97410718556341e-09,8.27677659850097e-09
2153,2153,0,0,9.79875013414489e-09,0,0,0,2.63981182576566e-08,0,2.44968753353622e-09,6.59952956441415e-09
2154,2154,0,0,4.75667198834156e-08,0,0,0,2.02743788457456e-08,0,1.18916799708539e-08,5.06859471143639e-09
2155,2155,0,0,4.73742041131988e-08,0,0,0,6.76094690158846e-08,0,1.18435510282997e-08,1.69023672539712e-08
2156,2156,0,0,7.40322995436683e-08,0,0,0,6.73004539741972e-08,0,1.85080748859171e-08,1.68251134935493e-08
2157,2157,0,0,2.60260889679989e-08,0,0,0,6.59394992192634e-08,0,6.50652224199974e-09,1.64848748048159e-08
2158,2158,0,0,1.97592048453364e-08,0,0,0,9.00685008375422e-08,0,4.9398012113341e-09,2.25171252093855e-08
2159,2159,0,0,0,0,0,0,4.4274711174983e-08,0,0,1.10686777937457e-08
2160,2160,0,0,5.7697447203374e-08,0,0,0,1.92324824011247e-08,0,1.44243618008435e-08,4.80812060028116e-09
2161,2161,0,0,5.96998553379703e-08,0,0,0,0,0,1.49249638344926e-08,0
2162,2162,0,0,7.6088025044589e-08,0,0,0,3.69172637603378e-08,0,1.90220062611472e-08,9.22931594008446e-09
2163,2163,0,0,5.85772569282117e-08,0,0,0,1.82833954078985e-08,0,1.46443142320529e-08,4.57084885197463e-09
2164,2164,0,0,3.91594134295799e-08,0,0,0,1.95797067147899e-08,0,9.78985335739497e-09,4.89492667869748e-09
