fid,MS_ID,TF_Index_Risk_equal
25106,25106,0.384347940984365
25107,25107,0.385038995339053
25117,25117,0.815350317395151
25192,25192,0.877442957648641
25193,25193,0.869235734654172
25194,25194,0.87619381442705
25195,25195,0.656995186101806
25196,25196,0.652183402534666
25197,25197,0.646844050167073
25198,25198,0.716498648536905
25199,25199,0.716340206161237
25200,25200,0.716340206161237
25201,25201,0.716340206161237
25202,25202,0.54967353949457
25203,25203,0.54967353949457
25204,25204,0.54967353949457
25205,25205,0.54967353949457
25206,25206,0.54618134363185
25207,25207,0.54618134363185
25208,25208,0.54967353949457
25209,25209,0.54967353949457
25210,25210,0.54967353949457
25211,25211,0.54967353949457
25212,25212,0.716340206161237
25213,25213,0.716496777760425
25214,25214,0.716498648536905
25215,25215,0.705058068298881
25216,25216,0.538253817108695
25217,25217,0.538256013724415
25218,25218,0.54967353949457
25219,25219,0.54618134363185
25220,25220,0.54618134363185
25221,25221,0.54618134363185
25222,25222,0.545958567445233
25223,25223,0.40511475072119
25224,25224,0.520575166681314
25225,25225,0.520575166681314
25226,25226,0.520575166681314
25227,25227,0.520575166681314
25293,25293,0.571110045387859
25294,25294,0.571110045387859
25619,25619,0.756735587077885
25620,25620,0.747397944885415
25621,25621,0.746937983296021
25622,25622,0.743828161997212
25623,25623,0.752964490265365
25624,25624,0.752492463469815
25625,25625,0.753600868484188
25626,25626,0.754400196327277
25627,25627,0.751412155401991
25628,25628,0.5625
25629,25629,0.5625
25630,25630,0.5625
25631,25631,0.5625
25632,25632,0.5625
25633,25633,0.5625
25634,25634,0.5625
25635,25635,0.5625
25636,25636,0.5625
25637,25637,0.5625
25638,25638,0.5625
25639,25639,0.5625
25640,25640,0.5625
25641,25641,0.5625
25642,25642,0.5625
25643,25643,0.5625
25644,25644,0.5625
25645,25645,0.5625
25646,25646,0.5625
25647,25647,0.5625
25648,25648,0.5625
25649,25649,0.5625
25650,25650,0.5625
25651,25651,0.5625
25652,25652,0.5625
25653,25653,0.5625
25654,25654,0.5625
25655,25655,0.5625
25656,25656,0.5625
25657,25657,0.5625
25658,25658,0.5625
25659,25659,0.5625
25660,25660,0.56249929850022
25661,25661,0.5625
25662,25662,0.5625
25663,25663,0.5625
25664,25664,0.562246786665386
25665,25665,0.562003303695707
25666,25666,0.561762837937136
25667,25667,0.561532745049121
25668,25668,0.561301834338087
25669,25669,0.56109284738504
25670,25670,0.560981872432957
25671,25671,0.560910240787508
25672,25672,0.560841712152083
25731,25731,0.659756112022233
25732,25732,0.706826583981085
25733,25733,0.706817015654594
25734,25734,0.714714870628039
25735,25735,0.714714870628039
25736,25736,0.742453782368112
25737,25737,0.804702511764333
25738,25738,0.810146907360696
25739,25739,0.814815433705245
25740,25740,0.815620634026938
25741,25741,0.816608543013757
25742,25742,0.816921801822234
25743,25743,0.818307907531977
25744,25744,0.819153309613193
25770,25770,0.432629164248725
25771,25771,0.565505802968478
25772,25772,0.603919823818717
25773,25773,0.603692879096111
25774,25774,0.595509792403861
25775,25775,0.599148105114822
25776,25776,0.610763978903055
25777,25777,0.613554963948749
25778,25778,0.613554963948749
25779,25779,0.613554963948749
25780,25780,0.613554963948749
25781,25781,0.616612025541895
25782,25782,0.61768675258326
25783,25783,0.628907238310506
25784,25784,0.628907238310506
26074,26074,0.782754563111601
26075,26075,0.782754563111601
26076,26076,0.782754563111601
26077,26077,0.780028023211578
26078,26078,0.73482950948044
26079,26079,0.734509441837504
26080,26080,0.734491549930438
26081,26081,0.671998378145029
26082,26082,0.652744353590776
26083,26083,0.632463188324072
26084,26084,0.629589051339677
26085,26085,0.624668053155681
26086,26086,0.575566621573021
26087,26087,0.562248260288454
26088,26088,0.562229657382292
26089,26089,0.5622082017807
26090,26090,0.562124560946487
26091,26091,0.562070195369719
26092,26092,0.5
26155,26155,0.73380196224559
26156,26156,0.734918974399323
26157,26157,0.735766543348698
26158,26158,0.736587420122796
26159,26159,0.737398300263033
26160,26160,0.738198413169432
26161,26161,0.738976755472901
26162,26162,0.739744899271866
26163,26163,0.740501263587844
26164,26164,0.741236824588711
26165,26165,0.741959511276728
26166,26166,0.742654397215246
26167,26167,0.743308916505608
26168,26168,0.74367946600045
26169,26169,0.744006995661762
26170,26170,0.744332337300916
26171,26171,0.74465471673461
26172,26172,0.744968719041999
26173,26173,0.745279788503219
26174,26174,0.745586079281534
26175,26175,0.745892482769599
26176,26176,0.746194752476304
26177,26177,0.746492746013717
26178,26178,0.746787128155886
26179,26179,0.747078260499782
26180,26180,0.747366195974364
26181,26181,0.74765018033878
26182,26182,0.747926595482659
26183,26183,0.74819883245867
26184,26184,0.748467364771959
26185,26185,0.748731668683199
26186,26186,0.748992247475762
26187,26187,0.749248889000126
26188,26188,0.749502402558486
26189,26189,0.74975259225201
26190,26190,0.75
26191,26191,0.75
26192,26192,0.75
26193,26193,0.75
26194,26194,0.749999590698176
26195,26195,0.75
26196,26196,0.75
26197,26197,0.75
26198,26198,0.75
26199,26199,0.75
26200,26200,0.75
26201,26201,0.75
26202,26202,0.75
26203,26203,0.75
26204,26204,0.5625
26205,26205,0.5625
26206,26206,0.562143327076103
26207,26207,0.562068024089674
26208,26208,0.561675940430296
26209,26209,0.561428720859521
26210,26210,0.561262935632219
26211,26211,0.560864603888386
26212,26212,0.560793884558308
26213,26213,0.560652995216982
26214,26214,0.560181002333238
26215,26215,0.559745568132307
26216,26216,0.559366216328892
26217,26217,0.559333111185925
26218,26218,0.55917247252552
26219,26219,0.75
26220,26220,0.75
26221,26221,0.75
26222,26222,0.75
26223,26223,0.75
26224,26224,0.75
26225,26225,0.749943923722734
26226,26226,0.749887056150262
26227,26227,0.749829363942569
26228,26228,0.749779218804392
26229,26229,0.749726999941243
26230,26230,0.749677818131842
26231,26231,0.749635245828631
26232,26232,0.749590235726554
26233,26233,0.749548163766541
26234,26234,0.74952010505469
26235,26235,0.749487792063917
26236,26236,0.749462007035988
26237,26237,0.749441854393208
26238,26238,0.749425252215705
26239,26239,0.749416343681163
26240,26240,0.749409811505165
26241,26241,0.749414368313188
26242,26242,0.749422888844015
26243,26243,0.74943590552136
26244,26244,0.749461277441605
26245,26245,0.749487886021786
26246,26246,0.749524753698129
26247,26247,0.74957637063871
26248,26248,0.74962984491897
26249,26249,0.749693008965202
26250,26250,0.749772305086754
26251,26251,0.749855590348669
26252,26252,0.749904566076364
26253,26253,0.75
26254,26254,0.75
26255,26255,0.75
26256,26256,0.431803689474465
26257,26257,0.42937418300656
26258,26258,0.423597793729992
26259,26259,0.400514351324434
26260,26260,0.397930530889676
26261,26261,0.387701038165801
26262,26262,0.384071406151389
26263,26263,0.378927206928493
26264,26264,0.377523420222722
26265,26265,0.379298716719302
26266,26266,0.375807766575411
26267,26267,0.524832593048619
26268,26268,0.522289514817835
26269,26269,0.522305775949528
26270,26270,0.524133228625819
26271,26271,0.530776788860273
26272,26272,0.5310248563746
26273,26273,0.531591667719631
26274,26274,0.534575804751658
26275,26275,0.5625
26276,26276,0.5625
26277,26277,0.5625
26278,26278,0.5625
26279,26279,0.5625
26280,26280,0.5625
26281,26281,0.5625
26282,26282,0.625
26283,26283,0.625
26284,26284,0.625
26285,26285,0.549620947576904
26286,26286,0.549307792048784
26287,26287,0.552294591438451
26288,26288,0.551687762711145
26289,26289,0.55102374923111
26290,26290,0.551373952758402
26291,26291,0.55122506039576
26292,26292,0.551075496942084
26293,26293,0.554487925776772
26294,26294,0.554338430972401
26295,26295,0.554193253852468
26296,26296,0.554222796804283
26297,26297,0.554115843604941
26298,26298,0.649430404924848
26299,26299,0.660177911341681
26300,26300,0.761689868258689
26301,26301,0.766600226458562
26302,26302,0.766600226458562
26303,26303,0.766600226458562
26304,26304,0.860623765996008
26305,26305,0.860623765996008
26306,26306,0.766600226458562
26307,26307,0.711356072127359
26308,26308,0.702130524598118
26309,26309,0.686882825087921
26310,26310,0.678514192146591
26311,26311,0.654353427285143
26312,26312,0.643517080814455
26313,26313,0.636121403660611
26314,26314,0.633031820406724
26315,26315,0.630122004502682
26316,26316,0.621882999443414
26317,26317,0.622113343407122
26318,26318,0.622554694957741
26319,26319,0.621712883549052
26320,26320,0.619860263226233
26321,26321,0.618400596759488
26322,26322,0.614576690668917
26323,26323,0.609017006276021
26324,26324,0.60829513350125
26325,26325,0.601607692305422
26337,26337,0.520833333333333
26338,26338,0.520832561239372
26339,26339,0.520832256722447
26340,26340,0.520832240539804
26341,26341,0.520832494622737
26342,26342,0.520833333333333
26343,26343,0.520833333333333
26344,26344,0.520833333333333
26345,26345,0.520833333333333
26347,26347,0.260479363617741
26348,26348,0.266182301614145
26349,26349,0.264771366804138
26350,26350,0.26727625763985
26351,26351,0.267309511928501
26352,26352,0.267021917446861
26353,26353,0.268678697515957
26354,26354,0.272385800818598
26355,26355,0.272873185476851
26356,26356,0.272725362300996
26357,26357,0.270613353914482
26358,26358,0.270768864528224
26359,26359,0.271169985447174
26360,26360,0.271801177276031
26361,26361,0.267899773850802
26362,26362,0.268385489977794
26363,26363,0.272474086816595
26364,26364,0.27292064117075
26365,26365,0.279262173294056
26366,26366,0.278997097800441
26367,26367,0.281294869142764
26368,26368,0.283423849654392
26369,26369,0.284204553343364
26370,26370,0.285491569197472
26371,26371,0.285849483890437
26372,26372,0.289728381613987
26373,26373,0.290155328252539
26374,26374,0.28842348050799
26375,26375,0.376029499052515
26376,26376,0.377217687281807
26377,26377,0.376546900204378
26378,26378,0.571110045387859
26379,26379,0.571110045387859
26432,26432,0.528153311256927
26433,26433,0.539712718943576
26434,26434,0.538992349646285
26435,26435,0.538619411069939
26436,26436,0.53711740986818
26437,26437,0.508943252165061
26438,26438,0.509137675313224
26439,26439,0.51410098646144
26440,26440,0.514612725176747
26441,26441,0.517606968158421
26442,26442,0.52281291637993
26443,26443,0.52614317522062
26444,26444,0.527005920882504
26445,26445,0.527744284268042
26446,26446,0.535281351417224
26480,26480,0.254452107861066
26481,26481,0.254415966587011
26482,26482,0.25438985620542
26636,26636,0.365370805644042
26637,26637,0.367151715800836
26638,26638,0.366983959159729
26639,26639,0.366426692759823
26640,26640,0.36579165651781
26641,26641,0.372386673376179
26642,26642,0.371888703570016
26643,26643,0.371658336416117
26644,26644,0.371314215958221
26645,26645,0.370761739638874
26646,26646,0.36662720899653
26647,26647,0.369563172940327
26648,26648,0.369143256298731
26649,26649,0.368674521162194
26650,26650,0.372734968053076
26651,26651,0.372159687603915
26652,26652,0.371633209372345
26653,26653,0.36883186474364
26654,26654,0.371586219792127
26655,26655,0.37064245116022
26656,26656,0.370077707445461
26657,26657,0.369921266860867
26658,26658,0.366754648248945
26659,26659,0.366319519923348
26660,26660,0.366453221156439
26661,26661,0.36625201495423
26662,26662,0.367596640267757
26663,26663,0.367839862638278
26664,26664,0.281392675992729
26762,26762,0.694152109908201
26763,26763,0.694156397060801
26764,26764,0.687458072565393
26765,26765,0.692300958164302
26766,26766,0.692314928895469
26767,26767,0.692336301004196
26768,26768,0.700383031307945
26769,26769,0.702426920568644
26770,26770,0.702486869158819
26771,26771,0.70050755624286
26772,26772,0.702486869158819
26773,26773,0.702486869158819
26774,26774,0.702486869158819
26775,26775,0.702486869158819
26776,26776,0.702486869158819
26777,26777,0.740114067112694
26778,26778,0.687689638207455
26779,26779,0.687681062491951
26780,26780,0.687678039364541
26781,26781,0.687664687565915
26782,26782,0.68759808476037
26783,26783,0.687451691860246
26784,26784,0.687438507039448
26785,26785,0.687426205701146
26786,26786,0.687415217051096
26787,26787,0.717785320344909
26788,26788,0.71776114872791
26789,26789,0.783576780787299
26790,26790,0.782317974372556
26791,26791,0.784986441416288
26847,26847,0.479709458140972
26848,26848,0.477304025266991
26849,26849,0.542978607720153
26850,26850,0.521961930565785
26851,26851,0.488170620213307
26852,26852,0.484754307002798
26853,26853,0.484987994788102
27147,27147,0.260433515571234
27148,27148,0.261453457367783
27192,27192,0.644695305520601
27193,27193,0.645178837029795
27194,27194,0.674083762715542
27195,27195,0.723771541593782
27196,27196,0.724298270285817
27197,27197,0.800762936670879
27198,27198,0.799818525633677
27199,27199,0.799818525633677
27200,27200,0.803471634538066
27201,27201,0.803471634538066
27202,27202,0.803471634538066
27203,27203,0.814739029028592
27204,27204,0.839853813299687
27205,27205,0.81770308157881
27206,27206,0.81770308157881
27209,27209,0.273297828078095
27210,27210,0.275409750221208
27213,27213,0.25547229763481
27214,27214,0.295420755248195
27215,27215,0.301126993317659
27216,27216,0.301291080658193
27253,27253,0.443445350152301
27254,27254,0.44186674307125
27255,27255,0.437878661036421
27256,27256,0.437696002578278
27257,27257,0.43755637084159
27258,27258,0.437465915778941
27259,27259,0.430800274115902
27260,27260,0.430650039417551
27261,27261,0.430560101742633
27262,27262,0.430397487238046
27263,27263,0.426610668437646
27273,27273,0.683026030502879
27274,27274,0.683026030502879
27376,27376,0.363097119137262
27377,27377,0.362073628023565
27378,27378,0.362260385996883
27379,27379,0.364265861146493
27380,27380,0.364225321055324
27381,27381,0.355107211353462
27382,27382,0.35866523383653
27383,27383,0.357136435813577
27385,27385,0.344519999185246
27386,27386,0.381315138884055
27387,27387,0.406393599482129
27388,27388,0.455793098408213
27389,27389,0.456596071786356
27390,27390,0.459494253768096
27626,27626,0.640922830122342
27627,27627,0.639986869158819
27628,27628,0.639986869158819
27629,27629,0.639986869158819
27630,27630,0.638005304517342
27631,27631,0.638005133919877
27632,27632,0.638005465541941
27633,27633,0.638006400242743
27634,27634,0.63800755624286
27635,27635,0.63800755624286
27636,27636,0.63800755624286
27637,27637,0.63800755624286
27638,27638,0.63800755624286
27639,27639,0.63800755624286
27640,27640,0.63800755624286
27641,27641,0.63800755624286
27642,27642,0.63800755624286
27643,27643,0.63800755624286
27644,27644,0.300866797941547
27645,27645,0.300179240778945
27646,27646,0.2977801268689
27647,27647,0.298745236659403
27648,27648,0.298951867083296
27649,27649,0.300149491824006
27650,27650,0.303394043152411
27651,27651,0.818127242320501
27652,27652,0.818301554882216
27653,27653,0.823298093856733
27654,27654,0.824472887976037
27655,27655,0.825466451257372
27656,27656,0.825480562257664
27657,27657,0.825398407835694
27658,27658,0.820484023283147
27659,27659,0.820484023283147
27660,27660,0.820484023283147
27661,27661,0.820003253766652
27662,27662,0.820003253766652
27663,27663,0.819451072412309
27664,27664,0.652784405745642
27665,27665,0.443880322464473
27666,27666,0.439663086042511
27667,27667,0.443806953017516
27668,27668,0.700383031307945
27669,27669,0.700383031307945
27670,27670,0.700383031307945
27671,27671,0.700383031307945
27672,27672,0.698855484533179
27673,27673,0.698855940044271
27674,27674,0.698855940044271
27675,27675,0.720930404110321
27676,27676,0.720930404110321
27677,27677,0.751988987240307
27678,27678,0.751988987240307
27679,27679,0.738646310641721
27680,27680,0.735563572086809
27681,27681,0.726821273018714
27682,27682,0.724328027420643
27716,27716,0.527967526090507
27717,27717,0.517573703755315
27718,27718,0.512913077713413
27719,27719,0.515263615369752
27720,27720,0.509096030523416
27721,27721,0.528982840101982
27722,27722,0.482250469768413
27723,27723,0.471827125998294
27724,27724,0.454935154561006
27725,27725,0.430487848185638
27726,27726,0.406110692686738
27727,27727,0.380415689981454
27728,27728,0.266037356224641
27734,27734,0.53615212498478
27735,27735,0.637743358287434
27736,27736,0.637743358287434
27737,27737,0.683436728029156
27738,27738,0.683436728029156
27739,27739,0.690713353451076
27740,27740,0.693528621437965
27741,27741,0.696110045387859
27742,27742,0.713369012283337
27743,27743,0.773832797661984
27744,27744,0.944111958826324
27755,27755,0.395833333333333
27756,27756,0.395833333333333
27757,27757,0.395833333333333
27758,27758,0.395833333333333
27759,27759,0.395833333333333
27760,27760,0.395833333333333
27761,27761,0.395833333333333
27762,27762,0.395833333333333
27763,27763,0.395833333333333
27764,27764,0.395833333333333
27765,27765,0.395833333333333
27766,27766,0.395833333333333
27767,27767,0.395833333333333
27768,27768,0.395833333333333
27769,27769,0.395833333333333
27815,27815,0.400476211768642
27816,27816,0.405744476928503
27817,27817,0.420791538358727
27818,27818,0.424302893311763
27819,27819,0.428574587104664
27820,27820,0.434061393337594
27821,27821,0.434484296556405
27822,27822,0.441564797938678
27823,27823,0.4449833648342
27824,27824,0.448697000834748
27825,27825,0.451841884111674
27826,27826,0.466717967272371
27827,27827,0.474325005349891
27828,27828,0.64585387776735
27829,27829,0.813426814575409
27830,27830,0.814769888333657
27831,27831,0.82338181273289
27832,27832,0.82338181273289
27833,27833,0.82338181273289
27834,27834,0.82338181273289
27835,27835,0.823123781295018
27836,27836,0.824761619351747
27837,27837,0.824761619351747
27838,27838,0.824013288059537
27839,27839,0.824013288059537
27840,27840,0.823123781295018
27841,27841,0.823514839368778
27842,27842,0.813835280984487
27843,27843,0.812749951048307
27844,27844,0.813138391133035
27845,27845,0.813138391133035
27846,27846,0.80056785841364
27847,27847,0.80056785841364
27848,27848,0.800179418328912
27849,27849,0.795333514640699
27850,27850,0.795821258286659
27851,27851,0.799306035163426
27852,27852,0.800002468781412
27853,27853,0.806048208433628
27854,27854,0.805062597275609
27855,27855,0.804828052212426
27856,27856,0.822839098102183
27857,27857,0.822839098102183
27858,27858,0.81296561728708
27859,27859,0.81296561728708
27860,27860,0.812636163230936
27861,27861,0.812636163230936
27862,27862,0.812636163230936
27863,27863,0.812636163230936
27864,27864,0.812636163230936
27865,27865,0.812636163230936
27866,27866,0.812636163230936
27867,27867,0.81229415057727
27868,27868,0.81229415057727
27869,27869,0.811976286305021
27870,27870,0.811976286305021
27871,27871,0.811976286305021
27872,27872,0.811976286305021
27873,27873,0.811976286305021
27874,27874,0.811128572126076
27875,27875,0.811128572126076
27876,27876,0.873628572126076
27877,27877,0.873628572126076
27878,27878,0.874017012210804
27879,27879,0.874017012210804
27880,27880,0.874017012210804
27881,27881,0.86306785841364
27882,27882,0.863494915418681
27883,27883,0.762791769575396
27884,27884,0.894618404353081
27885,27885,0.906070819485879
27886,27886,0.906070819485879
27887,27887,0.910819960392678
27888,27888,0.910819960392678
27889,27889,0.913703540271877
27890,27890,0.913703540271877
27891,27891,0.914471920533244
27892,27892,0.914471920533244
27893,27893,0.914898977538286
27894,27894,0.918841192033606
27895,27895,0.921374147898265
27896,27896,0.921374147898265
27897,27897,0.921699534645284
27898,27898,0.921699534645284
27899,27899,0.922370451742033
27900,27900,0.922370451742033
27901,27901,0.922370451742033
27902,27902,0.923614499178363
28144,28144,0.265289393664271
28245,28245,0.5625
28246,28246,0.5625
28247,28247,0.5625
28248,28248,0.5
28249,28249,0.464594630101203
28250,28250,0.471003174825317
28251,28251,0.460956872785666
28252,28252,0.46894581182472
28253,28253,0.471167724349127
28254,28254,0.47293510699204
28255,28255,0.473399567427651
28256,28256,0.477403964910608
28257,28257,0.404360332065919
28258,28258,0.413470565641869
28259,28259,0.414094260416327
28260,28260,0.406850114084366
28261,28261,0.407659588990556
28262,28262,0.408529546426745
28263,28263,0.408886598393581
28264,28264,0.409116555280661
28265,28265,0.409041221530154
28266,28266,0.411693321849508
28338,28338,0.553873931373561
28339,28339,0.552124782807367
28340,28340,0.552359432452144
28341,28341,0.552592699175018
28342,28342,0.552806800002039
28343,28343,0.553008686397975
28344,28344,0.553088167147707
28345,28345,0.553291373459005
28346,28346,0.553494180363615
28347,28347,0.553697664224414
28348,28348,0.550047007642026
28349,28349,0.550250817020434
28350,28350,0.554308422299474
28351,28351,0.554513081195972
28352,28352,0.554717166281531
28353,28353,0.555044287278516
28354,28354,0.555249859780275
28355,28355,0.555453679590974
28356,28356,0.555657727505703
28357,28357,0.555861759685451
28358,28358,0.625
28359,28359,0.625
28360,28360,0.625
28361,28361,0.625
28362,28362,0.625
28363,28363,0.625
28364,28364,0.625
28365,28365,0.625
28366,28366,0.625
28367,28367,0.625
28368,28368,0.625
28369,28369,0.625
28370,28370,0.625
28371,28371,0.625
28372,28372,0.625
28373,28373,0.625
28374,28374,0.625
28375,28375,0.625
28427,28427,0.476609145039305
28428,28428,0.486340779855248
28429,28429,0.489484306453999
28430,28430,0.491232908464525
28431,28431,0.493413201189583
28432,28432,0.49534425477422
28433,28433,0.500787655274359
28435,28435,0.510267493301574
28436,28436,0.451799669157165
28437,28437,0.640875962217071
28438,28438,0.644847855971906
28439,28439,0.644847855971906
28440,28440,0.646942062748578
28441,28441,0.646942062748578
28442,28442,0.646942062748578
28443,28443,0.813608729415245
28444,28444,0.814071170180908
28445,28445,0.821657354966148
28446,28446,0.821657354966148
28447,28447,0.820893495386088
28448,28448,0.81970787448073
28449,28449,0.819707870710854
28450,28450,0.822819790868205
28451,28451,0.811739935614776
28452,28452,0.811739935614776
28453,28453,0.811739935614776
28454,28454,0.811739935614776
28455,28455,0.819993549376716
28456,28456,0.820597015932715
28457,28457,0.821283056113534
28458,28458,0.821283056113534
28459,28459,0.821283056113534
28465,28465,0.509684363663421
28466,28466,0.792783628441936
28467,28467,0.792783628441936
28468,28468,0.792783628441936
28469,28469,0.791594263010637
28470,28470,0.791594263010637
28471,28471,0.791594263010637
28472,28472,0.791594263010637
28473,28473,0.792783628441936
28474,28474,0.792783628441936
28475,28475,0.804802497829679
28476,28476,0.520844797987303
28477,28477,0.52185616453991
28478,28478,0.521036911459218
28479,28479,0.519952293462264
28706,28706,0.412480247110079
28707,28707,0.425659496775911
28708,28708,0.423603292969133
28709,28709,0.462537372679996
28710,28710,0.531810605643773
28711,28711,0.475596052576178
28712,28712,0.416306496762961
28713,28713,0.415361123448197
28714,28714,0.415966316802707
