fid,MS_ID,Per_extent,Tem_extent,Street_type_NOR,Resident_NOR,DayNight_NOR,PRM_NOR,Index_population,N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PF_Index_acc_loss,PFResident_lossR,PFDaynight_lossR,PFPRM_lossR,PF_Index_population,PFAB2k_lossR,N_PFAB2k_lossR,PFAB2k_NOR,PFAB5k_lossR,N_PFAB5k_lossR,PFAB5k_NOR,PFABC_NOR,PF_Index_centrality,PF_Index_V_equal,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TF_Index_acc_loss,TFResident_lossR,TFDaynight_lossR,TFPRM_lossR,TF_Index_population,TFAB2k_lossR,N_TFAB2k_lossR,TFAB2k_NOR,TFAB5k_lossR,N_TFAB5k_lossR,TFAB5k_NOR,TFABC_NOR,TF_Index_centrality,TF_Index_V_equal,PF_Index_Risk_equal,TF_Index_Risk_equal
24351,24351,0,0,0.75,0.75979624525587,0.72441201132237,0.674644123535362,0.719617460037867,-1,-0.445917319058196,-0.550537634408602,0.665484984488933,-0.642795513373598,0,0,0.154188958219215,-0.772183612157973,0.772183612157973,0.772183612157973,-0.854459632931461,0.854459632931461,0.854459632931461,0.0959515382330368,0.813321622544717,0.574620137435449,0,-0.0381630255403698,-0.010752688172043,0.0163052379041376,0,0,0,0,-0.00209248649025053,0.00209248649025053,0.00209248649025053,-0.410316536011182,0.410316536011182,0.410316536011182,0.45840617765154,0.206204511250716,0.0597037467647479,0.574620137435449,0.0597037467647479
24352,24352,0,0,0.75,0.710662167899391,0.72441201132237,0.674644123535362,0.703239434252374,-1,-0.434963795576291,-0.513888888888889,0.649617561488393,-0.435967302452316,0,0,0.102196466376367,-0.741936596029873,0.741936596029873,0.741936596029873,-0.845484746768973,0.845484746768973,0.845484746768973,0.0940423255273283,0.793710671399423,0.548785565188144,0,-0.0389175555735964,-0.00992063492063492,0.0162793968314104,0,0,0,0,-0.00304778151339787,0.00304778151339787,0.00304778151339787,-0.426956324156804,0.426956324156804,0.426956324156804,0.404302436894481,0.215002052835101,0.0618902116244804,0.548785565188144,0.0618902116244804
24353,24353,0,0,0.75,0.27618912691441,0.708856021963539,0,0.328348382959316,-1,-0.282405294627679,-0.553695955369595,0.612033749999092,0,0,,0,-0.285282168213515,0.285282168213515,0.285282168213515,-0.290047142697472,0.290047142697472,0.290047142697472,0.0808999583656925,0.287664655455494,0.377933038863419,0,-0.0772970922472056,-0.280334728033473,0.119210606760226,0,0,,0,-0.0199232328732492,0.0199232328732492,0.0199232328732492,0.267626818247138,0.267626818247138,0.267626818247138,0.147219758390673,0.143775025560194,0.0955490597701615,0.377933038863419,0.0955490597701615
24354,24354,0,0,0.75,0.27618912691441,0.657454470891628,0,0.311214532602013,-1,-0.269637823590557,-0.55316091954023,0.607599581043595,0,0,,0,-0.293020082463263,0.293020082463263,0.293020082463263,-0.291565418559392,0.291565418559392,0.291565418559392,0.0803651750988543,0.292292750511328,0.37687297814963,0,-0.0608803286306315,-0.271551724137931,0.110810684256188,0,0,,0,-0.0171291146145476,0.0171291146145476,0.0171291146145476,0.273647094976741,0.273647094976741,0.273647094976741,0.147701036633282,0.145388104795644,0.0917523683270048,0.37687297814963,0.0917523683270048
24355,24355,0,0,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1,-0.269637823590557,-0.554896142433234,0.608177988674597,0,0,0,0,-0.303865172725108,0.303865172725108,0.303865172725108,-0.292866619702278,0.292866619702278,0.292866619702278,0.0809932294680776,0.298365896213693,0.378680468390722,0,-0.0608803286306315,-0.259643916913947,0.106841415181526,0,0,0,0,-0.0151585659560406,0.0151585659560406,0.0151585659560406,0.273972050339874,0.273972050339874,0.273972050339874,0.150009779967967,0.144565308147957,0.0895620346277523,0.378680468390722,0.0895620346277523
24356,24356,0,0,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1,-0.284965704741348,-0.556390977443609,0.613785560728319,0,0,0,0,-0.323164186850424,0.323164186850424,0.323164186850424,-0.298443929534926,0.298443929534926,0.298443929534926,0.0777984940058757,0.310804058192675,0.384593794912328,0,-0.0596026523327446,-0.255639097744361,0.105080583359035,0,0,0,0,-0.00921746950270953,0.00921746950270953,0.00921746950270953,0.298567279543203,0.298567279543203,0.298567279543203,0.148728728974843,0.153892374522956,0.0910133853102567,0.384593794912328,0.0910133853102567
24357,24357,0,0,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1,-0.284965704741348,-0.54375,0.609571901580449,0,0,0,0,-0.329027781214954,0.329027781214954,0.329027781214954,-0.299843288245226,0.299843288245226,0.299843288245226,0.0772136313321132,0.31443553473009,0.383394834472747,0,-0.0596026523327446,-0.2296875,0.0964300507775815,0,0,0,0,-0.00745800385282169,0.00745800385282169,0.00745800385282169,0.303607451751721,0.303607451751721,0.303607451751721,0.148801838855895,0.155532727802271,0.0870982073393586,0.383394834472747,0.0870982073393586
24358,24358,0,0,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1,-0.284965704741348,-0.530645161290323,0.605203622010557,0,0,0,0,-0.338691091320453,0.338691091320453,0.338691091320453,-0.30138913934374,0.30138913934374,0.30138913934374,0.0777414070240377,0.320040115332097,0.382611839838303,0,-0.0596026523327446,-0.208064516129032,0.089222389487259,0,0,0,0,-0.00621457082554073,0.00621457082554073,0.00621457082554073,0.303378515462982,0.303378515462982,0.303378515462982,0.150884388932813,0.154796543144261,0.0833103305296948,0.382611839838303,0.0833103305296948
24359,24359,0,0,0.75,0.247938215477885,0.675341107706899,0.485711880368725,0.469663734517836,-1,-0.284965704741348,-0.523411371237458,0.602792358659602,0,0,0,0,-0.345970472284702,0.345970472284702,0.345970472284702,-0.30243527918714,0.30243527918714,0.30243527918714,0.0783530846298426,0.324202875735921,0.382446898263781,0,-0.0596026523327446,-0.18561872909699,0.0817404604765782,0,0,0,0,-0.00541472956174715,0.00541472956174715,0.00541472956174715,0.302037620231628,0.302037620231628,0.302037620231628,0.152777689195399,0.153726174896688,0.079301773962461,0.382446898263781,0.079301773962461
24360,24360,0,0,0.75,0.247938215477885,0.719885691097588,0.485711880368725,0.484511928981399,-1,-0.276696078015419,-0.512820512820513,0.596505530278644,0,0,0,0,-0.350350926162271,0.350350926162271,0.350350926162271,-0.303168360948663,0.303168360948663,0.303168360948663,0.0787542264724426,0.326759643555467,0.379942676028189,0,-0.0578730098816475,-0.165811965811966,0.0745616585645378,0,0,0,0,-0.00490909463743445,0.00490909463743445,0.00490909463743445,0.301667713712292,0.301667713712292,0.301667713712292,0.154032305428422,0.153288404174863,0.0756029303259847,0.379942676028189,0.0756029303259847
24361,24361,0,0,0.5,0.209532099944993,0.675341107706899,0.485711880368725,0.456861696006872,-1,-0.285281209279445,-0.5,0.595093736426482,0,0,0,0,-0.355134152608515,0.355134152608515,0.355134152608515,-0.30461239134473,0.30461239134473,0.30461239134473,0.0787123829184879,0.329873271976623,0.380015186207396,0,-0.0596686424044644,-0.147368421052632,0.0690123544856986,0,0,0,0,-0.00417002100629127,0.00417002100629127,0.00417002100629127,0.305323119240461,0.305323119240461,0.305323119240461,0.154874928276189,0.154746570123376,0.0731928197736934,0.380015186207396,0.0731928197736934
24362,24362,0,0,0.5,0.247938215477885,0.708391337145403,0.485711880368725,0.480680477664004,-1,-0.333312806304928,-0.492932862190813,0.608748556165247,0,0,0,0,-0.382983424279518,0.382983424279518,0.382983424279518,-0.307801697738952,0.307801697738952,0.307801697738952,0.085490348780166,0.345392561009235,0.390722418334932,0,-0.055658701397961,-0.128975265017668,0.0615446554718763,0,0,0,0,-0.00304843566357122,0.00304843566357122,0.00304843566357122,0.281993028583815,0.281993028583815,0.281993028583815,0.169586038632461,0.142520732123693,0.0664025107668614,0.390722418334932,0.0664025107668614
24363,24363,0,0,0.5,0.379712149733461,0.708391337145403,0.485711880368725,0.524605122415863,-1,-0.361690803081575,-0.486535008976661,0.616075270686078,0,0,0,0,-0.387746962208576,0.387746962208576,0.387746962208576,-0.308797115803791,0.308797115803791,0.308797115803791,0.0867582241699912,0.348272039006184,0.395105645094585,0,-0.0532894608627428,-0.11310592459605,0.0554651284862644,0,0,0,0,-0.0027128765594809,0.0027128765594809,0.0027128765594809,0.279611297234817,0.279611297234817,0.279611297234817,0.172579126190629,0.141162086897149,0.0630230859674194,0.395105645094585,0.0630230859674194
24387,24387,0,0,0.5,0.582716299596208,0.678119535200345,0.485711880368725,0.582182571721759,-1,-0.348272877797924,-0.481617647058824,0.609963508285582,0,0,0,0,0.0196084903596451,0.0196084903596451,0.0196084903596451,0.0515766941180712,0.0515766941180712,0.0515766941180712,0.169559108666874,0.0355925922388581,0.313879902202506,0,-0.0166943088012942,-0.0569852941176471,0.0245598676396471,0,0,0,0,-0.0100088627824463,0.0100088627824463,0.0100088627824463,-0.134367103832874,0.134367103832874,0.134367103832874,0.175758769843541,0.0721879833076601,0.0303269296467386,0.313879902202506,0.0303269296467386
24388,24388,0,0,0.5,0.615599245577136,0.6649527630585,0.485711880368725,0.58875462966812,-1,-0.358089967102177,-0.480300187617261,0.612796718239813,0,0,0,0,0.023815506531423,0.023815506531423,0.023815506531423,0.0553419254912078,0.0553419254912078,0.0553419254912078,0.169987446428905,0.0395787160113154,0.316293038122735,0,-0.0171648889636021,-0.0469043151969981,0.0213564013868668,0,0,0,0,-0.00997029151239791,0.00997029151239791,0.00997029151239791,-0.134917979545973,0.134917979545973,0.134917979545973,0.175469222637585,0.0724441355291855,0.0287892345757298,0.316293038122735,0.0287892345757298
24389,24389,0,0,0.5,0.615599245577136,0.6649527630585,0.485711880368725,0.58875462966812,-1,-0.33056928327851,-0.48,0.60352309442617,0,0,0,0,0.0261220019934228,0.0261220019934228,0.0261220019934228,0.0577074013918304,0.0577074013918304,0.0577074013918304,0.170221890248219,0.0419147016926266,0.312240222636242,0,-0.0171648889636021,-0.0438095238095238,0.0203248042577087,0,0,0,0,-0.00995556214249139,0.00995556214249139,0.00995556214249139,-0.135154973326821,0.135154973326821,0.135154973326821,0.175295209693195,0.0725552677346563,0.0283012190625184,0.312240222636242,0.0283012190625184
24986,24986,0,0,0.75,0.841917794541294,0.881401712489317,0.736540138134578,0.819953215055063,0,-0.399638646476849,-0.469827586206897,0.289822077561249,0,-0.272926062593959,0,0.0745955341654121,-0.755292751438309,0.755292751438309,0.755292751438309,-0.888366293778307,0.888366293778307,0.888366293778307,0.0741285425060564,0.821829522608308,0.369017302974054,-1,-0.73405815722872,-0.607758620689655,0.780605592639458,0,-0.275932759327593,0,0.0754173177165583,-0.795276980890348,0.795276980890348,0.795276980890348,-0.922815304127703,0.922815304127703,0.922815304127703,0.0657094274706162,0.859046142509026,0.623918661376125,0.369017302974054,0.623918661376125
24987,24987,0,0,0.75,0.841917794541294,0.881401712489317,0.736540138134578,0.819953215055063,0,-0.406064562236747,-0.467248908296943,0.291104490177897,0,-0.272926062593959,0,0.0745955341654121,-0.755605148788184,0.755605148788184,0.755605148788184,-0.888723664556648,0.888723664556648,0.888723664556648,0.0736734791767666,0.822164406672416,0.369742230298405,-1,-0.729781994515865,-0.602620087336245,0.77746736061737,0,-0.275932759327593,0,0.0754173177165583,-0.794014427271839,0.794014427271839,0.794014427271839,-0.922566212658637,0.922566212658637,0.922566212658637,0.0657619800588357,0.858290319965238,0.622160589729134,0.369742230298405,0.622160589729134
24988,24988,0,0,0.75,0.854296957402755,0.858014160936644,0.730465944643726,0.814259020994375,0,-0.422143877429478,-0.449074074074074,0.290405983834517,0,-0.345621322256836,0,0.0938084264985443,-0.758690923814737,0.758690923814737,0.758690923814737,-0.893510254364567,0.893510254364567,0.893510254364567,0.0658659560337446,0.826100589089652,0.375180245814308,-1,-0.729781994515865,-0.578703703703704,0.769495232739856,0,-0.083073727933541,0,0.0225478441258394,-0.76708996229287,0.76708996229287,0.76708996229287,-0.916710588278898,0.916710588278898,0.916710588278898,0.0666931729208436,0.841900275285884,0.600859646222859,0.375180245814308,0.600859646222859
24989,24989,0,0,0.75,0.85068641715635,0.858014160936644,0.730465944643726,0.813055507578907,-1,-0.393618826311989,-0.441176470588235,0.611598432300075,0,-0.345621322256836,0,0.0936697731992083,-0.754315100585312,0.754315100585312,0.754315100585312,-0.892562901311227,0.892562901311227,0.892562901311227,0.0670161140236622,0.82343900094827,0.535076409686907,-1,-0.716443064428886,-0.558823529411765,0.758422197946884,0,-0.083073727933541,0,0.0225145173438257,-0.762215574054714,0.762215574054714,0.762215574054714,-0.915563544325403,0.915563544325403,0.915563544325403,0.0681410622816287,0.838889559190058,0.594562118106913,0.535076409686907,0.594562118106913
24990,24990,0,0,0.75,0.85068641715635,0.858014160936644,0.730465944643726,0.813055507578907,-1,-0.393618826311989,-0.43,0.607872942103996,0,-0.345621322256836,0,0.0936697731992083,-0.754712061478808,0.754712061478808,0.754712061478808,-0.892919438179061,0.892919438179061,0.892919438179061,0.0666006691863954,0.823815749828934,0.533307851809034,-1,-0.716443064428886,-0.55,0.755481021476295,0,-0.083073727933541,0,0.0225145173438257,-0.760892368119122,0.760892368119122,0.760892368119122,-0.915346399159897,0.915346399159897,0.915346399159897,0.0681655866462171,0.838119383639509,0.592898985983981,0.533307851809034,0.592898985983981
24996,24996,0,0,0.5,0,0.408813841593765,0,0.136271280531255,0,-0.481820748288542,-0.653005464480874,0.378275404256472,,0,,0,-0.837696683449691,0.837696683449691,0.837696683449691,-0.902008512017423,0.902008512017423,0.902008512017423,0.0119286282556449,0.869852597733557,0.406600851561625,-1,-1,-1,1,,-0.590163934426229,,0.026807465022542,-0.998919360743875,0.998919360743875,0.998919360743875,-0.999936346186026,0.999936346186026,0.999936346186026,5.86600073269993e-05,0.99942785346495,0.756558829621873,0.406600851561625,0.756558829621873
24997,24997,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.452897689774557,-0.637142857142857,0.363346848972471,,0,,0,-0.835001992536729,0.835001992536729,0.835001992536729,-0.894000371478285,0.894000371478285,0.894000371478285,0.0120836035012724,0.864501182007507,0.397798719988112,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.998919042352507,0.998919042352507,0.998919042352507,-0.999937981879939,0.999937981879939,0.999937981879939,5.64311834193605e-05,0.999428512116223,0.759730105293088,0.397798719988112,0.759730105293088
24998,24998,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.443153622638976,-0.631123919308357,0.358092513982445,,0,,0,-0.833853260044438,0.833853260044438,0.833853260044438,-0.889069974847468,0.889069974847468,0.889069974847468,0.0120255347370369,0.861461617445953,0.394411661352711,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.9990141073588,0.9990141073588,0.9990141073588,-0.999944809279113,0.999944809279113,0.999944809279113,4.95379262845487e-05,0.999479458318957,0.759742841843772,0.394411661352711,0.759742841843772
24999,24999,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.443153622638976,-0.624633431085044,0.355929017908007,,0,,0,-0.832995231144897,0.832995231144897,0.832995231144897,-0.884314504097985,0.884314504097985,0.884314504097985,0.0118913149756378,0.858654867621441,0.392628225859364,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.999192793963442,0.999192793963442,0.999192793963442,-0.999956066453935,0.999956066453935,0.999956066453935,3.878832858711e-05,0.999574430208689,0.759766584816205,0.392628225859364,0.759766584816205
25000,25000,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.411596675093908,-0.614457831325301,0.342018168806403,,0,,0,-0.83147231906515,0.83147231906515,0.83147231906515,-0.878467394434072,0.878467394434072,0.878467394434072,0.0118395775842971,0.854969856749611,0.384751548590604,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.999431024443477,0.999431024443477,0.999431024443477,-0.999969895510173,0.999969895510173,0.999969895510173,2.61540711348361e-05,0.999700459976825,0.759798092258239,0.384751548590604,0.759798092258239
25001,25001,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.365480653192261,-0.560606060606061,0.308695571266107,,0,,0,-0.829201479325638,0.829201479325638,0.829201479325638,-0.872153462750915,0.872153462750915,0.872153462750915,0.0118517185398052,0.850677471038277,0.367017153392623,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.999734747500085,0.999734747500085,0.999734747500085,-0.99998634133813,0.99998634133813,0.99998634133813,1.16853544755943e-05,0.999860544419108,0.75983811336881,0.367017153392623,0.75983811336881
25002,25002,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.365480653192261,-0.55045871559633,0.30531312292953,,0,,0,-0.825601095715997,0.825601095715997,0.825601095715997,-0.865615611444689,0.865615611444689,0.865615611444689,0.0120375514097619,0.845608353580343,0.364058649859851,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-1,1,1,-1,1,1,0,1,0.759872977264033,0.364058649859851,0.759872977264033
25003,25003,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.332977568020636,-0.513846153846154,0.282274573955597,,0,,0,-0.823320624898037,0.823320624898037,0.823320624898037,-0.860840766297122,0.860840766297122,0.860840766297122,0.012051839900552,0.84208069559758,0.351657460877193,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.351657460877193,0.762883031307945
25004,25004,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.324172094611177,-0.48125,0.268474031537059,,0,,0,-0.820260662187964,0.820260662187964,0.820260662187964,-0.855407607692323,0.855407607692323,0.855407607692323,0.0121395291394425,0.837834134940143,0.343695549503565,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.343695549503565,0.762883031307945
25005,25005,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.275568208735272,-0.451923076923077,0.24249709521945,,0,,0,-0.816982360344533,0.816982360344533,0.816982360344533,-0.850156776189953,0.850156776189953,0.850156776189953,0.0122234186309232,0.833569568267243,0.329640939676536,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.329640939676536,0.762883031307945
25006,25006,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.24060841043835,-0.357859531772575,0.199489314070308,,0,,0,-0.812960178860386,0.812960178860386,0.812960178860386,-0.844738545004595,0.844738545004595,0.844738545004595,0.012338021928634,0.828849361932491,0.306956997518277,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.306956997518277,0.762883031307945
25007,25007,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.250126056157008,-0.371621621621622,0.20724922592621,,0,,0,-0.807815321000386,0.807815321000386,0.807815321000386,-0.839173940061859,0.839173940061859,0.839173940061859,0.012566312401738,0.823494630531122,0.309498270595886,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.309498270595886,0.762883031307945
25008,25008,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.250126056157008,-0.378006872852234,0.209377643003081,,0,,0,-0.803623684044753,0.803623684044753,0.803623684044753,-0.834796189263812,0.834796189263812,0.834796189263812,0.0126230601375924,0.819209936654283,0.309491305665111,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.309491305665111,0.762883031307945
25009,25009,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.24060841043835,-0.331058020477816,0.190555476972055,,0,,0,-0.797353134107359,0.797353134107359,0.797353134107359,-0.828957688566404,0.828957688566404,0.828957688566404,0.0128921743490452,0.813155411336881,0.298566591320248,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.298566591320248,0.762883031307945
25010,25010,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.24060841043835,-0.293103448275862,0.177903952904737,,0,,0,-0.791792779415452,0.791792779415452,0.791792779415452,-0.824195766423026,0.824195766423026,0.824195766423026,0.012879923585903,0.807994272919239,0.290950544682178,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.290950544682178,0.762883031307945
25011,25011,0,1,0.25,0,0.463789127086025,0,0.154596375695342,0,-0.235324832440214,-0.274914089347079,0.170079640595764,,0,,0,-0.781275790181173,0.781275790181173,0.781275790181173,-0.81582241920602,0.81582241920602,0.81582241920602,0.0134021152337463,0.798549104693597,0.284677096471281,1,1,1,1,,-1,,0.0515321252317805,-1,1,1,-1,1,1,,1,0.762883031307945,0.284677096471281,0.762883031307945
25012,25012,0,1,0.25,0,0.468272024742961,0,0.15609067491432,0,-0.16479855886673,-0.26530612244898,0.143368227105236,,0,,0,-0.774921955466382,0.774921955466382,0.774921955466382,-0.81111277075446,0.81111277075446,0.81111277075446,0.0135421022360199,0.793017363110421,0.269938454330223,1,1,1,1,,-1,,0.0520302249714401,-1,1,1,-1,1,1,,1,0.76300755624286,0.269938454330223,0.76300755624286
