fid,MS_ID,Per_extent,Tem_extent,Street_type_NOR,Resident_NOR,DayNight_NOR,PRM_NOR,Index_population,N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PF_Index_acc_loss,PFResident_lossR,PFDaynight_lossR,PFPRM_lossR,PF_Index_population,PFAB2k_lossR,N_PFAB2k_lossR,PFAB2k_NOR,PFAB5k_lossR,N_PFAB5k_lossR,PFAB5k_NOR,PF_Index_centrality,PF_Index_V_equal,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TF_Index_acc_loss,TFResident_lossR,TFDaynight_lossR,TFPRM_lossR,TF_Index_population,TFAB2k_lossR,N_TFAB2k_lossR,TFAB2k_NOR,TFAB5k_lossR,N_TFAB5k_lossR,TFAB5k_NOR,TF_Index_centrality,TF_Index_V_equal,PF_Index_Risk_equal,TF_Index_Risk_equal
24351,24351,0,0,0.75,0.75979624525587,0.72441201132237,0.674644123535362,0.719617460037867,-1,-0.445917319058196,-0.550537634408602,0.665484984488933,-0.642795513373598,0,0,0.154188958219215,-0.772183612157973,0.772183612157973,0.57913770911848,-0.854459632931461,0.854459632931461,0.640844724698596,0.609991216908538,0.523787536026405,0,-0.0381630255403698,-0.010752688172043,0.0163052379041376,0,0,0,0,-0.00209248649025053,0.00209248649025053,0.0015693648676879,-0.410316536011182,0.410316536011182,0.307737402008387,0.154653383438037,0.0468159648115781,0.523787536026405,0.0468159648115781
24352,24352,0,0,0.75,0.710662167899391,0.72441201132237,0.674644123535362,0.703239434252374,-1,-0.434963795576291,-0.513888888888889,0.649617561488393,-0.435967302452316,0,0,0.102196466376367,-0.741936596029873,0.741936596029873,0.556452447022405,-0.845484746768973,0.845484746768973,0.634113560076729,0.595283003549567,0.49917864822568,0,-0.0389175555735964,-0.00992063492063492,0.0162793968314104,0,0,0,0,-0.00304778151339787,0.00304778151339787,0.0022858361350484,-0.426956324156804,0.426956324156804,0.320217243117603,0.161251539626326,0.0484525833222866,0.49917864822568,0.0484525833222866
24353,24353,0,0,0.75,0.27618912691441,0.708856021963539,0,0.328348382959316,-1,-0.282405294627679,-0.553695955369595,0.612033749999092,0,0,,0,-0.285282168213515,0.285282168213515,0.213961626160137,-0.290047142697472,0.290047142697472,0.217535357023104,0.21574849159162,0.359953997897451,0,-0.0772970922472056,-0.280334728033473,0.119210606760226,0,0,,0,-0.0199232328732492,0.0199232328732492,0.0149424246549369,0.267626818247138,0.267626818247138,0.200720113685353,0.107831269170145,0.0865631206726494,0.359953997897451,0.0865631206726494
24354,24354,0,0,0.75,0.27618912691441,0.657454470891628,0,0.311214532602013,-1,-0.269637823590557,-0.55316091954023,0.607599581043595,0,0,,0,-0.293020082463263,0.293020082463263,0.219765061847447,-0.291565418559392,0.291565418559392,0.218674063919544,0.219219562883496,0.358604681242672,0,-0.0608803286306315,-0.271551724137931,0.110810684256188,0,0,,0,-0.0171291146145476,0.0171291146145476,0.0128468359609107,0.273647094976741,0.273647094976741,0.205235321232556,0.109041078596733,0.082665611777277,0.358604681242672,0.082665611777277
24355,24355,0,0,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1,-0.269637823590557,-0.554896142433234,0.608177988674597,0,0,0,0,-0.303865172725108,0.303865172725108,0.227898879543831,-0.292866619702278,0.292866619702278,0.219649964776709,0.22377442216027,0.360032599877366,0,-0.0608803286306315,-0.259643916913947,0.106841415181526,0,0,0,0,-0.0151585659560406,0.0151585659560406,0.0113689244670304,0.273972050339874,0.273972050339874,0.205479037754905,0.108423981110968,0.080526702868505,0.360032599877366,0.080526702868505
24356,24356,0,0,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1,-0.284965704741348,-0.556390977443609,0.613785560728319,0,0,0,0,-0.323164186850424,0.323164186850424,0.242373140137818,-0.298443929534926,0.298443929534926,0.223832947151195,0.233103043644506,0.365168541275286,0,-0.0596026523327446,-0.255639097744361,0.105080583359035,0,0,0,0,-0.00921746950270953,0.00921746950270953,0.00691310212703215,0.298567279543203,0.298567279543203,0.223925459657402,0.115419280892217,0.0813951119025719,0.365168541275286,0.0813951119025719
24357,24357,0,0,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1,-0.284965704741348,-0.54375,0.609571901580449,0,0,0,0,-0.329027781214954,0.329027781214954,0.246770835911216,-0.299843288245226,0.299843288245226,0.22488246618392,0.235826651047568,0.363742613552117,0,-0.0596026523327446,-0.2296875,0.0964300507775815,0,0,0,0,-0.00745800385282169,0.00745800385282169,0.00559350288961627,0.303607451751721,0.303607451751721,0.22770558881379,0.116649545851703,0.0773774118517166,0.363742613552117,0.0773774118517166
24358,24358,0,0,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1,-0.284965704741348,-0.530645161290323,0.605203622010557,0,0,0,0,-0.338691091320453,0.338691091320453,0.25401831849034,-0.30138913934374,0.30138913934374,0.226041854507805,0.240030086499072,0.362609332630047,0,-0.0596026523327446,-0.208064516129032,0.089222389487259,0,0,0,0,-0.00621457082554073,0.00621457082554073,0.00466092811915554,0.303378515462982,0.303378515462982,0.227533886597236,0.116097407358196,0.0736355465831785,0.362609332630047,0.0736355465831785
24359,24359,0,0,0.75,0.247938215477885,0.675341107706899,0.485711880368725,0.469663734517836,-1,-0.284965704741348,-0.523411371237458,0.602792358659602,0,0,0,0,-0.345970472284702,0.345970472284702,0.259477854213526,-0.30243527918714,0.30243527918714,0.226826459390355,0.243152156801941,0.362184218530286,0,-0.0596026523327446,-0.18561872909699,0.0817404604765782,0,0,0,0,-0.00541472956174715,0.00541472956174715,0.00406104717131036,0.302037620231628,0.302037620231628,0.226528215173721,0.115294631172516,0.069693888031418,0.362184218530286,0.069693888031418
24360,24360,0,0,0.75,0.247938215477885,0.719885691097588,0.485711880368725,0.484511928981399,-1,-0.276696078015419,-0.512820512820513,0.596505530278644,0,0,0,0,-0.350350926162271,0.350350926162271,0.262763194621703,-0.303168360948663,0.303168360948663,0.227376270711497,0.2450697326666,0.359520198305972,0,-0.0578730098816475,-0.165811965811966,0.0745616585645378,0,0,0,0,-0.00490909463743445,0.00490909463743445,0.00368182097807584,0.301667713712292,0.301667713712292,0.226250785284219,0.114966303131147,0.0660224050650557,0.359520198305972,0.0660224050650557
24361,24361,0,0,0.5,0.209532099944993,0.675341107706899,0.485711880368725,0.456861696006872,-1,-0.285281209279445,-0.5,0.595093736426482,0,0,0,0,-0.355134152608515,0.355134152608515,0.177567076304257,-0.30461239134473,0.30461239134473,0.152306195672365,0.164936635988311,0.338781027210319,0,-0.0596686424044644,-0.147368421052632,0.0690123544856986,0,0,0,0,-0.00417002100629127,0.00417002100629127,0.00208501050314564,0.305323119240461,0.305323119240461,0.152661559620231,0.0773732850616881,0.0538494985082714,0.338781027210319,0.0538494985082714
24362,24362,0,0,0.5,0.247938215477885,0.708391337145403,0.485711880368725,0.480680477664004,-1,-0.333312806304928,-0.492932862190813,0.608748556165247,0,0,0,0,-0.382983424279518,0.382983424279518,0.191491712139759,-0.307801697738952,0.307801697738952,0.153900848869476,0.172696280504618,0.347548348208778,0,-0.055658701397961,-0.128975265017668,0.0615446554718763,0,0,0,0,-0.00304843566357122,0.00304843566357122,0.00152421783178561,0.281993028583815,0.281993028583815,0.140996514291907,0.0712603660618464,0.0485874192513998,0.347548348208778,0.0485874192513998
24363,24363,0,0,0.5,0.379712149733461,0.708391337145403,0.485711880368725,0.524605122415863,-1,-0.361690803081575,-0.486535008976661,0.616075270686078,0,0,0,0,-0.387746962208576,0.387746962208576,0.193873481104288,-0.308797115803791,0.308797115803791,0.154398557901896,0.174136019503092,0.351571640218812,0,-0.0532894608627428,-0.11310592459605,0.0554651284862644,0,0,0,0,-0.0027128765594809,0.0027128765594809,0.00135643827974045,0.279611297234817,0.279611297234817,0.139805648617408,0.0705810434485744,0.0453778251052758,0.351571640218812,0.0453778251052758
24387,24387,0,0,0.5,0.582716299596208,0.678119535200345,0.485711880368725,0.582182571721759,-1,-0.348272877797924,-0.481617647058824,0.609963508285582,0,0,0,0,0.0196084903596451,0.0196084903596451,0.00980424517982254,0.0515766941180712,0.0515766941180712,0.0257883470590356,0.0177962961194291,0.309430828172648,0,-0.0166943088012942,-0.0569852941176471,0.0245598676396471,0,0,0,0,-0.0100088627824463,0.0100088627824463,0.00500443139122314,-0.134367103832874,0.134367103832874,0.067183551916437,0.0360939916538301,0.0213034317332811,0.309430828172648,0.0213034317332811
24388,24388,0,0,0.5,0.615599245577136,0.6649527630585,0.485711880368725,0.58875462966812,-1,-0.358089967102177,-0.480300187617261,0.612796718239813,0,0,0,0,0.023815506531423,0.023815506531423,0.0119077532657115,0.0553419254912078,0.0553419254912078,0.0276709627456039,0.0197893580056577,0.311345698621321,0,-0.0171648889636021,-0.0469043151969981,0.0213564013868668,0,0,0,0,-0.00997029151239791,0.00997029151239791,0.00498514575619895,-0.134917979545973,0.134917979545973,0.0674589897729866,0.0362220677645928,0.0197337176345816,0.311345698621321,0.0197337176345816
24389,24389,0,0,0.5,0.615599245577136,0.6649527630585,0.485711880368725,0.58875462966812,-1,-0.33056928327851,-0.48,0.60352309442617,0,0,0,0,0.0261220019934228,0.0261220019934228,0.0130610009967114,0.0577074013918304,0.0577074013918304,0.0288537006959152,0.0209573508463133,0.307000884924663,0,-0.0171648889636021,-0.0438095238095238,0.0203248042577087,0,0,0,0,-0.00995556214249139,0.00995556214249139,0.0049777810712457,-0.135154973326821,0.135154973326821,0.0675774866634106,0.0362776338673281,0.0192318105956864,0.307000884924663,0.0192318105956864
24986,24986,0,0,0.75,0.841917794541294,0.881401712489317,0.736540138134578,0.819953215055063,0,-0.399638646476849,-0.469827586206897,0.289822077561249,0,-0.272926062593959,0,0.0745955341654121,-0.755292751438309,0.755292751438309,0.566469563578732,-0.888366293778307,0.888366293778307,0.66627472033373,0.616372141956231,0.317652957811035,-1,-0.73405815722872,-0.607758620689655,0.780605592639458,0,-0.275932759327593,0,0.0754173177165583,-0.795276980890348,0.795276980890348,0.596457735667761,-0.922815304127703,0.922815304127703,0.692111478095777,0.644284606881769,0.570228277469311,0.317652957811035,0.570228277469311
24987,24987,0,0,0.75,0.841917794541294,0.881401712489317,0.736540138134578,0.819953215055063,0,-0.406064562236747,-0.467248908296943,0.291104490177897,0,-0.272926062593959,0,0.0745955341654121,-0.755605148788184,0.755605148788184,0.566703861591138,-0.888723664556648,0.888723664556648,0.666542748417486,0.616623305004312,0.318356954881379,-1,-0.729781994515865,-0.602620087336245,0.77746736061737,0,-0.275932759327593,0,0.0754173177165583,-0.794014427271839,0.794014427271839,0.595510820453879,-0.922566212658637,0.922566212658637,0.691924659493978,0.643717739973929,0.568517444731307,0.318356954881379,0.568517444731307
24988,24988,0,0,0.75,0.854296957402755,0.858014160936644,0.730465944643726,0.814259020994375,0,-0.422143877429478,-0.449074074074074,0.290405983834517,0,-0.345621322256836,0,0.0938084264985443,-0.758690923814737,0.758690923814737,0.569018192861053,-0.893510254364567,0.893510254364567,0.670132690773425,0.619575441817239,0.323548958996205,-1,-0.729781994515865,-0.578703703703704,0.769495232739856,0,-0.083073727933541,0,0.0225478441258394,-0.76708996229287,0.76708996229287,0.575317471719653,-0.916710588278898,0.916710588278898,0.687532941209173,0.631425206464413,0.548240879017491,0.323548958996205,0.548240879017491
24989,24989,0,0,0.75,0.85068641715635,0.858014160936644,0.730465944643726,0.813055507578907,-1,-0.393618826311989,-0.441176470588235,0.611598432300075,0,-0.345621322256836,0,0.0936697731992083,-0.754315100585312,0.754315100585312,0.565736325438984,-0.892562901311227,0.892562901311227,0.669422175983421,0.617579250711202,0.48361147212764,-1,-0.716443064428886,-0.558823529411765,0.758422197946884,0,-0.083073727933541,0,0.0225145173438257,-0.762215574054714,0.762215574054714,0.571661680541035,-0.915563544325403,0.915563544325403,0.686672658244052,0.629167169392544,0.542131520657534,0.48361147212764,0.542131520657534
24990,24990,0,0,0.75,0.85068641715635,0.858014160936644,0.730465944643726,0.813055507578907,-1,-0.393618826311989,-0.43,0.607872942103996,0,-0.345621322256836,0,0.0936697731992083,-0.754712061478808,0.754712061478808,0.566034046109106,-0.892919438179061,0.892919438179061,0.669689578634296,0.617861812371701,0.481819367444726,-1,-0.716443064428886,-0.55,0.755481021476295,0,-0.083073727933541,0,0.0225145173438257,-0.760892368119122,0.760892368119122,0.570669276089341,-0.915346399159897,0.915346399159897,0.686509799369923,0.628589537729632,0.540516524506512,0.481819367444726,0.540516524506512
24996,24996,0,0,0.5,0,0.408813841593765,0,0.136271280531255,0,-0.481820748288542,-0.653005464480874,0.378275404256472,,0,,0,-0.837696683449691,0.837696683449691,0.418848341724846,-0.902008512017423,0.902008512017423,0.451004256008711,0.434926298866778,0.297869276844931,-1,-1,-1,1,,-0.590163934426229,,0.026807465022542,-0.998919360743875,0.998919360743875,0.499459680371937,-0.999936346186026,0.999936346186026,0.499968173093013,0.499713926732475,0.631630347938754,0.297869276844931,0.631630347938754
24997,24997,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.452897689774557,-0.637142857142857,0.363346848972471,,0,,0,-0.835001992536729,0.835001992536729,0.417500996268365,-0.894000371478285,0.894000371478285,0.447000185739142,0.432250591003753,0.289736072237174,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.998919042352507,0.998919042352507,0.499459521176254,-0.999937981879939,0.999937981879939,0.499968990939969,0.499714256058112,0.634801541278561,0.289736072237174,0.634801541278561
24998,24998,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.443153622638976,-0.631123919308357,0.358092513982445,,0,,0,-0.833853260044438,0.833853260044438,0.416926630022219,-0.889069974847468,0.889069974847468,0.444534987423734,0.430730808722977,0.286728959171966,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.9990141073588,0.9990141073588,0.4995070536794,-0.999944809279113,0.999944809279113,0.499972404639557,0.499739729159479,0.634807909553902,0.286728959171966,0.634807909553902
24999,24999,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.443153622638976,-0.624633431085044,0.355929017908007,,0,,0,-0.832995231144897,0.832995231144897,0.416497615572448,-0.884314504097985,0.884314504097985,0.442157252048992,0.42932743381072,0.285296367406684,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.999192793963442,0.999192793963442,0.499596396981721,-0.999956066453935,0.999956066453935,0.499978033226967,0.499787215104344,0.634819781040119,0.285296367406684,0.634819781040119
25000,25000,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.411596675093908,-0.614457831325301,0.342018168806403,,0,,0,-0.83147231906515,0.83147231906515,0.415736159532575,-0.878467394434072,0.878467394434072,0.439233697217036,0.427484928374806,0.277880316496903,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.999431024443477,0.999431024443477,0.499715512221738,-0.999969895510173,0.999969895510173,0.499984947755087,0.499850229988413,0.634835534761136,0.277880316496903,0.634835534761136
25001,25001,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.365480653192261,-0.560606060606061,0.308695571266107,,0,,0,-0.829201479325638,0.829201479325638,0.414600739662819,-0.872153462750915,0.872153462750915,0.436076731375458,0.425338735519138,0.260682469512838,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-0.999734747500085,0.999734747500085,0.499867373750043,-0.99998634133813,0.99998634133813,0.499993170669065,0.499930272209554,0.634855545316421,0.260682469512838,0.634855545316421
25002,25002,0,0,0.5,0,0.463789127086025,0,0.154596375695342,0,-0.365480653192261,-0.55045871559633,0.30531312292953,,0,,0,-0.825601095715997,0.825601095715997,0.412800547857999,-0.865615611444689,0.865615611444689,0.432807805722345,0.422804176790172,0.258357605662308,-1,-1,-1,1,,-0.766355140186916,,0.0394919090561309,-1,1,0.5,-1,1,0.5,0.5,0.634872977264033,0.258357605662308,0.634872977264033
25187,25187,0,0,0.5,0.27618912691441,0.717365424579924,0.485711880368725,0.49308881062102,-1,-0.264693443341866,-0.540880503144654,0.601857982162173,0,0,0,0,-0.387409199706002,0.387409199706002,0.193704599853001,-0.42290529084422,0.42290529084422,0.21145264542211,0.202578622637555,0.351573646740475,0,-0.059763958937364,-0.226415094339623,0.0953930177589955,0,0,0,0,-0.0176576172968355,0.0176576172968355,0.00882880864841776,-0.125290680208843,0.125290680208843,0.0626453401044215,0.0357370743764196,0.0566307774736027,0.351573646740475,0.0566307774736027
25188,25188,0,0,0.5,0.27618912691441,0.717365424579924,0.485711880368725,0.49308881062102,-1,-0.279847950716216,-0.543035993740219,0.607627981485478,0,0,0,0,-0.388084866273758,0.388084866273758,0.194042433136879,-0.422031010837287,0.422031010837287,0.211015505418643,0.202528969277761,0.35444623306218,0,-0.0585322368097212,-0.22848200312989,0.0956714133132039,0,0,0,0,-0.0177658024221623,0.0177658024221623,0.00888290121108117,-0.127000719978822,0.127000719978822,0.0635003599894108,0.036191630600246,0.0568836143066634,0.35444623306218,0.0568836143066634
25189,25189,0,0,0.5,0.27618912691441,0.717365424579924,0.485711880368725,0.49308881062102,-1,-0.279847950716216,-0.542319749216301,0.607389233310839,0,0,0,0,-0.379876962575629,0.379876962575629,0.189938481287815,-0.398249472668757,0.398249472668757,0.199124736334378,0.194531608811096,0.352327518858194,0,-0.0585322368097212,-0.227272727272727,0.0952683213608161,0,0,0,0,-0.0180962811158106,0.0180962811158106,0.00904814055790529,-0.160889071006784,0.160889071006784,0.0804445355033921,0.0447463380306487,0.0588207451880702,0.352327518858194,0.0588207451880702
25190,25190,0,0,0.5,0.27618912691441,0.717365424579924,0.485711880368725,0.49308881062102,-1,-0.279847950716216,-0.532154340836013,0.604000763850743,0,0,0,0,-0.381612440906821,0.381612440906821,0.190806220453411,-0.39872305410201,0.39872305410201,0.199361527051005,0.195083873752208,0.350771350363423,0,-0.0585322368097212,-0.210610932475884,0.0897143897618685,0,0,0,0,-0.0177594104741278,0.0177594104741278,0.00887970523706392,-0.15942973370572,0.15942973370572,0.07971486685286,0.044297286044962,0.0559315163921747,0.350771350363423,0.0559315163921747
25191,25191,0,0,0.5,0.247938215477885,0.719885691097588,0.485711880368725,0.484511928981399,-1,-0.279847950716216,-0.518581081081081,0.599476343932432,0,0,0,0,-0.38391106622158,0.38391106622158,0.19195553311079,-0.39960259230308,0.39960259230308,0.19980129615154,0.195878414631165,0.348707775624008,0,-0.0585322368097212,-0.179054054054054,0.0791954302879251,0,0,0,0,-0.0173017012161242,0.0173017012161242,0.00865085060806208,-0.157308565403214,0.157308565403214,0.078654282701607,0.0436525666548346,0.0505108568076712,0.348707775624008,0.0505108568076712
25910,25910,1,0,0.25,0,0,0,0,,1,1,0.666666666666667,,,,0,-1,1,0.25,-1,1,0.25,0.25,0.395833333333333,,0,0,0,,,,0,-0.000316133929610089,0.000316133929610089,7.90334824025221e-05,-4.90378141245109e-06,4.90378141245109e-06,1.22594535311277e-06,4.01297138778175e-05,1.00324284694544e-05,0.395833333333333,1.00324284694544e-05
26337,26337,0,0,0.75,0,0,0,0,,-0.666937411432173,-0.985294117647059,0.550743843026411,,,,0,-0.955026890836718,0.955026890836718,0.716270168127538,-0.995074724693435,0.995074724693435,0.746306043520076,0.731288105823807,0.458193947969157,,-1,-1,0.666666666666667,,,,0,-1,1,0.75,-1,1,0.75,0.75,0.520833333333333,0.458193947969157,0.520833333333333
26338,26338,0,0,0.75,0,0,0,0,,-0.666937411432173,-0.985294117647059,0.550743843026411,,,,0,-0.979765042930188,0.979765042930188,0.734823782197641,-0.997832084940641,0.997832084940641,0.748374063705481,0.741598922951561,0.460771652251096,,-1,-1,0.666666666666667,,,,0,-0.999992095086807,0.999992095086807,0.749994071315105,-0.999999669244268,0.999999669244268,0.749999751933201,0.749996911624153,0.520832561239372,0.460771652251096,0.520832561239372
26339,26339,0,0,0.75,0,0,0,0,,-0.666937411432173,-0.985294117647059,0.550743843026411,,,,0,-0.981912312886539,0.981912312886539,0.736434234664904,-0.998064575551621,0.998064575551621,0.748548431663715,0.74249133316431,0.460994754804283,,-1,-1,0.666666666666667,,,,0,-0.999988976517615,0.999988976517615,0.749991732388211,-0.999999539632933,0.999999539632933,0.7499996547247,0.749995693556456,0.520832256722447,0.460994754804283,0.520832256722447
26340,26340,0,0,0.75,0,0,0,0,,-0.666937411432173,-0.985294117647059,0.550743843026411,,,,0,-0.986132200750775,0.986132200750775,0.739599150563081,-0.998522464768398,0.998522464768398,0.748891848576299,0.74424549956969,0.461433296405628,,-1,-1,0.666666666666667,,,,0,-0.999988808905397,0.999988808905397,0.749991606679048,-0.999999534630285,0.999999534630285,0.749999650972714,0.749995628825881,0.520832240539804,0.461433296405628,0.520832240539804
26341,26341,0,0,0.75,0,0,0,0,,-0.666937411432173,-0.985714285714286,0.55088389904882,,,,0,-0.992834426952649,0.992834426952649,0.744625820214487,-0.999238775740656,0.999238775740656,0.749429081805492,0.74702745100999,0.462198812276907,,-1,-1,0.666666666666667,,,,0,-0.999991408692232,0.999991408692232,0.749993556519174,-0.999999645061404,0.999999645061404,0.749999733796053,0.749996645157613,0.520832494622737,0.462198812276907,0.520832494622737
26342,26342,0,0,0.75,0,0,0,0,,-0.666937411432173,-0.985915492957746,0.550950968129973,,,,0,-1,1,0.75,-1,1,0.75,0.75,0.462975484064987,,-1,-1,0.666666666666667,,,,0,-1,1,0.75,-1,1,0.75,0.75,0.520833333333333,0.462975484064987,0.520833333333333
