fid,MS_ID,Per_extent,Tem_extent,Street_type_NOR,Resident_NOR,DayNight_NOR,PRM_NOR,Index_population,N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PF_Index_acc_loss,PFResident_lossR,PFDaynight_lossR,PFPRM_lossR,PF_Index_population,PFAB2k_lossR,N_PFAB2k_lossR,PFAB2k_NOR,PFAB5k_lossR,N_PFAB5k_lossR,PFAB5k_NOR,PFABC_NOR,PF_Index_centrality,PF_Index_V_equal,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TF_Index_acc_loss,TFResident_lossR,TFDaynight_lossR,TFPRM_lossR,TF_Index_population,TFAB2k_lossR,N_TFAB2k_lossR,TFAB2k_NOR,TFAB5k_lossR,N_TFAB5k_lossR,TFAB5k_NOR,TFABC_NOR,TF_Index_centrality,TF_Index_V_equal,PF_Index_Risk_equal,TF_Index_Risk_equal
24410,24410,0,0,1,0.553645070779689,0.81895867656394,0.63469800603406,0.66910058445923,0,0,0,0,0,0,0,0,-7.57316491422368e-08,7.57316491422368e-08,7.57316491422368e-08,-0.0140473701922296,0.0140473701922296,0.0140473701922296,0.0627813778486278,0.00702372296193937,0.00175593074048484,-1,-0.53505757947572,-0.903930131004367,0.812995903493362,-0.917647058823529,-0.657509627727856,-0.0787878787878788,0.368885091777223,-0.204863956044139,0.204863956044139,0.204863956044139,-0.5200960469341,0.5200960469341,0.5200960469341,0.0627813778486278,0.36248000148912,0.589339225063267,0.00175593074048484,0.589339225063267
24411,24411,0,0,1,0.291597968009405,0.817395492382253,0.327662055205119,0.478885171865592,0,0,0,0,0,0,0,0,0,0,0,-0.0151122451499877,0.0151122451499877,0.0151122451499877,0.06367225674071,0.00755612257499385,0.00188903064374846,-1,-0.508539216480133,-0.90295358649789,0.803830934326008,0,-0.667970787689098,-1,0.266255492443094,-0.182101582437691,0.182101582437691,0.182101582437691,-0.517467601472048,0.517467601472048,0.517467601472048,0.06367225674071,0.349784591954869,0.555925488262495,0.00188903064374846,0.555925488262495
24412,24412,0,0,1,0.291597968009405,0.708235956514212,0,0.333277974841205,0,0,0,0,0,0,,0,0,0,0,-0.0161290161362437,0.0161290161362437,0.0161290161362437,0.0647685398223203,0.00806450806812184,0.00201612701703046,-0.152695113390105,-0.481428764811636,-0.901234567901235,0.511786148700992,0,0,,0,-0.164266771099908,0.164266771099908,0.164266771099908,-0.515217077899386,0.515217077899386,0.515217077899386,0.0647685398223203,0.339741924499647,0.340828555475408,0.00201612701703046,0.340828555475408
24413,24413,0,0,1,0,0.708235956514212,0,0.236078652171404,0,0,0,0,,0,,0,-6.74785551464781e-08,6.74785551464781e-08,6.74785551464781e-08,-0.0171368931077303,0.0171368931077303,0.0171368931077303,0.065907400017419,0.00856848029314271,0.00214212007328568,-0.152695113390105,-0.473928196967717,-0.888030888030888,0.504884732796237,,0,,0,-0.150110566986535,0.150110566986535,0.150110566986535,-0.513028233394026,0.513028233394026,0.513028233394026,0.065907400017419,0.33156940019028,0.335334716445688,0.00214212007328568,0.335334716445688
24414,24414,0,0,1,0,0.708235956514212,0,0.236078652171404,0,0,0,0,,0,,0,1.27388283500841e-07,1.27388283500841e-07,1.27388283500841e-07,-0.0182442225836203,0.0182442225836203,0.0182442225836203,0.0672973080664954,0.0091221749859519,0.00228054374648797,-0.152695113390105,-0.458680611727,-0.889312977099237,0.500229567405447,,0,,0,-0.140937110251566,0.140937110251566,0.140937110251566,-0.510710184441041,0.510710184441041,0.510710184441041,0.0672973080664954,0.325823647346303,0.331570695539299,0.00228054374648797,0.331570695539299
24415,24415,0,0,1,0.350825966844653,0.708235956514212,0,0.353020641119622,0,-1.00913906612454e-07,0,3.36379688708181e-08,0,0,,0,0,0,0,-0.019570026310629,0.019570026310629,0.019570026310629,0.0695851512218317,0.00978501315531448,0.00244627010781306,-0.152695113390105,-0.483697762042384,-0.882142857142857,0.506178577525115,0,0,,0,-0.136589090821053,0.136589090821053,0.136589090821053,-0.509364492083841,0.509364492083841,0.509364492083841,0.0695851512218317,0.322976791452447,0.333833486625669,0.00244627010781306,0.333833486625669
24416,24416,0,0,1,0.350825966844653,0.699461408326104,0.472630450605717,0.507639275258825,0,-1.00913906612454e-07,0,3.36379688708181e-08,0,0,0,0,-1.07832371989765e-07,1.07832371989765e-07,1.07832371989765e-07,-0.0206935909691346,0.0206935909691346,0.0206935909691346,0.0716101072380798,0.0103468494007533,0.00258672916917276,0,-0.483697762042384,-0.883959044368601,0.455885602136995,0,0,0,0,-0.136260274133613,0.136260274133613,0.136260274133613,-0.508231604870627,0.508231604870627,0.508231604870627,0.0716101072380798,0.32224593950212,0.308504285944028,0.00258672916917276,0.308504285944028
24417,24417,0,0,1,0.350825966844653,0.699461408326104,0.472630450605717,0.507639275258825,0,-1.05164845369292e-07,0,3.50549484564307e-08,0,0,0,0,0,0,0,-0.0216427323327586,0.0216427323327586,0.0216427323327586,0.0742012642786904,0.0108213661663793,0.00270535906906905,0,-0.461948834989101,-0.887043189368771,0.449664008119291,0,0,0,0,-0.141401313331853,0.141401313331853,0.141401313331853,-0.508759054931321,0.508759054931321,0.508759054931321,0.0742012642786904,0.325080184131587,0.306102050092542,0.00270535906906905,0.306102050092542
24418,24418,0,0,1,0.350825966844653,0.698950374696982,0,0.349925447180545,0,-1.03189164312234e-07,0,3.4396388104078e-08,0,0,,0,9.84073653583047e-08,9.84073653583047e-08,9.84073653583047e-08,-0.0222346293348145,0.0222346293348145,0.0222346293348145,0.0741501847237883,0.0111173638710899,0.00277935816596653,0,-0.45327042577913,-0.884745762711864,0.446005396163665,0,0,,0,-0.138938800557891,0.138938800557891,0.138938800557891,-0.506257082698678,0.506257082698678,0.506257082698678,0.0741501847237883,0.322597941628285,0.303652183488904,0.00277935816596653,0.303652183488904
24419,24419,0,0,1,0.350825966844653,0.698950374696982,0,0.349925447180545,0,-1.03189164312234e-07,0,3.4396388104078e-08,0,0,,0,0,0,0,-0.0236434654442917,0.0236434654442917,0.0236434654442917,0.0775284538863003,0.0118217327221459,0.00295545037873052,-0.5183995739405,-0.45327042577913,-0.883959044368601,0.618543014696077,0,0,,0,-0.146290594229027,0.146290594229027,0.146290594229027,-0.506073675404826,0.506073675404826,0.506073675404826,0.0775284538863003,0.326182134816926,0.39081704105227,0.00295545037873052,0.39081704105227
24420,24420,0,0,1,0,0.698950374696982,0,0.232983458232327,0,-1.03189164312234e-07,0,3.4396388104078e-08,,0,,0,8.22162001596145e-08,8.22162001596145e-08,8.22162001596145e-08,-0.0246098020270585,0.0246098020270585,0.0246098020270585,0.0798662143223011,0.0123049421216293,0.00307625272860139,-0.5183995739405,-0.45327042577913,-0.888524590163934,0.620064863294521,,0,,0,-0.153213835375049,0.153213835375049,0.153213835375049,-0.505725233377662,0.505725233377662,0.505725233377662,0.0798662143223011,0.329469534376356,0.39239981524135,0.00307625272860139,0.39239981524135
24421,24421,0,0,1,0,0.698950374696982,0.172120572897912,0.290356982531631,0,0,0,0,,0,0,0,-7.74592858501714e-08,7.74592858501714e-08,7.74592858501714e-08,-0.0254874119705127,0.0254874119705127,0.0254874119705127,0.081916212336321,0.0127437447148993,0.00318593617872482,-0.5183995739405,-0.449532895154471,-0.893416927899687,0.620449798998219,,0,0,0,-0.160134060335207,0.160134060335207,0.160134060335207,-0.5052916426796,0.5052916426796,0.5052916426796,0.081916212336321,0.332712851507403,0.39340311237596,0.00318593617872482,0.39340311237596
24422,24422,0,0,1,0,0.698950374696982,0.172120572897912,0.290356982531631,0,0,0,0,,0,0,0,1.44655060605407e-07,1.44655060605407e-07,1.44655060605407e-07,-0.0263574435042808,0.0263574435042808,0.0263574435042808,0.0844677548912513,0.0131787940796707,0.00329469851991768,-0.5183995739405,-0.449532895154471,-0.898507462686567,0.622146643927179,,0,0,0,-0.168758644043965,0.168758644043965,0.168758644043965,-0.505467869291919,0.505467869291919,0.505467869291919,0.0844677548912513,0.337113256667942,0.395351636130575,0.00329469851991768,0.395351636130575
24423,24423,0,0,1,0,0.698950374696982,0.172120572897912,0.290356982531631,0,0,0,0,,0,0,0,1.37629379358249e-07,1.37629379358249e-07,1.37629379358249e-07,-0.0270489768076398,0.0270489768076398,0.0270489768076398,0.0864065108193784,0.0135245572185096,0.0033811393046274,-0.5183995739405,-0.437068278024968,-0.900584795321637,0.618684215762368,,0,0,0,-0.175331709169028,0.175331709169028,0.175331709169028,-0.505534140518417,0.505534140518417,0.505534140518417,0.0864065108193784,0.340432924843723,0.394450339092115,0.0033811393046274,0.394450339092115
24424,24424,0,0,1,0,0.698950374696982,0.172120572897912,0.290356982531631,0,-1.09810213909199e-07,0,3.66034046363995e-08,,0,0,0,0,0,0,-0.0277504521363493,0.0277504521363493,0.0277504521363493,0.0882675130256475,0.0138752260681747,0.00346882481874598,-0.5183995739405,-0.418189963104866,-0.904494382022472,0.613694639689279,,0,0,0,-0.182000605730526,0.182000605730526,0.182000605730526,-0.505474091457012,0.505474091457012,0.505474091457012,0.0882675130256475,0.343737348593769,0.392781656993082,0.00346882481874598,0.392781656993082
24425,24425,0,0,1,0,0.698950374696982,0.172120572897912,0.290356982531631,0,0,0,0,,0,0,0,6.17579778955846e-08,6.17579778955846e-08,6.17579778955846e-08,-0.0286358238729233,0.0286358238729233,0.0286358238729233,0.0908990497148387,0.0143179428154506,0.00357948570386265,-0.5183995739405,-0.425530458611046,-0.904891304347826,0.616273778966457,,0,0,0,-0.190037017731951,0.190037017731951,0.190037017731951,-0.505820523621943,0.505820523621943,0.505820523621943,0.0908990497148387,0.347928770676947,0.395119082152465,0.00357948570386265,0.395119082152465
24426,24426,0,0,1,0,0.698950374696982,0.172120572897912,0.290356982531631,0,0,0,0,,0,0,0,0,0,0,-0.029469340102901,0.029469340102901,0.029469340102901,0.0935997400672603,0.0147346700514505,0.00368366751286263,-0.5183995739405,-0.425530458611046,-0.906976744186046,0.616968925579198,,0,0,0,-0.19863270805201,0.19863270805201,0.19863270805201,-0.506004603032333,0.506004603032333,0.506004603032333,0.0935997400672603,0.352318655542171,0.396564126675142,0.00368366751286263,0.396564126675142
24427,24427,0,0,1,0,0,0.172120572897912,0.0573735242993038,0,0,0,0,,,0,0,1.07023537365502e-07,1.07023537365502e-07,1.07023537365502e-07,-0.0304804315087323,0.0304804315087323,0.0304804315087323,0.0975348258338424,0.0152402692661348,0.0038100673165337,-0.5183995739405,-0.39746169446539,-0.906474820143885,0.607445362849925,,,0,0,-0.20896805871825,0.20896805871825,0.20896805871825,-0.506907893428728,0.506907893428728,0.506907893428728,0.0975348258338424,0.357937976073489,0.393207175443335,0.0038100673165337,0.393207175443335
24428,24428,0,0,1,0,0,0.172120572897912,0.0573735242993038,0,0,0,0,,,0,0,1.01164003136489e-07,1.01164003136489e-07,1.01164003136489e-07,-0.0313399264591347,0.0313399264591347,0.0313399264591347,0.100260158300414,0.0156700138115689,0.00391750345289223,-0.5183995739405,-0.376335216815869,-0.911363636363636,0.602032809040002,,,0,0,-0.217218082984629,0.217218082984629,0.217218082984629,-0.506755928739432,0.506755928739432,0.506755928739432,0.100260158300414,0.36198700586203,0.391513155985508,0.00391750345289223,0.391513155985508
24458,24458,0,0,0.75,0.879231648777488,0.874318823331442,0.85181141517133,0.868453962426753,0,-0.0537358624121277,-0.218831168831169,0.0908556770810988,0,0,0,0,-0.121458754701143,0.121458754701143,0.121458754701143,-0.306735414070513,0.306735414070513,0.306735414070513,0.342257517506822,0.214097084385828,0.0989521096370064,0,-0.684747729921951,-0.663636363636364,0.449461364519438,-0.912116040955631,-0.118761009982384,-0.534102833158447,0.453037660487244,-0.941442635575093,0.941442635575093,0.941442635575093,-0.978467321493331,0.978467321493331,0.978467321493331,0.342257517506822,0.959954978534212,0.577978842015083,0.0989521096370064,0.577978842015083
24459,24459,0,0,0.75,0.876660014393312,0.874318823331442,0.85181141517133,0.867596750965361,0,-0.0539425693802051,-0.221066319895969,0.0916696297587246,0,0,0,0,-0.121348544977783,0.121348544977783,0.121348544977783,-0.306712160889762,0.306712160889762,0.306712160889762,0.342137045873027,0.214030352933772,0.0993424031128054,0,-0.687380944566169,-0.664499349804942,0.45062676479037,-0.934168365860763,-0.118761009982384,-0.534102833158447,0.458967996069054,-0.942024060669105,0.942024060669105,0.942024060669105,-0.978636342440593,0.978636342440593,0.978636342440593,0.342137045873027,0.960330201554849,0.580137931801161,0.0993424031128054,0.580137931801161
24460,24460,0,0,0.75,0.87341318955369,0.874318823331442,0.85181141517133,0.86651447601882,0,-0.0539425693802051,-0.23202614379085,0.0953229043903516,0,0,0,0,-0.121328133453335,0.121328133453335,0.121328133453335,-0.307050403958514,0.307050403958514,0.307050403958514,0.339196778122648,0.214189268705924,0.101208769371657,0,-0.687380944566169,-0.666666666666667,0.451349203744279,-0.932152506754728,-0.118761009982384,-0.534102833158447,0.457813203970338,-0.947191922077081,0.947191922077081,0.947191922077081,-0.98019836983764,0.98019836983764,0.98019836983764,0.339196778122648,0.96369514595736,0.581051689354064,0.101208769371657,0.581051689354064
24461,24461,0,0,0.75,0.855791713477159,0.860468869845647,0.791515103142169,0.835925228821658,0,-0.083020931785649,-0.272303595206391,0.118441508997347,0,0,0,0,-0.0940383610296561,0.0940383610296561,0.0940383610296561,-0.278323875035827,0.278323875035827,0.278323875035827,0.387943047377679,0.186181118032742,0.105766034006859,0,-0.687380944566169,-0.675099866844208,0.454160270470126,-0.947312588401697,-0.0697281782880297,-0.54778156996587,0.436024823278024,-0.957475903805725,0.957475903805725,0.957475903805725,-0.986601380837471,0.986601380837471,0.986601380837471,0.387943047377679,0.972038642321598,0.579096001634968,0.105766034006859,0.579096001634968
24462,24462,0,0,0.75,0.841483957536877,0.875273788179947,0.791515103142169,0.836090949619664,0,-0.084104113767226,-0.293405114401077,0.125836409389434,0,0,0,0,-0.0908027018858092,0.0908027018858092,0.0908027018858092,-0.27878079949138,0.27878079949138,0.27878079949138,0.378151192205738,0.184791750688594,0.109116142366866,0,-0.727292945829683,-0.679676985195155,0.468989977008279,-0.939822294022617,-0.198895027624309,-0.54778156996587,0.470022153273685,-0.979652176278296,0.979652176278296,0.979652176278296,-0.99381216091071,0.99381216091071,0.99381216091071,0.378151192205738,0.986732168594503,0.598683568971187,0.109116142366866,0.598683568971187
24463,24463,0,0,0.75,0.779968430349822,0.875273788179947,0.791515103142169,0.815585773890646,0,-0.0867419595771496,-0.330103806228374,0.138948588601841,0,0,0,0,-0.0889387972009916,0.0889387972009916,0.0889387972009916,-0.279850444634829,0.279850444634829,0.279850444634829,0.367021384746818,0.18439462091791,0.115572949530398,0,-0.737801913027996,-0.689965397923875,0.475922436983957,-1,-0.198895027624309,-0.54778156996587,0.474854861527423,-0.999998939244674,0.999998939244674,0.999998939244674,-0.999999949793629,0.999999949793629,0.999999949793629,0.367021384746818,0.999999444519152,0.606674795003622,0.115572949530398,0.606674795003622
24464,24464,0,1,0.75,0.755728864423989,0.912559047187602,0.66565132551613,0.77797974570924,0,-0.112322474611722,-0.341991341991342,0.151437938867688,0,0,0,0,-0.0830909176882597,0.0830909176882597,0.0830909176882597,-0.278356383955671,0.278356383955671,0.278356383955671,0.370747100713952,0.180723650821965,0.120899882139335,1,1,1,1,-1,-1,-1,0.77797974570924,-1,1,1,-1,1,1,0.370747100713952,1,0.94449493642731,0.120899882139335,0.94449493642731
24465,24465,0,0,0.75,0.752599032493981,0.887732807785173,0.66565132551613,0.768661055265095,,-0.0567244691251219,-0.337858220211161,0.131527563112094,0,0,0,0,-0.0803320389358716,0.0803320389358716,0.0803320389358716,-0.27824010336249,0.27824010336249,0.27824010336249,0.368697267542707,0.179286071149181,0.110585299343342,,-1,-1,0.666666666666667,-1,-1,-1,0.768661055265095,-1,1,1,-1,1,1,0.368697267542707,1,0.775498597149607,0.110585299343342,0.775498597149607
24466,24466,0,1,0.75,0.757070069293671,0.887732807785173,0.66565132551613,0.770151400864992,,-0.0567244691251219,-0.322706065318818,0.126476844814647,0,0,0,0,-0.0782613998329302,0.0782613998329302,0.0782613998329302,-0.277543399472364,0.277543399472364,0.277543399472364,0.372148721849136,0.177902399652647,0.107714022320485,,1,1,0.666666666666667,-1,-1,-1,0.770151400864992,-1,1,1,-1,1,1,0.372148721849136,1,0.775871183549581,0.107714022320485,0.775871183549581
24467,24467,0,1,0.75,0.757070069293671,0.887732807785173,0.66565132551613,0.770151400864992,,-0.0565912345026168,-0.31928181108509,0.125291015195902,0,0,0,0,-0.0777533517327211,0.0777533517327211,0.0777533517327211,-0.277420819304638,0.277420819304638,0.277420819304638,0.372649140563419,0.177587085518679,0.107042278977621,,1,1,0.666666666666667,-1,-1,-1,0.770151400864992,-1,1,1,-1,1,1,0.372649140563419,1,0.775871183549581,0.107042278977621,0.775871183549581
24468,24468,0,1,0.75,0.757070069293671,0.887758200026295,0.670789662160376,0.771872643826781,,-0.0577872409191181,-0.315457413249211,0.124414884722776,0,0,0,0,-0.0586910433300947,0.0586910433300947,0.0586910433300947,-0.281808487651655,0.281808487651655,0.281808487651655,0.308965360735858,0.170249765490875,0.104769883734107,,1,1,0.666666666666667,-1,-1,-1,0.771872643826781,-1,1,1,-1,1,1,0.308965360735858,1,0.776301494290029,0.104769883734107,0.776301494290029
