scenario,input_csv,n_original_samples,n_valid_samples,n_features,K,inertia,silhouette_score,calinski_harabasz_score,davies_bouldin_score,n_iter,converged,init,n_init,max_iter,random_state,runtime_seconds,runtime_scope,timestamp
PF,F:\CTH-MPDSD\Year 2-period 2\ACEX35\Codes\rf_demo\outputs_correlation\pf\pf_for_PCA.csv,4100,2144,7,2,515.591943829155,0.4808943169249758,1288.8559238003152,0.80229194093536,3,True,k-means++,50,500,42,8.869868300003873,start through the complete first metadata pass inside staging; excludes the final metadata rewrite and atomic final-directory publication,2026-07-24T01:20:27+02:00
