K,Inertia,Silhouette,Calinski_Harabasz,Davies_Bouldin,Largest_Cluster,Smallest_Cluster,Cluster_Size_SD
2,21182.35321483238,0.6238991150505859,1454.3859321562547,0.7786750938754189,3925,175,1875.0
3,16505.0826350461,0.3058462043264974,1513.5512359728505,1.233120311708425,2663,175,1018.4145630450413
4,13587.975128488742,0.34245389982130037,1518.477152437715,1.1620738090258085,2197,175,772.1071816788133
5,11750.672598991472,0.3386283383826012,1476.6706995369539,1.1431736266544297,1657,175,620.6093779504141
6,10079.744323211651,0.35702730804424687,1512.5646900631384,1.0507073844282198,1202,175,380.7749408187933
7,8820.974372026936,0.3948045653132844,1537.3374536560116,1.0044297680274108,971,175,280.9355362181938
8,7748.397572881665,0.40334047270911705,1580.676268412775,0.9634076345492604,971,80,323.6016069181363
9,6738.0260976760255,0.4206660315715809,1666.7868986230008,0.936427776061667,955,80,318.6984332531691
10,6150.742678916581,0.42469982253471017,1666.0402248724224,0.8968317826741113,955,13,322.6756885791057
