fid,MS_ID,Street_type_NOR,Resident_NOR,DayNight_NOR,PRM_NOR,Index_population,N_PFlossR_2kiw,N_PFlossR_2kmw,PF_Index_acc_loss,PFResident_lossR,PFDaynight_lossR,PFPRM_lossR,PF_Index_population,PFAB2k_lossR,N_PFAB2k_lossR,PFAB5k_lossR,N_PFAB5k_lossR,PFAB5k_NOR,PFABC_NOR,PF_Index_centrality,PF_Index_V_equal,PF_Index_Risk_equal
24351,24351,0.75,0.75979624525587,0.72441201132237,0.674644123535362,0.719617460037867,-1.0,-0.550537634408602,0.665484984488933,-0.642795513373598,0.0,0.0,0.154188958219215,-0.772183612157973,0.772183612157973,-0.854459632931461,0.854459632931461,0.854459632931461,0.527521112263055,0.813321622544717,0.574620137435449,0.574620137435449
24352,24352,0.75,0.710662167899391,0.72441201132237,0.674644123535362,0.703239434252374,-1.0,-0.513888888888889,0.649617561488393,-0.435967302452316,0.0,0.0,0.102196466376367,-0.741936596029873,0.741936596029873,-0.845484746768973,0.845484746768973,0.845484746768973,0.477870875636562,0.793710671399423,0.548785565188144,0.548785565188144
24353,24353,0.75,0.27618912691441,0.708856021963539,0.0,0.328348382959316,-1.0,-0.553695955369595,0.612033749999092,0.0,0.0,,0.0,-0.285282168213515,0.285282168213515,-0.290047142697472,0.290047142697472,0.290047142697472,0.108605871682548,0.287664655455494,0.377933038863419,0.377933038863419
24354,24354,0.75,0.27618912691441,0.657454470891628,0.0,0.311214532602013,-1.0,-0.55316091954023,0.607599581043595,0.0,0.0,,0.0,-0.293020082463263,0.293020082463263,-0.291565418559392,0.291565418559392,0.291565418559392,0.108551703442003,0.292292750511328,0.37687297814963,0.37687297814963
24355,24355,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1.0,-0.554896142433234,0.608177988674597,0.0,0.0,0.0,0.0,-0.303865172725108,0.303865172725108,-0.292866619702278,0.292866619702278,0.292866619702278,0.110314268686323,0.298365896213693,0.378680468390722,0.378680468390722
24356,24356,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1.0,-0.556390977443609,0.613785560728319,0.0,0.0,0.0,0.0,-0.323164186850424,0.323164186850424,-0.298443929534926,0.298443929534926,0.298443929534926,0.107750339213415,0.310804058192675,0.384593794912328,0.384593794912328
24357,24357,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1.0,-0.54375,0.609571901580449,0.0,0.0,0.0,0.0,-0.329027781214954,0.329027781214954,-0.299843288245226,0.299843288245226,0.299843288245226,0.107472980230761,0.31443553473009,0.383394834472747,0.383394834472747
24358,24358,0.75,0.247938215477885,0.671360678476815,0.485711880368725,0.468336924774475,-1.0,-0.530645161290323,0.605203622010557,0.0,0.0,0.0,0.0,-0.338691091320453,0.338691091320453,-0.30138913934374,0.30138913934374,0.30138913934374,0.109091668722047,0.320040115332097,0.382611839838303,0.382611839838303
24359,24359,0.75,0.247938215477885,0.675341107706899,0.485711880368725,0.469663734517836,-1.0,-0.523411371237458,0.602792358659602,0.0,0.0,0.0,0.0,-0.345970472284702,0.345970472284702,-0.30243527918714,0.30243527918714,0.30243527918714,0.110637112456567,0.324202875735921,0.382446898263781,0.382446898263781
24360,24360,0.75,0.247938215477885,0.719885691097588,0.485711880368725,0.484511928981399,-1.0,-0.512820512820513,0.596505530278644,0.0,0.0,0.0,0.0,-0.350350926162271,0.350350926162271,-0.303168360948663,0.303168360948663,0.303168360948663,0.111641450258033,0.326759643555467,0.379942676028189,0.379942676028189
24361,24361,0.5,0.209532099944993,0.675341107706899,0.485711880368725,0.456861696006872,-1.0,-0.5,0.595093736426482,0.0,0.0,0.0,0.0,-0.355134152608515,0.355134152608515,-0.30461239134473,0.30461239134473,0.30461239134473,0.112114531762654,0.329873271976623,0.380015186207396,0.380015186207396
24362,24362,0.5,0.247938215477885,0.708391337145403,0.485711880368725,0.480680477664004,-1.0,-0.492932862190813,0.608748556165247,0.0,0.0,0.0,0.0,-0.382983424279518,0.382983424279518,-0.307801697738952,0.307801697738952,0.307801697738952,0.125098041830205,0.345392561009235,0.390722418334932,0.390722418334932
24363,24363,0.5,0.379712149733461,0.708391337145403,0.485711880368725,0.524605122415863,-1.0,-0.486535008976661,0.616075270686078,0.0,0.0,0.0,0.0,-0.387746962208576,0.387746962208576,-0.308797115803791,0.308797115803791,0.308797115803791,0.127638744572863,0.348272039006184,0.395105645094585,0.395105645094585
24387,24387,0.5,0.582716299596208,0.678119535200345,0.485711880368725,0.582182571721759,-1.0,-0.481617647058824,0.609963508285582,0.0,0.0,0.0,0.0,0.0196084903596451,0.0196084903596451,0.0515766941180712,0.0515766941180712,0.0515766941180712,0.158247888666398,0.0355925922388581,0.313879902202506,0.313879902202506
24388,24388,0.5,0.615599245577136,0.6649527630585,0.485711880368725,0.58875462966812,-1.0,-0.480300187617261,0.612796718239813,0.0,0.0,0.0,0.0,0.023815506531423,0.023815506531423,0.0553419254912078,0.0553419254912078,0.0553419254912078,0.1580259498787,0.0395787160113154,0.316293038122735,0.316293038122735
24389,24389,0.5,0.615599245577136,0.6649527630585,0.485711880368725,0.58875462966812,-1.0,-0.48,0.60352309442617,0.0,0.0,0.0,0.0,0.0261220019934228,0.0261220019934228,0.0577074013918304,0.0577074013918304,0.0577074013918304,0.157886350925415,0.0419147016926266,0.312240222636242,0.312240222636242
24986,24986,0.75,0.841917794541294,0.881401712489317,0.736540138134578,0.819953215055063,0.0,-0.469827586206897,0.289822077561249,0.0,-0.272926062593959,0.0,0.0745955341654121,-0.755292751438309,0.755292751438309,-0.888366293778307,0.888366293778307,0.888366293778307,0.428096681726643,0.821829522608308,0.369017302974054,0.369017302974054
24987,24987,0.75,0.841917794541294,0.881401712489317,0.736540138134578,0.819953215055063,0.0,-0.467248908296943,0.291104490177897,0.0,-0.272926062593959,0.0,0.0745955341654121,-0.755605148788184,0.755605148788184,-0.888723664556648,0.888723664556648,0.888723664556648,0.426678506904946,0.822164406672416,0.369742230298405,0.369742230298405
24988,24988,0.75,0.854296957402755,0.858014160936644,0.730465944643726,0.814259020994375,0.0,-0.449074074074074,0.290405983834517,0.0,-0.345621322256836,0.0,0.0938084264985443,-0.758690923814737,0.758690923814737,-0.893510254364567,0.893510254364567,0.893510254364567,0.397634664915736,0.826100589089652,0.375180245814308,0.375180245814308
24989,24989,0.75,0.85068641715635,0.858014160936644,0.730465944643726,0.813055507578907,-1.0,-0.441176470588235,0.611598432300075,0.0,-0.345621322256836,0.0,0.0936697731992083,-0.754315100585312,0.754315100585312,-0.892562901311227,0.892562901311227,0.892562901311227,0.398585286147823,0.82343900094827,0.535076409686907,0.535076409686907
24990,24990,0.75,0.85068641715635,0.858014160936644,0.730465944643726,0.813055507578907,-1.0,-0.43,0.607872942103996,0.0,-0.345621322256836,0.0,0.0936697731992083,-0.754712061478808,0.754712061478808,-0.892919438179061,0.892919438179061,0.892919438179061,0.39734987092186,0.823815749828934,0.533307851809034,0.533307851809034
24996,24996,0.5,0.0,0.408813841593765,0.0,0.136271280531255,0.0,-0.653005464480874,0.378275404256472,,0.0,,0.0,-0.837696683449691,0.837696683449691,-0.902008512017423,0.902008512017423,0.902008512017423,0.0884459290834247,0.869852597733557,0.406600851561625,0.406600851561625
24997,24997,0.5,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.637142857142857,0.363346848972471,,0.0,,0.0,-0.835001992536729,0.835001992536729,-0.894000371478285,0.894000371478285,0.894000371478285,0.0861963762774596,0.864501182007507,0.397798719988112,0.397798719988112
24998,24998,0.5,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.631123919308357,0.358092513982445,,0.0,,0.0,-0.833853260044438,0.833853260044438,-0.889069974847468,0.889069974847468,0.889069974847468,0.0840105042443519,0.861461617445953,0.394411661352711,0.394411661352711
24999,24999,0.5,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.624633431085044,0.355929017908007,,0.0,,0.0,-0.832995231144897,0.832995231144897,-0.884314504097985,0.884314504097985,0.884314504097985,0.0815194008875436,0.858654867621441,0.392628225859364,0.392628225859364
25000,25000,0.5,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.614457831325301,0.342018168806403,,0.0,,0.0,-0.83147231906515,0.83147231906515,-0.878467394434072,0.878467394434072,0.878467394434072,0.0791445411451641,0.854969856749611,0.384751548590604,0.384751548590604
25001,25001,0.5,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.560606060606061,0.308695571266107,,0.0,,0.0,-0.829201479325638,0.829201479325638,-0.872153462750915,0.872153462750915,0.872153462750915,0.076951275343223,0.850677471038277,0.367017153392623,0.367017153392623
25002,25002,0.5,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.55045871559633,0.30531312292953,,0.0,,0.0,-0.825601095715997,0.825601095715997,-0.865615611444689,0.865615611444689,0.865615611444689,0.0755568371009561,0.845608353580343,0.364058649859851,0.364058649859851
25003,25003,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.513846153846154,0.282274573955597,,0.0,,0.0,-0.823320624898037,0.823320624898037,-0.860840766297122,0.860840766297122,0.860840766297122,0.0739407323208546,0.84208069559758,0.351657460877193,0.351657460877193
25004,25004,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.48125,0.268474031537059,,0.0,,0.0,-0.820260662187964,0.820260662187964,-0.855407607692323,0.855407607692323,0.855407607692323,0.0724964180632627,0.837834134940143,0.343695549503565,0.343695549503565
25005,25005,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.451923076923077,0.24249709521945,,0.0,,0.0,-0.816982360344533,0.816982360344533,-0.850156776189953,0.850156776189953,0.850156776189953,0.0710980120670784,0.833569568267243,0.329640939676536,0.329640939676536
25006,25006,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.357859531772575,0.199489314070308,,0.0,,0.0,-0.812960178860386,0.812960178860386,-0.844738545004595,0.844738545004595,0.844738545004595,0.069764377849201,0.828849361932491,0.306956997518277,0.306956997518277
25007,25007,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.371621621621622,0.20724922592621,,0.0,,0.0,-0.807815321000386,0.807815321000386,-0.839173940061859,0.839173940061859,0.839173940061859,0.068887748383904,0.823494630531122,0.309498270595886,0.309498270595886
25008,25008,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.378006872852234,0.209377643003081,,0.0,,0.0,-0.803623684044753,0.803623684044753,-0.834796189263812,0.834796189263812,0.834796189263812,0.0675696725670846,0.819209936654283,0.309491305665111,0.309491305665111
25009,25009,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.331058020477816,0.190555476972055,,0.0,,0.0,-0.797353134107359,0.797353134107359,-0.828957688566404,0.828957688566404,0.828957688566404,0.0667802608385079,0.813155411336881,0.298566591320248,0.298566591320248
25010,25010,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.293103448275862,0.177903952904737,,0.0,,0.0,-0.791792779415452,0.791792779415452,-0.824195766423026,0.824195766423026,0.824195766423026,0.0649708759585319,0.807994272919239,0.290950544682178,0.290950544682178
25011,25011,0.25,0.0,0.463789127086025,0.0,0.154596375695342,0.0,-0.274914089347079,0.170079640595764,,0.0,,0.0,-0.781275790181173,0.781275790181173,-0.81582241920602,0.81582241920602,0.81582241920602,0.0644686688764695,0.798549104693597,0.284677096471281,0.284677096471281
25012,25012,0.25,0.0,0.468272024742961,0.0,0.15609067491432,0.0,-0.26530612244898,0.143368227105236,,0.0,,0.0,-0.774921955466382,0.774921955466382,-0.81111277075446,0.81111277075446,0.81111277075446,0.063451422808409,0.793017363110421,0.269938454330223,0.269938454330223
25013,25013,0.25,0.0,0.468272024742961,0.0,0.15609067491432,0.0,-0.240549828178694,0.135116129015141,,0.0,,0.0,-0.766699093223079,0.766699093223079,-0.805269770573944,0.805269770573944,0.805269770573944,0.0628061835199395,0.785984431898512,0.264054172482199,0.264054172482199
25014,25014,0.25,0.0,0.468272024742961,0.0,0.15609067491432,0.0,-0.222222222222222,0.119493707807099,,0.0,,0.0,-0.759627819373428,0.759627819373428,-0.800505569599229,0.800505569599229,0.800505569599229,0.0624602630474573,0.780066694486328,0.254763527525132,0.254763527525132
25187,25187,0.5,0.27618912691441,0.717365424579924,0.485711880368725,0.49308881062102,-1.0,-0.540880503144654,0.601857982162173,0.0,0.0,0.0,0.0,-0.387409199706002,0.387409199706002,-0.42290529084422,0.42290529084422,0.42290529084422,0.249338301025749,0.405157245275111,0.402218302399864,0.402218302399864
25188,25188,0.5,0.27618912691441,0.717365424579924,0.485711880368725,0.49308881062102,-1.0,-0.543035993740219,0.607627981485478,0.0,0.0,0.0,0.0,-0.388084866273758,0.388084866273758,-0.422031010837287,0.422031010837287,0.422031010837287,0.251012986976183,0.405057938555522,0.40507847538162,0.40507847538162
25189,25189,0.5,0.27618912691441,0.717365424579924,0.485711880368725,0.49308881062102,-1.0,-0.542319749216301,0.607389233310839,0.0,0.0,0.0,0.0,-0.379876962575629,0.379876962575629,-0.398249472668757,0.398249472668757,0.398249472668757,0.274276491951027,0.389063217622193,0.400960421060968,0.400960421060968
25190,25190,0.5,0.27618912691441,0.717365424579924,0.485711880368725,0.49308881062102,-1.0,-0.532154340836013,0.604000763850743,0.0,0.0,0.0,0.0,-0.381612440906821,0.381612440906821,-0.39872305410201,0.39872305410201,0.39872305410201,0.274996552842877,0.390167747504416,0.399542318801475,0.399542318801475
25191,25191,0.5,0.247938215477885,0.719885691097588,0.485711880368725,0.484511928981399,-1.0,-0.518581081081081,0.599476343932432,0.0,0.0,0.0,0.0,-0.38391106622158,0.38391106622158,-0.39960259230308,0.39960259230308,0.39960259230308,0.275579397821771,0.39175682926233,0.397677379281799,0.397677379281799
25198,25198,0.5,0.236593184923525,0.689270024621429,0.172120572897912,0.365994594147622,-1.0,-0.0597014925373134,0.385393924830462,0.0,-0.33872502378687,0.0,0.041323842536173,0.0719605804897056,0.0719605804897056,0.494586733307883,0.494586733307883,0.494586733307883,0.076509464862614,0.283273656898794,0.273846337273973,0.273846337273973
25199,25199,0.5,0.236593184923525,0.687368716113402,0.172120572897912,0.365360824644946,-1.0,-0.0471204188481675,0.376765284817401,0.0,-0.34529582929195,0.0,0.0420525229788558,0.0724684067134839,0.0724684067134839,0.493536552431191,0.493536552431191,0.493536552431191,0.0770672207752512,0.283002479572338,0.269646393046499,0.269646393046499
25200,25200,0.5,0.236593184923525,0.687368716113402,0.172120572897912,0.365360824644946,-1.0,-0.0453333333333333,0.376169589645789,0.0,-0.34529582929195,0.0,0.0420525229788558,0.079856654885778,0.079856654885778,0.499963691552842,0.499963691552842,0.499963691552842,0.0756860758106246,0.28991017321931,0.271075468872436,0.271075468872436
25201,25201,0.5,0.236593184923525,0.687368716113402,0.172120572897912,0.365360824644946,-1.0,-0.0416666666666667,0.374947367423567,0.0,-0.34529582929195,0.0,0.0420525229788558,0.0874265352555102,0.0874265352555102,0.50572343673117,0.50572343673117,0.50572343673117,0.0745331167484179,0.29657498599334,0.272130560954833,0.272130560954833
25212,25212,0.5,0.236593184923525,0.687368716113402,0.172120572897912,0.365360824644946,-1.0,-0.0453333333333333,0.376169589645789,0.0,-0.34529582929195,0.0,0.0420525229788558,0.118648857204631,0.118648857204631,0.53075679632259,0.53075679632259,0.53075679632259,0.0682748236752144,0.32470282676361,0.279773632258511,0.279773632258511
25213,25213,0.5,0.236593184923525,0.689270024621429,0.172120572897912,0.365994594147622,-1.0,-0.0598503740648379,0.385443552006303,0.0,-0.33872502378687,0.0,0.041323842536173,0.116683173131567,0.116683173131567,0.526963292649265,0.526963292649265,0.526963292649265,0.0681925943580645,0.321823232890416,0.283508544859799,0.283508544859799
25214,25214,0.5,0.236593184923525,0.689270024621429,0.172120572897912,0.365994594147622,-1.0,-0.0554272517321016,0.380568129076952,0.0,-0.33872502378687,0.0,0.041323842536173,0.107428115569434,0.107428115569434,0.512284829824342,0.512284829824342,0.512284829824342,0.0692045399224758,0.309856472696888,0.278079143346741,0.278079143346741
25215,25215,0.5,0.236593184923525,0.689270024621429,0.172120572897912,0.365994594147622,-1.0,-0.0352112676056338,0.369941250317979,0.0,-0.33872502378687,0.0,0.041323842536173,0.106317088519366,0.106317088519366,0.507302847475742,0.507302847475742,0.507302847475742,0.0685692776494063,0.306809967997554,0.272004077792421,0.272004077792421
25870,25870,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.595013004937668,0.595013004937668,-0.844798463310398,0.844798463310398,0.844798463310398,0.0003559107139064,0.719905734124033,0.270967998868374,0.270967998868374
25871,25871,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.750712882391505,0.750712882391505,-0.91797798229817,0.91797798229817,0.91797798229817,0.0005693843691967,0.834345432344838,0.299577923423575,0.299577923423575
25872,25872,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.795424006001368,0.795424006001368,-0.935319029222061,0.935319029222061,0.935319029222061,0.0006903573882741,0.865371517611715,0.307334444740294,0.307334444740294
25874,25874,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.836314308607505,0.836314308607505,-0.950021243700135,0.950021243700135,0.950021243700135,0.0009302658594226,0.89316777615382,0.31428350937582,0.31428350937582
25875,25875,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.848130431040966,0.848130431040966,-0.954055284603645,0.954055284603645,0.954055284603645,0.0010565662631605,0.901092857822306,0.316264779792942,0.316264779792942
25876,25876,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.857292538206927,0.857292538206927,-0.957132469628674,0.957132469628674,0.957132469628674,0.0011858403429294,0.907212503917801,0.317794691316815,0.317794691316815
25877,25877,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.864763519244489,0.864763519244489,-0.959591377245975,0.959591377245975,0.959591377245975,0.0013179124938868,0.912177448245232,0.319035927398673,0.319035927398673
25878,25878,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.871059276350029,0.871059276350029,-0.961643200021342,0.961643200021342,0.961643200021342,0.0014524668543835,0.916351238185686,0.320079374883787,0.320079374883787
25879,25879,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.876492829212237,0.876492829212237,-0.963388656238347,0.963388656238347,0.963388656238347,0.0015899635281861,0.919940742725292,0.320976751018688,0.320976751018688
25880,25880,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.881273958407566,0.881273958407566,-0.964891526693924,0.964891526693924,0.964891526693924,0.0017305745404191,0.923082742550745,0.321762250975052,0.321762250975052
25881,25881,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.885471860944383,0.885471860944383,-0.96620236048341,0.96620236048341,0.96620236048341,0.0018738584100885,0.925837110713896,0.322450843015839,0.322450843015839
25882,25882,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.888766889493076,0.888766889493076,-0.967212140642249,0.967212140642249,0.967212140642249,0.0020209541507465,0.927989515067663,0.322988944104281,0.322988944104281
25883,25883,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.891761347145945,0.891761347145945,-0.968136674743528,0.968136674743528,0.968136674743528,0.0021315197159556,0.929949010944737,0.32347881807355,0.32347881807355
25884,25884,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.894811549584064,0.894811549584064,-0.969063650387233,0.969063650387233,0.969063650387233,0.0022802538766694,0.931937599985649,0.323975965333778,0.323975965333778
25885,25885,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.903844478023725,0.903844478023725,-0.971834103694278,0.971834103694278,0.971834103694278,0.0024179911592227,0.937839290859002,0.325451388052116,0.325451388052116
25886,25886,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.907699728961693,0.907699728961693,-0.973004702635841,0.973004702635841,0.973004702635841,0.0025598210177046,0.940352215798767,0.326079619287057,0.326079619287057
25887,25887,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.910949998992123,0.910949998992123,-0.973985212240584,0.973985212240584,0.973985212240584,0.0026993009452607,0.942467605616354,0.326608466741454,0.326608466741454
25888,25888,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.913754050540159,0.913754050540159,-0.974824009977939,0.974824009977939,0.974824009977939,0.0028355505704761,0.944289030259049,0.327063822902128,0.327063822902128
25889,25889,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.916137963037551,0.916137963037551,-0.97553136414052,0.97553136414052,0.97553136414052,0.002969578401942,0.945834663589035,0.327450231234624,0.327450231234624
25890,25890,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.918252852460162,0.918252852460162,-0.97615850618367,0.97615850618367,0.97615850618367,0.0030987870878678,0.947205679321916,0.327792985167844,0.327792985167844
25891,25891,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.920335215063623,0.920335215063623,-0.976768619276341,0.976768619276341,0.976768619276341,0.003227697662717,0.948551917169982,0.328129544629861,0.328129544629861
25892,25892,0.25,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.922327786113109,0.922327786113109,-0.977350228420226,0.977350228420226,0.977350228420226,0.0033640877183383,0.949839007266667,0.328451317154032,0.328451317154032
25893,25893,0.5,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.924181877060608,0.924181877060608,-0.977885085594419,0.977885085594419,0.977885085594419,0.003508028624629,0.951033481327514,0.328749935669244,0.328749935669244
25894,25894,0.5,0.0,0.0,0.0,0.0,,0.0,0.181983130674731,,,,0.0,-0.925950570550164,0.925950570550164,-0.978386191919338,0.978386191919338,0.978386191919338,0.0036539253568102,0.952168381234751,0.329033660646053,0.329033660646053
25895,25895,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.936238883689422,0.936238883689422,-0.981497389910735,0.981497389910735,0.981497389910735,0.0037697366882978,0.958868136800078,0.340449975044331,0.340449975044331
25896,25896,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.934874938082167,0.934874938082167,-0.980745895363716,0.980745895363716,0.980745895363716,0.0050688237599033,0.957810416722942,0.340185545025047,0.340185545025047
25897,25897,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.935266655773265,0.935266655773265,-0.980835979226422,0.980835979226422,0.980835979226422,0.005194031803524,0.958051317499843,0.340245770219272,0.340245770219272
25898,25898,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.935512570760465,0.935512570760465,-0.980876693495127,0.980876693495127,0.980876693495127,0.0053345329643417,0.958194632127796,0.340281598876261,0.340281598876261
25899,25899,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.935797722254189,0.935797722254189,-0.980935925038248,0.980935925038248,0.980935925038248,0.0054601565920837,0.958366823646218,0.340324646755866,0.340324646755866
25900,25900,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.935932299003987,0.935932299003987,-0.980943470154613,0.980943470154613,0.980943470154613,0.0056103445624172,0.9584378845793,0.340342411989137,0.340342411989137
25901,25901,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.936120911976459,0.936120911976459,-0.98096589901806,0.98096589901806,0.98096589901806,0.0057471991307601,0.95854340549726,0.340368792218626,0.340368792218626
25902,25902,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.936311936568004,0.936311936568004,-0.980990880016277,0.980990880016277,0.980990880016277,0.0058810246054067,0.958651408292141,0.340395792917347,0.340395792917347
25903,25903,0.5,0.0,0.0,0.0,0.0,,0.0,0.201465881688623,,,,0.0,-0.936592836516562,0.936592836516562,-0.981046503166102,0.981046503166102,0.981046503166102,0.006011492349753,0.958819669841332,0.340437858304644,0.340437858304644
