K,Inertia,Silhouette,Calinski_Harabasz,Davies_Bouldin,Largest_Cluster,Smallest_Cluster,Cluster_Size_SD
2,53119.75502377566,0.5160069916103819,10730.710316942364,0.843727210432884,11020,2564,4228.0
3,43974.21824304702,0.26118361241996574,7892.994556359623,1.407790476163904,5892,2551,1431.175973340339
4,37323.20054530692,0.2792252887401293,7005.883636292102,1.2696975190901099,5722,1032,2076.724704913966
5,31374.657735672798,0.31367742740826887,6893.820528216919,1.2375985988866405,6351,1019,1890.1310430761143
6,26733.688257292142,0.33791917750380046,6943.411395517006,1.106855685153316,6141,1012,1809.9760587735225
7,23625.121948300544,0.3396002743424555,6844.77262356206,1.0913805924810482,4661,961,1205.0305102412324
8,22031.580588030418,0.3140402510310928,6431.125516892964,1.1319289457893684,2706,807,660.3020142328812
9,20470.897405724667,0.3061769800216799,6185.178858324122,1.0792097433870613,2702,295,760.8464584483083
10,18980.562665218542,0.31997834693412214,6047.614791436911,1.0526698752980541,2702,295,825.2872469631407
