hdbscan_cluster,sample_count
-1,34520
0,236
1,2453
2,1187
3,208
4,259
5,2247
6,3103
7,709
8,4078
9,383
10,200
11,617
12,2945
13,217
14,1719
15,253
16,429
17,5899
18,221
19,276
20,311
21,279
22,507
23,477
24,273
25,207
26,227
27,1566
28,489
29,650
30,438
31,536
32,256
33,1499
34,868
35,376
36,352
37,580
38,220
39,273
40,218
41,1544
42,439
43,229
44,1075
45,237
46,600
47,20127
48,730
49,252
50,235
51,1647
52,275
53,1998
54,2545
55,2009
56,1536
57,1615
58,2005
59,1584
60,1992
61,1524
