cluster_id,Tem_extent,N_TFlossR_2kiw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR
1,0.050393700787401526,-0.8660604329050823,-0.8431135509682313,-0.6056258326741866,-0.7581094921301753,0.934149456386537,0.01666990397651492
2,0.0013003901170351283,-0.8835258692539509,-0.5738234726031646,-0.044515114511120446,-0.06019123891912939,0.7026725857205727,0.03632780650384264
3,0.012631578947368384,-0.04639118410001397,-0.46604732206684185,-0.09667542103144773,-0.09632999336435458,0.7750220855549051,0.04898878850614413
