street_id,pca_component_1,pca_component_2
142,-0.4810870382954173,0.0995285648025009
143,-0.4810874756699826,0.09952580214794833
144,-0.48108785400514337,0.09952341199007848
145,-0.48108822107453275,0.09952110831613235
146,-0.4810886290406611,0.09951852515913114
147,-0.48108859997555353,0.09951870554049534
148,-0.481088600075945,0.09951870490710908
149,-0.48108861227399613,0.09951863352963476
150,-0.4810886276404769,0.09951853644187662
151,-0.48108862771968963,0.09951853580357654
152,-0.481088627797699,0.09951853517497382
153,-0.48108863075327907,0.09951851135878044
154,-0.48108861377478707,0.09951862649589037
155,-0.4810886225087476,0.09951855660694435
156,-0.48108862260219243,0.0995185559374641
157,-0.48108862019560084,0.09951859605762776
158,-0.481088625721628,0.09951855190404414
159,-0.4810886207689279,0.09951859145811799
160,-0.4810885951472041,0.09951873534106774
161,-0.4810886138671785,0.09951862193830975
162,-0.48108863075327907,0.09951851135878044
163,-0.48108862184314366,0.09951858284023503
164,-0.4810886286313423,0.09951852845743948
165,-0.48108863075327907,0.09951851135878044
166,-0.4810886142738583,0.09951860392156957
167,-0.48108862880628495,0.09951852704774404
168,-0.48108861483440263,0.09951861510278455
169,-0.48108862196840924,0.09951856246982839
170,-0.4810886001063777,0.09951870970875194
171,-0.48108862560383764,0.09951853306731252
172,-0.48108861673891845,0.09951859977767845
173,-0.48108861302154515,0.09951863385306749
174,-0.4810886255423727,0.0995185333264308
175,-0.48108862552214426,0.09951853341170792
176,-0.4810886172592377,0.09951861961456594
177,-0.4810886256726559,0.0995185522986635
178,-0.48108862546384135,0.09951853365749587
179,-0.48108860910465273,0.09951866037943057
180,-0.4810886271093099,0.09951854072204332
181,-0.4810886254073476,0.0995185338956568
182,-0.4810886161992699,0.09951858741310755
183,-0.4810886147580322,0.09951863968045686
184,-0.48108862334578156,0.09951855030113364
185,-0.4810885992695886,0.09951873877663382
186,-0.4810886253183008,0.09951853427105188
187,-0.48108862858843027,0.09951852880322658
188,-0.48108861862496244,0.09951858807611934
189,-0.48108861588348195,0.09951860517476756
190,-0.48108863075327907,0.09951851135878044
191,-0.4810886228349856,0.09951855396203736
192,-0.48108861475351566,0.09951859775413062
193,-0.4810886100852423,0.09951867716785819
194,-0.4810885933454155,0.09951879027667974
195,-0.4810886280797445,0.09951853290223885
196,-0.4810885892065365,0.09951879269388271
197,-0.48108859249603914,0.09951879222174838
198,-0.48108859735784393,0.09951872713230557
199,-0.4810886129439707,0.09951863276914176
200,-0.4810886163846812,0.09951858370706136
201,-0.4810886276046082,0.099518536730908
202,-0.4810886275188825,0.09951853742168952
203,-0.481088600120553,0.09951869211354065
204,-0.4810886290470183,0.09951852510790381
205,-0.48108861406268943,0.09951860192689956
206,-0.4810886134248325,0.09951862383776301
207,-0.4810886076357412,0.09951867016264528
208,-0.48108862500204075,0.09951853560431138
209,-0.48108861699519634,0.09951859979624524
210,-0.4810886229648308,0.09951855193448093
211,-0.4810886266070259,0.09951854476946957
212,-0.48108859721225233,0.0995187267016339
213,-0.4810886218102352,0.09951858310424265
214,-0.4810886204315559,0.099518572196183
215,-0.4810886126541777,0.09951862960236231
216,-0.4810886225402289,0.09951855513531206
217,-0.48108862246687045,0.09951855569535441
218,-0.4810886046484074,0.09951869362964332
219,-0.48108862489854476,0.09951853604062023
220,-0.48108863075327907,0.09951851135878044
221,-0.48108860377827467,0.09951870050801238
222,-0.48108861482621174,0.09951861184525869
223,-0.4810885957949237,0.09951874702644971
224,-0.48108862486508575,0.09951853618167357
225,-0.4810886065890317,0.09951870521616572
226,-0.4810886125415923,0.09951863500301054
227,-0.48108863075327907,0.09951851135878044
228,-0.48108859559680345,0.09951873861989415
229,-0.4810886059935362,0.0995186649621456
230,-0.48108861840660766,0.09951858810733928
231,-0.48108861144880094,0.09951863884088329
232,-0.48108863075327907,0.09951851135878044
233,-0.48108861468376873,0.09951861274395511
1226,-0.5143869878330324,-0.012739061126725057
1227,-0.5143869953947514,-0.012739091629344945
1228,-0.5310361788249671,-0.06886792922202203
1229,-0.5310361848169972,-0.06886795003631227
1230,-0.531036181115411,-0.0688679427353401
1231,-0.5310361952857767,-0.06886803276597038
1232,-0.5310361952857767,-0.06886803276597038
1233,-0.5310361952857767,-0.06886803276597038
1234,-0.5310361855964199,-0.06886795619570929
1235,-0.5310361935705733,-0.0688680211108395
1236,-0.5310361761185481,-0.06886788129671252
1237,-0.5310361819939408,-0.06886794965137066
1238,-0.5310361779634146,-0.06886792338262177
1239,-0.5310361822680869,-0.06886795177713848
1240,-0.5310361952857767,-0.06886803276597038
1241,-0.5310361787988219,-0.06886792905756023
1242,-0.5310361914767799,-0.06886802452084465
1243,-0.5310361945066088,-0.06886802747137664
1244,-0.5310361788702437,-0.06886792950682655
1245,-0.5310361704236499,-0.06886786263853656
1246,-0.5310361945352926,-0.06886802766628927
1247,-0.5310361952857767,-0.06886803276597038
1248,-0.5310361796000486,-0.06886795179458255
1249,-0.5310361901098285,-0.06886801489298869
1250,-0.5310361551122649,-0.06886776728224071
1251,-0.5310361946134335,-0.06886802819727131
1252,-0.5310361909889612,-0.06886802040502416
1253,-0.5310361918658758,-0.06886802536309924
1254,-0.5310361952857767,-0.06886803276597038
1255,-0.514387006130599,-0.012739177310873706
1256,-0.5143869918419327,-0.012739088585211042
1257,-0.5143869938737121,-0.012739079540652024
1258,-0.5143869914119658,-0.01273908469904493
1259,-0.5143870029778015,-0.012739171610983882
1260,-0.514387005351878,-0.012739171406010136
1261,-0.5143869929655056,-0.012739095660865216
1262,-0.5143870071082776,-0.012739184724386773
1263,-0.5143869958896675,-0.012739095562766756
1264,-0.514386747193876,-0.012737529847990745
1265,-0.514386474101487,-0.012735828136147195
1266,-0.514386249350071,-0.012734412773392045
1267,-0.5143860834311599,-0.012733350799792764
1427,-0.49773780493785347,0.04338975152414966
1428,-0.4977378120229261,0.043389699061841994
1429,-0.4977377934837782,0.04338984318649909
1430,-0.4977378143511763,0.04338969946170011
1431,-0.4977378143884137,0.04338968055801036
1432,-0.49773781440590614,0.043389680491616664
1433,-0.4977378052159051,0.043389749771400435
1434,-0.4977377914901393,0.04338983629426722
1435,-0.4977378122081431,0.043389697930031904
1436,-0.49773780324845096,0.043389765577746583
1437,-0.4977378054694427,0.04338974817317977
2068,-0.5310361899132436,-0.06886802113634383
2069,-0.5310361936138475,-0.06886802140489495
2070,-0.5310361944531543,-0.06886802710814358
2071,-0.5310361837151846,-0.06886795998311097
2072,-0.5310361833751464,-0.0688679539922538
2073,-0.5310361952857767,-0.06886803276597038
2074,-0.5310361909942071,-0.06886801595801798
2075,-0.5310361607599215,-0.06886781558689853
2076,-0.5310361891688195,-0.0688680158321738
2077,-0.5310361952857767,-0.06886803276597038
2078,-0.5310361918544361,-0.06886802172394707
2079,-0.5310361838545267,-0.06886796085961898
2080,-0.5310361838768084,-0.06886796099977817
2081,-0.5310361754611891,-0.06886789446158675
2082,-0.531036191169575,-0.06886801697713624
2083,-0.5310361938199885,-0.0688680228056624
2084,-0.5310361839691689,-0.0688679615807557
2085,-0.5310361820704337,-0.06886795832519507
2086,-0.531036194583577,-0.06886802799439018
2087,-0.5310361919925528,-0.06886802243321731
2088,-0.5310361946043942,-0.06886802813584775
2089,-0.5310361722519489,-0.06886788753699313
2090,-0.5310361946260351,-0.06886802828290121
2091,-0.5310361939876995,-0.06886802394529087
2092,-0.5310361920799346,-0.06886802287016494
2093,-0.5310361901657356,-0.06886802168289913
2094,-0.5310361901805516,-0.06886802171497058
2095,-0.5310361830767865,-0.06886795535435464
2096,-0.5310361946889662,-0.06886802871053034
2097,-0.5310361946994523,-0.06886802878178466
2098,-0.5310361779350223,-0.06886791321173362
2099,-0.5310361947197944,-0.0688680289200132
2100,-0.5310361839095517,-0.06886796092528476
2101,-0.5310361845004621,-0.06886796492276677
2102,-0.5310361947504711,-0.06886802912846755
2103,-0.5310361845771903,-0.06886796540541207
2104,-0.5310361952857767,-0.06886803276597038
2105,-0.5310361952857767,-0.06886803276597038
2106,-0.5310361942960923,-0.06886802604087758
2107,-0.5310361732177539,-0.06886789346121291
2108,-0.5310361870387896,-0.06886801051345162
2109,-0.5310361848218971,-0.06886796694469932
2110,-0.5310361952857767,-0.06886803276597038
2111,-0.5310361849068362,-0.06886796747899482
2112,-0.5310361648283335,-0.06886782539410329
2113,-0.5310361857041329,-0.06886795704691281
2114,-0.5310361952857767,-0.06886803276597038
2115,-0.5310361905645086,-0.06886802254610108
2116,-0.531036194488721,-0.06886802734982618
2117,-0.5310361929517565,-0.06886801690586225
2118,-0.5310361767205539,-0.06886790226864187
2119,-0.5310361869864089,-0.06886796718011416
2120,-0.5310361945635206,-0.06886802785810305
2121,-0.5310361952857767,-0.06886803276597038
2122,-0.5310361952857767,-0.06886803276597038
2123,-0.5310361756614121,-0.06886790932221332
2124,-0.5310361855238657,-0.06886797136031453
2125,-0.5310361930377823,-0.0688680278998606
2126,-0.5310361759641842,-0.06886791122674926
2127,-0.5310361850685889,-0.0688679681899678
2128,-0.5310361908606065,-0.0688680231870481
2129,-0.5310361930850369,-0.06886802800215014
2130,-0.5310361700464644,-0.0688678638017079
2131,-0.531036179704911,-0.06886792479952233
2132,-0.5310361892553835,-0.06886798511071478
2133,-0.5310361904545711,-0.06886801987572502
2134,-0.5310361757609101,-0.06886790943001564
2135,-0.5310361910282366,-0.06886802354990768
2136,-0.5310361900738767,-0.06886801695210315
2137,-0.5310361943301909,-0.0688680262725844
2138,-0.5310361848184623,-0.06886795004788977
2139,-0.5310361869686433,-0.06886801476232976
2140,-0.5310361952857767,-0.06886803276597038
2141,-0.5310361775465442,-0.0688679211803183
2142,-0.5310361776476684,-0.06886792181642296
2143,-0.5310361769167397,-0.06886791679871963
2144,-0.5310361778547222,-0.06886792311886031
2145,-0.5310361763673259,-0.06886791295981276
2146,-0.5310361952857767,-0.06886803276597038
2147,-0.5310361913222488,-0.0688680241863397
2148,-0.531036186946588,-0.06886796686542969
2149,-0.5310361952857767,-0.06886803276597038
2150,-0.5310361945745955,-0.0688680279333596
2151,-0.5310361785706923,-0.06886792762254902
2152,-0.5310361800348574,-0.06886791224539471
2153,-0.5310361946158642,-0.06886802821378768
2154,-0.5143869920517026,-0.012739083563788459
2155,-0.5143869921220195,-0.012739084086945338
2156,-0.5143869902296816,-0.012739074241553364
2157,-0.5143870055323141,-0.012739172774216267
2158,-0.5143869937803012,-0.012739100792006242
2159,-0.5143870071082776,-0.012739184724386773
2160,-0.5143869960753178,-0.012739149697032923
2161,-0.5143869803357483,-0.01273901441463568
2162,-0.5143869612718807,-0.012738882070901986
2163,-0.5143869871066419,-0.01273904244504917
2164,-0.5143869910675108,-0.012739057237937723
2165,-0.5143870054826356,-0.012739172397515541
2166,-0.5310361899945482,-0.06886802131233918
2167,-0.5310361829069359,-0.06886795442326468
2168,-0.5310361952857767,-0.06886803276597038
2169,-0.531036184481011,-0.06886794738117683
2170,-0.5310361614568112,-0.06886780236150196
2171,-0.5310361926334224,-0.06886802702456493
2172,-0.5310360691992243,-0.06886723963976803
2173,-0.5310359430299834,-0.0688664459934272
2174,-0.5310358282267235,-0.0688657238428746
2175,-0.5310357191535595,-0.06886502849667482
2176,-0.5310356271881979,-0.06886444993012261
2177,-0.531035483570117,-0.06886355583859352
2178,-0.5310353653800755,-0.06886281211557939
2179,-0.5310351496293056,-0.06886145497269783
2180,-0.5310350342588903,-0.06886072925281031
2181,-0.5310349499328852,-0.0688601990835483
2182,-0.5310347221545763,-0.06885876546337047
2183,-0.5310345740704191,-0.06885783478406762
2184,-0.5310344704093309,-0.06885718272146801
2185,-0.4977357030323049,0.043403003511073804
2186,-0.49773545279929776,0.04340457865834145
2187,-0.49773511802204645,0.043406712631862146
2188,-0.4977350400121392,0.04340718073744858
2189,-0.49773492025621074,0.04340793786810636
2190,-0.4977347656689744,0.04340891236807608
2191,-0.4977345077633055,0.0434105476746164
2192,-0.4977343767523702,0.04341137350695333
2193,-0.4977342791959867,0.04341197668076642
2194,-0.49773411529158196,0.04341302161140893
2195,-0.49773402967748104,0.04341355176462296
2196,-0.4977338674830849,0.04341458362362231
2197,-0.4977337705092681,0.04341518328023293
2198,-0.4977335868465508,0.04341638710725611
2199,-0.4977334699145754,0.04341708028863277
2200,-0.4977333679965962,0.04341772059224046
2201,-0.4977332124401669,0.04341870117055123
2202,-0.4977331082193841,0.04341936025796243
2203,-0.4977329531930021,0.043420337479192175
2204,-0.4977328503725389,0.04342098561082157
2205,-0.49773273008767605,0.04342175273448741
2206,-0.4977325811541433,0.043422680597087135
2207,-0.4977324535601553,0.04342348490905197
