fid,MS_ID,kmeans_cluster,distance_to_assigned_centroid
24398,24398,3,0.26916501889275857
24399,24399,3,0.26848927171323883
24400,24400,3,0.26675219019611
24403,24403,3,0.27067465135901103
24404,24404,1,0.7909469188480922
24405,24405,1,0.5330702884899278
24406,24406,1,0.5547208586235352
24407,24407,1,0.48942042562837385
24408,24408,1,0.5958102151856581
24409,24409,1,0.4964602047030493
24410,24410,1,0.5369526103511301
24411,24411,3,0.6747400699012943
24412,24412,5,0.47267454483643523
24415,24415,5,0.46002293915055953
24416,24416,5,0.45417176890870053
24417,24417,5,0.4564477737858984
24418,24418,5,0.45591441289027207
24419,24419,3,0.2817242479980624
24458,24458,4,0.662127409631632
24459,24459,4,0.677986341519539
24460,24460,4,0.6780837003476688
24461,24461,4,0.7156470691043961
24462,24462,4,0.665320328949311
24463,24463,4,0.7173130496829011
24581,24581,5,0.19591135009904936
24582,24582,5,0.19712714708214052
24583,24583,5,0.1953457264297172
24584,24584,5,0.19426320952129245
24585,24585,5,0.19569203804009866
24586,24586,5,0.1931736816351589
24587,24587,5,0.18919775440995007
24588,24588,5,0.21673948072807692
24589,24589,5,0.21758386679028321
24590,24590,5,0.21600769261415406
24591,24591,5,0.24853632754544502
24592,24592,5,0.24859087887497466
24614,24614,1,0.8679459376256717
24615,24615,1,0.8679462498707662
24983,24983,3,0.5489870417888024
24984,24984,3,0.5603377775383676
24985,24985,3,0.5687956460261601
24986,24986,2,0.3724765043958106
24987,24987,2,0.3685920412468807
24988,24988,2,0.2965182431587825
24989,24989,2,0.2798336009224445
24990,24990,2,0.27261484265430214
25029,25029,4,1.1654497780092736
25030,25030,4,1.16386751879462
25031,25031,4,1.1633150967367196
25032,25032,5,1.0447360617155124
25033,25033,5,0.3017560181135213
25034,25034,5,0.29919078520530773
25035,25035,5,0.19396067246477505
25036,25036,5,0.18873689245834924
25037,25037,5,0.18819728393421717
25038,25038,5,0.16871227002559186
25039,25039,5,0.17036549943369161
25040,25040,5,0.16982329029152377
25041,25041,5,0.17383195744991056
25042,25042,5,0.17598442060357755
25043,25043,5,0.19334391050065206
25044,25044,5,0.20215431618690158
25045,25045,5,0.2115740440945126
25046,25046,5,0.2167555773524985
25118,25118,5,0.5678317111077904
25195,25195,2,0.5286358168018231
25196,25196,2,0.4937406425928519
25197,25197,2,0.45478041573654365
25212,25212,1,0.46260031417083164
25213,25213,1,1.0524333211268526
25215,25215,1,0.29311404958105247
25519,25519,5,0.18753037451629734
25520,25520,5,0.19095940567253372
25521,25521,5,0.2903681342008902
25522,25522,5,0.291485472163419
25523,25523,5,0.2922342175459571
25524,25524,5,0.29172337563443335
25525,25525,5,0.2919972928350838
25526,25526,5,0.2919757657191418
25527,25527,5,0.2928615813802346
25528,25528,5,0.2939955795675213
25529,25529,5,0.2933459857431658
25683,25683,5,0.5669164230059516
26078,26078,1,0.7590156936457364
26079,26079,1,0.7590118751304801
26080,26080,1,0.759008606577347
26081,26081,1,0.7590040911529281
26082,26082,1,0.8679403987186848
26083,26083,1,0.8679326661238552
