scenario,input_csv,n_original_samples,n_valid_samples,n_features,K,inertia,silhouette_score,calinski_harabasz_score,davies_bouldin_score,n_iter,converged,init,n_init,max_iter,random_state,runtime_seconds,runtime_scope,timestamp
TF,F:\CTH-MPDSD\Year 2-period 2\ACEX35\Codes\rf_demo\outputs_preprocessing_7vars_run1\MT_UPDATE_MS_HEV_v3_NORcleaned_tf_risk_gt_0_25\TF,13584,13584,7,3,43974.21824304688,0.2600255210684665,7892.994556359623,1.407790476163904,4,True,k-means++,50,500,42,10.51584959999309,start through the complete first metadata pass inside staging; excludes the final metadata rewrite and atomic final-directory publication,2026-08-21T12:42:24+02:00
