cluster,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR
1,-0.49103889501687176,-0.4135704927283359,-0.7130594302107153,-0.014782649510363344,-0.023364751683945917,0.5051178385379462,0.03865973777777762
2,-0.4016579239492886,-0.546414335028192,-0.6005230948746196,-0.13942778222888258,-0.1759457867395718,0.9184665303037575,0.12797028609607036
3,0.6875735005880095,0.999999999999998,0.9941199529596176,-0.6475891807134455,-0.7706781654253245,0.9733437867502944,0.09577234976838025
