cluster,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR
1,-0.40302836750862725,-0.3284374886989421,-0.5270569803660685,0.4708883710514248,0.5292375158009207,-0.9991801697181857,-0.42800331677594255
2,-0.26454831127978035,-0.5384021336991617,-0.3665102051035778,0.13149645413295866,0.13831654224700304,0.5457050712377405,0.3443825278781387
3,1.4230237425313228,1.9057633711237594,1.9084421314900657,-1.2521586262873625,-1.3854204044522538,0.7508080877399465,0.06592459972893391
