cluster,feature,original_non_null_count,original_structural_null_count,original_structural_null_percent,original_non_null_mean,original_non_null_median,filled_mean,standardized_centroid,inverse_transformed_centroid
1,N_TFlossR_2kiw,3530,1611,31.336315891849836,-0.7148631171959392,-1.0,-0.490851352597095,-0.40302836750862725,-0.49103889501687176
1,N_TFlossR_2ktw,5141,0,0.0,-0.4137418179479231,-0.404393613974876,-0.4137418179479231,-0.3284374886989421,-0.4135704927283359
1,N_TFlossR_2kmw,5135,6,0.11670881151526939,-0.7139404153717422,-0.787878787878788,-0.7131071839980346,-0.5270569803660685,-0.7130594302107153
1,TFResident_lossR,2682,2459,47.831161252674576,-0.02831412025904002,0.0,-0.014771147740662387,0.4708883710514248,-0.014782649510363344
1,TFDaynight_lossR,2670,2471,48.064578875705116,-0.04495308217244132,0.0,-0.023346572534607726,0.5292375158009207,-0.023364751683945917
1,TFAB5k_NOR,4770,371,7.216494845360824,0.5446530656944591,0.6020184443232285,0.5053482052835188,-0.9991801697181857,0.5051178385379462
1,TFABC_NOR,5141,0,0.0,0.03864638966887507,0.0135033964195852,0.03864638966887507,-0.42800331677594255,0.03865973777777762
2,N_TFlossR_2kiw,4044,1848,31.364562118126273,-0.5853548762623639,-1.0,-0.4017608824855737,-0.26454831127978035,-0.4016579239492886
2,N_TFlossR_2ktw,5885,7,0.11880515953835709,-0.5470049030418704,-0.538874552264128,-0.5463550329941289,-0.5384021336991617,-0.546414335028192
2,N_TFlossR_2kmw,5556,336,5.7026476578411405,-0.6367146197694924,-0.667484349353931,-0.6004050284180753,-0.3665102051035778,-0.6005230948746196
2,TFResident_lossR,3655,2237,37.96673455532926,-0.2249155140961682,-0.002997002997003,-0.13952243788552185,0.13149645413295866,-0.13942778222888258
2,TFDaynight_lossR,4029,1863,31.619144602851325,-0.25747737865885206,-0.0163572060123784,-0.1760652339810786,0.13831654224700304,-0.1759457867395718
2,TFAB5k_NOR,5892,0,0.0,0.9185461432243404,0.9614246028191624,0.9185461432243404,0.5457050712377405,0.9184665303037575
2,TFABC_NOR,5892,0,0.0,0.1280425645789524,0.0841755688426172,0.1280425645789524,0.3443825278781387,0.12797028609607036
3,N_TFlossR_2kiw,1754,797,31.24264994119953,1.0,1.0,0.6875735005880047,1.4230237425313228,0.6875735005880095
3,N_TFlossR_2ktw,2551,0,0.0,1.0,1.0,1.0,1.9057633711237594,0.999999999999998
3,N_TFlossR_2kmw,2536,15,0.5880047040376323,1.0,1.0,0.9941199529596236,1.9084421314900657,0.9941199529596176
3,TFResident_lossR,1652,899,35.241081928655426,-1.0,-1.0,-0.6475891807134457,-1.2521586262873625,-0.6475891807134455
3,TFDaynight_lossR,1966,585,22.93218345746766,-1.0,-1.0,-0.7706781654253234,-1.3854204044522538,-0.7706781654253245
3,TFAB5k_NOR,2483,68,2.6656213249705996,1.0,1.0,0.973343786750294,0.7508080877399465,0.9733437867502944
3,TFABC_NOR,2551,0,0.0,0.09577234976838024,0.0598593351654071,0.09577234976838024,0.06592459972893391,0.09577234976838025
