cluster,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR
1,-0.870385917792595,-0.28300125923139885,-0.5229597998302498,0.4637061073145307,0.5138831734689504,-1.5602971386795692,-0.36929524934648916
2,-0.10024100541090487,-0.5014563273827617,-0.4230795220773548,0.41048821144370823,0.4715210140596971,0.17252516346484606,-0.2876150347702577
3,-0.39087050646585125,-0.5922847098465862,-0.44980641936371807,-0.3638022164858288,-0.4498531939963453,0.5279192099194346,1.4095845423058717
4,1.1590192936454513,1.89490590208463,1.7390280325999201,0.5084674400916807,-0.25067137124399064,0.7770793597250476,-0.33469332385207146
5,1.517158825098223,1.9057633711237607,1.9168307340503405,-2.2117258463774605,-1.9574184906840866,0.7303099238255333,0.25791407927561266
