cluster_id,sample_count,sample_percentage,distance_to_centroid_mean,distance_to_centroid_median,distance_to_centroid_std,distance_to_centroid_max
1,2640,19.434628975265017,1.1996389273498644,1.164194020664636,0.5437396210153769,4.618435269598143
2,6351,46.753533568904594,1.2065947880006318,1.157163453590601,0.3764857841327483,3.0979365811645065
3,1925,14.17108362779741,2.179204588261304,2.032351374711022,0.6683738826967247,5.250406707846821
4,1019,7.501472320376915,1.5872181935521044,1.3075644859123972,0.5353474711944702,4.153164360998165
5,1649,12.139281507656067,1.2097293523473374,1.017227602612041,0.9129336510670345,6.248170242321973
