cluster,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR
1,-0.7926915143017425,-0.38482316099503344,-0.7101874841254852,-0.017420408903200124,-0.029357731350173305,0.354985674090398,0.045448119166589855
2,-0.29560693760516804,-0.5230388621340211,-0.640175735759411,-0.03696522232729996,-0.0458921783794366,0.8186187082249052,0.05489275723323661
3,-0.4831916897535214,-0.5805056385828022,-0.6589101330750466,-0.3213312556384046,-0.4055153243587314,0.9137077544976654,0.25113900628526176
4,0.5171736997055932,0.9931305201177627,0.8753680078508317,-0.0009813542688907329,-0.32777232580961724,0.9803729146221783,0.04944912068696233
5,0.7483323226197697,0.9999999999999989,0.9999999999999949,-0.9999999999999998,-0.993935718617345,0.967859308671922,0.11797198717542881
