cluster_id,sample_count,sample_percentage,distance_to_centroid_mean,distance_to_centroid_median,distance_to_centroid_std,distance_to_centroid_max
1,897,41.83768656716418,0.2941541919181641,0.2791304829430807,0.1391441703633566,1.0440722018793662
2,528,24.62686567164179,0.24642856517707978,0.2188639493390483,0.10410172735135777,1.018528695704414
3,362,16.884328358208954,0.4529558138121564,0.413468729273327,0.1715078041947193,0.9517219568180492
4,357,16.651119402985074,0.3470432697924831,0.27912731757324044,0.18132172472948654,0.9860495100038826
