cluster_id,Per_extent,N_PFlossR_2kiw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR
1,0.003344481605351162,-1.0,-0.3257552375158227,-0.03770242525730996,-0.02944207639484546,0.3404138420444411,0.06349716659754621
2,0.001893939393939391,-0.9893857789742182,-0.3359231329749725,-0.03876240217896541,-0.049003882272311575,0.8802899806190712,0.027618378015881878
3,-1.3010426069826053e-18,-0.9966083667399922,-0.48278456512785894,-0.5793387940067642,-0.3340136178490347,0.8570488019038262,0.0287297219091671
4,-1.0842021724855044e-18,-0.03167656536242214,-0.2417677180891009,-0.12713847828591185,-0.1513573537048285,0.9096245079943039,0.01555253782741766
