flood_scenario,version_name,min_cluster_size,min_samples,metric,cluster_selection_method,number_of_clusters,noise_count,noise_percentage,largest_cluster_size
PF,version_B_standardized,50,20,euclidean,eom,256,32189,27.521610136885577,23363
