N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR
0.0,-0.411596675093908,-0.614457831325301,,0.0,0.878467394434072,0.0791445411451641
0.0,-0.365480653192261,-0.560606060606061,,0.0,0.872153462750915,0.076951275343223
0.0,-0.365480653192261,-0.55045871559633,,0.0,0.865615611444689,0.0755568371009561
0.0,-0.332977568020636,-0.513846153846154,,0.0,0.860840766297122,0.0739407323208546
0.0,-0.324172094611177,-0.48125,,0.0,0.855407607692323,0.0724964180632627
0.0,-0.275568208735272,-0.451923076923077,,0.0,0.850156776189953,0.0710980120670784
0.0,-0.24060841043835,-0.357859531772575,,0.0,0.844738545004595,0.069764377849201
0.0,-0.250126056157008,-0.371621621621622,,0.0,0.839173940061859,0.068887748383904
0.0,-0.250126056157008,-0.378006872852234,,0.0,0.834796189263812,0.0675696725670846
0.0,-0.24060841043835,-0.331058020477816,,0.0,0.828957688566404,0.0667802608385079
0.0,-0.24060841043835,-0.293103448275862,,0.0,0.824195766423026,0.0649708759585319
0.0,-0.235324832440214,-0.274914089347079,,0.0,0.81582241920602,0.0644686688764695
0.0,-0.16479855886673,-0.26530612244898,,0.0,0.81111277075446,0.063451422808409
0.0,-0.16479855886673,-0.240549828178694,,0.0,0.805269770573944,0.0628061835199395
0.0,-0.136258901199076,-0.222222222222222,,0.0,0.800505569599229,0.0624602630474573
-1.0,-0.264693443341866,-0.540880503144654,0.0,0.0,0.42290529084422,0.249338301025749
-1.0,-0.279847950716216,-0.543035993740219,0.0,0.0,0.422031010837287,0.251012986976183
-1.0,-0.279847950716216,-0.542319749216301,0.0,0.0,0.398249472668757,0.274276491951027
-1.0,-0.279847950716216,-0.532154340836013,0.0,0.0,0.39872305410201,0.274996552842877
-1.0,-0.279847950716216,-0.518581081081081,0.0,0.0,0.39960259230308,0.275579397821771
-1.0,-0.0964802819540717,-0.0597014925373134,0.0,-0.33872502378687,0.494586733307883,0.076509464862614
-1.0,-0.0831754356040347,-0.0471204188481675,0.0,-0.34529582929195,0.493536552431191,0.0770672207752512
-1.0,-0.0831754356040347,-0.0453333333333333,0.0,-0.34529582929195,0.499963691552842,0.0756860758106246
-1.0,-0.0831754356040347,-0.0416666666666667,0.0,-0.34529582929195,0.50572343673117,0.0745331167484179
-1.0,-0.0831754356040347,-0.0453333333333333,0.0,-0.34529582929195,0.53075679632259,0.0682748236752144
-1.0,-0.0964802819540717,-0.0598503740648379,0.0,-0.33872502378687,0.526963292649265,0.0681925943580645
-1.0,-0.0862771354987553,-0.0554272517321016,0.0,-0.33872502378687,0.512284829824342,0.0692045399224758
-1.0,-0.0746124833483029,-0.0352112676056338,0.0,-0.33872502378687,0.507302847475742,0.0685692776494063
,-0.545949392024192,0.0,,,0.844798463310398,0.0003559107139064
,-0.545949392024192,0.0,,,0.91797798229817,0.0005693843691967
,-0.545949392024192,0.0,,,0.935319029222061,0.0006903573882741
,-0.545949392024192,0.0,,,0.950021243700135,0.0009302658594226
,-0.545949392024192,0.0,,,0.954055284603645,0.0010565662631605
,-0.545949392024192,0.0,,,0.957132469628674,0.0011858403429294
