cluster,N_PFlossR_2kiw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR
1,2.2331170694671196,2.9424444572342083,-2.5782332146015117,-3.5465348955325635,0.8372345926131513,0.3430669116695012
2,-0.5596046046517313,-0.16717966997696773,-1.100476539216256,-0.782699180897069,0.43996982427456777,0.9585186245475589
3,0.5256447996856579,-0.16019061350330463,0.3804679340491469,0.3164620525789157,0.5049340194478353,-0.2375196905577918
4,-0.8622369936381215,0.10034039766635162,0.2531447857587241,0.27217598421443195,-1.3123934931908254,-0.19859993254169198
