fid,MS_ID,PF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,kmeans_cluster,distance_to_assigned_centroid
26773,26773,0.254112226756906,138,1,True,3,1.6341861971694502
26916,26916,0.421384842022916,139,0,False,3,1.9363167553874994
26917,26917,0.412765757502239,140,0,False,3,1.9295945491296806
26969,26969,0.468917812196318,141,0,False,4,1.0382146902186893
26970,26970,0.470026651320135,142,0,False,4,1.0596547547064876
26971,26971,0.469657061059048,143,0,False,4,1.0627130679731556
26972,26972,0.47046311922818,144,0,False,4,1.0926646067630437
26973,26973,0.469844358213346,145,0,False,4,1.1054024687014932
26974,26974,0.466358700197042,146,0,False,4,1.0713468993076327
26975,26975,0.462219959022234,147,0,False,4,1.0545060628957335
26976,26976,0.459875547813309,148,0,False,4,1.0254696027707917
26977,26977,0.462577718144513,149,0,False,4,1.0041247360099896
26978,26978,0.45722535430162,150,0,False,4,0.9106335142893331
26979,26979,0.437111482012912,151,0,False,4,0.7885720688038755
26980,26980,0.417029658148149,152,0,False,4,0.7736631565353661
26981,26981,0.411109125133928,153,0,False,4,0.7936482733297258
26982,26982,0.405283862087468,154,0,False,4,0.8205813351656331
26983,26983,0.389758796264357,155,0,False,4,0.7593700030954172
26984,26984,0.38605458320205,156,0,False,4,0.7896042823263308
26985,26985,0.382161321308798,157,0,False,4,0.8134449892132483
26986,26986,0.334684672142703,158,0,False,4,1.150054847122676
26987,26987,0.332023008961092,159,0,False,4,1.1757050183424977
26988,26988,0.329461368711983,160,0,False,4,1.211171508496641
26989,26989,0.327140422416595,161,0,False,4,1.2489023512555872
26990,26990,0.32477809555292,162,0,False,4,1.281539030040329
26991,26991,0.321744548678111,163,0,False,4,1.316395751069666
26992,26992,0.320094778876955,164,0,False,4,1.3488780507262328
26993,26993,0.319680127439312,165,0,False,4,1.3121803275307728
26994,26994,0.320226109633406,166,0,False,4,1.2767990365203792
26995,26995,0.31894814662483,167,0,False,4,1.213567017234603
27668,27668,0.42275139939944,168,1,True,3,1.0373359252745133
27669,27669,0.426734225641857,169,1,True,3,1.0486957082645896
27670,27670,0.43267596372742,170,1,True,3,1.0605950591829998
27671,27671,0.434315112098668,171,1,True,3,1.066330552450818
27672,27672,0.436719660678925,172,1,True,3,1.0776400004590907
27673,27673,0.43880184194829,173,1,True,3,1.0871265574468405
27674,27674,0.761355940044271,174,1,True,1,3.0972352729275365
27675,27675,0.783430404110321,175,0,False,1,1.1065621070799347
27676,27676,0.783430404110321,176,0,False,1,1.1044564839417705
27677,27677,0.515076811103995,177,0,False,2,3.5957151642131655
27678,27678,0.503467085329358,178,0,False,2,3.607855594059372
27679,27679,0.462527323086683,179,0,False,2,1.8145247588397977
27680,27680,0.444872489161355,180,0,False,2,1.8530732723412828
27681,27681,0.431703063450567,181,0,False,2,1.8563352595508464
27682,27682,0.425283560349722,182,0,False,2,1.8567863642527058
27718,27718,0.251511621326185,183,0,False,4,1.375158334152619
27719,27719,0.256289425178008,184,0,False,4,1.3515885498055604
27720,27720,0.258651147539937,185,0,False,4,1.3421570383138446
27721,27721,0.284627963849887,186,0,False,4,1.4891173574548717
27723,27723,0.250403272496873,187,0,False,4,1.306304605897471
27744,27744,0.273258394692651,188,0,False,4,0.6889577611918928
28335,28335,0.319589032264733,189,0,False,3,1.7787820312937144
28336,28336,0.306067429961326,190,0,False,3,1.8342824196818452
29037,29037,0.301933849187762,191,0,False,3,1.13989471644949
29038,29038,0.305982118680271,192,0,False,3,1.120235264840365
29039,29039,0.323189844034744,193,0,False,3,1.5578256521035019
29040,29040,0.25704903294,194,0,False,3,1.1157153387935155
29041,29041,0.258179565579965,195,0,False,3,1.1081819875849983
29042,29042,0.27908371454428,196,0,False,3,1.171414177944041
29043,29043,0.351933800890293,197,0,False,3,1.586977784192347
29044,29044,0.369019001100269,198,0,False,2,1.4650493936747937
29045,29045,0.920083000583355,199,0,False,1,1.0928433206769166
29046,29046,0.283996166972926,200,0,False,3,1.691125688243761
29200,29200,0.326010743999486,201,3,True,3,1.4341887496987868
29201,29201,0.31455573379836,202,3,True,3,1.318934147201456
29202,29202,0.294395728710353,203,3,True,3,1.1380613669544992
29203,29203,0.294073702080127,204,3,True,3,1.138365519662607
29204,29204,0.293889368125087,205,3,True,3,1.138747528195599
29205,29205,0.293658418782216,206,3,True,3,1.13902091871488
29206,29206,0.293534682982589,207,3,True,3,1.139373668764948
29207,29207,0.293431612572203,208,3,True,3,1.1395342452691388
29208,29208,0.293258295429731,209,3,True,3,1.1397278720856643
29209,29209,0.293114813056426,210,3,True,3,1.1400251050159584
29210,29210,0.29288931724556,211,3,True,3,1.1402907855587656
29211,29211,0.292587000397539,212,3,True,3,1.14079697888706
29212,29212,0.278005282313879,213,3,True,3,1.1418846738228972
29213,29213,0.277572548659606,214,3,True,3,1.144860330801582
29214,29214,0.277411470573275,215,3,True,3,1.1452911530375616
29215,29215,0.277244454932504,216,3,True,3,1.145826927994444
29216,29216,0.277108026681321,217,3,True,3,1.1463699129190237
29217,29217,0.269825118897522,218,3,True,3,1.2716769210633
29218,29218,0.269550495442318,219,3,True,3,1.2737544271651644
29223,29223,0.451878943240402,220,3,True,3,1.358498665770791
29224,29224,0.452224991903486,221,3,True,3,1.3531197181618828
29225,29225,0.457160913035395,222,3,True,3,1.352817819972958
29226,29226,0.45793911331522,223,3,True,3,1.3525359809806103
29227,29227,0.451800565371018,224,3,True,3,1.3534344163420409
29228,29228,0.450809569665582,225,3,True,3,1.3558322792610777
29229,29229,0.461279387328891,226,3,True,3,1.3589090899092127
29230,29230,0.458920018193238,227,3,True,3,1.3641422862899841
29231,29231,0.456625189697526,228,3,True,3,1.369713664688933
29232,29232,0.454141934699784,229,3,True,3,1.3767538617091943
29233,29233,0.450861478139808,230,3,True,3,1.3876700615460733
29234,29234,0.414624685526082,231,3,True,3,1.6022989349459555
29235,29235,0.408142983813948,232,3,True,3,1.6614881456050699
29236,29236,0.400675940542792,233,3,True,3,1.733483739228007
29237,29237,0.387679880573634,234,3,True,3,1.8655083306919182
29238,29238,0.370555296349741,235,3,True,3,2.04570802638075
29239,29239,0.358110692263221,236,3,True,3,2.114509920338361
29240,29240,0.347403160628555,237,3,True,3,2.08205600916731
29241,29241,0.343565132649323,238,3,True,3,2.1209374698855608
29242,29242,0.335884518094997,239,3,True,3,2.131133091645738
29243,29243,0.337563483658803,240,3,True,3,2.0554685623709132
29244,29244,0.340453602534157,241,3,True,3,1.973082087482597
29245,29245,0.333915283285321,242,3,True,3,1.931740008382267
29246,29246,0.337478172556888,243,3,True,3,1.8562078846596615
29247,29247,0.338847180392523,244,3,True,3,1.8214205424077443
29248,29248,0.341068852646218,245,3,True,3,1.7851368254211144
29249,29249,0.341846793051854,246,3,True,3,1.7706581805913573
29250,29250,0.342592147965234,247,3,True,3,1.7572002180601993
29251,29251,0.343095030375707,248,3,True,3,1.7457329856821224
29252,29252,0.343721659088358,249,3,True,3,1.7291997812467588
29253,29253,0.346980425194347,250,3,True,3,1.68677115565421
29254,29254,0.349391968743459,251,3,True,3,1.658686708924921
29255,29255,0.339170724981295,252,3,True,3,1.6276201432410413
29256,29256,0.341575176692967,253,3,True,3,1.6036685084989613
29257,29257,0.343044441693036,254,3,True,3,1.5898178696284404
29295,29295,0.322245522726998,255,0,False,4,1.2464014889253687
29296,29296,0.341930693776708,256,0,False,4,1.1167913497672897
29297,29297,0.372368432664854,257,0,False,4,0.9045831044312697
29298,29298,0.402197239342566,258,0,False,4,0.723376828439912
29299,29299,0.407503056276032,259,0,False,4,0.6714748851792954
29545,29545,0.31101791668696,260,0,False,3,0.7824432230658452
29546,29546,0.374396847688075,261,1,True,2,4.013699823954421
29547,29547,0.384851240245795,262,1,True,2,4.015821723785027
29548,29548,0.398745413853407,263,1,True,2,4.023490217765843
29549,29549,0.406189337600485,264,1,True,2,4.030053414897531
29550,29550,0.78731365754543,265,1,True,1,3.201155785697045
29551,29551,0.684583648949431,266,1,True,3,1.7408926901834891
29552,29552,0.698690614375385,267,1,True,2,3.5485531183936097
29553,29553,0.691824176915699,268,1,True,2,3.5475769728859805
29554,29554,0.68037338912602,269,1,True,2,3.5334044579113937
29778,29778,0.555716499498033,270,0,False,2,1.7383540594392943
29779,29779,0.557066981375602,271,0,False,2,1.739890935948045
29780,29780,0.579524709095676,272,0,False,2,1.3770677689961535
29781,29781,0.582072945250987,273,0,False,2,1.3889805922957124
29782,29782,0.569129192888217,274,0,False,2,1.758467285906676
29783,29783,0.545086032816379,275,0,False,2,2.4274045050503283
29867,29867,0.262455466656178,276,0,False,4,1.4155802416228507
29868,29868,0.266967778202197,277,0,False,4,1.4194418335662051
29869,29869,0.277407070495381,278,0,False,4,1.411391683906487
29870,29870,0.282994238904654,279,0,False,4,1.4066673038912552
29871,29871,0.290866342235884,280,0,False,4,1.394013749488197
29872,29872,0.298853831169611,281,0,False,4,1.3918913483458655
29873,29873,0.30784782644903,282,0,False,4,1.4205104701588727
29874,29874,0.312191192046228,283,0,False,4,1.429817652042319
29875,29875,0.316256166302256,284,0,False,4,1.4481408698883318
29876,29876,0.326060674308603,285,0,False,4,1.44220703827695
29877,29877,0.324988451354849,286,0,False,4,1.4735482663199369
29878,29878,0.331225647511235,287,0,False,4,1.4686039180354167
29879,29879,0.346091093230316,288,0,False,4,1.5085057953703873
29880,29880,0.348406278501249,289,0,False,4,1.5100505184309232
29881,29881,0.355998009900108,290,0,False,4,1.5489059652019226
29882,29882,0.350333014290118,291,0,False,4,1.539448001068838
29942,29942,0.691190896829644,292,0,False,2,2.0129922688143753
29943,29943,0.691846886996187,293,0,False,2,2.015668511491106
29944,29944,0.692402284021294,294,0,False,2,2.018399709533486
29945,29945,0.693754587987739,295,0,False,2,2.0239272342611163
29946,29946,0.695269116148409,296,0,False,2,2.030209862172229
29947,29947,0.694199827014927,297,0,False,2,1.9821433316412047
29948,29948,0.693263900060638,298,0,False,2,1.9947368588240877
29949,29949,0.696305194864918,299,0,False,2,1.997305222036943
29950,29950,0.696778928323875,300,0,False,2,1.9999713863204394
29951,29951,0.69859222735793,301,0,False,2,2.007471973394572
29952,29952,0.641147969445783,302,0,False,2,2.260785269637421
29953,29953,0.641437422398552,303,0,False,2,2.2622153521376873
29954,29954,0.643409360757219,304,0,False,2,2.2627885879326826
29955,29955,0.644193670862264,305,0,False,2,2.2653790308976465
29956,29956,0.648622060966746,306,0,False,2,2.2673968796787873
29957,29957,0.646547467551847,307,0,False,2,2.26974310962706
29958,29958,0.649080439564701,308,0,False,2,2.269876231663407
29959,29959,0.642309728933874,309,0,False,2,2.0718452180254348
29960,29960,0.638276675336668,310,0,False,2,2.1556057542795983
29961,29961,0.637450887901938,311,0,False,2,2.152625731014317
29962,29962,0.636971946851029,312,0,False,2,2.150901553413557
29963,29963,0.63324191188878,313,0,False,2,2.146563378338125
30157,30157,0.4152483114864,314,0,False,3,1.713067461312099
30158,30158,0.420494107637372,315,0,False,3,1.7120523345832692
30159,30159,0.421277582001009,316,0,False,3,1.7113218080726318
30160,30160,0.431195075065248,317,0,False,3,1.6913507123963016
30161,30161,0.441575335715933,318,0,False,3,1.717037551875189
30162,30162,0.450582383954804,319,0,False,3,1.7064034995474666
30322,30322,0.325035749484231,320,0,False,4,1.2963636530319278
30323,30323,0.32685988964518,321,0,False,4,1.3158370697664379
30324,30324,0.32474185513343,322,0,False,4,1.4065938050828806
30325,30325,0.325255356333718,323,0,False,4,1.424262734061112
30326,30326,0.334234642949822,324,0,False,4,1.490993566919376
30327,30327,0.328441091231258,325,0,False,4,1.4715163914881406
30328,30328,0.328316318523005,326,0,False,4,1.4774643429544896
30373,30373,0.489460919470121,327,0,False,2,2.041950298800958
30374,30374,0.489371997549997,328,0,False,2,2.041668432456115
30375,30375,0.444985086624996,329,0,False,4,0.7744514382410554
30376,30376,0.435088934213235,330,0,False,4,0.7694701692103152
30377,30377,0.434451522354991,331,0,False,4,0.7646191903210081
30378,30378,0.447173550484395,332,0,False,4,1.126219987737404
30379,30379,0.447022356626662,333,0,False,4,1.1236866440088025
30380,30380,0.445512879669218,334,0,False,4,1.1029532688090635
30381,30381,0.44316531639916,335,0,False,4,1.084911853044401
30382,30382,0.443383857282082,336,0,False,4,1.06385012193394
30383,30383,0.368022826213394,337,0,False,4,0.7426757559159639
30384,30384,0.361305365990416,338,0,False,4,0.7735595364882127
30385,30385,0.350840846667226,339,0,False,4,0.7748971101554966
30386,30386,0.342065573434118,340,0,False,4,0.7664518583869089
30463,30463,0.348573868725253,341,0,False,2,3.3000178734502623
30464,30464,0.36293212151092,342,0,False,2,3.471665073650351
30465,30465,0.372504284002199,343,0,False,2,3.4307268474816435
30466,30466,0.396529551541005,344,0,False,2,3.4408752455663127
30467,30467,0.421196270069435,345,0,False,2,3.406516778884577
30468,30468,0.939087572778857,346,0,False,1,3.4394856195605104
30469,30469,0.935577059344422,347,0,False,1,3.4520793083553096
30470,30470,0.714522382956989,348,0,False,2,3.1606228631400417
30471,30471,0.710203079534992,349,0,False,2,2.7533213348095784
30472,30472,0.68731584736531,350,0,False,2,2.427719295999709
30473,30473,0.64143240663467,351,0,False,2,2.651802144423045
30474,30474,0.640480654264035,352,0,False,2,2.812698388988525
30475,30475,0.63680139203331,353,0,False,2,2.8167557185712737
30476,30476,0.644385134652917,354,0,False,2,2.962421409439519
30563,30563,0.253045286504344,355,1,True,3,0.9776258384605405
30564,30564,0.255636770404218,356,1,True,3,0.9696542735699069
30565,30565,0.256941059860937,357,1,True,3,0.9605905122757749
30566,30566,0.257394364312643,358,1,True,3,0.9588689164830599
30567,30567,0.257408840939141,359,1,True,3,0.962187488717135
30568,30568,0.25815378072175,360,1,True,3,0.9594435059724712
30569,30569,0.259594352347036,361,1,True,3,0.9574044688690548
30570,30570,0.258304865205528,362,1,True,3,0.9432600628516076
30571,30571,0.262949520396577,363,1,True,3,0.9004958299482848
30572,30572,0.265101472982536,364,1,True,3,0.8583403429928693
30573,30573,0.271016328409277,365,1,True,3,0.8968046329598495
30574,30574,0.273692113481276,366,1,True,3,0.9249006761111958
30575,30575,0.27704193890919,367,1,True,3,0.9196463437184146
30576,30576,0.288547434809795,368,1,True,3,0.8942613077070254
30577,30577,0.295771469982813,369,1,True,3,1.6122615345966087
30578,30578,0.303318572679197,370,1,True,3,1.6008032645446613
30579,30579,0.307189255967632,371,1,True,3,1.6022511876376895
30580,30580,0.313441390060331,372,1,True,3,1.5897102047596612
30581,30581,0.318615601927566,373,1,True,3,1.5912465579560293
30879,30879,0.314581837335884,374,0,False,2,2.347289583164187
30880,30880,0.315884577529168,375,0,False,2,2.3435856361646312
30881,30881,0.370920456949926,376,0,False,2,3.1230843572584175
30882,30882,0.417988596724544,377,0,False,2,3.057651703109165
30883,30883,0.954937376437807,378,0,False,1,1.5734511616110376
30990,30990,0.257428007253191,379,0,False,3,1.3875433088747662
30991,30991,0.263621554872843,380,1,True,3,1.888142933073738
30992,30992,0.765300390371564,381,1,True,1,3.1874101446036627
30993,30993,0.811555261661713,382,1,True,1,3.187758453984862
30994,30994,0.811555261661713,383,1,True,1,3.187949578741494
30995,30995,0.811555261661713,384,1,True,1,3.1866169898631744
30996,30996,0.811555261661713,385,1,True,1,3.186357192594085
30997,30997,0.811555261661713,386,1,True,1,3.1861520977545132
30998,30998,0.307090184230308,387,1,True,3,0.8443341005293662
30999,30999,0.292055118956994,388,1,True,3,0.8466348259403805
31000,31000,0.286703845208613,389,1,True,3,0.8355697298065015
31001,31001,0.279829010623236,390,1,True,3,0.8459455868446664
31002,31002,0.273482119182515,391,1,True,3,0.8583256309202568
31003,31003,0.264293488270701,392,1,True,3,0.8657504007219013
31040,31040,0.35860010586126,393,0,False,2,2.3282880083820894
31041,31041,0.354145581134649,394,0,False,2,2.325621741886196
31042,31042,0.344108321675627,395,0,False,2,2.3208140766992535
31043,31043,0.332220550961263,396,0,False,2,2.324844051139608
31044,31044,0.32186531209221,397,0,False,3,1.7785815402550382
31045,31045,0.257036296829897,398,0,False,3,2.093752613312988
31119,31119,0.411977573361025,399,0,False,3,1.5511617289573734
31120,31120,0.41422184751914,400,0,False,3,1.5581408421620582
31121,31121,0.418222668719702,401,0,False,3,1.5664380431697438
31122,31122,0.420339610734922,402,0,False,3,1.5710379793788642
31123,31123,0.430154976329948,403,0,False,3,1.5915005753627938
31124,31124,0.441478740658368,404,0,False,3,1.956192248403189
31125,31125,0.942904617735226,405,0,False,1,1.1355682921777384
31126,31126,0.9321175142982,406,0,False,1,1.1380207354585046
31127,31127,0.93181509588367,407,0,False,1,1.1378922997792216
31128,31128,0.447394083428299,408,0,False,2,2.8196303866880217
31129,31129,0.438796282108176,409,0,False,2,2.8197792169582536
31130,31130,0.437100090718275,410,0,False,2,2.8044004105911196
31131,31131,0.36383253794603,411,0,False,2,2.967352782845085
31132,31132,0.361804922489149,412,0,False,2,2.968662827962987
31133,31133,0.359343878639526,413,0,False,2,2.9712483092324526
31134,31134,0.346889385008548,414,0,False,2,2.402015217635989
31135,31135,0.342849402629623,415,0,False,2,2.408345382261599
31136,31136,0.333571714272517,416,0,False,2,2.320272859472362
31137,31137,0.325691941611286,417,0,False,2,2.128074474419251
31138,31138,0.307924640038951,418,0,False,2,2.0498953249062026
31139,31139,0.29169317354407,419,0,False,2,2.028683718309098
31140,31140,0.260158825944677,420,0,False,2,2.054398814203993
31141,31141,0.25365274077006,421,0,False,2,2.079361637039271
31348,31348,0.341930949848946,422,0,False,4,1.9985238063489754
31436,31436,0.27961355412047,423,0,False,4,0.36087119122448125
31465,31465,0.430974504870579,424,0,False,2,3.5847426992556364
31466,31466,0.429531825406816,425,0,False,2,3.5987821327550455
31467,31467,0.428421135941104,426,0,False,2,3.6038890913262134
31468,31468,0.4284190075116,427,0,False,2,3.606341313560398
31469,31469,0.426989434745936,428,0,False,2,3.60977398557532
31470,31470,0.426088404674097,429,0,False,2,3.61216336696473
31471,31471,0.426592294063551,430,0,False,2,3.6125796832505253
31472,31472,0.42654000617225,431,0,False,2,3.617848075687854
31473,31473,0.433149674277411,432,0,False,4,1.9254559577646944
31474,31474,0.449408938502044,433,0,False,2,1.9242573671056562
31475,31475,0.474247879257729,434,0,False,2,1.6659189605321627
31476,31476,0.562637784123096,435,0,False,2,1.3711298197432062
31477,31477,0.577360714276782,436,0,False,2,1.3992277021979789
31478,31478,0.587901501775035,437,0,False,2,1.437797619612802
31479,31479,0.59087927540405,438,0,False,2,1.4416887728617687
31480,31480,0.454037690583135,439,0,False,2,2.8782688227844564
31481,31481,0.452706566442081,440,0,False,2,2.877340757835072
31482,31482,0.447848831078336,441,0,False,2,2.878178241623432
31483,31483,0.440921734925204,442,0,False,2,3.6887570531866705
31484,31484,0.441621920406128,443,0,False,2,3.6892141395789544
31485,31485,0.441667646973548,444,0,False,2,3.6837371729159667
31486,31486,0.442543137946228,445,0,False,2,3.67574973010326
31487,31487,0.443190817031471,446,0,False,2,3.675335328757185
31488,31488,0.443663454388134,447,0,False,2,3.6563685005540854
31489,31489,0.442394785056304,448,0,False,2,3.6610206539494548
31679,31679,0.250714132681468,449,1,True,3,0.9034053780280051
31680,31680,0.261399699688266,450,1,True,3,0.8385500749381543
31681,31681,0.273261627893699,451,1,True,3,0.7906522762058587
