cluster_id,sample_count,sample_percentage,distance_to_centroid_mean,distance_to_centroid_median,distance_to_centroid_std,distance_to_centroid_max
1,118,2.878048780487805,2.364418446836958,1.9476748245512288,1.130474731291702,4.521434653661935
2,722,17.609756097560975,2.558751387037199,2.346031001002718,0.8616711606289893,4.726892711277405
3,2126,51.85365853658537,1.4622696908905177,1.3529687690674204,0.48750076968573486,4.114118263926422
4,1134,27.658536585365855,1.2365966344762218,1.0529098557181658,0.7084483441462771,5.295833456099611
