flood_scenario,version_name,min_cluster_size,min_samples,metric,cluster_selection_method,number_of_clusters,noise_count,noise_percentage,largest_cluster_size
PF,version_B_standardized,50,10,euclidean,eom,326,30642,26.198924409408423,21721
