street_id,cluster_id_PF,cluster_id_TF,is_conflict
3576,8,7,True
3577,8,7,True
3578,16,18,True
3580,22,21,True
3660,21,20,True
3661,24,25,True
3664,17,25,True
3665,20,24,True
3666,20,21,True
3731,19,18,True
3733,-1,24,True
3749,24,22,True
3750,18,21,True
3751,20,21,True
3754,16,25,True
3755,16,17,True
3756,16,21,True
3757,21,19,True
3759,20,22,True
3760,18,23,True
3761,23,-1,True
3762,19,17,True
3765,25,20,True
3945,20,22,True
3946,21,20,True
4009,19,21,True
4122,22,24,True
4123,23,17,True
4194,16,25,True
4195,16,22,True
4196,16,25,True
4197,21,20,True
4198,23,24,True
4199,16,24,True
4238,16,19,True
4239,16,23,True
4240,16,24,True
4241,16,25,True
4242,16,19,True
4243,16,24,True
4244,16,17,True
4247,24,19,True
4249,8,7,True
4250,8,7,True
4251,20,22,True
4252,22,21,True
4253,19,21,True
4254,24,19,True
4255,25,24,True
4256,22,18,True
4378,8,7,True
4379,8,7,True
4380,8,7,True
4381,8,7,True
4382,8,7,True
4383,8,7,True
4384,8,7,True
4386,20,19,True
4387,18,21,True
4388,22,23,True
4389,18,21,True
4390,22,23,True
4391,21,22,True
4392,-1,24,True
4393,16,24,True
4394,16,21,True
4395,16,23,True
4396,16,19,True
4397,16,18,True
4398,16,25,True
4562,16,22,True
4563,16,21,True
4564,16,25,True
4565,16,23,True
4570,17,18,True
4571,-1,24,True
4572,22,-1,True
4573,8,7,True
4574,8,7,True
4575,8,7,True
4652,25,-1,True
4653,19,21,True
4655,18,23,True
4656,22,21,True
4657,18,19,True
4658,24,25,True
4660,24,22,True
4661,18,19,True
4662,20,24,True
4663,24,22,True
4664,24,25,True
4665,21,25,True
4667,18,24,True
4668,18,22,True
4669,22,-1,True
4701,24,21,True
4702,-1,18,True
4703,18,19,True
4705,18,19,True
4706,23,25,True
4707,19,21,True
4708,20,21,True
4892,16,18,True
4893,16,21,True
4894,16,24,True
4895,16,22,True
4896,16,20,True
4897,16,18,True
4898,16,19,True
4899,16,22,True
4900,16,25,True
4901,16,22,True
4902,16,20,True
4904,8,7,True
4905,8,7,True
4906,8,7,True
4907,8,7,True
4908,8,7,True
4910,16,22,True
4911,16,22,True
4912,16,24,True
4913,16,24,True
4914,16,19,True
4915,16,24,True
5014,23,24,True
5015,21,17,True
5017,23,17,True
5018,24,18,True
5019,24,25,True
5031,-1,19,True
5032,-1,22,True
5033,-1,22,True
5035,8,7,True
5036,8,7,True
5037,8,7,True
5038,8,7,True
5039,8,7,True
5040,8,7,True
5041,8,7,True
5042,8,7,True
5043,8,7,True
5067,16,-1,True
5068,16,21,True
5069,16,18,True
5070,16,22,True
5071,16,25,True
5072,16,20,True
5073,16,22,True
5074,16,18,True
5075,16,17,True
5076,16,24,True
5077,16,20,True
5078,16,19,True
5079,16,20,True
5080,16,22,True
5081,16,21,True
5082,16,20,True
5083,8,7,True
5084,16,25,True
5085,16,20,True
5138,23,25,True
5139,18,21,True
5141,20,23,True
5143,19,21,True
5145,17,19,True
5146,20,22,True
5258,19,17,True
5294,16,21,True
5295,16,25,True
5296,22,19,True
5297,25,19,True
5298,19,21,True
5299,22,23,True
5300,21,19,True
5301,20,24,True
5302,21,22,True
5304,-1,19,True
5305,18,24,True
5306,17,18,True
5307,25,22,True
5308,18,22,True
5309,25,24,True
5310,20,21,True
5311,22,18,True
5314,19,17,True
5351,19,17,True
5352,22,19,True
5353,19,22,True
5435,8,7,True
5437,-1,24,True
5622,17,21,True
5720,19,21,True
5721,18,21,True
5722,8,7,True
5723,8,7,True
5724,8,7,True
5725,8,7,True
5726,8,7,True
5856,18,21,True
5858,17,19,True
5859,24,23,True
5860,18,24,True
5862,20,23,True
5863,-1,19,True
5865,16,19,True
5866,16,25,True
5867,16,24,True
5868,16,20,True
5869,16,23,True
5870,16,18,True
5871,16,19,True
5872,16,19,True
5873,16,19,True
5874,21,24,True
5875,16,24,True
5876,16,22,True
5877,16,22,True
5878,16,23,True
5879,16,17,True
5993,16,24,True
5995,19,21,True
5996,25,21,True
5997,-1,25,True
5998,16,17,True
5999,16,20,True
6006,17,19,True
6064,25,22,True
6065,21,20,True
6066,20,19,True
6067,18,-1,True
6068,23,24,True
6069,19,-1,True
6070,20,24,True
6098,18,-1,True
6099,24,25,True
6100,22,24,True
6101,19,21,True
6102,22,19,True
6103,25,24,True
6104,21,25,True
6105,-1,22,True
6106,17,19,True
6107,24,23,True
6108,24,25,True
6109,20,25,True
6112,21,19,True
6113,21,19,True
6116,25,22,True
6117,17,18,True
6120,22,23,True
6121,20,22,True
6122,23,22,True
6123,21,20,True
6124,20,19,True
6127,25,21,True
6128,8,7,True
6263,18,19,True
6264,23,25,True
6265,18,24,True
6280,8,7,True
6281,8,7,True
6282,16,18,True
6283,16,22,True
6284,16,25,True
6414,16,21,True
6416,25,23,True
6418,16,23,True
6419,16,22,True
6420,16,21,True
6421,16,23,True
6422,16,25,True
6423,16,19,True
6424,16,25,True
6425,16,22,True
6426,16,24,True
6427,16,23,True
6428,16,21,True
6429,16,24,True
6430,16,21,True
6431,16,20,True
6433,18,21,True
6650,18,19,True
6651,24,19,True
6653,21,22,True
6654,21,24,True
6655,24,25,True
6656,18,19,True
6657,23,21,True
6658,22,17,True
6659,-1,25,True
6660,8,7,True
6661,25,19,True
6662,24,25,True
6663,21,24,True
6664,25,24,True
6665,24,22,True
6668,18,25,True
6669,20,22,True
6670,17,25,True
6672,22,18,True
6674,16,21,True
6675,16,23,True
6696,22,21,True
6697,22,21,True
6698,25,24,True
6799,24,21,True
6800,18,21,True
6801,8,7,True
6802,8,7,True
6803,8,7,True
6804,8,7,True
6805,8,7,True
6806,8,7,True
6807,8,7,True
6808,8,7,True
6809,22,21,True
6810,19,21,True
6813,18,19,True
6814,25,23,True
6815,18,22,True
6887,23,18,True
6888,19,20,True
6889,21,19,True
6890,21,22,True
6891,18,22,True
6892,22,18,True
6893,18,21,True
6894,18,21,True
6895,24,25,True
6896,22,25,True
6897,18,21,True
6898,17,18,True
6899,20,21,True
6954,22,19,True
6955,19,20,True
6956,20,22,True
6957,21,18,True
6971,16,23,True
6972,16,23,True
6973,16,18,True
6974,16,21,True
6976,8,7,True
6977,8,7,True
6978,8,7,True
6979,8,7,True
7107,16,22,True
7109,18,23,True
7110,24,19,True
7111,-1,25,True
7113,25,22,True
7115,16,23,True
7116,16,17,True
7117,16,23,True
7118,18,22,True
7120,19,18,True
7121,18,25,True
7122,23,25,True
7123,-1,19,True
7124,17,19,True
7125,20,21,True
7126,23,25,True
7127,24,-1,True
7128,16,25,True
7129,16,17,True
7226,23,21,True
7227,23,18,True
7255,8,7,True
7256,8,7,True
7268,16,19,True
7269,16,24,True
7270,16,21,True
7273,18,21,True
7278,17,19,True
7279,17,19,True
7280,17,25,True
7281,17,21,True
7282,17,21,True
7283,-1,17,True
7420,8,7,True
7421,8,7,True
7423,8,7,True
7424,8,7,True
7425,16,21,True
7426,16,21,True
7427,16,21,True
7428,16,17,True
7429,23,25,True
7430,18,23,True
7470,22,18,True
7522,18,23,True
7523,25,24,True
7527,24,21,True
7528,20,22,True
7529,17,21,True
7530,25,23,True
7531,25,20,True
7533,19,18,True
7534,24,21,True
7535,24,25,True
7537,22,18,True
7538,20,22,True
7667,21,19,True
7668,19,25,True
7669,20,25,True
7670,22,17,True
7671,18,21,True
7681,8,7,True
7682,8,7,True
7683,8,7,True
7684,8,7,True
7685,8,7,True
7686,18,22,True
7687,22,17,True
7688,24,18,True
7689,18,25,True
7690,19,20,True
7691,19,21,True
7693,8,7,True
7694,8,7,True
7695,8,7,True
7696,8,7,True
7697,18,21,True
7698,18,22,True
7699,22,18,True
7700,21,22,True
7701,17,18,True
7702,24,22,True
7703,21,22,True
7704,21,-1,True
7835,-1,21,True
7836,-1,25,True
7837,-1,18,True
7838,16,24,True
7839,16,22,True
7840,16,-1,True
7842,17,19,True
7843,18,21,True
7844,23,18,True
7847,16,17,True
7848,16,25,True
7849,21,20,True
7850,19,17,True
7851,19,20,True
7884,22,21,True
7984,16,17,True
7990,20,25,True
7991,24,23,True
7992,21,24,True
7994,22,18,True
7996,23,19,True
7997,20,21,True
7998,8,7,True
8001,18,21,True
8002,24,25,True
8003,19,17,True
8138,22,17,True
8139,20,24,True
8140,18,21,True
8141,24,22,True
8142,24,21,True
8373,22,18,True
8374,25,24,True
8377,24,23,True
8378,22,17,True
8379,8,7,True
8380,8,7,True
8381,8,7,True
8382,8,7,True
8383,8,7,True
8384,8,7,True
8385,8,7,True
8388,19,21,True
8389,22,19,True
8390,25,21,True
8462,16,18,True
8465,16,18,True
8466,16,20,True
8467,16,24,True
8468,16,22,True
8469,16,21,True
8470,16,20,True
8472,19,18,True
8474,22,18,True
8475,25,22,True
8477,24,21,True
8478,18,22,True
8479,25,21,True
8481,25,24,True
8482,18,17,True
8484,25,20,True
8485,18,23,True
8486,24,25,True
8495,24,25,True
8589,8,7,True
8590,8,7,True
8591,8,7,True
8592,8,7,True
8595,24,22,True
8597,16,25,True
8598,21,20,True
8599,19,-1,True
8600,8,7,True
8601,8,7,True
8602,16,22,True
8603,16,18,True
8604,16,25,True
8605,8,7,True
8606,8,7,True
8607,8,7,True
8608,8,7,True
8609,8,7,True
8610,8,7,True
8611,8,7,True
8612,8,7,True
8613,22,18,True
8763,25,24,True
8765,23,21,True
8766,17,19,True
8767,22,23,True
8768,18,20,True
8769,22,21,True
8770,22,18,True
8771,22,17,True
8772,17,19,True
8773,24,25,True
8774,25,24,True
8775,17,19,True
8776,20,18,True
8780,16,22,True
8781,8,7,True
8782,8,7,True
8783,8,7,True
8784,16,24,True
8785,16,17,True
8786,16,24,True
8787,16,25,True
8789,16,21,True
8790,16,17,True
8793,25,17,True
8948,16,22,True
8950,25,21,True
8951,8,7,True
8952,8,7,True
8953,8,7,True
8954,8,7,True
8955,8,7,True
8956,8,7,True
8957,8,7,True
8958,8,7,True
8959,8,7,True
8960,8,7,True
8961,8,7,True
8962,16,25,True
8963,16,21,True
8964,16,25,True
8965,16,21,True
8966,16,21,True
8967,16,20,True
8968,16,25,True
8969,16,17,True
8970,16,23,True
9098,-1,21,True
9099,18,17,True
9100,23,18,True
9101,22,18,True
9106,8,7,True
9107,8,7,True
9108,16,21,True
9109,16,23,True
9110,16,19,True
9111,16,21,True
9112,16,22,True
9113,16,-1,True
9114,16,19,True
9115,16,17,True
9116,16,23,True
9117,16,17,True
9118,16,18,True
9119,16,23,True
9120,16,18,True
9121,16,21,True
9122,16,25,True
9123,16,20,True
9124,16,24,True
9125,16,19,True
9126,16,19,True
9127,16,23,True
9128,16,19,True
9129,16,-1,True
9130,16,19,True
9294,19,17,True
9295,25,24,True
9296,-1,17,True
9297,23,22,True
9307,22,18,True
9308,18,19,True
9309,16,17,True
9310,16,24,True
9312,17,19,True
9313,24,21,True
9314,22,20,True
9317,8,7,True
9318,23,21,True
9319,22,17,True
9320,24,23,True
9321,23,18,True
9322,18,21,True
9323,20,24,True
9324,25,19,True
9325,21,20,True
9326,18,22,True
9328,24,22,True
9331,16,25,True
9332,16,24,True
9425,19,22,True
9426,22,18,True
9440,22,20,True
9441,18,21,True
9442,8,7,True
9443,8,7,True
9444,25,24,True
9445,17,18,True
9446,19,17,True
9448,21,25,True
9449,23,19,True
9450,20,22,True
9451,-1,24,True
9453,-1,20,True
9454,19,18,True
9455,23,-1,True
9456,23,18,True
9457,-1,20,True
9458,19,23,True
9459,17,19,True
9460,21,22,True
9461,23,18,True
9464,16,21,True
9558,16,24,True
9559,16,21,True
9560,16,21,True
9561,16,19,True
9562,22,21,True
9563,25,20,True
9564,22,19,True
9565,25,21,True
9567,25,19,True
9568,25,24,True
9569,25,22,True
9572,25,19,True
9574,8,7,True
9580,24,23,True
9581,23,25,True
9582,21,19,True
9709,16,22,True
9710,16,22,True
9711,16,23,True
9712,16,25,True
9713,16,24,True
9714,22,18,True
9717,22,24,True
9718,24,22,True
9719,17,25,True
9721,8,7,True
9722,17,22,True
9724,20,24,True
9725,17,21,True
9726,18,22,True
9727,21,19,True
9728,18,22,True
9730,17,19,True
9731,21,20,True
9732,17,18,True
9736,16,24,True
9737,16,19,True
9738,16,17,True
9740,18,17,True
9741,-1,19,True
9862,8,7,True
9863,19,-1,True
9864,18,23,True
9865,19,17,True
9866,22,18,True
9867,-1,17,True
9868,23,21,True
10002,16,25,True
10003,16,-1,True
10004,16,24,True
10005,16,19,True
10011,18,25,True
10012,23,25,True
10122,19,17,True
10126,18,25,True
10211,16,19,True
10212,16,18,True
10214,16,23,True
10215,16,21,True
10216,16,17,True
10217,16,25,True
10218,16,21,True
10219,16,17,True
10220,16,21,True
10221,16,17,True
10222,16,21,True
10223,16,24,True
10224,16,21,True
10225,16,17,True
10226,16,18,True
10227,16,25,True
10451,20,19,True
10452,21,19,True
10453,19,20,True
10455,8,7,True
10456,8,7,True
10458,18,25,True
10461,20,21,True
10463,18,22,True
10464,17,25,True
10465,19,22,True
10466,20,25,True
10467,21,17,True
10468,8,7,True
10469,8,7,True
10470,8,7,True
10471,16,18,True
10472,16,17,True
10473,16,20,True
10576,16,22,True
10577,16,25,True
10578,16,22,True
10579,16,17,True
10594,16,18,True
10595,16,21,True
10596,16,22,True
10597,16,22,True
10599,21,-1,True
10603,17,19,True
10604,25,18,True
10605,17,19,True
10606,22,18,True
10607,-1,19,True
10608,8,7,True
10609,8,7,True
10611,21,19,True
10612,21,20,True
10613,17,21,True
10728,22,21,True
10729,21,19,True
10730,17,23,True
10732,16,22,True
10733,16,23,True
10734,21,17,True
10736,16,18,True
10737,16,21,True
10738,16,21,True
10739,16,21,True
10740,16,23,True
10742,-1,23,True
10743,20,24,True
10745,18,19,True
10819,20,23,True
10820,24,21,True
10821,25,20,True
10823,18,20,True
10825,17,18,True
10827,21,24,True
10828,18,20,True
10829,8,7,True
10925,16,25,True
10926,16,-1,True
10927,16,19,True
10929,24,21,True
10930,18,25,True
10931,18,19,True
10933,25,21,True
10934,25,24,True
10935,24,21,True
10936,18,17,True
10937,24,17,True
10938,25,21,True
10939,20,22,True
10940,22,19,True
10942,17,19,True
10943,22,25,True
10944,25,18,True
10945,17,22,True
10946,22,18,True
10947,21,22,True
10948,25,24,True
10949,22,18,True
10950,18,22,True
10951,20,-1,True
10952,18,17,True
10953,23,25,True
10954,23,25,True
10955,22,-1,True
10956,22,-1,True
10958,25,17,True
10959,17,21,True
10960,24,25,True
10961,21,19,True
10962,17,20,True
10963,18,19,True
10964,24,17,True
10965,21,20,True
10967,20,21,True
10968,18,19,True
10971,16,25,True
10972,16,25,True
10973,16,22,True
10974,16,19,True
10976,8,7,True
10977,8,7,True
10978,8,7,True
10979,8,7,True
10980,8,7,True
11099,16,19,True
11100,16,20,True
11101,16,22,True
11102,16,22,True
11103,16,22,True
11104,16,23,True
11105,16,23,True
11106,16,20,True
11107,16,17,True
11108,16,19,True
11109,16,24,True
11110,16,18,True
11111,16,24,True
11112,16,18,True
11165,25,24,True
11166,19,23,True
11167,25,21,True
11168,19,17,True
11169,24,23,True
11170,25,24,True
11171,20,25,True
11172,20,22,True
11174,22,17,True
11175,25,20,True
11176,23,22,True
11178,19,17,True
11205,20,-1,True
11206,23,18,True
11207,20,18,True
11237,22,23,True
11238,22,21,True
11239,16,25,True
11245,8,7,True
11246,8,7,True
11287,16,25,True
11288,16,22,True
11289,16,21,True
11290,16,18,True
11291,16,22,True
11292,16,21,True
11293,16,20,True
11330,19,18,True
11331,22,18,True
11332,18,21,True
11333,20,25,True
11384,17,18,True
11385,25,23,True
11386,21,20,True
11387,24,19,True
11448,18,22,True
11449,23,25,True
11450,18,21,True
11451,24,-1,True
11452,23,17,True
11454,22,20,True
11458,25,24,True
11815,8,7,True
11816,8,7,True
11817,8,7,True
11818,8,7,True
11819,8,7,True
11820,8,7,True
11821,8,7,True
11822,8,7,True
11823,8,7,True
11824,8,7,True
11825,8,7,True
11826,18,20,True
11827,19,-1,True
11828,17,25,True
11832,18,25,True
11833,22,23,True
11835,19,17,True
11836,24,25,True
11977,21,17,True
11978,22,21,True
12001,18,22,True
12003,18,21,True
12004,22,21,True
12005,17,18,True
12006,19,18,True
12053,16,-1,True
12054,16,21,True
12055,8,7,True
12056,8,7,True
12057,17,18,True
12059,-1,23,True
12060,20,21,True
12062,8,7,True
12063,8,7,True
12064,8,7,True
12065,8,7,True
12066,8,7,True
12067,8,7,True
12068,8,7,True
12069,16,20,True
12070,16,25,True
12071,16,25,True
12072,19,20,True
12189,-1,22,True
12190,-1,23,True
12191,-1,21,True
12192,-1,24,True
12194,24,25,True
12195,25,23,True
12196,18,19,True
12198,20,24,True
12200,8,7,True
12201,8,7,True
12202,8,7,True
12203,16,23,True
12204,16,-1,True
12328,8,7,True
12329,16,18,True
12331,8,7,True
12332,8,7,True
12333,8,7,True
12334,8,7,True
12335,8,7,True
12336,8,7,True
12391,-1,25,True
12392,-1,21,True
12393,-1,24,True
12405,16,19,True
12406,16,-1,True
12407,16,19,True
12408,16,17,True
12410,25,24,True
12411,22,17,True
12412,18,17,True
12414,24,25,True
12416,25,21,True
12419,20,18,True
12420,22,18,True
12421,24,17,True
12422,20,22,True
12426,-1,17,True
12427,-1,18,True
12428,-1,19,True
12431,18,23,True
12545,16,17,True
12546,16,25,True
12547,16,25,True
12548,16,22,True
12549,16,23,True
12550,16,22,True
12551,16,19,True
12552,8,7,True
12553,16,20,True
12554,16,25,True
12555,16,18,True
12556,16,19,True
12557,16,17,True
12558,16,21,True
12559,16,18,True
12560,16,19,True
12598,16,25,True
12599,16,19,True
12600,16,21,True
12601,16,20,True
12602,16,21,True
12603,16,18,True
12704,8,7,True
12705,8,7,True
12706,8,7,True
12768,16,25,True
12769,16,25,True
12770,16,21,True
12771,16,18,True
12772,16,21,True
12773,25,20,True
12775,8,7,True
12776,8,7,True
12777,8,7,True
12778,8,7,True
12779,24,19,True
12780,22,21,True
12880,16,22,True
12881,19,17,True
12882,19,17,True
12883,-1,21,True
12884,16,17,True
12885,16,-1,True
12886,16,25,True
12887,8,7,True
12888,8,7,True
12889,16,17,True
12891,8,7,True
12988,19,20,True
12989,21,17,True
12991,20,25,True
12992,23,18,True
12993,24,25,True
12997,17,19,True
13000,18,25,True
13002,8,7,True
13003,8,7,True
13004,8,7,True
13005,8,7,True
13006,8,7,True
13008,24,25,True
13011,-1,19,True
13012,24,25,True
13015,16,23,True
13016,16,20,True
13017,16,17,True
13127,24,22,True
13128,18,24,True
13153,20,22,True
13158,8,7,True
13159,8,7,True
13204,23,24,True
13252,16,21,True
13253,16,21,True
13254,16,18,True
13255,16,20,True
13256,16,24,True
13349,20,22,True
13350,18,19,True
13352,25,24,True
13353,23,18,True
13355,18,22,True
13356,18,25,True
13463,20,22,True
13464,23,24,True
13465,19,22,True
13551,18,23,True
13573,16,21,True
13576,16,21,True
13577,16,19,True
13578,16,17,True
13579,16,24,True
13580,16,21,True
13581,16,18,True
13582,16,22,True
13583,16,18,True
13584,16,25,True
13585,16,19,True
13586,16,21,True
13587,16,19,True
13658,17,18,True
13706,16,25,True
13708,17,23,True
13709,18,19,True
13710,19,24,True
13711,18,21,True
13712,20,-1,True
13713,21,22,True
13715,19,17,True
13716,23,25,True
13717,-1,18,True
13719,19,18,True
13720,25,24,True
13721,-1,24,True
13722,24,20,True
13724,20,25,True
13725,22,17,True
13726,25,23,True
13727,25,20,True
13728,22,18,True
13730,16,25,True
13732,25,24,True
13733,17,18,True
13735,16,25,True
13850,18,23,True
13866,25,22,True
13867,25,18,True
13868,23,25,True
13869,25,21,True
13870,25,22,True
13871,17,25,True
13872,20,21,True
13874,22,21,True
13876,19,21,True
13877,23,25,True
13878,19,20,True
13880,24,21,True
13881,18,22,True
13882,22,24,True
13883,22,19,True
13917,25,24,True
13918,19,22,True
13944,8,7,True
13951,8,7,True
13952,8,7,True
13953,8,7,True
13954,8,7,True
13955,8,7,True
13956,8,7,True
13957,8,7,True
13958,8,7,True
13959,8,7,True
13960,8,7,True
14020,16,25,True
14021,16,25,True
14022,16,21,True
14023,16,23,True
14024,16,17,True
14025,16,18,True
14026,16,21,True
14027,16,21,True
14028,16,21,True
14029,16,24,True
14030,16,24,True
14031,16,18,True
14033,16,17,True
14034,16,19,True
14035,16,18,True
14082,25,21,True
14083,21,22,True
14085,24,25,True
14086,25,24,True
14088,23,-1,True
14089,25,-1,True
14090,18,24,True
14091,18,21,True
14092,23,18,True
14093,17,19,True
14094,18,25,True
14149,19,21,True
14150,23,25,True
14151,21,19,True
14152,18,21,True
14153,19,21,True
14154,-1,19,True
14155,19,21,True
14181,8,7,True
14182,8,7,True
14183,8,7,True
14184,8,7,True
14185,16,21,True
14186,16,18,True
14187,16,18,True
14263,21,17,True
14287,16,18,True
14288,16,19,True
14289,16,21,True
14291,8,7,True
14292,8,7,True
14301,21,22,True
14302,21,22,True
14304,16,24,True
14305,16,18,True
14306,16,19,True
14307,16,22,True
14308,16,23,True
14309,16,19,True
14310,16,22,True
14311,16,25,True
14312,16,21,True
14313,16,21,True
14314,16,17,True
14362,19,20,True
14363,22,17,True
14364,24,21,True
14401,25,24,True
14402,-1,18,True
14435,16,19,True
14437,16,19,True
14438,16,20,True
14439,16,17,True
14441,16,24,True
14442,18,20,True
14443,24,23,True
14444,8,7,True
14445,8,7,True
14446,8,7,True
14447,8,7,True
14448,8,7,True
14449,8,7,True
14450,8,7,True
14451,8,7,True
14453,8,7,True
14528,21,22,True
