cluster,feature,original_non_null_count,original_structural_null_count,original_structural_null_percent,original_non_null_mean,original_non_null_median,filled_mean,standardized_centroid,inverse_transformed_centroid
1,N_PFlossR_2kiw,631,1180,65.15737161789067,-0.4019348956283793,-0.140458821755787,-0.1400446820218152,0.6750574831265422,-0.14004468202181597
1,N_PFlossR_2ktw,1811,0,0.0,-0.5621786272322711,-0.507762493583533,-0.5621786272322711,-0.5202826261458526,-0.5621786272322711
1,N_PFlossR_2kmw,1451,360,19.87852015461071,-0.6178794973492014,-0.733333333333333,-0.4950541969374331,-0.29801246375752116,-0.4950541969374329
1,PFResident_lossR,418,1393,76.91882937603533,-0.04455545375361602,0.0,-0.010283920303153778,0.3859939583140407,-0.010283920303153296
1,PFDaynight_lossR,576,1235,68.19436775262287,-0.06403967545830443,0.0,-0.02036822366868214,0.3166630776540238,-0.02036822366868199
1,PFAB5k_NOR,1799,12,0.6626173384870238,0.8795737957243533,0.940807123349025,0.8737455872490953,0.4367866665881043,0.8737455872490952
1,PFABC_NOR,1811,0,0.0,0.048090955577494654,0.0250862621784795,0.048090955577494654,-0.31050653943761924,0.048090955577494675
2,N_PFlossR_2kiw,1264,17,1.3270882123341141,-0.99974143768673,-1.0,-0.9864739869133698,-0.9044042794994316,-0.9864739869133687
2,N_PFlossR_2ktw,1281,0,0.0,-0.2271400181383476,-0.232899917118432,-0.2271400181383476,0.3525636965898791,-0.2271400181383477
2,N_PFlossR_2kmw,1268,13,1.014832162373146,-0.3105982307907599,-0.259247173704506,-0.3074461800489333,0.14366962204589795,-0.3074461800489333
2,PFResident_lossR,1184,97,7.572209211553474,-0.031215905375892077,0.0,-0.02885217171354896,0.3152343041272693,-0.02885217171354873
2,PFDaynight_lossR,1237,44,3.434816549570648,-0.03242175983552342,0.0,-0.03130813186303081,0.2694357989614906,-0.031308131863030886
2,PFAB5k_NOR,1250,31,2.419984387197502,0.4903895731231736,0.49377072276734046,0.47852222201714845,-0.9075538136831437,0.47852222201714834
2,PFABC_NOR,1281,0,0.0,0.054804503724146976,0.0359436068537691,0.054804503724146976,-0.24788308085199495,0.05480450372414698
3,N_PFlossR_2kiw,347,21,5.706521739130435,-0.7071359066862838,-1.0,-0.6667830424460339,-0.30785165575888984,-0.666783042446034
3,N_PFlossR_2ktw,368,0,0.0,-0.3099535113101993,-0.3084809756248555,-0.3099535113101993,0.1368170601546505,-0.3099535113101994
3,N_PFlossR_2kmw,368,0,0.0,-0.40042998261200585,-0.4540243145820835,-0.40042998261200585,-0.07524042531311101,-0.4004299826120059
3,PFResident_lossR,330,38,10.326086956521738,-0.13006812959061095,0.0,-0.11663718142636309,-0.019295684333762005,-0.11663718142636308
3,PFDaynight_lossR,356,12,3.260869565217391,-0.08801734370604708,0.0,-0.0851472129330238,0.03701398690680785,-0.08514721293302377
3,PFAB5k_NOR,368,0,0.0,0.818829553747124,0.944267233244902,0.818829553747124,0.24999141775633144,0.8188295537471239
3,PFABC_NOR,368,0,0.0,0.3465956664242458,0.29534399545400747,0.3465956664242458,2.473922348086883,0.34659566642424566
4,N_PFlossR_2kiw,429,57,11.728395061728394,-0.8898252628527686,-1.0,-0.7854630406663328,-0.5293119928410251,-0.785463040666333
4,N_PFlossR_2ktw,468,18,3.7037037037037033,-0.46366039670085907,-0.489468992518413,-0.4464877894156421,-0.2188835646002262,-0.44648778941564216
4,N_PFlossR_2kmw,468,18,3.7037037037037033,-0.48502390606869433,-0.5043651689621436,-0.4670600576957798,-0.23210637927567693,-0.46706005769577974
4,PFResident_lossR,451,35,7.20164609053498,-0.609636483110199,-0.645547945205479,-0.5657326211578185,-1.7307028227820813,-0.5657326211578184
4,PFDaynight_lossR,468,18,3.7037037037037033,-0.38874034861477197,-0.341885269530124,-0.374342557925336,-1.2114342552448334,-0.37434255792533594
4,PFAB5k_NOR,478,8,1.646090534979424,0.8728069560376739,0.970162498418586,0.8584397633456956,0.3847243634265293,0.8584397633456956
4,PFABC_NOR,486,0,0.0,0.0656817816535899,0.04580274506940985,0.0656817816535899,-0.14642067244155416,0.06568178165358991
5,N_PFlossR_2kiw,87,67,43.506493506493506,1.0,1.0,0.564935064935065,1.990570246341649,0.5649350649350653
5,N_PFlossR_2ktw,154,0,0.0,1.0,1.0,1.0,3.5495225641383277,1.0000000000000004
5,N_PFlossR_2kmw,154,0,0.0,1.0,1.0,1.0,3.221765992644678,0.9999999999999996
5,PFResident_lossR,84,70,45.45454545454545,-1.0,-1.0,-0.5454545454545454,-1.6534273921223337,-0.5454545454545453
5,PFDaynight_lossR,94,60,38.961038961038966,-1.0,-1.0,-0.6103896103896104,-2.2304428002196275,-0.6103896103896105
5,PFAB5k_NOR,142,12,7.792207792207792,1.0,1.0,0.922077922077922,0.6011876608923846,0.922077922077922
5,PFABC_NOR,154,0,0.0,0.10965767522266175,0.07180043292186045,0.10965767522266175,0.26378306625686077,0.10965767522266173
