cluster_id,sample_count,sample_percentage,distance_to_centroid_mean,distance_to_centroid_median,distance_to_centroid_std,distance_to_centroid_max
1,1811,44.170731707317074,1.549633425859185,1.478833995904671,0.4433359499852439,4.107876603725368
2,1281,31.24390243902439,1.2789288802431162,1.1841280592444368,0.6351019839035658,4.191713358091407
3,368,8.97560975609756,1.944334591106071,1.8081983174288045,0.625541508107162,4.331632332290991
4,486,11.853658536585366,2.2970602016362203,2.06330826195018,0.8883381898582411,4.9657225604389
5,154,3.7560975609756095,3.258327660660343,3.054224896922435,0.6766884213320843,5.149319721028379
