cluster,N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR
1,0.6750574831265422,-0.5202826261458526,-0.29801246375752116,0.3859939583140407,0.3166630776540238,0.4367866665881043,-0.31050653943761924
2,-0.9044042794994316,0.3525636965898791,0.14366962204589795,0.3152343041272693,0.2694357989614906,-0.9075538136831437,-0.24788308085199495
3,-0.30785165575888984,0.1368170601546505,-0.07524042531311101,-0.019295684333762005,0.03701398690680785,0.24999141775633144,2.473922348086883
4,-0.5293119928410251,-0.2188835646002262,-0.23210637927567693,-1.7307028227820813,-1.2114342552448334,0.3847243634265293,-0.14642067244155416
5,1.990570246341649,3.5495225641383277,3.221765992644678,-1.6534273921223337,-2.2304428002196275,0.6011876608923846,0.26378306625686077
