cluster,N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR
1,-0.14004468202181597,-0.5621786272322711,-0.4950541969374329,-0.010283920303153296,-0.02036822366868199,0.8737455872490952,0.048090955577494675
2,-0.9864739869133687,-0.2271400181383477,-0.3074461800489333,-0.02885217171354873,-0.031308131863030886,0.47852222201714834,0.05480450372414698
3,-0.666783042446034,-0.3099535113101994,-0.4004299826120059,-0.11663718142636308,-0.08514721293302377,0.8188295537471239,0.34659566642424566
4,-0.785463040666333,-0.44648778941564216,-0.46706005769577974,-0.5657326211578184,-0.37434255792533594,0.8584397633456956,0.06568178165358991
5,0.5649350649350653,1.0000000000000004,0.9999999999999996,-0.5454545454545453,-0.6103896103896105,0.922077922077922,0.10965767522266173
