cluster_id,Tem_extent,N_TFlossR_2kiw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR
1,0.05470085470085463,-0.8764984705680414,-0.852625784727317,-0.6431717836165092,-0.7700356577287121,0.9516232599514045,0.013664978244899262
2,0.002529510961214192,-0.9992604683529185,-0.33197624468656006,-0.07436786387554847,-0.09183461692847633,0.7767633188096323,0.023196634125392655
3,2.6020852139652106e-17,-0.7564534570732123,-0.8221707252287761,-0.019586977386524734,-0.05187828035605471,0.625688191643185,0.050331794584716275
4,0.012718600953895034,-0.04391647648652108,-0.46566916754250953,-0.09714112967001083,-0.09670222771135589,0.7779739271498703,0.048952979150418637
