cluster_id,feature,mean,median,std,min,max,q25,q75
1,N_PFlossR_2kiw,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
1,N_PFlossR_2kmw,-0.33324413098234096,-0.2721144945188795,0.18409977211028705,-0.691056910569106,-0.0352112676056338,-0.5297060784100948,-0.2005119453924915
1,PFResident_lossR,-0.05110993139239518,0.0,0.1722039708438932,-0.961411764705882,0.0,0.0,0.0
1,PFDaynight_lossR,-0.03088238550109776,0.0,0.09225990277518076,-0.470033562410101,0.0,0.0,0.0
1,PFAB5k_NOR,0.3587083397091126,0.3812811895561215,0.19890190568657862,0.0,0.727705831496859,0.18336784888801,0.5270483807718295
1,PFABC_NOR,0.0827201232360075,0.04291864651173605,0.10435760928594266,2.20701872611423e-06,0.56282597052203,0.012282964784395525,0.12184789920267075
2,N_PFlossR_2kiw,-0.9921242786794333,-1.0,0.04004183195872995,-1.0,-0.5,-1.0,-1.0
2,N_PFlossR_2kmw,-0.39367869419029633,-0.4217972520882335,0.2055427208163186,-1.0,-0.0344827586206897,-0.5486186452842661,-0.1984404210157345
2,PFResident_lossR,-0.26594068981270796,-0.141025641025641,0.3058086373316665,-1.0,0.0,-0.4788450415980783,0.0
2,PFDaynight_lossR,-0.1776990291856089,-0.00227169463639355,0.255187501687926,-1.0,0.0,-0.338773709748566,0.0
2,PFAB5k_NOR,0.9044402091163498,0.961040149374534,0.12387373005869572,0.33959842329327,1.0,0.8522374702350477,0.9864334706842808
2,PFABC_NOR,0.11881564020964416,0.0684136533265103,0.13163557686509952,4.67937828105129e-05,0.630473198717947,0.022414990223976725,0.155070302158811
3,N_PFlossR_2kiw,-0.032984731380963535,0.0,0.0880940822032673,-0.5,0.0,0.0,0.0
3,N_PFlossR_2kmw,-0.2426970487232274,-0.21505652620760501,0.1671584080776539,-0.849056603773585,0.0,-0.3213005632360467,-0.11079759371419225
3,PFResident_lossR,-0.12678334287170537,0.0,0.26011458941872995,-1.0,0.0,-0.08146447553221267,0.0
3,PFDaynight_lossR,-0.15093456780062509,-0.0163572060123784,0.19669736156144335,-0.845675247041601,0.0,-0.283305693753455,0.0
3,PFAB5k_NOR,0.90980565363126,0.952727369339779,0.10652700605492176,0.526816567515541,1.0,0.8827425112987642,0.9828407539462353
3,PFABC_NOR,0.15165482515807732,0.101027613881314,0.1579362213115159,0.0001144291889575,0.592357595447993,0.037686946996383947,0.17091893973936273
4,N_PFlossR_2kiw,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4,N_PFlossR_2kmw,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4,PFResident_lossR,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
4,PFDaynight_lossR,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
4,PFAB5k_NOR,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4,PFABC_NOR,0.17761082685324675,0.1356751342851395,0.1490454853616463,0.0002744490879277,0.588575025247327,0.06717461348711577,0.23959167928086075
