hdbscan_cluster,sample_count
-1,29274
0,2545
1,1478
2,202
3,241
4,209
5,3278
6,756
7,4257
8,3689
9,507
10,239
11,424
12,2184
13,1291
14,1740
15,360
16,6891
17,241
18,282
19,347
20,200
21,280
22,496
23,204
24,616
25,215
26,674
27,538
28,313
29,240
30,368
31,588
32,445
33,287
34,1612
35,990
36,442
37,357
38,359
39,587
40,221
41,279
42,220
43,1545
44,439
45,229
46,1075
47,227
48,732
49,633
50,21475
51,247
52,236
53,1648
54,1608
55,2674
56,2081
57,2091
58,1570
59,2078
60,1675
61,2084
62,1646
